elec120V_readymix_plant,natgas_readymix_plant,electricity_120V,trans_truck,natgas_clinker,naturalgas,coal,"concrete, 17.2 Mpa - national avg, A1-A3 q_PC","concrete, 17.2 Mpa - national avg, A1-A3 q_electricity","concrete, 17.2 Mpa - national avg, A1-A3 q_NG","concrete, 17.2 Mpa - national avg, A1-A3 msw",market for Portland cement t_km,market for sand t_km,"market for gravel, crushed t_km",clinker production - North American q_coal,gwp,ap,ep,odp,pocp,gwp_IPCC,gwp_EF2,gwp_CML
Electricity; at user; consumption mix - Tennessee Valley Authority - BA,natural gas extraction and processing - Arkla,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Gulf,"coal extraction and processing - West/Northwest, BIT, Underground",207.7137749079889,3.9645696039047658,0.6881743211884943,0.0,0.11695372752390441,0.058790817060259556,0.06799581965357782,0.08944731717539485,234.9885,0.7023145052029699,0.11808525369455493,1.0763934534769169e-05,9.721386903082733,235.9401,237.2484,235.2779
Electricity; at user; consumption mix - Tennessee Valley Authority - BA,natural gas extraction and processing - Arkla,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Gulf,"coal extraction and processing - West/Northwest, BIT, Underground",210.40972149522545,3.550602293746553,0.870577152923291,0.0,0.11689881275696785,0.0664324580884984,0.06556676001323167,0.09229202964915106,242.0692,0.7434787879440876,0.12090619679090957,1.1046481402843467e-05,10.624966866276523,243.0698,244.4383,242.3688
Electricity; at user; consumption mix - Tennessee Valley Authority - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Processing",214.97541248032672,4.037238052266405,0.997514708256357,0.0,0.13097953416584024,0.06342629367081311,0.06868359320328356,0.10012267867799701,261.1448,0.8101130941677568,0.12419582533192997,1.1372474856706445e-05,11.635073505691228,262.8427,266.4383,262.1539
Electricity; at user; consumption mix - Tennessee Valley Authority - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Processing",217.60374320331226,4.470827935469257,2.242873137312266,0.0,0.10554991572244397,0.0674444869070606,0.05810871047633195,0.10821919522044346,282.3104,0.9918936032967383,0.13114379044880145,1.0946597538085506e-05,16.835299002364668,284.3245,288.3614,283.4469
Electricity; at user; consumption mix - Tennessee Valley Authority - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Processing",221.59263678854273,4.724162559853629,1.1054502450190529,0.0,0.09954510420351476,0.07531560025209008,0.05818573907325002,0.09743123256155252,265.6621,0.8240798055379206,0.12422387303948518,1.1106703913150636e-05,12.079471552304382,267.3859,271.0195,266.6842
Electricity; at user; consumption mix - Tennessee Valley Authority - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Processing",206.96506024599563,4.6913604331183985,0.7596498914293138,0.0,0.11719737853664922,0.06119214380432218,0.0667392358471284,0.07881626933278152,235.0503,0.6691389216372066,0.11834617690073196,1.070399383155698e-05,9.713269290345675,236.5276,239.4536,235.9073
Electricity; at user; consumption mix - Tennessee Valley Authority - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Processing",213.3517145264554,4.276761169479122,0.646783206860071,0.0,0.10117907745055497,0.06350784645170858,0.0723241024072852,0.11382441955224912,264.4155,0.8241852653325241,0.12175609175892532,1.1321500561861021e-05,10.692100117485017,266.11,269.9587,265.467
Electricity; at user; consumption mix - Tennessee Valley Authority - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Processing",224.9408902779434,4.590454826307836,1.0894534619757572,0.0,0.11780923805261516,0.061994109505301,0.07274914642226674,0.11019250376994255,279.45,0.8927836326321792,0.12713812275354863,1.163498789545726e-05,12.633449481693999,281.2764,285.2947,280.5555
Electricity; at user; consumption mix - Tennessee Valley Authority - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Processing",205.24367560130977,4.1340972068844914,1.2376426125163908,0.0,0.10792175992175325,0.06863762579704219,0.06670139947227945,0.11911297493991449,267.1799,0.8927780372655889,0.12505922314550147,1.1293965076244846e-05,12.99811827171884,268.9971,272.9451,268.2657
Electricity; at user; consumption mix - Tennessee Valley Authority - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Processing",211.26008102793136,3.6336347742593684,0.326274872548151,0.0,0.10505225756087735,0.07190144540527722,0.060519823571833865,0.08853754409567292,239.7729,0.6687746263494553,0.11660746977177408,1.0843739544977445e-05,8.422315094419918,241.2282,244.3609,240.6624
Electricity; at user; consumption mix - Tennessee Valley Authority - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Processing",216.97415627784025,4.27231779271965,-0.7916722151781858,0.0,0.09004714423436619,0.06069604565288488,0.06004862570844888,0.09222705812367187,231.3144,0.5618312176409858,0.10673157229343917,1.0223992592729154e-05,4.178836593880762,232.5525,235.6443,232.1638
Electricity; at user; consumption mix - Tennessee Valley Authority - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Processing",203.71226581606803,3.888811185470862,1.1942519253478827,0.0,0.12038050354974292,0.06276029755308744,0.058024132222890386,0.09892241159935324,249.1241,0.7928814616833948,0.1206504163564794,1.052552906494038e-05,11.99814019988255,250.79,254.2124,250.095
Electricity; at user; consumption mix - PacifiCorp East - BA,natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Anadarko,"coal extraction and processing - Central Interior, LIG, Surface",206.9843341208712,3.874756309416223,1.067285884159358,0.0,0.12545125347759675,0.06387057798211629,0.07027215901199486,0.1199274975223852,256.3549,0.8969253759757989,0.11699197714234114,9.989608001936248e-06,13.312399043949856,257.5671,259.6526,256.8131
Electricity; at user; consumption mix - PacifiCorp East - BA,natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Anadarko,"coal extraction and processing - Central Interior, LIG, Surface",198.36377914972786,4.0292931695843945,1.433428944652785,0.0,0.1095124952643559,0.06710426336933714,0.06531878003571237,0.09003389856916193,233.5848,0.789677331349067,0.11545536883240658,9.412217746663933e-06,13.44164822461289,234.8154,236.6441,234.0568
Electricity; at user; consumption mix - PacifiCorp East - BA,natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Anadarko,"coal extraction and processing - Central Interior, LIG, Surface",208.60754020851388,3.964831967564651,0.5549310617710081,0.0,0.10160313100476623,0.06754235929746101,0.06515316717322343,0.0979476572908313,236.6122,0.7438719933313536,0.11096486565929987,9.506306404469873e-06,10.465442946294273,237.6789,239.4886,237.0365
Electricity; at user; consumption mix - PacifiCorp East - BA,natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Anadarko,"coal extraction and processing - Central Interior, LIG, Surface",210.0915130263642,3.7145146349678604,1.5702165360198488,0.0,0.11740410050874597,0.07367741277212413,0.07041980429720891,0.09480855268946291,250.531,0.859864689630806,0.12061622803189032,1.0111926827735541e-05,14.570515357380815,251.8349,253.8129,251.0263
Electricity; at user; consumption mix - PacifiCorp East - BA,natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Anadarko,"coal extraction and processing - Central Interior, LIG, Surface",198.6855987787373,4.003519530997909,1.0507847046170362,0.0,0.11647709303608476,0.07100191346975877,0.05689771292501238,0.08318368798602371,224.39,0.7157209235817752,0.11171424533258872,9.186184418285266e-06,11.656992355574,225.5245,227.2281,224.8362
Electricity; at user; consumption mix - PacifiCorp East - BA,natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Anadarko,"coal extraction and processing - Central Interior, LIG, Surface",197.24826619626805,3.928628348531923,1.7377190813010706,0.0,0.10136660569783815,0.06531192731500436,0.06046927596106181,0.10151199685115822,241.8342,0.8642162991859086,0.11674628752377764,9.195372832666898e-06,14.899332717680753,243.1331,245.0944,242.3222
Electricity; at user; consumption mix - PacifiCorp East - BA,natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Anadarko,"coal extraction and processing - Central Interior, LIG, Surface",216.5692844695591,3.602178967122904,1.075354209291139,0.0,0.09373576170839507,0.07387622399981267,0.07418269544080892,0.08881456202539441,246.0507,0.7902003785737481,0.11743732550336188,1.0062973582129439e-05,12.52835526509798,247.2492,249.1273,246.5194
Electricity; at user; consumption mix - PacifiCorp East - BA,natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Anadarko,"coal extraction and processing - Central Interior, LIG, Surface",201.85699822364109,4.344954914385324,1.2208537829685353,0.0,0.10409434971571215,0.06879699368763834,0.04716864790849351,0.10636421621229433,241.4646,0.830790213227637,0.11238310148075478,8.887904811190102e-06,13.027525766358316,242.6549,244.5936,241.9213
Electricity; at user; consumption mix - PacifiCorp East - BA,natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Anadarko,"coal extraction and processing - Central Interior, LIG, Surface",200.74224240988994,3.860158517882955,1.2683048076238252,0.0,0.10294640429863111,0.06524128097256962,0.0737283636111657,0.09554093882364313,237.7879,0.8015559361506195,0.11592329258587959,9.696469950453291e-06,13.09637839333024,239.0002,240.866,238.2529
Electricity; at user; consumption mix - PacifiCorp East - BA,natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Anadarko,"coal extraction and processing - Central Interior, LIG, Surface",210.81550418255077,3.4196231409006423,1.0249272141084915,0.0,0.12349525041918305,0.07525812841823394,0.0663029326802852,0.11403366226847685,256.3241,0.8800922101896136,0.11783718607889851,1.0200785287992545e-05,13.09579293357669,257.533,259.5894,256.784
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - Florida Power & Light Co. - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Rocky Mountain, WC, Surface",206.33145665544168,3.866102493886351,0.9067205304442815,0.0,0.11391546496576044,0.06304475736994579,0.06517157826506226,0.10510181562014369,246.0124,0.7861377606038253,0.12095002635149238,1.0724132641164727e-05,11.393186518830449,247.1288,248.9023,246.4181
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - Florida Power & Light Co. - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Rocky Mountain, WC, Surface",222.44568339124706,3.7475866060839644,0.6008408215519071,0.0,0.09306474163859554,0.06347465948555789,0.0780457685389225,0.08707853215773113,246.7695,0.7140614716273618,0.12205228426266806,1.1189258162238922e-05,9.985803503356571,247.8391,249.5128,247.1746
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - Florida Power & Light Co. - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Rocky Mountain, WC, Surface",220.96794098255145,4.194148059327354,1.6628823454557184,0.0,0.10692356660545078,0.06729881463483757,0.07217948788025125,0.098186183481076,266.3846,0.8853034106444175,0.13027335109393035,1.1376083405952927e-05,14.575761334542594,267.6987,269.6476,266.8562
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - Florida Power & Light Co. - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Rocky Mountain, WC, Surface",193.48569078365486,5.199915047193225,-0.7097120239628313,0.0,0.10060414620602771,0.05908047924393971,0.06805817251139946,0.07005541744706734,193.6438,0.4269147007464693,0.10472573396841646,9.989227548376946e-06,3.533207957037931,194.3529,195.5278,193.9501
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - Florida Power & Light Co. - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Rocky Mountain, WC, Surface",219.60220325724308,4.156959356851964,0.01792013275062332,0.0,0.1166163994349527,0.06042723253192239,0.06854090339609638,0.09623589422962783,241.9906,0.6779970698047423,0.11653987741086401,1.0860736450913139e-05,7.9135096986410565,242.9298,244.5607,242.3517
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - Florida Power & Light Co. - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Rocky Mountain, WC, Surface",197.47414653468792,3.898626984935927,0.751261461264587,0.0,0.11284115733302785,0.06609329221324632,0.058631882705228004,0.09314760051946133,227.8458,0.6952807446387972,0.11678847292474971,1.027724224269152e-05,10.122573329120094,228.8956,230.495,228.2373
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - Florida Power & Light Co. - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Rocky Mountain, WC, Surface",206.68314515947975,4.068792207384833,1.2855319855229097,0.0,0.10777147448424095,0.06999031875088567,0.07159468475241809,0.09628806504064952,247.9387,0.7998690287100785,0.12570204340800512,1.123086658333774e-05,12.67818901428437,249.1467,250.9362,248.3777
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - Florida Power & Light Co. - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Rocky Mountain, WC, Surface",209.65799336993862,3.9829797592636393,1.0535907241783287,0.0,0.10870043448075711,0.07259442585891254,0.07066970564292986,0.09392118291676137,246.527,0.7704644457480475,0.1247037772872378,1.1310570948200742e-05,11.75974639142805,247.6887,249.4368,246.954
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - Florida Power & Light Co. - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Rocky Mountain, WC, Surface",210.84272921941988,3.177392731437914,0.9289001063560107,0.0,0.1171172582677742,0.060196775798036714,0.06832527699906428,0.08176556306856275,235.4217,0.6997766280665314,0.12059063936257183,1.0638006424866255e-05,10.764878396874607,236.5255,238.135,235.8361
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - Florida Power & Light Co. - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Rocky Mountain, WC, Surface",215.64404555916795,4.160248844291165,0.35024636277216475,0.0,0.11428377073973776,0.05614618485678924,0.05637203027746507,0.08517152007940137,231.7984,0.6503445821905757,0.11381402412616234,9.90565491173168e-06,8.608347026352654,232.768,234.321,232.174
Electricity; at user; consumption mix - Turlock Irrigation District - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, BIT, Processing",203.7147264955838,4.246139838852364,1.6012704939516484,0.0,0.12222146602344748,0.06104100476916552,0.07119729025226108,0.11368496096489228,256.8445,0.9347608702050069,0.12040600479300012,9.778059127272474e-06,15.664051401899489,258.167,260.2048,257.3199
Electricity; at user; consumption mix - Turlock Irrigation District - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, BIT, Processing",224.10105102667595,4.417425298835263,0.886205373384562,0.0,0.11515176125597142,0.07113810297278775,0.05453004436030765,0.07286488340115475,238.5276,0.717851795943212,0.11413502465371321,9.256604894244509e-06,11.790392553320086,239.6728,241.3474,238.9754
Electricity; at user; consumption mix - Turlock Irrigation District - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, BIT, Processing",202.3574915746487,4.563577631931701,1.6289007547622505,0.0,0.11461496360799177,0.07172307681478793,0.06404731637846345,0.08316038138175041,237.2267,0.8086717411929069,0.11861280402354438,9.510135935782943e-06,14.706865794582106,238.5188,240.3047,237.7071
Electricity; at user; consumption mix - Turlock Irrigation District - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, BIT, Processing",199.60589572133253,4.584950467672379,2.432509074596983,0.0,0.12338459770617892,0.061943168667537074,0.06414169553863236,0.11490834208432424,262.9753,1.0214547092336894,0.12468582008051851,9.541017664339993e-06,18.799378472608886,264.4662,266.6278,263.5006
Electricity; at user; consumption mix - Turlock Irrigation District - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, BIT, Processing",189.98722491347203,4.308109248195838,-0.04716734913742837,0.0,0.10607969783896944,0.06508593984565962,0.06176241110350461,0.07875834078697405,201.4114,0.5630331566869051,0.10288757629496374,8.815125373734421e-06,7.505246217327878,202.2956,203.6763,201.769
Electricity; at user; consumption mix - Turlock Irrigation District - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, BIT, Processing",214.27563164535223,4.4688348386557815,1.4239366255766313,0.0,0.10702289041083451,0.054337746432986625,0.07867556136052135,0.09226187663297726,250.7953,0.8499488809926641,0.11916744397438266,9.659689203658357e-06,14.491759776079872,252.0738,253.9678,251.2706
Electricity; at user; consumption mix - Turlock Irrigation District - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, BIT, Processing",210.72607432532578,3.754414923977892,0.4171674579563524,0.0,0.0868699553999979,0.07001491381790671,0.06837599126387399,0.07657402742364038,224.5851,0.6556476854607534,0.11025546957530741,9.361171909031534e-06,9.830152471416845,225.6131,227.1667,224.9901
Electricity; at user; consumption mix - Turlock Irrigation District - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, BIT, Processing",213.5804318798641,3.923166685275328,0.7643037769894154,0.0,0.11626815608754063,0.06981469072108112,0.07469467673729534,0.11794971321171947,260.4231,0.889657456070706,0.11802520802919583,1.0302219133075511e-05,12.922201450793466,261.5995,263.6032,260.8539
Electricity; at user; consumption mix - Turlock Irrigation District - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, BIT, Processing",199.52924939682174,4.3264544512062715,-0.09846581260117937,0.0,0.13557353058463,0.07377086109787749,0.05593328468403348,0.08618810876278937,214.8429,0.6121802767905461,0.1057117663890371,9.301702924731627e-06,7.878055737444254,215.752,217.2438,215.2071
Electricity; at user; consumption mix - Turlock Irrigation District - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, BIT, Processing",205.53213859847003,4.486955152966257,1.2426456753727693,0.0,0.11418256291782514,0.05827488138590098,0.06233326311393753,0.113729323216805,252.219,0.8910244878703502,0.1158958539085278,9.268838028322416e-06,14.144541158649965,253.4521,255.432,252.6697
