elec120V_readymix_plant,natgas_readymix_plant,electricity_120V,trans_truck,natgas_clinker,naturalgas,coal,"concrete, 17.2 Mpa - national avg, A1-A3 q_PC","concrete, 17.2 Mpa - national avg, A1-A3 q_electricity","concrete, 17.2 Mpa - national avg, A1-A3 q_NG","concrete, 17.2 Mpa - national avg, A1-A3 msw",market for Portland cement t_km,market for sand t_km,"market for gravel, crushed t_km",clinker production - North American q_coal,gwp,ap,ep,odp,pocp,gwp_IPCC,gwp_EF2,gwp_CML
Electricity; at user; consumption mix - Salt River Project Agricultural Improvement and Power District - BA,natural gas extraction and processing - Piceance,Electricity; at user; consumption mix - Bonneville Power Administration - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Anadarko,natural gas extraction and processing - Green River,"coal extraction and processing - Central Interior, BIT, Surface",212.43610255211541,3.9048575155918677,-0.633108124066634,0.0,0.10429168671813588,0.0750800817944618,0.0687450343773443,0.11584541165986631,223.974,0.6704009467479342,0.10508876091031269,9.879138638590022e-06,6.231984663436068,224.6712,225.9829,224.1741
Electricity; at user; consumption mix - Salt River Project Agricultural Improvement and Power District - BA,natural gas extraction and processing - Piceance,Electricity; at user; consumption mix - Bonneville Power Administration - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Anadarko,natural gas extraction and processing - Green River,"coal extraction and processing - Central Interior, BIT, Surface",215.22289779026292,4.180484187081675,-0.5444063077853426,0.0,0.1049119859499704,0.07313752680840574,0.06960054152892797,0.0756674762600593,201.5007,0.5104695322028558,0.10332956534893911,9.520113249289287e-06,5.1771694774524395,202.1842,203.2181,201.7259
Electricity; at user; consumption mix - Salt River Project Agricultural Improvement and Power District - BA,natural gas extraction and processing - Piceance,Electricity; at user; consumption mix - Bonneville Power Administration - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Anadarko,natural gas extraction and processing - Green River,"coal extraction and processing - Central Interior, BIT, Surface",197.23644357645105,4.236053304132325,1.9857380538557932,0.0,0.11057490563705998,0.06623086351411474,0.06020187018733765,0.10107971301417715,231.3918,0.8659364265720977,0.11792237879510448,9.121373230845977e-06,15.514593212044838,232.6109,234.1819,231.7608
Electricity; at user; consumption mix - Salt River Project Agricultural Improvement and Power District - BA,natural gas extraction and processing - Piceance,Electricity; at user; consumption mix - Bonneville Power Administration - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Anadarko,natural gas extraction and processing - Green River,"coal extraction and processing - Central Interior, BIT, Surface",214.7013356740572,3.741399557240077,1.0096843267157618,0.0,0.10226204260730966,0.059792634856897384,0.05831702165351976,0.1111305331142904,239.1602,0.832689040740743,0.11253779983700485,9.011841030877435e-06,12.298344137639393,240.1847,241.7298,239.4611
Electricity; at user; consumption mix - New York Independent System Operator - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Appalachian,"coal extraction and processing - Illinois Basin, BIT, Surface",220.06477406566069,4.062776291860306,0.3896774820167828,0.0,0.09605654213068995,0.0627244841842614,0.07563700432784844,0.10370583931292092,248.2003,0.7469234805020775,0.11102270713044825,9.708251775979344e-06,9.51785981498162,249.1167,250.6223,248.4936
Electricity; at user; consumption mix - New York Independent System Operator - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Appalachian,"coal extraction and processing - Illinois Basin, BIT, Surface",204.80734908445297,3.993669423514593,1.7103332544307799,0.0,0.09859801812612617,0.05841529193456289,0.06498351963532806,0.1045323548739383,248.4793,0.8599624676482875,0.11594809153655355,9.056791662522049e-06,14.29431236258452,249.6482,251.2958,248.8477
Electricity; at user; consumption mix - New York Independent System Operator - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Appalachian,"coal extraction and processing - Illinois Basin, BIT, Surface",200.72284611928785,4.291485025951916,-0.2764190565192842,0.0,0.09855174750871443,0.06379584993190765,0.05803188810873851,0.09842807224925362,216.2308,0.5924328613814962,0.10048546622411836,8.73044882375073e-06,6.120969720282517,216.9546,218.2014,216.4736
Electricity; at user; consumption mix - New York Independent System Operator - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Appalachian,"coal extraction and processing - Illinois Basin, BIT, Surface",201.2205852515794,3.943353869817662,1.57989756993989,0.0,0.10939836460400565,0.06925863259424328,0.06562779737973384,0.11435821290149481,251.4053,0.880873051456394,0.11707741459518521,9.563226371039604e-06,14.09351063600998,252.5587,254.2379,251.7604
Electricity; at user; consumption mix - New York Independent System Operator - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Appalachian,"coal extraction and processing - Illinois Basin, BIT, Surface",211.046310843339,4.0476413943666705,2.672219085142574,0.0,0.10656872717409868,0.0709172178446456,0.062330799965666046,0.09931318515350342,264.4629,0.9691207088680822,0.12496856201061612,9.539892638400783e-06,18.127049892747397,265.8586,267.6798,264.9032
Electricity; at user; consumption mix - New York Independent System Operator - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Appalachian,"coal extraction and processing - Illinois Basin, BIT, Surface",203.64738065759934,3.6485577445022876,1.902117043760203,0.0,0.11018005896128882,0.05929539071153798,0.06585205726672123,0.102261450952478,248.9005,0.8711304442572124,0.11762306750245294,9.189213225808798e-06,14.960618581258144,250.112,251.7747,249.2834
Electricity; at user; consumption mix - New York Independent System Operator - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Appalachian,"coal extraction and processing - Illinois Basin, BIT, Surface",201.92784360391158,3.7466629950754577,0.860870364615877,0.0,0.10692559034932307,0.057598706743861396,0.06369896234115918,0.09991527555981806,232.3942,0.7342967286660741,0.1091312733014562,8.91043626979454e-06,10.698059123445493,233.37,234.8267,232.7096
Electricity; at user; consumption mix - New York Independent System Operator - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Appalachian,"coal extraction and processing - Illinois Basin, BIT, Surface",225.986495458131,4.370049221284737,0.6200131019044288,0.0,0.10565300188837289,0.06401133225469505,0.06450928667333136,0.12861015711039406,272.3053,0.9014785063299551,0.11403657907696887,9.741674358192806e-06,11.497683297546397,273.2877,275.028,272.5918
Electricity; at user; consumption mix - New York Independent System Operator - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Appalachian,"coal extraction and processing - Illinois Basin, BIT, Surface",201.6753897920238,4.175285222343741,-0.5691035477004255,0.0,0.12630896544980294,0.07358861181862883,0.05693683692104487,0.10273804028059733,218.1688,0.5834670401259396,0.10091581034002764,9.269565816529369e-06,5.209339509842379,218.8459,220.0857,218.3938
Electricity; at user; consumption mix - New York Independent System Operator - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Appalachian,"coal extraction and processing - Illinois Basin, BIT, Surface",205.96382828969107,4.107040500808052,0.4716722440159696,0.0,0.1274594742799003,0.07332066200717187,0.06867848224500248,0.10290740829603567,236.9723,0.7206747099228701,0.11087559231259009,9.85891826822204e-06,9.505316691157152,237.8956,239.3485,237.2698
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Public Service Company of Colorado - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - San Juan,"coal extraction and processing - Northern Appalachia, BIT, Surface",212.54715968672224,4.455497635079574,0.3107963142042549,0.0,0.11843805445712809,0.06981973477124949,0.06958027289811579,0.08291014000658219,237.9112,0.6474373384839478,0.11911243454716529,1.1389126830357866e-05,8.438727565411716,238.8931,240.3527,238.2628
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Public Service Company of Colorado - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - San Juan,"coal extraction and processing - Northern Appalachia, BIT, Surface",218.44823217298944,3.6369264333690374,-0.14415301913289014,0.0,0.09255276841418635,0.06314740439985662,0.06435100837253947,0.09029975601916349,238.3641,0.6307129122947133,0.11341515926545351,1.0682326441034882e-05,6.897587417137908,239.2366,240.6755,238.6765
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Public Service Company of Colorado - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - San Juan,"coal extraction and processing - Northern Appalachia, BIT, Surface",208.97944650599683,3.5385793894708373,1.1526895437560642,0.0,0.10516276019522156,0.061593877479563665,0.06347441796445927,0.08158438351752867,240.3298,0.7230259739336137,0.12073912987765953,1.0574509438215815e-05,11.498335512049357,241.4624,243.01,240.7243
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Public Service Company of Colorado - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - San Juan,"coal extraction and processing - Northern Appalachia, BIT, Surface",204.46144431274658,4.34123870673633,1.4737460893876921,0.0,0.12159489464508724,0.06952125050891954,0.05702242871169905,0.08207520027954616,241.9221,0.7558566128884467,0.1232970707407731,1.0729134702734376e-05,12.738129940842592,243.1263,244.724,242.3388
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Public Service Company of Colorado - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - San Juan,"coal extraction and processing - Northern Appalachia, BIT, Surface",220.42081175257172,4.089023669739087,0.9917651381011723,0.0,0.13387356221269392,0.06100182596499921,0.05278633285027104,0.10366729933484505,262.4044,0.826152772427676,0.12174973935162285,1.0701777686996789e-05,11.913826094849911,263.5371,265.2886,262.7855
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Public Service Company of Colorado - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - San Juan,"coal extraction and processing - Northern Appalachia, BIT, Surface",219.4729186730826,3.5830664235670984,1.139080179938717,0.0,0.10990800556671186,0.07114977976266848,0.055646040936544426,0.09291587979104078,257.2244,0.7951438566161751,0.123328299233927,1.0906281274929341e-05,12.10346232590347,258.3844,260.0731,257.6202
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Public Service Company of Colorado - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - San Juan,"coal extraction and processing - Northern Appalachia, BIT, Surface",208.8560855855555,4.493380865456884,-0.11866760419518008,0.0,0.13244197514252554,0.06778572894349577,0.07548482745231816,0.06411897764844274,219.029,0.5127717808965798,0.1158976112135878,1.1487882074791144e-05,6.047425001087667,219.9034,221.1363,219.3609
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Public Service Company of Colorado - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - San Juan,"coal extraction and processing - Northern Appalachia, BIT, Surface",202.14007474693886,3.3069450625928725,0.17750523966135368,0.0,0.0967553596028875,0.06981785357315055,0.0652926639314668,0.09113394640895603,229.5281,0.6382353886939883,0.11502257884414199,1.0856162188926188e-05,7.872801925544608,230.4557,231.8827,229.8554
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Public Service Company of Colorado - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - San Juan,"coal extraction and processing - Northern Appalachia, BIT, Surface",218.4690452547746,3.6225803273844144,1.6187102797462174,0.0,0.10773028798514477,0.06565188459560448,0.06183155737358275,0.0912513058984515,261.3416,0.8417080371813574,0.12668738812704755,1.0953783302734412e-05,13.921861772921677,262.6046,264.3589,261.7692
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Public Service Company of Colorado - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - San Juan,"coal extraction and processing - Northern Appalachia, BIT, Surface",203.48769713950063,3.944528504217575,0.902624246326829,0.0,0.11391604315356772,0.059775434826288054,0.06339008731968247,0.08015779300528406,231.8338,0.6770335568958048,0.11810903796098694,1.0476556230361283e-05,10.35582911315424,232.9034,234.3752,232.2109
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Permian,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Fort Worth,"coal extraction and processing - Southern Appalachia, BIT, Surface",209.5336493389738,3.8599608747833205,1.4615700912560667,0.0,0.11481949390037458,0.08173199276117182,0.07242115286062654,0.08314149899827583,243.431,0.8009143135785127,0.12094779020693365,1.0301089106723087e-05,14.074957310982791,244.603,246.1139,243.8072
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Permian,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Fort Worth,"coal extraction and processing - Southern Appalachia, BIT, Surface",212.59883054802071,4.3708455178497045,0.6331894749821116,0.0,0.12204808508163449,0.060514723547960336,0.06358558338451152,0.07349053509296029,225.9199,0.6549206603894837,0.11040837659833863,9.185543585599897e-06,10.212788018945611,226.8805,228.1815,226.2456
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Permian,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Fort Worth,"coal extraction and processing - Southern Appalachia, BIT, Surface",208.70163253237058,4.305827626069026,0.24896487549004664,0.0,0.11289987149773403,0.06260443386869194,0.06384451297407134,0.09758896969141097,232.9487,0.7057616226210832,0.10870051339010503,9.333523203813723e-06,9.466656127986509,233.8317,235.1984,233.2266
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Permian,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Fort Worth,"coal extraction and processing - Southern Appalachia, BIT, Surface",204.44895387264793,4.454405330540201,0.7703415207058342,0.0,0.12299426470696471,0.057828831778617716,0.05925342616226153,0.10799270528403719,240.8645,0.7960978251811879,0.11127006344284192,9.138756682736835e-06,11.70168444945423,241.8526,243.3466,241.1641
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Permian,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Fort Worth,"coal extraction and processing - Southern Appalachia, BIT, Surface",205.80489162462166,4.500054425059531,0.5904153844695608,0.0,0.10724906161133946,0.05752355688247231,0.0701383126099274,0.08853490591641856,229.1709,0.7009839228751076,0.11025465375707533,9.26660083779197e-06,10.441577226517595,230.1216,231.481,229.4785
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Permian,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Fort Worth,"coal extraction and processing - Southern Appalachia, BIT, Surface",214.85504083024344,3.852006881468979,0.8119815110786881,0.0,0.11927774345792404,0.06320369758417001,0.05869829283057512,0.0818450206632881,234.5122,0.7141394972951747,0.11196421581798757,9.170990184210538e-06,11.214427301660612,235.5133,236.8994,234.8405
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Permian,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Fort Worth,"coal extraction and processing - Southern Appalachia, BIT, Surface",209.8274604251847,3.6733919702562883,-0.12543831887906753,0.0,0.1233039926868407,0.07315020543674836,0.06786145837584147,0.08912007194813237,226.091,0.6362377339661665,0.10829653832141466,9.847984193967812e-06,7.886288462373459,226.9062,228.1706,226.3556
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Permian,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Fort Worth,"coal extraction and processing - Southern Appalachia, BIT, Surface",212.61227125915207,4.43217283195384,0.35231843480201913,0.0,0.1014672149092129,0.0679764843174623,0.0618506110593429,0.09339968517294596,235.2681,0.7094357951059862,0.10979634218279061,9.36597601396095e-06,9.83007289456705,236.1778,237.556,235.5581
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Permian,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Fort Worth,"coal extraction and processing - Southern Appalachia, BIT, Surface",192.8916122428818,3.8911876807759143,1.5606459635310341,0.0,0.0955926516547873,0.07188999857602886,0.06075193186443349,0.11486709431909485,244.546,0.8883500547519938,0.11691886568658597,9.402581501035862e-06,14.822117204354463,245.7015,247.3152,244.889
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Permian,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Fort Worth,"coal extraction and processing - Southern Appalachia, BIT, Surface",230.9144219596239,3.9084417466135077,1.0120962388803414,0.0,0.09955962344998276,0.06480637835588603,0.06320794256524541,0.09387352043069176,259.5611,0.8294246696528265,0.11684819583706052,9.572709645628545e-06,12.863050457997243,260.6364,262.2094,259.8976
Electricity; at user; consumption mix - Tennessee Valley Authority - BA,natural gas extraction and processing - Arkla,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Gulf,"coal extraction and processing - West/Northwest, BIT, Underground",198.32637121710732,4.088731227110284,0.374711232811474,0.0,0.10346332977717325,0.06789832358736977,0.05662399297061729,0.08813382154784404,220.8171,0.6363783535631304,0.11295215759836989,1.028639925763999e-05,8.190791509181455,221.68,222.8831,221.0833
Electricity; at user; consumption mix - Tennessee Valley Authority - BA,natural gas extraction and processing - Arkla,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Gulf,"coal extraction and processing - West/Northwest, BIT, Underground",216.32099801608564,3.778000064951334,0.5347683214910544,0.0,0.11042564308525908,0.06871420192807623,0.06350392124474799,0.09151212604077849,242.5063,0.7141087397453398,0.1190400869221103,1.1033697214398224e-05,9.394451923349637,243.4387,244.7682,242.7857
Electricity; at user; consumption mix - Tennessee Valley Authority - BA,natural gas extraction and processing - Arkla,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Gulf,"coal extraction and processing - West/Northwest, BIT, Underground",215.87920260244934,4.20189069925742,0.9715314463435077,0.0,0.09556881021017918,0.061458040906610126,0.0677800916984642,0.09389927167393546,248.145,0.7722579715339799,0.12106047701184337,1.0821050621444657e-05,11.166772961846549,249.1662,250.5781,248.4482
Electricity; at user; consumption mix - Tennessee Valley Authority - BA,natural gas extraction and processing - Arkla,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Gulf,"coal extraction and processing - West/Northwest, BIT, Underground",208.385936412597,4.195100894666154,-0.5131691548576917,0.0,0.1100723413988738,0.06760738298228686,0.0658943793821687,0.09597638677641225,225.8294,0.5940595633058283,0.11101283704827164,1.0961013099465367e-05,5.251184394252675,226.5274,227.6734,226.0362
Electricity; at user; consumption mix - Tennessee Valley Authority - BA,natural gas extraction and processing - Arkla,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Gulf,"coal extraction and processing - West/Northwest, BIT, Underground",207.94957320013157,3.483647703652384,0.5018643222809405,0.0,0.11410840872704577,0.06991126360302737,0.057959920563245976,0.07691972392689256,224.6726,0.6270195568848961,0.11575090149331105,1.0588538601857373e-05,8.53611774660755,225.5784,226.7842,224.9628
Electricity; at user; consumption mix - Tennessee Valley Authority - BA,natural gas extraction and processing - Arkla,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Gulf,"coal extraction and processing - West/Northwest, BIT, Underground",223.19432072486038,3.8808267115910122,-0.3263632565606248,0.0,0.11007994215547726,0.06585063238970719,0.0689694799087943,0.08632109833334732,235.22,0.6075992467283409,0.11427361469137882,1.1173930082952803e-05,5.97157481082712,235.9756,237.1591,235.4528
Electricity; at user; consumption mix - Tennessee Valley Authority - BA,natural gas extraction and processing - Arkla,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Gulf,"coal extraction and processing - West/Northwest, BIT, Underground",227.60734803580505,4.165578433869782,2.1172306605113205,0.0,0.09413784659011518,0.06479772606363758,0.06898984067563507,0.09170029290646424,272.0063,0.9246449656692519,0.13164476754992344,1.1225341585364015e-05,15.900523068509674,273.2964,274.9449,272.3898
Electricity; at user; consumption mix - Tennessee Valley Authority - BA,natural gas extraction and processing - Arkla,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Gulf,"coal extraction and processing - West/Northwest, BIT, Underground",199.3928626921337,3.976739121098669,0.0999590275256601,0.0,0.11768708077681796,0.07226119643981664,0.05508745593412602,0.10938214174004139,232.0194,0.6955797118054412,0.11360671024451503,1.0720301423199816e-05,7.875711674902576,232.8355,234.1101,232.247
