elec120V_readymix_plant,natgas_readymix_plant,electricity_120V,trans_truck,natgas_clinker,naturalgas,coal,"concrete, 17.2 MPa - national avg, A1-A3 total_cementitious","concrete, 17.2 MPa - national avg, A1-A3 pct_scm","concrete, 17.2 MPa - national avg, A1-A3 pct_scm_flyash","concrete, 17.2 MPa - national avg, A1-A3 q_electricity","concrete, 17.2 MPa - national avg, A1-A3 q_NG","concrete, 17.2 MPa - national avg, A1-A3 plc_boolean","concrete, 17.2 MPa - national avg, A1-A3 msw",Portland cement q_electricity,Portland limestone cement production q_electricity,market for Portland cement t_km,market for sand t_km,"market for gravel, crushed t_km",clinker production - North American q_coal,gwp,ap,ep,odp,pocp,gwp_IPCC,gwp_EF2,gwp_CML
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - California Independent System Operator - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - East Texas,natural gas extraction and processing - Strawn,"coal extraction and processing - Illinois Basin, BIT, Underground",260.0512298572567,0.5,1.0,4.1198677044966505,2.0571782540838717,0.0,0.0,0.15839125847143587,0.12253883413208015,0.08698719700517747,0.06721341803538802,0.07019568507253392,0.09395933206226625,185.4382,0.729941290605848,0.11828329398501149,9.534225736690532e-06,15.025449287320855,186.7293,188.3071,185.9049
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - California Independent System Operator - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - East Texas,natural gas extraction and processing - Strawn,"coal extraction and processing - Illinois Basin, BIT, Underground",265.6521104477873,0.1,0.5,4.373052269343977,1.4738595875371092,1.0,0.0,0.14023530873605797,0.15633927133709322,0.10722735419688667,0.06366889793637304,0.07088877973912412,0.10241207703816285,264.5193,0.9139713426137872,0.1300571567714203,1.1292647056997182e-05,15.593626975397672,265.8966,268.0657,265.0503
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - California Independent System Operator - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - East Texas,natural gas extraction and processing - Strawn,"coal extraction and processing - Illinois Basin, BIT, Underground",276.20292136208474,0.2,0.0,3.894168029553901,1.5570504331928383,0.0,0.0,0.16223239204976062,0.17659905546345894,0.11205977696799278,0.07280533291221308,0.07218282943489655,0.11608052391516233,287.839,1.029607750427803,0.14323690994930288,1.382360836789001e-05,17.217606068845324,289.3302,291.7092,288.392
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - California Independent System Operator - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - East Texas,natural gas extraction and processing - Strawn,"coal extraction and processing - Illinois Basin, BIT, Underground",257.9800117042017,0.1,0.0,3.6673744266679824,0.414944635052996,0.0,0.0,0.1739579030379758,0.11230311144075719,0.11261111534741342,0.06266911315314676,0.05898997003451285,0.08757497872898286,255.2573,0.7593711875853697,0.12427782657872594,1.1305627902880084e-05,11.253789506494744,256.4147,258.3636,255.7349
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - California Independent System Operator - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - East Texas,natural gas extraction and processing - Strawn,"coal extraction and processing - Illinois Basin, BIT, Underground",261.0507955784743,0.3,0.5,4.584969768016502,0.7409396534219155,0.0,0.0,0.17038517825454902,0.1905587959366401,0.11101772075220864,0.06432797616047424,0.06364264231599147,0.08617511518053993,218.7373,0.6943297484852233,0.12269843854812942,1.1483791126047329e-05,11.490386883096066,219.8896,221.5842,219.1902
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - California Independent System Operator - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - East Texas,natural gas extraction and processing - Strawn,"coal extraction and processing - Illinois Basin, BIT, Underground",267.0385457134225,0.2,0.0,3.787050756357386,1.5047762159181364,0.0,0.0,0.14557270098053937,0.1124330867642417,0.11430610978280907,0.07434255244440863,0.07256792560759141,0.0892064861153273,261.0069,0.8818233428830884,0.13983172329762406,1.3475152638617165e-05,15.693034405043525,262.4194,264.4442,261.5336
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - California Independent System Operator - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - East Texas,natural gas extraction and processing - Strawn,"coal extraction and processing - Illinois Basin, BIT, Underground",268.7235050620747,0.4,0.0,4.7129394369609505,1.8848000772329727,0.0,0.0,0.09107324396787313,0.15945647817782904,0.09709620362017615,0.0743491071792415,0.06179890124838902,0.10683563843632912,232.248,0.8839237752973619,0.14151437779449633,1.447037057429516e-05,16.61272367567916,233.6769,235.51,232.7329
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - California Independent System Operator - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - East Texas,natural gas extraction and processing - Strawn,"coal extraction and processing - Illinois Basin, BIT, Underground",256.95157657650424,0.5,0.5,4.518841289748389,1.5759590629705222,0.0,0.0,0.1592706953086548,0.13851015748859732,0.1360699407492664,0.0713423024444163,0.06652938332116051,0.09777290818428712,192.3751,0.725240107233916,0.12818891457880632,1.2506241069127419e-05,14.140139368425919,193.6567,195.2398,192.8346
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - California Independent System Operator - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - East Texas,natural gas extraction and processing - Strawn,"coal extraction and processing - Illinois Basin, BIT, Underground",264.2485306965782,0.2,0.5,4.455171665395944,0.5379073653774594,0.0,0.0,0.13591812683421192,0.12561501867448355,0.12833305868751876,0.061170610334532693,0.06316501724769964,0.11966026036428265,258.3575,0.8667244218213404,0.1252545973818143,1.1660025359507265e-05,12.23416579424696,259.5271,261.5833,258.7998
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - California Independent System Operator - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - East Texas,natural gas extraction and processing - Strawn,"coal extraction and processing - Illinois Basin, BIT, Underground",264.0282913633881,0.4,0.5,4.352171498939809,0.8276455911246631,0.0,0.0,0.15577721063359667,0.09264679874084175,0.08791480040212127,0.06662156297456572,0.0576731639499536,0.1157766964938496,212.7034,0.7477822703883937,0.1215200697980434,1.154429355218899e-05,12.00090595215891,213.8523,215.5875,213.1312
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - NorthWestern Corporation - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Permian,"coal extraction and processing - Central Interior, BIT, Underground",243.19650940181523,0.3,0.0,4.683528336736108,0.9217669834747836,0.0,0.0,0.15156201110472553,0.11440541220869907,0.1206180802940828,0.054534527799074854,0.060628268894071025,0.0964592549964093,222.3526,0.7286719667601604,0.1174208920728815,1.1387270060087275e-05,11.73313270837466,223.6124,225.7059,222.9198
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - NorthWestern Corporation - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Permian,"coal extraction and processing - Central Interior, BIT, Underground",264.89998294834203,0.4,1.0,3.907203123793482,0.9722502439653194,0.0,0.0,0.04932422585427294,0.13674473981460405,0.0971251651437966,0.06874506769111777,0.069385801259545,0.11731223118004112,200.2866,0.7161258289103705,0.10573117191433776,8.71259071578142e-06,11.0804353338191,201.4901,203.6243,200.8433
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - NorthWestern Corporation - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Permian,"coal extraction and processing - Central Interior, BIT, Underground",268.4190148551177,0.2,0.0,4.57349128409235,0.2826146355705722,0.0,0.0,0.0895151726250415,0.13326643405042554,0.12755331884777388,0.06297139564274205,0.06653023057903008,0.08896095765054327,241.1968,0.7098063758154886,0.11735455591278728,1.1525900306412769e-05,9.66945575714812,242.3835,244.5779,241.7649
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - NorthWestern Corporation - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Permian,"coal extraction and processing - Central Interior, BIT, Underground",260.89638579478276,0.4,0.5,3.582478115591258,0.9837410339556112,0.0,0.0,0.16504844360095833,0.12848401194348927,0.09574440069914508,0.06773102572715989,0.06541253050712076,0.11151808367374,216.8751,0.746501335891854,0.11492051504821997,1.0929808897044415e-05,11.945063177124156,218.1395,220.2932,217.4464
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - NorthWestern Corporation - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Permian,"coal extraction and processing - Central Interior, BIT, Underground",252.4323094471132,0.5,1.0,3.9821556530709987,0.34780909374181856,0.0,0.0,0.17050964272218053,0.08178935438642537,0.08414047151258705,0.06661035001265472,0.05938307674302226,0.10679046856965531,166.6203,0.5393776318313515,0.09454905206447263,7.881521626653778e-06,7.709010621231565,167.5715,169.2073,167.068
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - NorthWestern Corporation - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Permian,"coal extraction and processing - Central Interior, BIT, Underground",243.6268757194584,0.2,0.5,4.287145417433464,0.2573963663672111,0.0,0.0,0.1259243515382158,0.1654092500849188,0.10970618468066447,0.06772820190978394,0.0712394229351917,0.11174456433841966,238.3773,0.7485783285612759,0.11158755155875916,1.0540569843836291e-05,9.717827975108293,239.5636,241.9456,238.9645
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - NorthWestern Corporation - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Permian,"coal extraction and processing - Central Interior, BIT, Underground",239.33292469288577,0.0,0.5,4.023573564166357,1.1369490678388101,0.0,0.0,0.14198337248570414,0.16528026157057132,0.12392889578450207,0.0658824883662354,0.06527896057621443,0.09043647975662535,274.7997,0.8564195752880471,0.11798598280530864,9.945908520137974e-06,13.21587071733613,276.1824,278.7397,275.4561
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - NorthWestern Corporation - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Permian,"coal extraction and processing - Central Interior, BIT, Underground",246.03956001551316,0.3,0.5,4.247154789774502,0.22087391525936872,0.0,0.0,0.0911916490367038,0.10477625493025301,0.1252617385903083,0.05696648370835667,0.06205254349656367,0.09038355498787318,198.7067,0.595604878659506,0.10590612195301358,9.808477750166342e-06,8.161966652070697,199.7446,201.5733,199.1978
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - NorthWestern Corporation - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Permian,"coal extraction and processing - Central Interior, BIT, Underground",252.59263370707026,0.3,0.0,4.024063302900557,0.9007175926734897,0.0,0.0,0.17056001485407482,0.20557643249767657,0.09268125841745452,0.06268436740266001,0.06430643800533593,0.09101919721794025,228.9494,0.7318938767341824,0.11965017721219345,1.1847963181936468e-05,11.823673093313218,230.2168,232.3017,229.5172
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - NorthWestern Corporation - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Permian,"coal extraction and processing - Central Interior, BIT, Underground",266.21560689887605,0.3,0.5,3.931400798388326,1.640059166682923,0.0,0.0,0.12779801722580372,0.09141216939786706,0.1211797046032603,0.06241283042620381,0.06932954958362489,0.08440788161011191,232.6514,0.7878403011882482,0.12060878637346334,1.0747415725534014e-05,14.2312124392259,234.0391,236.1762,233.2517
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Interior, BIT, Surface",240.35714927877677,0.4,1.0,4.437234904298709,2.3714182566431865,0.0,0.0,0.14507811527843203,0.11487151977119014,0.1126087910341644,0.0662766556923172,0.06659582254296181,0.0848055379159026,201.0998,0.7896615840888878,0.12264229302485938,9.714376597567478e-06,16.50479843905574,202.471,204.055,201.5731
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Interior, BIT, Surface",277.4286293686713,0.5,0.0,4.286934954361835,0.02974606981081651,0.0,0.0,0.12598150764292526,0.1089041574794432,0.11737579147437825,0.06985932062773867,0.06442571194745254,0.10211004019268899,197.0468,0.6350689555284466,0.13159406966193832,1.544175159296893e-05,9.286596748353409,198.0759,199.422,197.3959
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Interior, BIT, Surface",262.85357674051363,0.4,1.0,3.9435631486081157,1.5967162642665003,0.0,0.0,0.15520336988028838,0.11292603649762344,0.0975813719422279,0.058968189565465796,0.0668451233019116,0.10449307507345273,211.976,0.7905782033950588,0.11831655386897279,9.582543013948874e-06,14.246814684395689,213.2083,214.8431,212.4028
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Interior, BIT, Surface",255.22143722623218,0.3,1.0,4.147805488214583,1.8790599189421724,0.0,0.0,0.12291261757303165,0.12185204967502695,0.1252611084425494,0.05918896050893771,0.0625847900217229,0.10202695146311369,230.7424,0.8616883190478795,0.12325442481307775,9.891240840381591e-06,15.676647562521543,232.0503,233.7858,231.1837
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Interior, BIT, Surface",278.20487487521274,0.3,0.0,4.6921820846716455,1.0691727311124781,0.0,0.0,0.12618957599185146,0.1300341769936061,0.11025522924935036,0.06743309302033318,0.05432369438440069,0.122658873207393,262.1929,0.9424181749718377,0.13590899588384175,1.3560918949064161e-05,14.704469263169994,263.4785,265.4041,262.6142
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Interior, BIT, Surface",249.2766880960065,0.5,1.0,3.9815791414982034,1.4577978594716048,1.0,0.0,0.1680841107561561,0.14883535234293951,0.11048914689894183,0.06641474794802868,0.07444941469347605,0.09538939090881944,167.8197,0.6435627365202562,0.1130780503075543,9.595481522238319e-06,12.47895276425327,168.9559,170.2818,168.2166
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Interior, BIT, Surface",240.02496234235397,0.3,0.0,3.746741501724954,1.0365773887706018,1.0,0.0,0.12643599499809344,0.12195806795362298,0.11521639711849374,0.061467606228675684,0.06159959306281293,0.10063197376691167,207.5075,0.7342001857393139,0.12522995143715707,1.2291567740705781e-05,12.563865239598359,208.6756,210.1866,207.9052
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Interior, BIT, Surface",264.0422517539255,0.2,0.0,3.841910407073662,-0.17941815757346768,0.0,0.0,0.13932337886847554,0.12197883886041809,0.1169489185113583,0.05909834544985589,0.06987114445527405,0.09099147713472822,241.1607,0.702556631473334,0.12466128477694409,1.2670984454280303e-05,8.9902774876548,242.1629,243.7444,241.5256
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Interior, BIT, Surface",250.6257300558325,0.2,0.5,4.195880209688932,1.2938811968535304,0.0,0.0,0.1229767338001447,0.15518371082791277,0.1243256768467301,0.07179834917759877,0.06276425181880892,0.12321647410254963,263.4648,0.9619342093754105,0.1313082450501105,1.1973684000430172e-05,15.20775772923453,264.7546,266.7078,263.8864
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Interior, BIT, Surface",261.71832310610677,0.1,0.0,3.9992312011797235,1.6277074798584237,0.0,0.0,0.1656129030518288,0.12234219059147847,0.10937193498710794,0.07116043780803766,0.06188914097993373,0.10657062330932832,296.2879,1.0431106070754819,0.13841767436391497,1.22806048255818e-05,17.32527725422749,297.744,299.9498,296.7943
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Arkla,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Import, BIT, Underground",252.0712937146399,0.4,0.5,4.5851212518740825,0.9091261207037121,0.0,0.0,0.16589997263354628,0.08658122154504899,0.1261742630724803,0.058630368499837465,0.06732104996350695,0.10771550453366661,210.6907,0.7239643487069902,0.12219194522775868,1.1818375193017187e-05,11.72258798724638,212.0552,214.4087,211.3473
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Arkla,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Import, BIT, Underground",270.0867168872933,0.4,1.0,4.59865570764401,-0.06273483273305847,0.0,0.0,0.13031091241606857,0.15276190670522938,0.10872153748290418,0.07168744183836735,0.07274356964013509,0.1082999980658507,200.7107,0.614845805399447,0.11085124643054092,1.0480251022300342e-05,7.619417998163993,201.8346,204.0463,201.2979
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Arkla,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Import, BIT, Underground",250.01711812490942,0.5,0.5,4.266529783878124,-0.27902004782169876,0.0,0.0,0.17637658982525553,0.18466564070742333,0.10649371952574252,0.06190078096312708,0.0627164312283665,0.09144737125102878,165.4665,0.47795995328096075,0.11004743962833989,1.1522165215954545e-05,6.081780906986637,166.4553,168.1512,165.9609
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Arkla,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Import, BIT, Underground",256.7120006886785,0.3,1.0,3.4727975907562607,0.7694601055755852,0.0,0.0,0.1113278446274985,0.08128474846157543,0.12628654179489854,0.06864154958934982,0.06305889334675702,0.09363490363902839,214.9807,0.6927672468056633,0.11623947959407745,1.019728863534384e-05,10.679799504438842,216.2639,218.5354,215.6074
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Arkla,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Import, BIT, Underground",246.9833928396555,0.0,0.0,4.303042041242393,0.048982545473399974,0.0,0.0,0.14521518646449422,0.1580006787784885,0.12102018505136261,0.06825964766589285,0.06538826052407405,0.11653941058553038,290.6317,0.8955531148937965,0.12415389184638931,1.1538495712507406e-05,10.584011182170595,292.1051,295.4981,291.4633
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Arkla,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Import, BIT, Underground",246.362468848298,0.5,0.0,4.140933943504301,0.663020884055709,0.0,0.0,0.1151994102217056,0.1581919156586088,0.11307620030999335,0.0708679234332153,0.07528844406083735,0.1154826380892357,195.4957,0.6882826398324697,0.13328955815200752,1.5220620252660878e-05,11.25919471629086,196.8186,198.8868,196.0833
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Arkla,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Import, BIT, Underground",249.380109817555,0.3,0.5,4.36422949164306,-0.15888699669869377,0.0,0.0,0.15609331189197806,0.15276493098484095,0.11551291583155479,0.07468903288619902,0.06343205676613228,0.09117590789493948,209.6625,0.599494522498947,0.11700990017745555,1.1851679420128479e-05,7.553161543404682,210.8115,212.992,210.2618
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Arkla,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Import, BIT, Underground",253.55685569679957,0.1,1.0,3.861898140296407,0.9682846311246107,0.0,0.0,0.11758068792793575,0.19100696751996088,0.11824769464724537,0.06910323507713913,0.056880001409022135,0.09084502888439824,258.8867,0.8140317739425696,0.1233263908503362,1.056071048481997e-05,12.42168855872327,260.3435,263.088,259.6226
