elec120V_readymix_plant,natgas_readymix_plant,electricity_120V,trans_truck,natgas_clinker,naturalgas,coal,"concrete, 17.2 Mpa - national avg, A1-A3 q_PC","concrete, 17.2 Mpa - national avg, A1-A3 q_electricity","concrete, 17.2 Mpa - national avg, A1-A3 q_NG","concrete, 17.2 Mpa - national avg, A1-A3 plc_boolean","concrete, 17.2 Mpa - national avg, A1-A3 msw",Portland cement q_electricity,market for Portland cement t_km,market for sand t_km,"market for gravel, crushed t_km",clinker production - North American q_coal,Portland limestone cement production q_electricity,gwp,ap,ep,odp,pocp,gwp_IPCC,gwp_EF2,gwp_CML
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - East Texas,Electricity; at user; consumption mix - ISO-NE - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Permian,"coal extraction and processing - Central Interior, BIT, Surface",211.38463429928325,3.624405920649318,-0.5457148306334049,0.0,0.0,0.12670514894609783,0.10859019689368822,0.06268168052572594,0.06414042522170625,0.09703312005563713,0.1524579603859369,223.9147,0.6203282454205117,0.1122499125531224,1.065403706703748e-05,6.399776350769792,224.6902,225.9977,224.1663
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - East Texas,Electricity; at user; consumption mix - ISO-NE - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Permian,"coal extraction and processing - Central Interior, BIT, Surface",215.42792647422496,3.742032965350347,0.9052633961602732,0.0,0.0,0.19543086498757853,0.08494315659332699,0.06938947851661824,0.07043971463284936,0.10163269667603719,0.1004144081441406,255.7449,0.8344125571072327,0.1260380930953985,1.1299308630704496e-05,12.78616180932723,256.893,258.5968,256.1174
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - East Texas,Electricity; at user; consumption mix - ISO-NE - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Permian,"coal extraction and processing - Central Interior, BIT, Surface",192.39059754777108,4.500774904772577,0.808014461010062,0.0,0.0,0.10985565463370081,0.1228298187905884,0.06686531069428288,0.0584895138941049,0.11220075549312876,0.20002191480055687,231.9793,0.7920364939989681,0.11989486554241671,1.0612052231372135e-05,11.766536171798316,233.0311,234.5746,232.3023
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - East Texas,Electricity; at user; consumption mix - ISO-NE - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Permian,"coal extraction and processing - Central Interior, BIT, Surface",210.25552280760124,4.200257585354007,0.6452306295182144,0.0,0.0,0.14933729473780477,0.12055563402891864,0.071647577563265,0.06538985181773613,0.10185570922070608,0.10310430354608949,245.324,0.7894786413468968,0.1239700221730132,1.1370189429455713e-05,11.53633469332379,246.3938,247.9836,245.6644
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - East Texas,Electricity; at user; consumption mix - ISO-NE - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Permian,"coal extraction and processing - Central Interior, BIT, Surface",220.67486134519893,3.97332031585639,0.3032732484999885,0.0,0.0,0.09551367597168622,0.07275444943902848,0.06141623178331425,0.06904664127759369,0.09459231815390698,0.16599186020728618,237.6148,0.7228963959243956,0.11818335019019617,1.0571158516679984e-05,9.704992557296643,238.5662,240.0059,237.9139
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - East Texas,Electricity; at user; consumption mix - ISO-NE - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Permian,"coal extraction and processing - Central Interior, BIT, Surface",207.66047063579794,3.9687312719087458,0.46839089958440044,0.0,0.0,0.1221349298323358,0.1138608798594697,0.07607137360509002,0.06076720761851042,0.10764778670259176,0.135504261863119,241.5771,0.7814421407612608,0.12180539361562759,1.1222114367609462e-05,10.831361529178523,242.5922,244.1453,241.8916
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - East Texas,Electricity; at user; consumption mix - ISO-NE - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Permian,"coal extraction and processing - Central Interior, BIT, Surface",215.69787401437975,4.48445764957481,1.25735209195019,0.0,0.0,0.07959393459931968,0.12831939950773216,0.07293227438655227,0.07109639746969658,0.088507431052029,0.15714728184798563,245.2012,0.8117394967506482,0.1295355485296844,1.1693300901128956e-05,13.46629921499487,246.3821,247.9342,245.5693
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - East Texas,Electricity; at user; consumption mix - ISO-NE - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Permian,"coal extraction and processing - Central Interior, BIT, Surface",212.02761609053988,4.104649901812687,0.9709291917362035,0.0,0.0,0.12859653258241524,0.10495612985567947,0.06903373876247913,0.06206058514966434,0.08943573178881108,0.12415515480905356,239.3198,0.7680796520065089,0.12332377620562524,1.082929673551422e-05,12.196894236113915,240.4275,241.9517,239.6762
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - East Texas,Electricity; at user; consumption mix - ISO-NE - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Permian,"coal extraction and processing - Central Interior, BIT, Surface",224.50954217120284,4.160695861811374,0.9005325654628936,0.0,0.0,0.15518899874987419,0.09837678045977845,0.07028592660758344,0.06475835877899437,0.0914378305292555,0.12593773553441115,253.4633,0.8025900667167793,0.12575528701346106,1.1175424793126118e-05,12.42672451104171,254.5933,256.215,253.8302
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - East Texas,Electricity; at user; consumption mix - ISO-NE - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Permian,"coal extraction and processing - Central Interior, BIT, Surface",208.98071233560336,3.9270802849467166,0.9634534792877626,0.0,0.0,0.15450866299618346,0.11816863462199997,0.0704536348639246,0.06680387253402899,0.1064850233261734,0.18412758627268414,251.2292,0.8435253732534033,0.12634037491150463,1.1412479818354847e-05,12.93677181024209,252.3721,254.0481,251.5886
"Electricity; at user; consumption mix - Associated Electric Cooperative, Inc. - BA",natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - PacifiCorp West - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Green River,"coal extraction and processing - Rocky Mountain, SUB, Surface",214.8531642849698,4.545422411585832,0.4874399898699318,0.0,0.0,0.1424043347938784,0.1015317544851292,0.07090143428790359,0.060726550036240154,0.09919932097267418,0.0873365001567716,238.168,0.7579443222912723,0.12028542898268399,1.0824212725991444e-05,10.585688108893644,239.1268,240.4695,238.431
"Electricity; at user; consumption mix - Associated Electric Cooperative, Inc. - BA",natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - PacifiCorp West - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Green River,"coal extraction and processing - Rocky Mountain, SUB, Surface",212.91670455555246,3.906821631584977,0.3943505415603508,0.0,0.0,0.10373911367602351,0.10575657280773866,0.06190706918605351,0.0548659774026401,0.10571044691620834,0.10472370325365105,234.4764,0.756627740544535,0.11633814899698022,1.0189630438083796e-05,10.085375225246738,235.3764,236.6753,234.7079
"Electricity; at user; consumption mix - Associated Electric Cooperative, Inc. - BA",natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - PacifiCorp West - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Green River,"coal extraction and processing - Rocky Mountain, SUB, Surface",189.96557310697963,3.799626493858634,1.0248769157020057,0.0,0.0,0.13456944159979586,0.10966175506880473,0.061856722602348944,0.06208532000665485,0.10722301393517146,0.11109988987955527,225.7381,0.7864007649169217,0.11950811473236586,1.0322608720857502e-05,12.256174091344548,226.773,228.1301,226.0199
"Electricity; at user; consumption mix - Associated Electric Cooperative, Inc. - BA",natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - PacifiCorp West - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Green River,"coal extraction and processing - Rocky Mountain, SUB, Surface",213.4474309374592,4.0611864650855445,1.0209422394828114,0.0,0.0,0.1820848957416631,0.11406938655372625,0.058379716135466844,0.07058179222989658,0.075423085957527,0.13864643906863108,230.1806,0.7161801201052667,0.12292707324746144,1.0712091865033326e-05,11.902881255028982,231.2623,232.5861,230.5138
"Electricity; at user; consumption mix - Associated Electric Cooperative, Inc. - BA",natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - PacifiCorp West - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Green River,"coal extraction and processing - Rocky Mountain, SUB, Surface",211.24878176129675,4.037789417093052,0.41843217683423595,0.0,0.0,0.11516684591633089,0.11583767927370466,0.06468463872461132,0.06354045263295183,0.09752752569216468,0.18154777111650072,231.5744,0.7310598362348171,0.11903177015476271,1.0758319386129476e-05,10.08888196906616,232.5014,233.7788,231.825
"Electricity; at user; consumption mix - Associated Electric Cooperative, Inc. - BA",natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - PacifiCorp West - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Green River,"coal extraction and processing - Rocky Mountain, SUB, Surface",204.50563962786265,3.7280891138604324,-0.6136938458675069,0.0,0.0,0.16035820605149154,0.11982462069103164,0.06835024700688788,0.0591447137231581,0.10513257184550572,0.10144079787043062,219.3809,0.6289983209020411,0.11128655223471964,1.065559404571433e-05,6.195738609520507,220.0927,221.2471,219.5691
"Electricity; at user; consumption mix - Associated Electric Cooperative, Inc. - BA",natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - PacifiCorp West - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Green River,"coal extraction and processing - Rocky Mountain, SUB, Surface",225.7465172843219,4.0342396563796505,0.8410281735631152,0.0,0.0,0.13026812895152465,0.1022184710805247,0.06588438249860577,0.06641430158318574,0.08833714608257279,0.13084118518026833,243.9917,0.7736031743160043,0.12391021805581368,1.0951060927638388e-05,11.792644176997714,245.0325,246.3983,244.2861
"Electricity; at user; consumption mix - Associated Electric Cooperative, Inc. - BA",natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - PacifiCorp West - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Green River,"coal extraction and processing - Rocky Mountain, SUB, Surface",202.58377417949012,3.794536397246216,0.9207564310682896,0.0,0.0,0.13588004221366834,0.09993714090680346,0.07086678067178674,0.06954342481397234,0.11872811964933215,0.16128314147202866,245.5693,0.8636670163255192,0.12466433455609846,1.1262602551002691e-05,12.75792530609057,246.6238,248.1005,245.8403
"Electricity; at user; consumption mix - Associated Electric Cooperative, Inc. - BA",natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - PacifiCorp West - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Green River,"coal extraction and processing - Rocky Mountain, SUB, Surface",221.6888540061184,4.136646829070387,1.2129946030168917,0.0,0.0,0.14623883331425988,0.11641669432551445,0.07190842307658987,0.06648246427592597,0.11509518165883394,0.12143137040196933,265.5496,0.9369112542203633,0.12993826268491468,1.1608879003344934e-05,14.348978876943796,266.6984,268.3056,265.8482
"Electricity; at user; consumption mix - Associated Electric Cooperative, Inc. - BA",natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - PacifiCorp West - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Green River,"coal extraction and processing - Rocky Mountain, SUB, Surface",193.73876121285832,4.384125645447672,1.6170917751937854,0.0,0.0,0.12598387842389955,0.11931887154990166,0.06569075570106163,0.0666767583398885,0.11195294511014314,0.12324119043787789,241.3172,0.8918700320630804,0.12697630541540866,1.0949786448129308e-05,15.007544970947798,242.5028,244.0137,241.6365
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Interior, BIT, Surface",210.8356903508301,3.6944102211806835,0.7075155663421038,0.0,0.0,0.15040595750265565,0.13095549290694383,0.06262662751052503,0.060407646689755706,0.10300039713597772,0.15099984687970971,252.3758,0.8313978198547449,0.12322558440351912,1.087147785720995e-05,12.417736866751362,253.5265,255.3091,252.7798
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Interior, BIT, Surface",204.56497097896238,3.644035281119062,0.02404401840002557,0.0,0.0,0.14556146643360318,0.12542097395291513,0.06442052231189478,0.06194921181275344,0.09547281289657249,0.10699849885158103,233.0576,0.7028058060696253,0.11720524449023154,1.074815729788265e-05,9.25678200934715,234.0379,235.6001,233.413
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Interior, BIT, Surface",209.4065154653944,4.522600291693021,1.331050846894024,1.0,0.0,0.14279854376452858,0.11873388195333923,0.06693650083712108,0.07673526003682005,0.09463140464062011,0.1224506361660171,430.3579,1.3474635071656396,0.16060746742143198,1.4385871668790689e-05,19.892413012572174,432.0087,434.905,430.9376
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Interior, BIT, Surface",219.11706853750053,4.373834509785698,0.7306248075610687,0.0,0.0,0.09675076677996991,0.11697922130679105,0.06226521178387482,0.06695097950717564,0.08074080248613491,0.1377742762271891,239.228,0.7376352645349149,0.12295174317549656,1.0863097251763406e-05,11.492572837419413,240.3293,241.8684,239.6097
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Interior, BIT, Surface",216.15483889955257,4.288535896209585,1.1754864272634689,0.0,0.0,0.10332018690958963,0.11842541821744708,0.07153586024789464,0.06200358534494485,0.10490079372625995,0.12457548137652585,259.55,0.8953793301811717,0.12824248581341602,1.1257603505238626e-05,14.182824408130008,260.7782,262.5867,259.9543
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Interior, BIT, Surface",212.33899075032235,4.35758843787925,1.0394182110465446,0.0,0.0,0.11503040615115939,0.12472068787761112,0.06150909315120229,0.06829055979225063,0.10558354498257541,0.130021399214179,256.1849,0.8762712011039997,0.126688650852253,1.1163072708379768e-05,13.655197149043858,257.3878,259.184,256.5868
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Interior, BIT, Surface",206.5933939318278,4.217096645965217,1.1826944496349576,0.0,0.0,0.17353496201694865,0.11218582955428535,0.06172688716286925,0.06731542864183301,0.09534786897922981,0.15113983599070546,253.2117,0.853706846985721,0.12642847087674705,1.0912975514633194e-05,14.152947666756585,254.4796,256.3234,253.6666
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Interior, BIT, Surface",206.8753017492508,4.014948941357746,0.07940375466361294,0.0,0.0,0.13386313774255787,0.11287426720261548,0.0649968808175937,0.06769188297251837,0.09855590204731517,0.13549008131254522,237.1904,0.726797032930603,0.11885502936017833,1.0978828618297931e-05,9.613390893245592,238.1853,239.7738,237.5434
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Interior, BIT, Surface",192.88222452796495,4.338106609220018,1.1871708957743765,0.0,0.0,0.16428389785806716,0.12198689322812702,0.06569207310973112,0.06614528990287899,0.11025985202391661,0.11898698116517208,248.7762,0.8778237801731024,0.12594871563002563,1.1024664915096142e-05,14.25858221521625,250.0275,251.8776,249.2096
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Interior, BIT, Surface",218.7697171125759,4.493324011309984,1.690093639832531,0.0,0.0,0.16026829219930616,0.12560971787135666,0.07331980579078104,0.07001045750627152,0.07863954427983377,0.08422582460055364,261.5102,0.8756333257422313,0.13445324652671778,1.1731107223513658e-05,16.015826721733948,262.911,264.7759,262.0126
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - Appalachian,"coal extraction and processing - West/Northwest, BIT, Surface",221.61363250709658,4.92178371794563,2.515570813244417,0.0,0.0,0.12495431645032042,0.10130534033487502,0.07470381671925885,0.07077646463108361,0.12071706823938796,0.1620293611574342,285.2342,1.0758237576303618,0.1278050696364916,1.0366604056245948e-05,18.283597630739674,286.5666,288.3707,285.5868
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - Appalachian,"coal extraction and processing - West/Northwest, BIT, Surface",215.05886604887024,3.7158015150403907,-0.3292899703771256,1.0,0.0,0.13410969738764444,0.10797772913193925,0.07471817705142088,0.05721060199556252,0.09359010136074282,0.13723248990043932,395.6782,1.0527795627121908,0.13120420666373583,1.2094230816875497e-05,10.295016682483539,396.594,398.5,395.9076
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - Appalachian,"coal extraction and processing - West/Northwest, BIT, Surface",211.80920936458045,3.6004914949775375,0.43573447840335533,0.0,0.0,0.16815632912931572,0.10736887457353912,0.06996070227052802,0.05197366308745846,0.08610839668955575,0.1389513042639273,228.6841,0.655942933969293,0.10617030561262433,8.982467054803642e-06,8.57305987979528,229.5357,230.7796,228.9507
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - Appalachian,"coal extraction and processing - West/Northwest, BIT, Surface",208.08815827356455,4.011182297715421,1.272763622336707,0.0,0.0,0.15375446983787877,0.09900193038374987,0.07617745658865155,0.07072322611934359,0.12126548665339577,0.13985830496722296,259.857,0.9002963840948927,0.11732511613136673,1.0161175653120373e-05,13.118737250321562,260.9139,262.4793,260.1393
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - Appalachian,"coal extraction and processing - West/Northwest, BIT, Surface",208.2530382355548,4.544091360594344,1.5882902830086418,0.0,0.0,0.14099231991717429,0.10082977277886813,0.06401394393561559,0.07289873992688481,0.08079869391104456,0.1388632090252536,236.48,0.7605636449886839,0.11564025140709236,9.492998225031365e-06,12.873020112796192,237.5836,238.9665,236.822
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - Appalachian,"coal extraction and processing - West/Northwest, BIT, Surface",221.58871314580196,3.852841027793606,1.1710161130649164,0.0,0.0,0.08521815418615292,0.12078291505043297,0.06606145346796544,0.07663799181978859,0.10792422329626687,0.20634570925847853,255.3091,0.8510294773851346,0.11731149422399237,1.0175673531192021e-05,12.32123143261537,256.325,257.7607,255.5714
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - Appalachian,"coal extraction and processing - West/Northwest, BIT, Surface",195.87714899063945,3.7734914427128223,0.7170534650288674,0.0,0.0,0.15126108663658727,0.10598132088189335,0.058278422621840194,0.06624753446988112,0.10583317211313854,0.08822276853118244,228.6378,0.7304844762424895,0.10755370867209407,9.083810296035626e-06,9.9584378366179,229.5335,230.8438,228.8928
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - Appalachian,"coal extraction and processing - West/Northwest, BIT, Surface",202.31371412738633,4.754762621866345,0.6075644568697353,0.0,0.0,0.09752674624841004,0.12611319077177235,0.06183471674021618,0.06567018319376614,0.1073917179525633,0.1516658557870243,230.3212,0.7329028386489399,0.10842928622779785,9.36605085829754e-06,9.606583731529573,231.1871,232.4553,230.5508
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - Appalachian,"coal extraction and processing - West/Northwest, BIT, Surface",206.79804461005676,4.690479407724929,0.7978525600546871,0.0,0.0,0.08873632949868188,0.10287630530124178,0.06854461795602827,0.06043159800806369,0.11915747212029633,0.16046548302271935,242.335,0.8123862984347374,0.11040793172444133,9.367464535699397e-06,10.816363912958046,243.2414,244.6061,242.5584
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - Appalachian,"coal extraction and processing - West/Northwest, BIT, Surface",196.07948965612115,4.424527856255426,0.6983768329298307,0.0,0.0,0.11944439196747929,0.11605080684929703,0.05198231579747736,0.07084220564518479,0.10674696653975273,0.15805945777449637,226.5215,0.7270690752456828,0.10743026183466332,9.097193657177247e-06,9.831722699742159,227.403,228.6794,226.7638
