elec120V_readymix_plant,natgas_readymix_plant,electricity_120V,trans_truck,natgas_clinker,naturalgas,coal,"concrete, 17.2 Mpa - national avg, A1-A3 q_PC","concrete, 17.2 Mpa - national avg, A1-A3 q_electricity","concrete, 17.2 Mpa - national avg, A1-A3 q_NG","concrete, 17.2 Mpa - national avg, A1-A3 plc_boolean","concrete, 17.2 Mpa - national avg, A1-A3 msw",Portland cement q_electricity,market for Portland cement t_km,market for sand t_km,"market for gravel, crushed t_km",clinker production - North American q_coal,Portland limestone cement production q_electricity,gwp,ap,ep,odp,pocp,gwp_IPCC,gwp_EF2,gwp_CML
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - East Texas,natural gas extraction and processing - Gulf,"coal extraction and processing - Southern Appalachia, BIT, Underground",207.0592961700323,4.345437234773585,0.5074366580203102,0.0,0.0,0.15080765305783622,0.09067310217800043,0.0702542172847343,0.06894565410826098,0.10179670137876176,0.18982182965951838,261.2459,0.7669562021178027,0.1203424950577042,1.1401219600451559e-05,10.181046655127563,263.3355,268.4276,262.7514
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Strawn,natural gas extraction and processing - Anadarko,"coal extraction and processing - Gulf Lignite, LIG, Surface",200.23115413036803,3.5457864812071076,0.10013442898050384,0.0,0.0,0.1290577557360568,0.12437973961009022,0.06535166526768331,0.0710191879717859,0.09616334438273583,0.14906218611449945,228.9833,0.6858821673871242,0.11843223522949597,1.112860100584979e-05,9.10224131708597,229.8583,231.0995,229.2328
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Strawn,natural gas extraction and processing - Anadarko,"coal extraction and processing - Gulf Lignite, LIG, Surface",199.90959631799677,3.717670269559636,-0.32982872539877783,0.0,0.0,0.10119692653017806,0.09727013408605975,0.062467501796821465,0.06859847978759231,0.09010109536502289,0.16822498564630084,214.1792,0.5963476625108448,0.1120451235008208,1.0487984474946986e-05,6.874624325177544,214.9252,216.0005,214.3892
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Strawn,natural gas extraction and processing - Anadarko,"coal extraction and processing - Gulf Lignite, LIG, Surface",200.1700853581695,4.3085779381466836,2.0033261068362633,0.0,0.0,0.10730827661905278,0.08679062607123007,0.05807499424226904,0.06650424728732474,0.11432803345250628,0.10480264067020899,256.9604,0.9640636319906284,0.12834880219535044,1.0463558094993714e-05,16.853802927269037,258.2127,259.8141,257.2943
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Strawn,natural gas extraction and processing - Anadarko,"coal extraction and processing - Gulf Lignite, LIG, Surface",211.86956594127636,4.008563563356906,0.6273625593885261,0.0,0.0,0.1739011000042716,0.09574679018629292,0.06500505742750926,0.0592964986838034,0.09018407859569162,0.1424517812342201,244.6443,0.7473522958446623,0.11994239147433952,1.0450371650904286e-05,11.264074620049572,245.6495,247.0626,244.9563
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Strawn,natural gas extraction and processing - Anadarko,"coal extraction and processing - Gulf Lignite, LIG, Surface",209.4544419804037,4.377018683891371,1.5544268773633687,0.0,0.0,0.12314374308644256,0.1101684129653239,0.05796474946450549,0.06286594976005282,0.11378489041967794,0.13863890958068795,262.2436,0.939729302585756,0.1270908861421846,1.064294382023867e-05,15.427826603086883,263.4211,265.0144,262.5586
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Strawn,natural gas extraction and processing - Anadarko,"coal extraction and processing - Gulf Lignite, LIG, Surface",206.92748240781242,4.374688062755776,0.7147834584658028,0.0,0.0,0.14210196217689566,0.11190240129114536,0.05830276610426047,0.06996669503863202,0.09769932362481379,0.14498043104301342,243.6316,0.7768551250358083,0.12184366674654264,1.08189406914205e-05,11.702965043052831,244.6446,246.0454,243.9255
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Strawn,natural gas extraction and processing - Anadarko,"coal extraction and processing - Gulf Lignite, LIG, Surface",205.51518336286074,3.286521499502789,0.8512500986250078,0.0,0.0,0.1600563975778111,0.09594223406724986,0.06376266740463853,0.07744703796537669,0.09760543253994378,0.14707992045433954,247.6359,0.7986244914852008,0.12494293701974761,1.12748379770051e-05,12.415122491126777,248.6996,250.152,247.9492
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Strawn,natural gas extraction and processing - Anadarko,"coal extraction and processing - Gulf Lignite, LIG, Surface",215.27164340637535,3.7923527188554282,0.3799317130040847,0.0,0.0,0.12084386476246228,0.13416375613664383,0.06996731288506175,0.07101033573268244,0.12078576207463801,0.12977776583304376,262.3231,0.8665595797780689,0.12585696664025664,1.1900764971068494e-05,11.545878512704554,263.2885,264.7648,262.5608
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Strawn,natural gas extraction and processing - Anadarko,"coal extraction and processing - Gulf Lignite, LIG, Surface",201.550379026397,4.594363969081079,1.462941924785512,0.0,0.0,0.12881934764128608,0.11685010358311991,0.05976126311335189,0.07266238751770261,0.0890244261240995,0.07222639936420178,242.1362,0.81561822947085,0.12679425946398448,1.0939947036098413e-05,14.230933307034809,243.3048,244.7537,242.4834
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Strawn,natural gas extraction and processing - Anadarko,"coal extraction and processing - Gulf Lignite, LIG, Surface",228.46913490963044,4.535906913199944,1.6110436657047345,0.0,0.0,0.15869947237445972,0.1030948601259485,0.07389457707014946,0.06610097167262498,0.10410388708562195,0.12946866768610413,283.0249,0.9744828928539463,0.1342156418309681,1.1668190189507403e-05,16.281812944577123,284.2883,286.017,283.3863
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - East Texas,Electricity; at user; consumption mix - Duke Energy Carolinas - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Powder River Basin, BIT, Surface",205.8089817188172,3.6537754481629086,1.902679957802194,0.0,0.0,0.09622760689156842,0.10580841704421538,0.07118359877442523,0.07266575940386295,0.11226795815527367,0.1812501773324609,250.7796,0.936359176360706,0.12214147897205264,1.000855571992914e-05,15.99521920318969,251.967,253.4871,251.0855
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - East Texas,Electricity; at user; consumption mix - Duke Energy Carolinas - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Powder River Basin, BIT, Surface",204.59266851248154,4.181176222078078,3.0763420829240817,0.0,0.0,0.16722048099609155,0.10219501661970952,0.056600463205087416,0.062442725734929594,0.11471282826741452,0.17440557927667566,267.4337,1.0758647220355226,0.12696201398772974,9.231192673051586e-06,20.59245835414703,268.8751,270.6632,267.8295
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - East Texas,Electricity; at user; consumption mix - Duke Energy Carolinas - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Powder River Basin, BIT, Surface",213.23768453233419,4.4001622301551775,1.172210496768247,0.0,0.0,0.1480586440905369,0.11966297244264776,0.07187796088435208,0.07106812289822127,0.10545366107466442,0.15293393673577807,249.0887,0.8503382982732892,0.11847469999488011,1.0144252826076377e-05,13.240883542211483,250.1467,251.5986,249.3739
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - East Texas,Electricity; at user; consumption mix - Duke Energy Carolinas - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Powder River Basin, BIT, Surface",209.63441786534625,4.252120970857892,0.9739927182932071,0.0,0.0,0.09869366484539777,0.10798974037477652,0.06341150074718206,0.0781267916047861,0.08141984723707835,0.12588448335478966,223.9998,0.7073239242108627,0.11406097162282264,9.69888181266213e-06,11.345821423368784,224.9809,226.1913,224.2804
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - East Texas,Electricity; at user; consumption mix - Duke Energy Carolinas - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Powder River Basin, BIT, Surface",216.16949372656808,4.375578178642178,1.3088667520037631,0.0,0.0,0.1767594779800686,0.0908331799707563,0.0646805941770697,0.06683257443671936,0.10381218054530687,0.12180294096560837,251.887,0.8603756758866807,0.11710040275296155,9.544294015384881e-06,13.661575231582294,252.9682,254.4632,252.1875
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - East Texas,Electricity; at user; consumption mix - Duke Energy Carolinas - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Powder River Basin, BIT, Surface",213.2852362499168,4.499238065691268,0.13438798277701247,0.0,0.0,0.18577576577138905,0.10655802201918654,0.07235748049358834,0.07212102246949792,0.09745121062949903,0.1426564748932845,234.0546,0.6991518043980522,0.11070044729765405,9.992017115785096e-06,8.945467964863136,234.8965,236.1662,234.2938
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - East Texas,Electricity; at user; consumption mix - Duke Energy Carolinas - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Powder River Basin, BIT, Surface",200.10502568228853,4.220399842940093,0.1277982980250888,0.0,0.0,0.11807431304532029,0.1068264619916498,0.06166345174507978,0.06094618579912175,0.0832204125457219,0.15680092642497828,205.1519,0.588330917998677,0.10367262801425779,8.807355261518907e-06,7.68183537489534,205.9219,206.9664,205.3749
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - East Texas,Electricity; at user; consumption mix - Duke Energy Carolinas - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Powder River Basin, BIT, Surface",193.104230025335,3.9973832930638773,1.7045890953843001,0.0,0.0,0.11543603198440457,0.10536839740421625,0.07548812771491296,0.06401311707734664,0.1105268177082447,0.14474565503294368,236.5722,0.8729515420288843,0.11805725538850625,9.631988244087835e-06,14.83286939972137,237.7034,239.1449,236.8726
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - East Texas,Electricity; at user; consumption mix - Duke Energy Carolinas - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Powder River Basin, BIT, Surface",211.90915882257212,4.146651235172179,1.8414515294390066,0.0,0.0,0.10668243840124647,0.1042395759458442,0.0687470410207862,0.0681593697542411,0.09647570779286237,0.1504308055420455,245.5974,0.8751362299570927,0.12049673575145022,9.684265917570833e-06,15.296768840400714,246.7701,248.2245,245.9185
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - East Texas,Electricity; at user; consumption mix - Duke Energy Carolinas - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Powder River Basin, BIT, Surface",212.32831610220987,4.626722057509471,0.5338951135214993,0.0,0.0,0.1371226306731794,0.10776269370118677,0.06361742510112284,0.0548895110997871,0.08401416176371157,0.18606641449064276,221.88,0.6647710710142489,0.1077893256442673,8.854682996241137e-06,9.575573848735875,222.7555,223.9373,222.1358
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - East Texas,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Gulf,"coal extraction and processing - West/Northwest, SUB, Underground",205.80312279022962,4.540089269834485,0.7856954355045258,1.0,0.0,0.09469927523524517,0.1079543799340552,0.06585634048137363,0.06510238459673354,0.10658588695916564,0.13992875082565862,423.0632,1.2951049901570886,0.1409374844258214,1.2541874101802252e-05,16.12124635588151,424.2781,426.5377,423.3586
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - East Texas,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Gulf,"coal extraction and processing - West/Northwest, SUB, Underground",214.38819464196024,4.292656482069098,0.6086209760159129,0.0,0.0,0.0889223663793785,0.14738106928467243,0.07101091307930629,0.06374470532441039,0.10083442359671363,0.14944216771243854,240.8377,0.7489793998113277,0.11209216149455632,9.960218328979187e-06,10.02351460733778,241.7505,243.0744,241.0896
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - East Texas,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Gulf,"coal extraction and processing - West/Northwest, SUB, Underground",209.09243222802328,4.480267612914377,1.3000426469242425,0.0,0.0,0.14003222843838056,0.12338813123795511,0.057452009922498534,0.06195057802613986,0.08327536765476232,0.14369714294328043,238.6139,0.7547771856614365,0.11301572264156284,9.205705338728448e-06,12.287821506080514,239.6874,241.0927,238.9531
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - East Texas,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Gulf,"coal extraction and processing - West/Northwest, SUB, Underground",201.02932987598976,3.818455493886309,0.9500590830474192,0.0,0.0,0.118388671404405,0.11794139700366212,0.07686351453434574,0.0657252987665624,0.10727704186251473,0.11070890669059764,241.0873,0.7930032413988484,0.1135336244513365,9.96570252773572e-06,11.468740564962575,242.0814,243.4923,241.3681
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - East Texas,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Gulf,"coal extraction and processing - West/Northwest, SUB, Underground",214.30871192324528,4.470142941636111,1.5418420589088893,0.0,0.0,0.15060600629705842,0.10171888968740322,0.07067650891672222,0.07000187418543101,0.10404151091605739,0.08272766540588725,263.589,0.8953235288995408,0.11946595194640176,1.01066343724554e-05,14.280013855095607,264.7516,266.3684,263.9319
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - East Texas,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Gulf,"coal extraction and processing - West/Northwest, SUB, Underground",202.83260002183593,3.60547046844339,0.8594229571735756,0.0,0.0,0.11809332567553613,0.11058976974630672,0.06502772778449915,0.06323543723113322,0.1140213916590582,0.12072852790749189,243.3225,0.8093493914584875,0.11125877325989757,9.48976590415233e-06,11.2972216951599,244.2847,245.7066,243.5847
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - East Texas,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Gulf,"coal extraction and processing - West/Northwest, SUB, Underground",214.08387810792553,3.6870124434576894,0.6400204557724486,0.0,0.0,0.14010871484096857,0.10679264432642376,0.0708709472246359,0.0748024297839594,0.08374744170623771,0.15825493885445618,238.2517,0.6985120599463335,0.1124326055334616,1.0056383232779185e-05,9.912326233246771,239.2078,240.5363,238.5538
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - East Texas,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Gulf,"coal extraction and processing - West/Northwest, SUB, Underground",196.1208921428552,4.311144664800839,1.7172974839558743,0.0,0.0,0.09045809535236721,0.12075894360132555,0.07166985019159375,0.0712105684019641,0.0956486223030844,0.11601797219712466,235.4945,0.8132859303228854,0.1173402395051022,9.816230159297639e-06,13.81480438114035,236.6302,238.0502,235.8243
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - East Texas,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Gulf,"coal extraction and processing - West/Northwest, SUB, Underground",212.08102565922783,3.860402899666051,1.2794939870487516,1.0,0.0,0.12879607710176638,0.11141530403058643,0.06931740368112795,0.0661098349646391,0.09040993795234167,0.11609856939337271,417.6638,1.241846468740826,0.14431791185353898,1.2601005371496444e-05,17.226497228523403,418.9979,421.2212,418.0326
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - East Texas,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Gulf,"coal extraction and processing - West/Northwest, SUB, Underground",210.83360077401295,3.9011808025669357,0.9633017748761543,0.0,0.0,0.11107181159734061,0.11660383861008383,0.06648486899503317,0.061682309106235574,0.10449242230592803,0.14325660517622157,245.5395,0.8008114852822008,0.1126633677447367,9.546225752129802e-06,11.551061654654134,246.529,247.9449,245.8171
Electricity; at user; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Central Appalachia, BIT, Processing",213.19705868607429,4.422891065722683,0.07700191374290022,0.0,0.0,0.1865841059189665,0.12084591709717234,0.07086554603710588,0.07216182365880795,0.09838089248586436,0.09983401827086369,239.2758,0.6788595531632495,0.10866005987214722,9.984352021153422e-06,7.835157307274831,240.1517,241.6505,239.5853
Electricity; at user; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Central Appalachia, BIT, Processing",233.049639306063,4.131035128816092,0.4645439940486298,0.0,0.0,0.18488874552554443,0.09801520981571511,0.05743787068059114,0.08128780456069101,0.09722447667183555,0.12548402133463382,260.2183,0.7637186617015639,0.11299319370009862,9.97469656153649e-06,9.733539979421563,261.1983,262.8462,260.5588
Electricity; at user; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Central Appalachia, BIT, Processing",219.096480791836,4.228990525082418,0.640335784289832,0.0,0.0,0.16138240940318838,0.11343177886055425,0.07071274547022498,0.0598516837079032,0.08182141084708984,0.14988702759486489,235.5897,0.6738760071508743,0.10988815700724484,9.357914721396347e-06,9.414593819963486,236.5589,238.0191,235.9353
Electricity; at user; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Central Appalachia, BIT, Processing",216.5094683702244,4.050738561333802,0.05741117068674917,0.0,0.0,0.14454685752273558,0.09750743454606758,0.06945225992997134,0.06277280119757676,0.0868914228161939,0.10141017755801654,227.0423,0.6177570558283823,0.10521991209891357,9.242624301375269e-06,7.150287740525692,227.8615,229.1805,227.3249
Electricity; at user; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Central Appalachia, BIT, Processing",207.466132843646,4.444518122362163,-0.10156860348563179,0.0,0.0,0.10705641067810666,0.10971376923732865,0.06542760186834229,0.06472372401196959,0.1253727133637795,0.13459267671530475,236.7644,0.7322742624109806,0.10490125460374694,9.446549206219008e-06,7.5013364716756055,237.5025,238.8247,236.9474
Electricity; at user; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Central Appalachia, BIT, Processing",213.82618464509127,4.6750472094233295,1.3010827135603669,0.0,0.0,0.0967273824478723,0.1258390122088406,0.06534123706486415,0.05856035277809655,0.10262521380882192,0.09662540545364504,244.233,0.812575461331744,0.11385120871484093,9.294640748469e-06,12.369010196319831,245.2748,246.7361,244.5309
Electricity; at user; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Central Appalachia, BIT, Processing",225.47536794255367,4.178557521753221,0.1873996731691283,0.0,0.0,0.09685305749449948,0.10855586111772018,0.07558672257914442,0.06381370684505908,0.10468367671662902,0.13699231714459767,243.8242,0.7243941331067822,0.10940640397887154,9.805793323843463e-06,8.35325524126667,244.645,245.9777,244.0493
Electricity; at user; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Central Appalachia, BIT, Processing",202.75379635295135,3.755061055790814,-0.551626957598277,0.0,0.0,0.09920210089421991,0.10702243888201574,0.07158283285781222,0.07385293272489263,0.0862897772279479,0.14288968758207252,204.322,0.5094209234475064,0.10080511102961323,9.534700953828476e-06,4.33218266830935,204.9641,206.0034,204.5266
Electricity; at user; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Central Appalachia, BIT, Processing",216.4318976414329,4.265760133492108,1.2097369082506402,0.0,0.0,0.1639075674657423,0.09637450941132573,0.0613623803621704,0.06189082286538176,0.08629635283800918,0.15771393155226535,241.8908,0.7509723810364763,0.11228930766437684,9.024343223594144e-06,11.722927723106658,242.9724,244.537,242.2644
