elec120V_readymix_plant,natgas_readymix_plant,electricity_120V,trans_truck,natgas_clinker,naturalgas,coal,"concrete, 27.6 Mpa - national avg, A1-A3 total_cementitious","concrete, 27.6 Mpa - national avg, A1-A3 q_electricity","concrete, 27.6 Mpa - national avg, A1-A3 q_NG","concrete, 27.6 Mpa - national avg, A1-A3 percent_SCM_replacement","concrete, 27.6 Mpa - national avg, A1-A3 plc_boolean","concrete, 27.6 Mpa - national avg, A1-A3 msw",Portland cement q_electricity,Portland limestone cement production q_electricity,market for Portland cement t_km,market for sand t_km,"market for gravel, crushed t_km",clinker production - North American q_coal,"A5, construction d_vol",gwp,ap,ep,odp,pocp,gwp_IPCC,gwp_EF2,gwp_CML
Electricity; at user; consumption mix - Arizona Public Service Company - BA,natural gas extraction and processing - Uinta,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - West/Northwest, WC, Surface",362.2802345462437,4.566703158384732,0.8622892581701949,0.1,0.0,0.0,0.17904234175371891,0.14801758609032917,0.10945812764374716,0.0803063025368472,0.06393569637024042,0.0898438390601406,0.0,347.4735,1.0364809962530719,0.13826597048129008,1.705864265143751e-05,14.561835934678433,349.0534,351.045,347.8017
Electricity; at user; consumption mix - Arizona Public Service Company - BA,natural gas extraction and processing - Uinta,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - West/Northwest, WC, Surface",314.8612003432163,3.868230934618779,1.7423034340910413,0.2,0.0,0.0,0.14692163405192157,0.16141105555655655,0.10743971314881452,0.06528591367123823,0.0679185552976275,0.09995885342344081,0.0,292.7632,1.0039992787137808,0.131817905469915,1.5966382026448567e-05,16.44893303418315,294.3315,296.0545,293.0619
Electricity; at user; consumption mix - Arizona Public Service Company - BA,natural gas extraction and processing - Uinta,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - West/Northwest, WC, Surface",318.7375553355561,4.786418680917818,2.1439025911370724,0.2,0.0,0.0,0.15357730397507321,0.10520492642776902,0.10073782203081758,0.06120880029705615,0.06434859306846194,0.09953535385791078,0.0,300.5718,1.0550913124065542,0.13387351929489988,1.5721063744876098e-05,18.067979988118086,302.2759,304.0662,300.9079
Electricity; at user; consumption mix - Arizona Public Service Company - BA,natural gas extraction and processing - Uinta,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - West/Northwest, WC, Surface",328.7018316612221,3.512160538938994,-0.05333110690361276,0.3,0.0,0.0,0.14681617509354386,0.16439511276504237,0.09795301738825467,0.06081416516594459,0.04901843505599858,0.09579584584488697,0.0,244.6666,0.7102653803592538,0.11215834575002467,1.4829516261190048e-05,8.414741714942162,245.6415,247.0394,244.8448
Electricity; at user; consumption mix - Arizona Public Service Company - BA,natural gas extraction and processing - Uinta,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - West/Northwest, WC, Surface",344.4138070624886,4.802920574769739,1.1788313881752057,0.2,0.0,0.0,0.1961421198177654,0.15648217096688197,0.11197119796787512,0.06603158818733415,0.05397686160485651,0.10098945872793974,0.0,315.0932,1.0150096442915475,0.13089330685336928,1.597940955631372e-05,15.041991055359091,316.6739,318.5679,315.4199
Electricity; at user; consumption mix - Arizona Public Service Company - BA,natural gas extraction and processing - Uinta,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - West/Northwest, WC, Surface",327.7451930174764,3.992591808412528,0.8554546014052014,0.1,0.0,0.0,0.2030590272378439,0.17178226187096637,0.11373158847447244,0.06484006929133268,0.07122119386754021,0.09415430086938291,0.0,325.5066,0.9926455360874731,0.13284745461735206,1.6508488732354437e-05,14.044104157455505,327.0582,328.9924,325.8392
Electricity; at user; consumption mix - Arizona Public Service Company - BA,natural gas extraction and processing - Uinta,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - West/Northwest, WC, Surface",353.42465857771754,4.19573125579086,1.1551599707950346,0.2,0.0,0.0,0.1471037005553533,0.10463246483132338,0.09879030554768357,0.06615516758716018,0.06084595429261113,0.10446522291122709,0.0,316.9301,1.0358839355903258,0.13200267711769068,1.6151050386950988e-05,15.045026801405637,318.4126,320.2282,317.1937
Electricity; at user; consumption mix - Arizona Public Service Company - BA,natural gas extraction and processing - Uinta,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - West/Northwest, WC, Surface",311.98728519680935,4.592172075577893,1.3047278178788617,0.3,0.0,0.0,0.15329998674043857,0.13351060710067308,0.09956953508701678,0.07109323104149562,0.0659873386848269,0.1055585663917733,0.0,262.7542,0.9010121891987082,0.12497592167794017,1.583479370334716e-05,14.245473645580592,264.1454,265.7321,263.0173
Electricity; at user; consumption mix - NorthWestern Corporation - BA,natural gas extraction and processing - Arkla,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Appalachian,"coal extraction and processing - Illinois Basin, BIT, Processing",282.41136033133847,4.435928860000096,1.8125531597660185,0.3,0.0,0.0,0.13991427451291444,0.09106696090572947,0.09913288562849511,0.060249170989149704,0.0628555317542236,0.12093196551039787,0.0,261.5824,0.9555532034679342,0.12253797918109752,1.53181369840547e-05,15.501388742133939,263.1639,264.8697,261.9085
Electricity; at user; consumption mix - NorthWestern Corporation - BA,natural gas extraction and processing - Arkla,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Appalachian,"coal extraction and processing - Illinois Basin, BIT, Processing",287.1208924574364,4.283952878733768,1.8708885839987697,0.0,0.0,0.0,0.11337607868910826,0.15218580160686185,0.11494103983464465,0.06394996115497602,0.07374122632837775,0.11595889774828647,0.0,343.0892,1.1872680322972133,0.1373849032534204,1.657525543478242e-05,17.80672178814906,344.9165,347.0287,343.4479
Electricity; at user; consumption mix - NorthWestern Corporation - BA,natural gas extraction and processing - Arkla,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Appalachian,"coal extraction and processing - Illinois Basin, BIT, Processing",337.0874870416364,4.024339713590072,0.038002078626506175,0.0,0.0,0.0,0.11286349306037732,0.19046267587625185,0.12205102161802549,0.07795089519193238,0.05983186194158247,0.09371436103221482,0.0,346.3875,0.9637606024192358,0.13079985989435589,1.694055327803458e-05,10.699046292657933,347.7308,349.6785,346.6546
Electricity; at user; consumption mix - NorthWestern Corporation - BA,natural gas extraction and processing - Arkla,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Appalachian,"coal extraction and processing - Illinois Basin, BIT, Processing",336.68282155244304,4.464259614017248,1.0164966638768116,0.2,1.0,0.0,0.12109255163243461,0.16358013658579745,0.11139922434836162,0.06676155025473542,0.07424492427969531,0.11849401648518064,0.0,307.4061,1.0237468754985133,0.12933475190226662,1.6922527323449587e-05,14.335599366097018,308.9905,310.9317,307.7333
Electricity; at user; consumption mix - NorthWestern Corporation - BA,natural gas extraction and processing - Arkla,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Appalachian,"coal extraction and processing - Illinois Basin, BIT, Processing",299.0940557404514,4.277129626618677,0.9729363799095956,0.3,0.0,0.0,0.1785729043425812,0.1127518849711525,0.11808606665233934,0.06883289285999264,0.06468664847948069,0.08866465945153004,0.0,250.4493,0.7749695251075399,0.11947048651189311,1.5818024589183493e-05,11.752403487159986,251.7885,253.3295,250.7541
Electricity; at user; consumption mix - NorthWestern Corporation - BA,natural gas extraction and processing - Arkla,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Appalachian,"coal extraction and processing - Illinois Basin, BIT, Processing",310.34574236093647,3.995595226599937,1.0322456924591352,0.1,0.0,0.0,0.15875245250127967,0.2082772415853947,0.11288811983798108,0.06405453051438811,0.07225824530876783,0.09118214672965304,0.0,313.7059,0.9511821937574918,0.1298035774774701,1.646237884652424e-05,13.598436634416599,315.247,317.1004,314.0443
Electricity; at user; consumption mix - NorthWestern Corporation - BA,natural gas extraction and processing - Arkla,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Appalachian,"coal extraction and processing - Illinois Basin, BIT, Processing",340.48269978485445,4.3617432970761545,2.6288735518183315,0.0,0.0,0.0,0.12082672991831775,0.10067741190845321,0.10737846043136823,0.058457531048627345,0.06642118271586535,0.10267629830769791,0.0,390.665,1.3363796081900432,0.14857731643312927,1.6761480785199526e-05,21.563558225507453,392.8127,395.1392,391.1055
Electricity; at user; consumption mix - NorthWestern Corporation - BA,natural gas extraction and processing - Arkla,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Appalachian,"coal extraction and processing - Illinois Basin, BIT, Processing",323.3379198293007,4.484149781266128,1.2863661653071148,0.1,0.0,0.0,0.14784722902909747,0.1182086662788945,0.12520644005119247,0.06865858041857067,0.0662339041417021,0.09800461576434188,0.0,332.2723,1.0460121951020096,0.13428506703030754,1.678211435475676e-05,15.157701568451182,333.9348,335.9151,332.6253
Electricity; at user; consumption mix - NorthWestern Corporation - BA,natural gas extraction and processing - Arkla,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Appalachian,"coal extraction and processing - Illinois Basin, BIT, Processing",377.28234505138744,3.6984289838702287,0.5093603919819093,0.2,1.0,0.0,0.1280186868449037,0.10921056415517678,0.11755334144790983,0.06739974350303533,0.06486844841450438,0.10879653446256521,0.0,309.8391,0.9668887569188541,0.12778361104514202,1.675700817449369e-05,12.201330795293538,311.2327,313.0948,310.1088
Electricity; at user; consumption mix - NorthWestern Corporation - BA,natural gas extraction and processing - Arkla,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Appalachian,"coal extraction and processing - Illinois Basin, BIT, Processing",280.2091533130591,4.401772766651989,0.33322095259530704,0.1,0.0,0.0,0.19782115186280608,0.11350631281896624,0.1294925058501352,0.05727021272339535,0.06994027764141024,0.09972009015173781,0.0,293.1315,0.8647212104363481,0.12108074311785307,1.608655443597701e-05,10.83221611921066,294.4837,296.259,293.4331
Electricity; at user; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA,natural gas extraction and processing - Arkla,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Gulf,"coal extraction and processing - Rocky Mountain, SUB, Surface",364.7716474507163,3.4380422231224212,1.4004834625959555,0.4,0.0,0.0,0.15892469508689175,0.1686505687000612,0.11870176050324652,0.07242913841567676,0.06307596946315361,0.13340753644648434,0.0,295.3757,1.0901370826343408,0.14111671796614617,1.813251755803688e-05,16.921533620085537,296.9246,298.7202,295.6197
Electricity; at user; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA,natural gas extraction and processing - Arkla,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Gulf,"coal extraction and processing - Rocky Mountain, SUB, Surface",333.0361977394891,4.262463918221695,-0.5471381742397267,0.5,1.0,0.0,0.1332186946207532,0.15456559653988808,0.11867454444433954,0.06371467844747085,0.06624112577986044,0.1096080239837515,0.0,190.1486,0.5646179427128062,0.11198502897128113,1.6514248849623082e-05,6.301248766002808,190.9195,192.0938,190.2788
Electricity; at user; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA,natural gas extraction and processing - Arkla,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Gulf,"coal extraction and processing - Rocky Mountain, SUB, Surface",338.4249191163238,4.107917085290344,1.1366487881143232,0.0,0.0,0.0,0.11450849402415512,0.12363279266942853,0.12321167567078618,0.06397070636336731,0.0696159228753665,0.06228005386495421,0.0,332.0125,0.9252610285861107,0.14861640124438805,1.7888771644085362e-05,15.028460283190967,333.5164,335.223,332.3201
Electricity; at user; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA,natural gas extraction and processing - Arkla,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Gulf,"coal extraction and processing - Rocky Mountain, SUB, Surface",334.46439922054856,4.0374009136871765,1.246788955901272,0.5,0.0,0.0,0.14676468301477114,0.13487618951272165,0.09905206565900969,0.06898706165984335,0.06252156135186832,0.0790793764199519,0.0,210.653,0.7090305153878484,0.12621832348836715,1.6658598150790433e-05,12.859954532452015,211.9129,213.2104,210.9142
Electricity; at user; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA,natural gas extraction and processing - Arkla,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Gulf,"coal extraction and processing - Rocky Mountain, SUB, Surface",344.70185750890425,4.212195384979188,1.4533009231768306,0.1,0.0,0.0,0.09945169100203899,0.15871846691482658,0.0952413854289276,0.06827329477452877,0.06478561668827335,0.09149851651359957,0.0,336.3087,1.0841040522763543,0.14728805954603258,1.7663447270297798e-05,16.949040073587295,337.8679,339.6715,336.566
Electricity; at user; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA,natural gas extraction and processing - Arkla,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Gulf,"coal extraction and processing - Rocky Mountain, SUB, Surface",315.4398913259498,3.5941671643514495,0.774449125865156,0.0,0.0,0.0,0.1717492342900586,0.09623919321379071,0.1253100496891184,0.06454028874071203,0.0601995168041492,0.09242484778795532,0.0,346.8579,1.0618787660561468,0.14482660347512652,1.7688584368164597e-05,15.335064949992315,348.4218,350.3487,347.1527
Electricity; at user; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA,natural gas extraction and processing - Arkla,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Gulf,"coal extraction and processing - Rocky Mountain, SUB, Surface",310.98386567872575,4.075040634500123,1.5418348182061532,0.3,0.0,0.0,0.09398090392912564,0.1685723996355448,0.10700108911837161,0.0702617614732261,0.06040985814949436,0.09855119586532049,0.0,261.4292,0.9114555601727135,0.1346687880513307,1.6912509916243355e-05,15.336052885826088,262.8222,264.3294,261.6659
Electricity; at user; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA,natural gas extraction and processing - Arkla,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Gulf,"coal extraction and processing - Rocky Mountain, SUB, Surface",309.40473395966416,3.997576636466679,1.241393870590402,0.3,0.0,0.0,0.1336453442584651,0.14039037069138316,0.09843011663766475,0.06961014278916779,0.06428987706565448,0.10285588892261129,0.0,265.2743,0.9093647485928356,0.1337517390982218,1.704410450237756e-05,14.657060776486613,266.6599,268.2205,265.5187
Electricity; at user; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA,natural gas extraction and processing - Arkla,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Gulf,"coal extraction and processing - Rocky Mountain, SUB, Surface",284.03754259381014,3.316737569348127,0.6512434652634382,0.3,0.0,0.0,0.1298526242257784,0.11374289736270152,0.1269409107364999,0.07290605934145852,0.06931497521533865,0.095991892782132,0.0,238.651,0.7720245729294453,0.12881923610741808,1.726589576775872e-05,11.725677693665462,239.816,241.2191,238.8563
Electricity; at user; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA,natural gas extraction and processing - Arkla,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Gulf,"coal extraction and processing - Rocky Mountain, SUB, Surface",320.58030753237125,3.9127791633647133,1.7378512951017782,0.0,0.0,0.0,0.17925666742876056,0.11602780878070916,0.12059591656797676,0.07645988148259218,0.06606552460017165,0.09463683682538626,0.0,370.5038,1.2167323868721884,0.15650934625159757,1.8587571049604616e-05,19.737782936958848,372.4031,374.5136,370.8714
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Arkla,"coal extraction and processing - Illinois Basin, BIT, Surface",334.99932057415634,3.9610737207454294,1.45945891146952,0.2,0.0,0.0,0.15247480510277012,0.12147946889574551,0.10896021009796993,0.062179802562316436,0.061333885543357516,0.09451518103734088,0.0,313.2582,1.032820980963269,0.14153930448068672,1.7559356195287027e-05,16.416817847201045,314.8202,316.5807,313.5426
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Arkla,"coal extraction and processing - Illinois Basin, BIT, Surface",353.03400624189896,4.102902311076378,0.1457164260599011,0.0,0.0,0.0,0.11877360588812265,0.10901418193878305,0.09302940904505655,0.06605227609266313,0.07427540532625415,0.11888444052364963,0.0,394.3312,1.250803888697055,0.1490440235645249,1.901349561662603e-05,14.564099350814597,395.7375,397.8454,394.4898
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Arkla,"coal extraction and processing - Illinois Basin, BIT, Surface",332.4019609432557,3.8971761518749335,-0.18906885485890512,0.2,1.0,0.0,0.12441676376001759,0.131266794209048,0.11475032682763973,0.06421977125025406,0.06627832439341765,0.08756719627162621,0.0,261.5403,0.7372713300697049,0.12492320006534835,1.7129872225323636e-05,8.912457404790409,262.5381,263.9658,261.7118
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Arkla,"coal extraction and processing - Illinois Basin, BIT, Surface",351.7916489529896,4.219978917989428,0.09810083595934194,0.1,1.0,0.0,0.09676997341482044,0.10177072150748923,0.11828202161916757,0.07088254240447672,0.06432390548028996,0.11118845994718755,0.0,320.3785,1.0011369315763894,0.13592342292186188,1.7944788895727796e-05,12.032025382346854,321.5733,323.3151,320.5317
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Arkla,"coal extraction and processing - Illinois Basin, BIT, Surface",376.18384669820455,3.685577409513307,1.0340172988183074,0.1,0.0,0.0,0.13720745621235642,0.15388852174905157,0.09929945188447961,0.07468892961535749,0.06395735645299958,0.08117866091023104,0.0,358.1613,1.0645357028585372,0.150533950359227,1.865498964087041e-05,15.772466257518657,359.7093,361.5844,358.4408
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Arkla,"coal extraction and processing - Illinois Basin, BIT, Surface",277.46063485524803,4.866029695305155,1.0931904626259723,0.1,0.0,0.0,0.1075485436537917,0.11923150326430929,0.1035404471762565,0.07047894986678338,0.07182678010439733,0.11224918943090088,0.0,298.9284,1.0206963939126203,0.13849387648286865,1.771427372297177e-05,14.981491682609528,300.3279,302.0358,299.1422
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Arkla,"coal extraction and processing - Illinois Basin, BIT, Surface",303.47226970181777,3.737170499636152,0.879825717835963,0.2,0.0,0.0,0.11334889631816647,0.12025210691238448,0.09537528081803545,0.06584660662271243,0.06530028380814999,0.10926286228234154,0.0,286.4109,0.9577806561143194,0.1338198581228534,1.7236624936027364e-05,13.74330335667782,287.7168,289.3415,286.6112
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Arkla,"coal extraction and processing - Illinois Basin, BIT, Surface",278.09103106351716,3.60197161231312,1.0882742701636254,0.4,0.0,0.0,0.09086964999942423,0.15907236711718886,0.1112258552815971,0.0692241997927409,0.07104846577900509,0.10970476609558243,0.0,217.721,0.7795740447523889,0.1260949827539587,1.69550317402067e-05,12.608923407103436,218.9027,220.2371,217.9178
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Arkla,"coal extraction and processing - Illinois Basin, BIT, Surface",344.88699988888044,4.393747161772837,1.5547290221221344,0.0,0.0,0.0,0.1255232577767516,0.20277641315042122,0.10892274127926885,0.06364452188232664,0.06061777250456759,0.08356573224061242,0.0,366.8897,1.1382043358698914,0.15168027235395273,1.7999916039719266e-05,17.75412538489144,368.5704,370.5002,367.1919
