elec120V_readymix_plant,natgas_readymix_plant,electricity_120V,trans_truck,natgas_clinker,naturalgas,coal,"concrete, 27.6 Mpa - national avg, A1-A3 total_cementitious","concrete, 27.6 Mpa - national avg, A1-A3 q_electricity","concrete, 27.6 Mpa - national avg, A1-A3 q_NG","concrete, 27.6 Mpa - national avg, A1-A3 percent_SCM_replacement","concrete, 27.6 Mpa - national avg, A1-A3 plc_boolean","concrete, 27.6 Mpa - national avg, A1-A3 msw",Portland cement q_electricity,Portland limestone cement production q_electricity,market for Portland cement t_km,market for sand t_km,"market for gravel, crushed t_km",clinker production - North American q_coal,"A5, construction d_vol",gwp,ap,ep,odp,pocp,gwp_IPCC,gwp_EF2,gwp_CML
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - Permian,"coal extraction and processing - Central Interior, BIT, Processing",324.5046538589455,4.336692899988171,1.4599208505066361,0.2,0.0,0.0,0.1153759830097415,0.1754219646050337,0.12677976483098766,0.06096087228857689,0.07004854215660544,0.09560594900264256,0.0,303.5604,1.0117643403666872,0.1423143788324333,1.7907029080840576e-05,16.161774716185356,305.2291,307.1158,303.9094
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - South Carolina Electric & Gas Company - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - Anadarko,"coal extraction and processing - Northern Appalachia, WC, Underground",339.33309485608925,3.7916710065546857,0.7274691940099798,0.0,0.0,0.0,0.10034900596579617,0.09985353549469278,0.11747599991979803,0.06083786431212812,0.06695853820973979,0.09709293109868722,0.0,355.7987,1.05619715491373,0.13553107140476392,1.6416815513824266e-05,13.968903828208836,358.7958,362.5033,356.8982
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - South Carolina Electric & Gas Company - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - Anadarko,"coal extraction and processing - Northern Appalachia, WC, Underground",299.65988097705053,4.242529447836252,-0.025162189493298848,0.2,0.0,0.0,0.12225201598404364,0.15559532093912565,0.12058806305319772,0.06580946758515034,0.07305855857943537,0.09551797025568066,0.0,261.0064,0.7408416298427127,0.1179691931245923,1.5907491102635936e-05,8.955143888194323,263.1139,265.8245,261.7832
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - South Carolina Electric & Gas Company - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - Anadarko,"coal extraction and processing - Northern Appalachia, WC, Underground",343.6565074126016,4.158903454238835,0.5103313876657776,0.0,1.0,0.0,0.12151575268807419,0.12670154073754844,0.12295419637173773,0.06801076352297174,0.06680232732254927,0.09807423273775706,0.0,336.6005,0.9872266539827239,0.1317827242211608,1.6454212760883607e-05,12.87619688881107,339.4171,342.9302,337.6391
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - South Carolina Electric & Gas Company - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - Anadarko,"coal extraction and processing - Northern Appalachia, WC, Underground",305.6798260253759,3.7678176907776155,0.9241667224896596,0.3,0.0,0.0,0.12479963178962182,0.1454355203511247,0.11411506807495023,0.06387622165854893,0.07502808288798783,0.09625656928415444,0.0,250.2689,0.7958379084734883,0.12141940011449562,1.5821002865831036e-05,12.17538116526249,252.4817,255.0682,251.0393
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - South Carolina Electric & Gas Company - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - Anadarko,"coal extraction and processing - Northern Appalachia, WC, Underground",388.42235620658494,4.137027812482594,0.5779231589697432,0.3,0.0,0.0,0.16823270677981292,0.134088530699142,0.0923245746931736,0.06502272950756822,0.07047008103144065,0.09003874861925072,0.0,300.1421,0.8686866622119359,0.12794070511910885,1.6451016787885666e-05,12.104736443888077,302.6075,305.6195,301.0352
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - South Carolina Electric & Gas Company - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - Anadarko,"coal extraction and processing - Northern Appalachia, WC, Underground",314.46425395341544,4.669463360791398,1.3731189696163875,0.4,0.0,0.0,0.17321902397886227,0.15229864027324536,0.11093500862338267,0.06831093472853615,0.054192181355032606,0.09135278843652606,0.0,233.3692,0.7724615901639592,0.11894530238185932,1.5130758486703084e-05,13.259147247128467,235.5096,237.862,234.0938
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - South Carolina Electric & Gas Company - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - Anadarko,"coal extraction and processing - Northern Appalachia, WC, Underground",312.6073510364083,4.4021217593799085,1.5774795196429663,0.5,1.0,0.0,0.11301106640470013,0.14889491808799202,0.09705278452183194,0.06908360972738957,0.07013687822236127,0.0828464450577443,0.0,190.8765,0.6741088013005517,0.11647090717304742,1.5394918832073505e-05,13.010629806311426,192.6902,194.5468,191.4521
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - South Carolina Electric & Gas Company - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - Anadarko,"coal extraction and processing - Northern Appalachia, WC, Underground",365.1138133834821,3.992013269569761,0.23686765215540784,0.2,1.0,0.0,0.1098752346450665,0.13197142307125723,0.10383722731925125,0.07280620004892535,0.06466184072713155,0.10136801231014136,0.0,295.5931,0.8692255508340885,0.12523578519531373,1.6469549452819754e-05,11.012537513881362,298.0684,301.1977,296.5043
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - South Carolina Electric & Gas Company - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - Anadarko,"coal extraction and processing - Northern Appalachia, WC, Underground",319.9896300973345,3.8458041252899506,1.6509393249628297,0.0,0.0,0.0,0.18453031571093867,0.10786790161906402,0.11955491512799196,0.07547125429798637,0.06628510996107793,0.0648604828588352,0.0,332.3843,0.9366194115226616,0.13923535221654507,1.640445167922618e-05,16.06668406413112,335.0016,337.9059,333.2906
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - South Carolina Electric & Gas Company - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - Anadarko,"coal extraction and processing - Northern Appalachia, WC, Underground",346.70113329584177,3.5790381805124825,0.30256756970504417,0.0,0.0,0.0,0.14091980782933963,0.1928229261263008,0.11302290971770144,0.0791270285950541,0.07099385053277336,0.11423358687133142,0.0,387.1731,1.1687934060449345,0.13938069430562067,1.7538919728727037e-05,13.959520284480798,390.5366,394.8493,388.4386
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Central Appalachia, BIT, Processing",319.3473305987627,4.397800668700605,1.1156706134133756,0.3,0.0,0.0,0.09844227151595404,0.16821287556734318,0.095612190467574,0.060651256022320216,0.07275723077919655,0.10669400808521266,0.0,256.4562,0.8726145154507232,0.12291800988155668,1.5664604354810582e-05,13.176741392031142,257.6235,259.0126,256.6151
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Central Appalachia, BIT, Processing",349.65847921916395,4.632980635529394,-0.14680723777508087,0.3,0.0,0.0,0.16748680655240872,0.12751257789862008,0.10166047786244736,0.06686680922897124,0.0643814079171455,0.09599948277149714,0.0,262.0798,0.7473226500707043,0.1176857510760298,1.590440287739548e-05,8.623204679365697,263.0604,264.5087,262.244
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Central Appalachia, BIT, Processing",326.78762552398456,4.143576089613587,-0.2844530993529323,0.1,1.0,0.0,0.12603475628271102,0.1161744836614971,0.10681943665882815,0.0767219234503356,0.05627068583131226,0.08382436898825739,0.0,263.1594,0.7021836921852107,0.11744994597471085,1.56719168917594e-05,7.783011847031469,264.0427,265.3999,263.297
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Central Appalachia, BIT, Processing",323.57717869501437,4.190564732272883,-0.2641067372424576,0.3,0.0,0.0,0.17854593198900032,0.1538563007575805,0.11596741000115654,0.06648253815837943,0.06502462333301487,0.08274480163632178,0.0,236.5059,0.6322972295704397,0.11342485110570424,1.560622174657094e-05,7.288417238831361,237.4192,238.751,236.6879
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Central Appalachia, BIT, Processing",353.8864957558989,4.713533702047401,0.4372670805278819,0.4,1.0,0.0,0.1160231734369014,0.10507989908367868,0.0971351556884569,0.06240605105274914,0.06369745968113255,0.0922109296672124,0.0,214.7002,0.6667420860302622,0.1139457168757963,1.5427753236462315e-05,9.471564649188343,215.6445,216.8437,214.8532
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Central Appalachia, BIT, Processing",316.11788639329353,3.7869863604829983,0.9485350981975569,0.2,0.0,0.0,0.10666127388069835,0.15247720437486856,0.1305655053989739,0.06851095226071349,0.06929712404739435,0.09991032928884065,0.0,277.785,0.8988378797206698,0.12702268578396034,1.620864943996875e-05,13.048454241335335,278.9714,280.4426,277.9494
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Central Appalachia, BIT, Processing",341.64661559983864,4.52211158729117,1.5736014648170102,0.3,0.0,0.0,0.09175697643791758,0.13332380757435947,0.09648309229132503,0.061735334848624236,0.07356553809017553,0.08622138869007268,0.0,261.5315,0.8674592710519441,0.12777769990479046,1.581383136507681e-05,14.585007658138018,262.8315,264.2305,261.7464
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Central Appalachia, BIT, Processing",373.5278372685194,4.266457188448359,0.9681544578712988,0.3,0.0,0.0,0.1267701242970476,0.14311560945410448,0.11101194385993662,0.06497553572662956,0.06868653932802492,0.10388695680526916,0.0,292.2074,0.9505120140869572,0.12947813001132746,1.647898454012832e-05,13.635926564690335,293.4681,295.0443,292.3891
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Central Appalachia, BIT, Processing",325.9433453330407,4.025685994271324,2.5913332836422245,0.1,0.0,0.0,0.13327434475230782,0.09864562816183342,0.09918177597966765,0.07248860986632077,0.06311852576313375,0.11424900535486754,0.0,348.3579,1.2730156573292146,0.14394761025044667,1.643201318194558e-05,21.12785752183127,350.1568,352.0727,348.6302
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Central Appalachia, BIT, Processing",304.12090638989645,3.9940868114369774,-0.1255182722563699,0.3,0.0,0.0,0.15928829518507628,0.09834693298051372,0.11160207046237981,0.06234935869027965,0.06143910411889067,0.10087003494438862,0.0,233.6856,0.6862721378457247,0.11147559228636655,1.520163699176625e-05,7.959633674723723,234.5745,235.8828,233.8259
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - San Juan,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - Strawn,"coal extraction and processing - Rocky Mountain, BIT, Underground",361.6268486748663,4.299840747797762,1.0940923792311463,0.4,0.0,0.0,0.15106390361694647,0.14890338279698642,0.1037969267015871,0.0555031595872268,0.07268818446799674,0.0988336616344864,0.0,254.8808,0.8154832169959731,0.12152616343819585,1.5820085476658077e-05,12.09558363875433,256.3763,258.1406,255.248
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - San Juan,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - Strawn,"coal extraction and processing - Rocky Mountain, BIT, Underground",332.2066974883247,3.327441219624064,0.3431964606222972,0.3,1.0,0.0,0.14522378118078283,0.10508979432439086,0.0902830837339537,0.0664874697863822,0.0761662277187169,0.11120942252782641,0.0,244.2434,0.7627699415935043,0.11710480935825673,1.606472725808765e-05,9.436858262403648,245.4812,247.1448,244.521
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - San Juan,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - Strawn,"coal extraction and processing - Rocky Mountain, BIT, Underground",332.73726098195965,4.068763159800952,1.8360649494027301,0.4,0.0,0.0,0.08851199523433545,0.12875577828392532,0.10035527272563477,0.0754783012761158,0.058247755714674825,0.09126692062233407,0.0,236.196,0.8128687691404317,0.12268193095083871,1.544959605740608e-05,14.08728020357205,237.7124,239.2958,236.5448
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - San Juan,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - Strawn,"coal extraction and processing - Rocky Mountain, BIT, Underground",380.8226063848148,4.59412324256729,1.3767325027784256,0.4,0.0,0.0,0.11894427523270298,0.16366133479435968,0.1116687056216174,0.0617180587125702,0.06655383304977212,0.08888003557090518,0.0,258.6027,0.8237510151823257,0.12479688807497027,1.5953477013554664e-05,12.997405626003374,260.126,261.849,258.9696
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - San Juan,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - Strawn,"coal extraction and processing - Rocky Mountain, BIT, Underground",344.00789309094307,4.155293492334753,0.522674056028833,0.0,0.0,0.0,0.13494563011074692,0.08849869402870195,0.0986749462053879,0.06401071675071829,0.06419836767552949,0.10172862060193434,0.0,360.1252,1.0589344183807976,0.13266810868606377,1.626729686921518e-05,12.57514126870842,361.8314,364.1566,360.5322
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - San Juan,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - Strawn,"coal extraction and processing - Rocky Mountain, BIT, Underground",337.122953249197,4.631426117539363,0.7056164072655154,0.1,0.0,0.0,0.14089838441530822,0.1260169652687982,0.07870829751589181,0.07240913950325936,0.07291853134289644,0.07919064309551088,0.0,307.8046,0.8488989670043507,0.12808213156397114,1.6073251243288676e-05,11.342979501793154,309.3538,311.3122,308.2073
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - San Juan,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - Strawn,"coal extraction and processing - Rocky Mountain, BIT, Underground",341.6024185324952,4.5230054766840215,1.6048937983666705,0.4,0.0,0.0,0.17009568960135552,0.1466037097420664,0.11517063270460516,0.054912013979895744,0.05888336873272786,0.11161168683532541,0.0,258.2204,0.8979713072740585,0.12206704772289889,1.5318320981089365e-05,14.25762689348779,259.8859,261.7421,258.6254
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - San Juan,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - Strawn,"coal extraction and processing - Rocky Mountain, BIT, Underground",321.90854744327896,3.97779671019673,1.0485894139713035,0.0,1.0,0.0,0.13868104827968517,0.1575553755783269,0.10987154396769437,0.05895907949064314,0.06808099371633725,0.10333104458423194,0.0,326.8341,1.0213929862263684,0.13046606860919296,1.6011614592755668e-05,13.998989460480033,328.629,330.8567,327.2817
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - San Juan,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - Strawn,"coal extraction and processing - Rocky Mountain, BIT, Underground",294.9694911979345,3.943404879039784,0.7745109308973432,0.5,0.0,0.0,0.156994634563914,0.12678020056370776,0.10612336359800598,0.0625666008110651,0.07151970796327568,0.10556968365662682,0.0,190.7691,0.6293320971955257,0.10906759173320514,1.5093725122453853e-05,9.363966664728204,191.9585,193.3588,191.0611
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - San Juan,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - Strawn,"coal extraction and processing - Rocky Mountain, BIT, Underground",329.25687709667034,3.9023814541777924,1.7002428162434315,0.4,0.0,0.0,0.14628471251302097,0.14882291550661422,0.12110444215301672,0.057291572976771,0.06698419049646678,0.10888212718646986,0.0,249.131,0.8751056093357753,0.12260327218101316,1.553558688403752e-05,14.292002660437893,250.7498,252.5183,249.5148
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Permian,Electricity; at user; consumption mix - PacifiCorp East - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, SUB, Surface",298.1537669989513,4.503754518757338,0.6143525347865718,0.5,0.0,0.0,0.14964618989516287,0.1137734997688004,0.09832913622266362,0.056540239167122114,0.07156507897483805,0.09268653825286888,0.0,189.8181,0.5866994312285814,0.10716974882471202,1.506839782418154e-05,8.78238339732827,190.7344,191.8265,189.9857
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Permian,Electricity; at user; consumption mix - PacifiCorp East - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, SUB, Surface",337.86947425238924,3.9677560506542346,0.5619544416955283,0.2,0.0,0.0,0.14120342282906734,0.07986840990485908,0.10489934104531598,0.05894863478092221,0.061847711653709524,0.10062939657691662,0.0,304.1593,0.9007475705382663,0.12331624317814696,1.6056940270839596e-05,11.644870215986876,305.295,306.8375,304.3173
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Permian,Electricity; at user; consumption mix - PacifiCorp East - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, SUB, Surface",351.14240272921836,4.188264922581053,0.41223714916023935,0.3,0.0,0.0,0.14846406080286972,0.13754460951615388,0.10125539800292427,0.06476832856247441,0.05897552435630674,0.07208086142346634,0.0,260.9321,0.6856990112242326,0.11772865751627763,1.5753589512456106e-05,9.40366715968615,261.9383,263.2384,261.1177
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Permian,Electricity; at user; consumption mix - PacifiCorp East - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, SUB, Surface",327.71737739192696,3.9870754836110898,0.6576887368797465,0.2,0.0,0.0,0.08983039148844088,0.1839682389788723,0.11708184585535181,0.06659264326345872,0.06095190714750898,0.09007217786617752,0.0,279.0561,0.8158799277308634,0.1221405347318209,1.5891426069894092e-05,10.941228558280253,280.1188,281.5181,279.2063
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Permian,Electricity; at user; consumption mix - PacifiCorp East - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, SUB, Surface",315.4876177395125,3.7428740055015144,1.547273593203307,0.0,0.0,0.0,0.1518238374224192,0.13475608300834815,0.11135212126602921,0.06676207767947707,0.06199306893776588,0.09961349047969077,0.0,360.6668,1.1252397239494651,0.13696306895236587,1.6653330466559467e-05,16.648601068543517,362.1865,364.0105,360.8983
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Permian,Electricity; at user; consumption mix - PacifiCorp East - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, SUB, Surface",336.803863477144,4.20483874460714,0.8306986669041075,0.5,0.0,0.0,0.13408769967853507,0.1622315759704741,0.11177007142936161,0.06537609937068524,0.0609688546846162,0.08135001387239739,0.0,203.1414,0.6169591683848162,0.11169568624258962,1.5376330178574595e-05,9.752080096590053,204.1334,205.2667,203.3282
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Permian,Electricity; at user; consumption mix - PacifiCorp East - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, SUB, Surface",324.07439738194375,3.838468833109998,-0.5281215482197205,0.3,0.0,0.0,0.157394101593189,0.17143242987900392,0.11495469837714004,0.07230662706025018,0.05926559815198141,0.10081293248010657,0.0,254.8477,0.6766487461076245,0.11141931868747973,1.6047109976319576e-05,6.462635965590606,255.6123,256.9139,254.942
