elec120V_readymix_plant,natgas_readymix_plant,electricity_120V,trans_truck,natgas_clinker,naturalgas,coal,"concrete, 34.5 Mpa - national avg, A1-A3 total_cementitious","concrete, 34.5 Mpa - national avg, A1-A3 q_electricity","concrete, 34.5 Mpa - national avg, A1-A3 q_NG","concrete, 34.5 Mpa - national avg, A1-A3 percent_SCM_replacement","concrete, 34.5 Mpa - national avg, A1-A3 plc_boolean","concrete, 34.5 Mpa - national avg, A1-A3 msw",Portland cement q_electricity,Portland limestone cement production q_electricity,market for Portland cement t_km,market for sand t_km,"market for gravel, crushed t_km",clinker production - North American q_coal,"A5, construction d_vol",gwp,ap,ep,odp,pocp,gwp_IPCC,gwp_EF2,gwp_CML
Electricity; at user; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Fort Worth,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Appalachia, BIT, Processing",458.2013091,3.847773708,0.14488067,0.1,1,0,0.171188586,0.103839955,0.12152764,0.06803596,0.064803562,0.113006649,0,358.0689,1.103046159,0.133874048,1.75E-05,12.63412055,359.2166,361.0099,358.1589
Electricity; at user; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Fort Worth,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Appalachia, BIT, Processing",409.3147805,4.166540264,0.832225744,0.2,0,0,0.112563817,0.135599254,0.106951701,0.07205261,0.065815275,0.095829602,0,344.3828,1.05068739,0.13531487,1.70E-05,14.19881357,345.6894,347.4271,344.5557
Electricity; at user; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Fort Worth,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Appalachia, BIT, Processing",441.7713742,3.981154526,-0.554324318,0.2,0,0,0.093355223,0.129683755,0.113391515,0.069525936,0.054208977,0.106254802,0,356.5917,1.014757612,0.12890113,1.70E-05,9.694265918,357.4976,359.1744,356.6192
Electricity; at user; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Fort Worth,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Appalachia, BIT, Processing",430.2259208,4.352112606,1.970905657,0.4,0,0,0.144403078,0.142141666,0.101525559,0.068467212,0.063090504,0.114787002,0,398.5453,1.367456173,0.147641042,1.74E-05,20.32608146,400.3239,402.4558,398.7928
Electricity; at user; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Fort Worth,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Appalachia, BIT, Processing",494.9275625,4.528054919,-0.123136163,0.1,0,0,0.167821256,0.170824261,0.11109297,0.061002164,0.062017922,0.096407629,0,406.8649,1.132053323,0.14000215,1.78E-05,12.44318333,408.219,410.3155,407.0703
Electricity; at user; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Fort Worth,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Appalachia, BIT, Processing",435.2253972,3.923327266,2.220457,0,0,0,0.114119387,0.123893168,0.111064063,0.07113488,0.069364911,0.100476074,0,386.2065,1.299171452,0.150003402,1.77E-05,20.51348503,387.9645,389.962,386.4603
Electricity; at user; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Fort Worth,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Appalachia, BIT, Processing",349.4940542,3.83749273,-0.381829328,0.3,0,0,0.151698454,0.172999166,0.087444759,0.062413883,0.060363353,0.094798588,0,287.8751,0.78814042,0.115639363,1.55E-05,8.16251305,288.8117,290.3171,288.0132
Electricity; at user; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Fort Worth,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Appalachia, BIT, Processing",431.3615414,4.140591482,1.743243792,0.2,0,0,0.103527958,0.140097074,0.114745152,0.059357648,0.071057988,0.092039197,0,365.6044,1.167896187,0.143864455,1.72E-05,17.91630697,367.173,369.0161,365.8326
Electricity; at user; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Fort Worth,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Appalachia, BIT, Processing",434.9783995,3.965389339,1.080862087,0.3,0,0,0.146163889,0.120758953,0.118353697,0.069027365,0.068362808,0.113031091,0,391.5434,1.269154227,0.14381549,1.79E-05,16.95623786,393.0872,395.1484,391.74
Electricity; at user; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Fort Worth,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Appalachia, BIT, Processing",404.0106964,3.36646804,0.072932087,0.3,0,0,0.160567669,0.100676977,0.119966102,0.069535585,0.060422642,0.094342074,0,337.7882,0.958098157,0.129417481,1.69E-05,11.26423699,338.993,340.7649,337.978
"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Bonneville Power Administration - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Permian,"coal extraction and processing - Central Appalachia, BIT, Processing",457.9817369,4.530749986,0.406345724,0.1,0,0,0.142773854,0.140497762,0.119485262,0.065915271,0.067718794,0.082491766,0,352.1233,0.955487555,0.145347012,1.89E-05,11.4076246,353.1079,354.6169,352.1726
"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Bonneville Power Administration - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Permian,"coal extraction and processing - Central Appalachia, BIT, Processing",507.0420452,3.802474859,1.220922517,0.2,0,0,0.125711936,0.170797223,0.108293083,0.055640659,0.072289697,0.092756318,0,404.4228,1.210190892,0.157107118,1.93E-05,15.97952467,405.6786,407.4236,404.4773
"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Bonneville Power Administration - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Permian,"coal extraction and processing - Central Appalachia, BIT, Processing",424.1232976,3.850664999,0.745108935,0.2,0,0,0.119339064,0.138730491,0.098800427,0.065953728,0.065161424,0.0985964,0,346.7051,1.042770196,0.142177805,1.82E-05,12.95104699,347.7474,349.2845,346.736
"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Bonneville Power Administration - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Permian,"coal extraction and processing - Central Appalachia, BIT, Processing",490.5735406,4.667357006,0.816242196,0.1,0,0,0.151920123,0.13565848,0.104555962,0.064470349,0.070170572,0.085038909,0,381.5077,1.076910529,0.152136138,1.92E-05,13.7214765,382.6453,384.2821,381.5714
"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Bonneville Power Administration - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Permian,"coal extraction and processing - Central Appalachia, BIT, Processing",481.3288073,4.125708719,0.725325155,0.4,0,0,0.151126431,0.14369091,0.095455572,0.065091084,0.068008852,0.099364474,0,389.3603,1.16055065,0.150626482,1.90E-05,14.06599301,390.4723,392.1639,389.378
"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Bonneville Power Administration - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Permian,"coal extraction and processing - Central Appalachia, BIT, Processing",419.0357052,4.528681405,1.674231785,0.5,0,0,0.115229449,0.163170649,0.092321568,0.065781585,0.06404196,0.11605208,0,371.8021,1.26083644,0.149065061,1.83E-05,17.50007789,373.1266,374.8506,371.8544
"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Bonneville Power Administration - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Permian,"coal extraction and processing - Central Appalachia, BIT, Processing",416.0630398,3.869133457,-0.504694923,0.5,1,0,0.107080921,0.142590293,0.121483137,0.061235725,0.070705065,0.097887167,0,299.2217,0.815217429,0.127476439,1.77E-05,7.531662082,299.8826,301.1882,299.1926
"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Bonneville Power Administration - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Permian,"coal extraction and processing - Central Appalachia, BIT, Processing",366.2686145,4.120681643,2.310004707,0.5,0,0,0.160699941,0.16671762,0.102163391,0.060083078,0.065516154,0.098110473,0,325.8962,1.113297359,0.144656597,1.74E-05,18.13096002,327.3439,328.9184,326.0544
"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Bonneville Power Administration - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Permian,"coal extraction and processing - Central Appalachia, BIT, Processing",441.5744695,4.053258337,0.95348344,0.3,0,0,0.120429232,0.118034857,0.113140566,0.061993555,0.060732255,0.106413139,0,369.6289,1.156851734,0.146512231,1.85E-05,14.54945771,370.7578,372.405,369.6489
"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Bonneville Power Administration - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Permian,"coal extraction and processing - Central Appalachia, BIT, Processing",372.3582634,4.856346912,1.119352224,0.1,0,0,0.160476725,0.098582732,0.103019796,0.076009548,0.073481845,0.088330838,0,311.4398,0.937818742,0.140863987,1.83E-05,13.22852533,312.57,314.023,311.546
Electricity; at user; consumption mix - Bonneville Power Administration - BA,natural gas extraction and processing - Strawn,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Gulf,"coal extraction and processing - Central Interior, BIT, Surface",448.9842233,3.93823425,1.531323918,0.3,1,0,0.090462968,0.081413334,0.124409676,0.063499807,0.060385784,0.100852657,0,362.6144,1.199883333,0.1481363,1.82E-05,17.94313046,364.3047,366.3287,362.8969
Electricity; at user; consumption mix - Bonneville Power Administration - BA,natural gas extraction and processing - Strawn,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Gulf,"coal extraction and processing - Central Interior, BIT, Surface",423.7942388,4.183668731,0.597341594,0.5,0,0,0.144471692,0.131142389,0.101020768,0.075738339,0.065273186,0.12512525,0,406.6601,1.34520884,0.152096566,1.97E-05,16.8877856,408.3643,410.7255,406.9211
Electricity; at user; consumption mix - Bonneville Power Administration - BA,natural gas extraction and processing - Strawn,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Gulf,"coal extraction and processing - Central Interior, BIT, Surface",391.0981012,4.162573127,1.177218011,0.4,0,0,0.172376191,0.152133191,0.117976617,0.062175189,0.062990738,0.099331927,0,366.207,1.16955285,0.1474311,1.86E-05,17.10374526,367.9359,370.0312,366.536
Electricity; at user; consumption mix - Bonneville Power Administration - BA,natural gas extraction and processing - Strawn,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Gulf,"coal extraction and processing - Central Interior, BIT, Surface",384.5378015,4.300662073,1.198178423,0.3,0,0,0.069670424,0.165089765,0.097812019,0.073465507,0.056946444,0.076761869,0,315.1851,0.947923012,0.140790854,1.76E-05,14.62135162,316.6037,318.2778,315.4417
Electricity; at user; consumption mix - Bonneville Power Administration - BA,natural gas extraction and processing - Strawn,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Gulf,"coal extraction and processing - Central Interior, BIT, Surface",443.6808817,4.150517949,1.715411896,0.5,0,0,0.096295778,0.10069849,0.117808324,0.061861311,0.070307951,0.109111191,0,406.7469,1.374479093,0.159792153,1.96E-05,20.22011162,408.6377,410.9354,407.0518
Electricity; at user; consumption mix - Bonneville Power Administration - BA,natural gas extraction and processing - Strawn,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Gulf,"coal extraction and processing - Central Interior, BIT, Surface",402.8790749,4.635486719,1.5660509,0.2,0,0,0.14358007,0.11642434,0.105234474,0.06876036,0.065317099,0.071480082,0,346.4738,1.037098173,0.149134302,1.85E-05,17.07546359,348.1721,350.0502,346.8273
Electricity; at user; consumption mix - Bonneville Power Administration - BA,natural gas extraction and processing - Strawn,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Gulf,"coal extraction and processing - Central Interior, BIT, Surface",405.249705,3.728780636,0.524450412,0.1,0,0,0.13954695,0.134665942,0.142352994,0.070765518,0.078062204,0.098820804,0,366.9852,1.121859539,0.150985652,2.01E-05,14.89093671,368.5261,370.5851,367.2524
Electricity; at user; consumption mix - Bonneville Power Administration - BA,natural gas extraction and processing - Strawn,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Gulf,"coal extraction and processing - Central Interior, BIT, Surface",389.7599332,3.73156818,0.538680706,0.4,0,0,0.149933878,0.137143612,0.113963939,0.065568457,0.053744832,0.092258566,0,343.612,1.027032458,0.139631164,1.80E-05,13.79617977,345.0713,346.9764,343.8837
Electricity; at user; consumption mix - Bonneville Power Administration - BA,natural gas extraction and processing - Strawn,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Gulf,"coal extraction and processing - Central Interior, BIT, Surface",436.6451182,4.510397091,0.26796489,0.3,0,0,0.139124219,0.120387611,0.100899524,0.069275715,0.058522778,0.081237065,0,362.461,1.006908059,0.144001309,1.86E-05,13.01864258,363.8823,365.8042,362.7309
Electricity; at user; consumption mix - Bonneville Power Administration - BA,natural gas extraction and processing - Strawn,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Gulf,"coal extraction and processing - Central Interior, BIT, Surface",459.150003,4.338958372,0.272931602,0.1,0,0,0.147449642,0.155127692,0.099777812,0.063259455,0.059673208,0.106273399,0,408.9124,1.245355724,0.149547684,1.92E-05,15.14646625,410.516,412.7838,409.1787
Electricity; at user; consumption mix - NorthWestern Corporation - BA,natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Appalachian,"coal extraction and processing - Import, BIT, Underground",396.3169926,4.036145584,0.667469242,0.2,0,0,0.150345094,0.137422083,0.120641858,0.072985808,0.076085609,0.084686371,0,339.2991,0.969337581,0.135073967,1.74E-05,13.29499046,341.6353,344.5199,340.0763
Electricity; at user; consumption mix - NorthWestern Corporation - BA,natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Appalachian,"coal extraction and processing - Import, BIT, Underground",406.5495179,4.083503886,2.010349292,0,0,0,0.182314821,0.133281995,0.105733874,0.069486564,0.063372298,0.095633102,0,377.8177,1.220432474,0.144407998,1.71E-05,19.38277419,380.8022,384.1811,378.7885
Electricity; at user; consumption mix - NorthWestern Corporation - BA,natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Appalachian,"coal extraction and processing - Import, BIT, Underground",422.9875482,4.297425855,-0.543473952,0.3,0,0,0.18225318,0.149044697,0.110681002,0.075439822,0.076073134,0.0795914,0,344.6094,0.853646437,0.130085472,1.77E-05,8.923990165,346.7381,349.6543,345.3742
Electricity; at user; consumption mix - NorthWestern Corporation - BA,natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Appalachian,"coal extraction and processing - Import, BIT, Underground",397.647483,3.992707875,2.253627405,0.4,0,0,0.118584657,0.152270752,0.110163143,0.072577727,0.06603483,0.104622235,0,372.6141,1.270226911,0.145706783,1.73E-05,20.32966115,375.5727,378.9047,373.5368
Electricity; at user; consumption mix - NorthWestern Corporation - BA,natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Appalachian,"coal extraction and processing - Import, BIT, Underground",477.2684951,4.373735075,1.259404726,0,1,0,0.136654651,0.122684708,0.127261672,0.07352124,0.06392447,0.091108099,0,376.4814,1.142722015,0.143826493,1.78E-05,16.56881638,379.1867,382.4287,377.3613
Electricity; at user; consumption mix - NorthWestern Corporation - BA,natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Appalachian,"coal extraction and processing - Import, BIT, Underground",433.8531366,3.983488422,0.37513086,0.5,0,0,0.163490221,0.16165022,0.105722677,0.068206327,0.062962661,0.070662841,0,346.7398,0.895494861,0.133348744,1.69E-05,11.83601657,348.9763,351.7797,347.5109
Electricity; at user; consumption mix - NorthWestern Corporation - BA,natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Appalachian,"coal extraction and processing - Import, BIT, Underground",423.7248346,4.55492597,0.786684369,0.5,0,0,0.147272258,0.13166791,0.111664091,0.059263933,0.057440737,0.101999499,0,374.9436,1.138699518,0.13622173,1.68E-05,14.9155276,377.6406,381.0141,375.8444
Electricity; at user; consumption mix - NorthWestern Corporation - BA,natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Appalachian,"coal extraction and processing - Import, BIT, Underground",424.019529,4.112536153,1.812828774,0.4,0,0,0.133671171,0.168454975,0.130320992,0.055751651,0.068312739,0.100831031,0,385.7906,1.252295749,0.145534714,1.74E-05,18.97960037,388.7383,392.1685,386.7343
Electricity; at user; consumption mix - NorthWestern Corporation - BA,natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Appalachian,"coal extraction and processing - Import, BIT, Underground",347.7930692,4.157918826,0.668513105,0.2,0,0,0.200856727,0.114923955,0.090133819,0.061331206,0.073730461,0.099093066,0,321.2434,0.969046462,0.126731473,1.63E-05,13.09026242,323.6343,326.578,322.0542
Electricity; at user; consumption mix - NorthWestern Corporation - BA,natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Appalachian,"coal extraction and processing - Import, BIT, Underground",383.3547977,4.145283971,1.67053279,0.5,1,0,0.12376507,0.103882629,0.100236246,0.061835139,0.073837175,0.096670134,0,319.147,1.049958129,0.134490937,1.66E-05,16.62793297,321.5978,324.388,319.911
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Underground",448.2617755,4.252451174,1.199232331,0.2,0,0,0.145135146,0.12273846,0.093226411,0.068143528,0.056796433,0.113324397,0,421.7164,1.344196207,0.153411985,1.87E-05,18.14827338,425.7267,430.6096,423.218
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Underground",382.7208599,4.363032915,0.043788573,0.1,0,0,0.101193052,0.119135377,0.112993641,0.064737019,0.073734833,0.096144693,0,332.5127,0.945477692,0.137506939,1.84E-05,11.18453227,335.2969,338.8862,333.5606
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Underground",410.4776141,4.48476696,-0.010000694,0.3,0,0,0.128677784,0.172887941,0.098957873,0.068053696,0.064186069,0.102777972,0,363.1218,1.043404815,0.13982619,1.84E-05,11.92737599,366.2613,370.3243,364.3261
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Underground",422.5903595,4.123199944,0.525204929,0.4,0,0,0.187638698,0.155428818,0.100684154,0.068636426,0.053016729,0.073614695,0,355.3893,0.940791027,0.141181094,1.78E-05,12.83231191,358.3047,361.8647,356.4977
