elec120V_readymix_plant,natgas_readymix_plant,electricity_120V,trans_truck,natgas_clinker,naturalgas,coal,"concrete, 34.5 Mpa - national avg, A1-A3 total_cementitious","concrete, 34.5 Mpa - national avg, A1-A3 q_electricity","concrete, 34.5 Mpa - national avg, A1-A3 q_NG","concrete, 34.5 Mpa - national avg, A1-A3 percent_SCM_replacement","concrete, 34.5 Mpa - national avg, A1-A3 plc_boolean","concrete, 34.5 Mpa - national avg, A1-A3 msw",Portland cement q_electricity,Portland limestone cement production q_electricity,market for Portland cement t_km,market for sand t_km,"market for gravel, crushed t_km",clinker production - North American q_coal,"A5, construction d_vol",gwp,ap,ep,odp,pocp,gwp_IPCC,gwp_EF2,gwp_CML
Electricity; at user; consumption mix - PacifiCorp East - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - PacifiCorp East - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Processing",394.3518178,4.430794307,0.175716211,0.3,0,0,0.157623277,0.164829582,0.113287546,0.068358922,0.076045295,0.098488121,0,372.4858,1.011104845,0.141163189,1.95136E-05,11.91377221,375.3839,379.1289,373.5661
Electricity; at user; consumption mix - PacifiCorp East - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - PacifiCorp East - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Processing",473.0273221,3.067021794,1.113036012,0.5,0,0,0.156647862,0.128860138,0.117629135,0.061906023,0.053871823,0.112444126,0,460.4508,1.38435289,0.155956752,1.98519E-05,18.07581187,464.3977,469.2865,461.907
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, BIT, Underground",438.3020433,4.030196752,1.583375396,0.5,0,0,0.139504644,0.120537455,0.12959092,0.064836086,0.060333345,0.113025653,0,423.3344,1.332520837,0.156244245,1.92271E-05,18.75991718,427.3747,432.2316,424.8449
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, BIT, Underground",360.7133279,3.760450413,1.658622383,0.1,0,0,0.153605165,0.12282035,0.132739158,0.060858806,0.058928772,0.097194896,0,345.8954,1.069133393,0.142563981,1.76757E-05,16.5221586,349.108,352.831,347.0667
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, BIT, Underground",421.3405709,3.720120601,1.478851401,0.1,0,0,0.149753643,0.125763784,0.096758988,0.072619804,0.059000612,0.097888484,0,391.3838,1.174611719,0.149969383,1.84313E-05,17.1047416,394.9431,399.1763,392.7063
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, BIT, Underground",411.0525391,4.21051365,1.198108142,0.4,0,0,0.149689642,0.138681339,0.111616969,0.073144887,0.052620635,0.098422462,0,380.5758,1.124879157,0.146445908,1.82635E-05,15.81534845,384.002,388.1354,381.8587
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, BIT, Underground",448.0999771,4.513034977,0.502484782,0.2,0,0,0.145571902,0.188262025,0.099192075,0.060518033,0.068105841,0.093776212,0,395.052,1.083809439,0.146394732,1.86441E-05,13.54013991,398.4027,402.626,396.3402
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, BIT, Underground",432.6990134,4.511780042,0.880653244,0.2,0,0,0.133073947,0.167105964,0.09901638,0.059136499,0.06971089,0.102565856,0,395.2619,1.156382694,0.147536445,1.85806E-05,15.12133912,398.802,403.1839,396.606
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, BIT, Underground",405.1325894,4.11184185,0.949059106,0.2,0,0,0.153437498,0.125340303,0.106407973,0.055750497,0.061947301,0.094452537,0,367.7041,1.05447905,0.141857711,1.7765E-05,14.4608845,370.9341,374.8698,368.9221
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, BIT, Underground",454.9686686,3.555640934,0.843442684,0.2,0,0,0.138250727,0.145296422,0.110400352,0.067259191,0.067188204,0.103967231,0,416.6312,1.215079347,0.152733037,1.93334E-05,15.63496848,420.3572,424.9981,418.0513
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, BIT, Underground",413.6336991,3.383820159,0.998763778,0.2,1,0,0.134593919,0.130268083,0.093694117,0.066971208,0.068324259,0.098003787,0,348.2663,1.032696458,0.140884903,1.80876E-05,14.50827818,351.385,355.1602,349.427
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, BIT, Underground",354.8210134,3.829007135,-0.590288743,0.4,0,0,0.182044201,0.112092576,0.110749741,0.059778418,0.054719451,0.09568784,0,314.9089,0.790172389,0.123588625,1.69273E-05,7.585980084,317.4475,320.8776,315.9277
Electricity; at user; consumption mix - Ohio Valley Electric Corporation - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Powder River Basin, BIT, Surface",455.0477586,4.193676334,0.077062396,0.3,0,0,0.10945669,0.113490701,0.09821565,0.064676516,0.067802217,0.113964421,0,398.5529,1.20092907,0.136933173,1.78779E-05,12.98169963,399.8067,401.7948,398.6681
Electricity; at user; consumption mix - Ohio Valley Electric Corporation - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Powder River Basin, BIT, Surface",412.6917132,4.181592421,-0.024580307,0.5,0,0,0.143269687,0.136941703,0.109769006,0.064317355,0.061234869,0.087110906,0,344.7886,0.926786444,0.127885896,1.69732E-05,10.47049022,345.9473,347.6609,344.9758
Electricity; at user; consumption mix - Ohio Valley Electric Corporation - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Powder River Basin, BIT, Surface",402.507149,4.70485378,0.892171281,0,0,0,0.143501078,0.093681457,0.10648267,0.068310068,0.067075805,0.08339101,0,346.687,0.993103594,0.133825001,1.71427E-05,13.74788951,348.0968,349.8709,346.9443
Electricity; at user; consumption mix - Ohio Valley Electric Corporation - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Powder River Basin, BIT, Surface",410.7211507,4.058165041,0.368819337,0.5,0,0,0.120357098,0.14032563,0.104520529,0.068531348,0.058407607,0.093149444,0,348.1775,0.994708651,0.130166785,1.68959E-05,12.03968939,349.4068,351.1474,348.3578
Electricity; at user; consumption mix - Ohio Valley Electric Corporation - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Powder River Basin, BIT, Surface",432.9098996,4.013770111,0.570763017,0.2,0,0,0.112481551,0.101941218,0.118230477,0.069190144,0.06101349,0.088485111,0,361.4935,1.026501684,0.135266329,1.73964E-05,12.96168822,362.7945,364.5798,361.6899
Electricity; at user; consumption mix - Ohio Valley Electric Corporation - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Powder River Basin, BIT, Surface",421.447008,3.723339094,0.2258574,0.3,0,0,0.154985183,0.135033206,0.105124453,0.060179683,0.061224903,0.110481158,0,380.096,1.141663495,0.132890344,1.73209E-05,13.0886717,381.4116,383.3564,380.2652
Electricity; at user; consumption mix - Ohio Valley Electric Corporation - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Powder River Basin, BIT, Surface",408.5051247,3.709327266,0.523077388,0.4,0,0,0.151934479,0.137207678,0.102438189,0.067235526,0.068577584,0.086268521,0,350.1884,0.983624725,0.132363499,1.72283E-05,12.62290722,351.5096,353.2782,350.4161
Electricity; at user; consumption mix - Ohio Valley Electric Corporation - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Powder River Basin, BIT, Surface",452.0051258,4.312131237,1.421986249,0.2,0,0,0.120911318,0.158768542,0.122073409,0.072432828,0.069439193,0.088452719,0,390.5334,1.173040969,0.146224225,1.8226E-05,16.89448369,392.1436,394.1133,390.7986
Electricity; at user; consumption mix - Ohio Valley Electric Corporation - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Powder River Basin, BIT, Surface",391.8228472,4.137579022,1.41483532,0.4,0,0,0.167738902,0.177429516,0.088346876,0.064007291,0.06574576,0.108386923,0,372.4897,1.206495245,0.137397612,1.70791E-05,17.13766661,374.1169,376.1052,372.7522
Electricity; at user; consumption mix - Ohio Valley Electric Corporation - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Powder River Basin, BIT, Surface",402.0590524,4.361877524,0.555259569,0.4,0,0,0.177950027,0.129451447,0.120925587,0.068027007,0.065947807,0.088194085,0,355.4702,1.007359399,0.13337673,1.74897E-05,13.08265164,356.863,358.7004,355.7248
Electricity; at user; consumption mix - Nevada Power Company - BA,natural gas extraction and processing - Permian,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, BIT, Underground",386.7459713,3.878434275,1.083667894,0.5,0,0,0.113472846,0.103527992,0.125182952,0.07135117,0.061861256,0.097343163,0,342.2951,1.076205843,0.144889613,1.84006E-05,15.43348966,343.9168,345.9605,342.6127
Electricity; at user; consumption mix - Nevada Power Company - BA,natural gas extraction and processing - Permian,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, BIT, Underground",345.7233616,4.264006017,1.63519987,0.3,0,0,0.112287941,0.109775957,0.111450126,0.065308227,0.057146499,0.085275699,0,305.2662,0.978184015,0.138442638,1.70334E-05,16.00681,306.8868,308.7089,305.6063
Electricity; at user; consumption mix - Nevada Power Company - BA,natural gas extraction and processing - Permian,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, BIT, Underground",502.4400823,3.881081626,0.802800942,0.1,0,0,0.116746971,0.097685154,0.081720126,0.067543091,0.057677908,0.086120924,0,406.794,1.167353449,0.152940481,1.86582E-05,15.5567013,408.4976,410.7684,407.135
Electricity; at user; consumption mix - Nevada Power Company - BA,natural gas extraction and processing - Permian,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, BIT, Underground",399.3593198,4.370307696,1.510468916,0.2,0,0,0.122208948,0.110651733,0.113112601,0.057880319,0.061546418,0.084401004,0,342.681,1.057986049,0.1450733,1.77082E-05,16.5072664,344.3855,346.3836,343.0386
Electricity; at user; consumption mix - Nevada Power Company - BA,natural gas extraction and processing - Permian,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, BIT, Underground",376.3138062,4.225106223,0.565924503,0.3,0,0,0.128930979,0.165782905,0.117958596,0.074437131,0.065492084,0.094685367,0,329.0201,0.986311944,0.140504353,1.83922E-05,13.19076525,330.4854,332.4421,329.3125
Electricity; at user; consumption mix - Nevada Power Company - BA,natural gas extraction and processing - Permian,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, BIT, Underground",448.115779,3.423469721,0.354186404,0.1,0,0,0.158502323,0.143766891,0.108745253,0.061500222,0.06052752,0.08263923,0,367.9307,1.012622965,0.144412192,1.83987E-05,12.94270538,369.4434,371.522,368.2532
Electricity; at user; consumption mix - Nevada Power Company - BA,natural gas extraction and processing - Permian,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, BIT, Underground",392.9837373,4.349445882,-0.55206693,0.2,0,0,0.158212697,0.162632794,0.103022927,0.059654466,0.066219003,0.092853678,0,327.5126,0.87629657,0.131477,1.78191E-05,8.938987995,328.7075,330.6103,327.7563
Electricity; at user; consumption mix - Nevada Power Company - BA,natural gas extraction and processing - Permian,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, BIT, Underground",429.6652764,4.424964823,1.208183638,0.3,0,0,0.07055803,0.144882332,0.100279186,0.065068212,0.073623805,0.10513588,0,376.1185,1.215135673,0.151631799,1.88914E-05,16.9722531,377.8529,380.0853,376.4303
Electricity; at user; consumption mix - Nevada Power Company - BA,natural gas extraction and processing - Permian,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, BIT, Underground",469.5334895,4.428216155,0.626193705,0,1,0,0.099137629,0.126217815,0.110063583,0.068669665,0.063121514,0.100486921,0,371.6573,1.128497818,0.145627065,1.86702E-05,14.70805789,373.2825,375.4854,371.9767
Electricity; at user; consumption mix - Nevada Power Company - BA,natural gas extraction and processing - Permian,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, BIT, Underground",431.6419053,4.05181652,-0.305063904,0.1,0,0,0.167327325,0.107548036,0.121632117,0.069500306,0.059051071,0.11568554,0,387.4055,1.154865614,0.143410405,1.9144E-05,12.22252497,388.9066,391.2566,387.6838
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Green River,Electricity; at user; consumption mix - ISO-NE - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - Anadarko,"coal extraction and processing - Central Interior, LIG, Surface",414.8705003,3.641712071,0.836168143,0.1,1,0,0.18316998,0.154871071,0.112928107,0.067518587,0.06544482,0.075916971,0,311.7257,0.861362348,0.137161124,1.77246E-05,12.46226136,313.1824,314.9846,312.0491
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Green River,Electricity; at user; consumption mix - ISO-NE - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - Anadarko,"coal extraction and processing - Central Interior, LIG, Surface",458.5711003,4.024890833,0.404510483,0.4,0,0,0.161939525,0.160218863,0.106459318,0.055489567,0.067639946,0.114677456,0,406.1855,1.231791246,0.148866801,1.90537E-05,14.27831031,407.9136,410.3962,406.5141
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Green River,Electricity; at user; consumption mix - ISO-NE - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - Anadarko,"coal extraction and processing - Central Interior, LIG, Surface",434.1062815,4.38623231,1.994164171,0.3,0,0,0.17435037,0.150755011,0.133165047,0.080089212,0.065169007,0.098340551,0,396.3329,1.258527611,0.160979727,1.99062E-05,19.29739236,398.403,400.8254,396.7666
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Green River,Electricity; at user; consumption mix - ISO-NE - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - Anadarko,"coal extraction and processing - Central Interior, LIG, Surface",383.1305644,4.351937457,0.898932562,0.4,0,0,0.179887521,0.136122004,0.112323026,0.071510468,0.075923036,0.084083219,0,330.4677,0.935274934,0.143208841,1.86977E-05,13.14501246,332.027,333.9894,330.8099
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Green River,Electricity; at user; consumption mix - ISO-NE - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - Anadarko,"coal extraction and processing - Central Interior, LIG, Surface",330.8629471,4.467455298,0.945138604,0.4,0,0,0.127342444,0.157851842,0.111870781,0.059062221,0.063729783,0.110408243,0,305.0332,0.973823365,0.132442197,1.71383E-05,13.141445,306.5261,308.4438,305.3289
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Green River,Electricity; at user; consumption mix - ISO-NE - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - Anadarko,"coal extraction and processing - Central Interior, LIG, Surface",408.495638,4.646911676,0.809564399,0,0,0,0.15814172,0.102525689,0.116075295,0.0706106,0.067501686,0.09731473,0,356.9566,1.052786637,0.145672425,1.88363E-05,13.84782454,358.587,360.7345,357.2922
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Green River,Electricity; at user; consumption mix - ISO-NE - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - Anadarko,"coal extraction and processing - Central Interior, LIG, Surface",462.3505092,4.133621079,1.825101384,0.5,0,0,0.162658154,0.146813313,0.096034049,0.064529916,0.066778928,0.112741845,0,425.1272,1.392261222,0.15988693,1.92922E-05,19.8799331,427.2638,429.8939,425.5504
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Green River,Electricity; at user; consumption mix - ISO-NE - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - Anadarko,"coal extraction and processing - Central Interior, LIG, Surface",385.8978026,3.665447905,-0.427850055,0.3,0,0,0.14598135,0.140420864,0.110066824,0.068356066,0.067544629,0.13040489,0,353.7058,1.072662086,0.13562024,1.86728E-05,10.15100856,355.0756,357.3133,353.9429
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Green River,Electricity; at user; consumption mix - ISO-NE - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - Anadarko,"coal extraction and processing - Central Interior, LIG, Surface",432.7436084,4.668530869,0.890860127,0.4,0,0,0.148688621,0.168261896,0.109466628,0.068304078,0.067676794,0.110729339,0,388.4117,1.203910293,0.150277748,1.91775E-05,15.38444813,390.1847,392.5672,388.7567
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Green River,Electricity; at user; consumption mix - ISO-NE - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - Anadarko,"coal extraction and processing - Central Interior, LIG, Surface",405.1315775,4.086689239,2.437736474,0.2,0,0,0.168461959,0.127216398,0.113101704,0.063481124,0.064407345,0.094026222,0,370.1786,1.210135766,0.154387346,1.83935E-05,20.00671118,372.2491,374.5124,370.6206
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Lignite, LIG, Surface",413.3331667,3.969737051,1.60964532,0.3,0,0,0.169526014,0.120678846,0.123686239,0.058747098,0.068556489,0.095060945,0,378.9645,1.194745974,0.143422845,1.75771E-05,17.77768748,380.5545,382.4158,379.2017
