providers_electricity,providers_heat,providers_billet_steel,providers_iron_forEAF,providers_naturalgas,providers_iron_forBOF,providers_coal,"fabrication, rebar wf","fabrication, rebar elec","hot rolling, billets elec","hot rolling, billets wf","steel production, EAF scrap_pct","steel production, EAF wf","steel production, EAF kWh_EAF","steel production, BOF scrap_pct","steel production, BOF wf","iron production, blast furnace co2_kg",gwp,ap,ep,odp,pocp
Electricity; at grid; generation mix - ISO-NE,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Anadarko,"iron production, blast furnace","coal extraction and processing - Illinois Basin, BIT, Surface",0.059546675,0.075857357,0.139035167,0,0.965985506,0.048429592,0.606877171,0.15444132,0.063004,1.064261761,0.943,0.002385373,0.001052451,2.30E-08,0.05924275
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Permian,"iron production, blast furnace","coal extraction and processing - Central Interior, LIG, Surface",0.081435705,0.075011891,0.132652459,0,0.960153322,0.012112885,0.492221494,0.150070636,0.057660353,0.95320419,1.167,0.003347334,0.00109763,3.03E-08,0.069940828
"Electricity; at grid; generation mix - Southern Company Services, Inc. - Trans","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Green River,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, BIT, Processing",0.088854428,0.076661762,0.133348297,0,0.974834612,0.049254373,0.604291509,0.148452807,0.147923227,0.979371878,1.0796,0.002576568,0.001060578,2.16E-08,0.06362655
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Arkla,"iron production, blast furnace","coal extraction and processing - Southern Appalachia, BIT, Underground",0.068003349,0.077006541,0.145718405,0,0.960314738,0.013825982,0.623328278,0.15806343,0.110423812,0.977962918,1.0813,0.002807884,0.001065095,2.36E-08,0.05815624
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Import, BIT, Surface",0.083564517,0.076130091,0.151722087,0,0.979177862,0.01405152,0.654283263,0.147768948,0.121896812,0.821683759,1.0682,0.002755544,0.001062689,2.32E-08,0.05753701
Electricity; at grid; generation mix - Western Area Power Administration - Desert Southwest Region,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Central Appalachia, BIT, Surface",0.077675368,0.076678799,0.149984887,0,0.973401905,0.014736982,0.580125058,0.150602081,0.091900891,1.011644698,0.7119,0.001995991,0.001033123,1.97E-08,0.048521212
Electricity; at grid; generation mix - New York Independent System Operator,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Anadarko,"iron production, blast furnace","coal extraction and processing - Illinois Basin, BIT, Underground",0.08873707,0.07463375,0.163281732,0,0.96301826,0.048499371,0.547210959,0.143303826,0.071804307,0.892469133,0.8654,0.002455459,0.001079936,1.75E-08,0.059940914
Electricity; at grid; generation mix - Florida Power & Light Co.,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Gulf,"iron production, blast furnace","coal extraction and processing - Rocky Mountain, SUB, Surface",0.065999937,0.075707616,0.139158079,0,0.975403815,0.029284856,0.567127468,0.154745281,0.104266457,0.860153841,0.9352,0.002897947,0.001079643,1.59E-08,0.080476991
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Green River,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, BIT, Underground",0.087665111,0.07527989,0.137571952,0,0.967806164,0.044569698,0.512030644,0.148772605,0.145793858,0.861285609,1.128,0.003174608,0.001071299,2.90E-08,0.067866375
"Electricity; at grid; generation mix - Electric Reliability Council of Texas, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Anadarko,"iron production, blast furnace","coal extraction and processing - Central Interior, LIG, Surface",0.078593367,0.076246361,0.161764537,0,0.967816259,0.025119608,0.591464789,0.149632903,0.147416652,0.917464954,1.1522,0.003475388,0.001106563,2.35E-08,0.080943409
Electricity; at grid; generation mix - Turlock Irrigation District,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Gulf,"iron production, blast furnace","coal extraction and processing - Southern Appalachia, BIT, Surface",0.056440977,0.07602274,0.155472931,0,0.97413195,0.021951329,0.509947579,0.152523439,0.062891173,0.977229343,0.9931,0.002690314,0.001059227,1.61E-08,0.075027459
Electricity; at grid; generation mix - Florida Power & Light Co.,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Uinta,"iron production, blast furnace","coal extraction and processing - Central Interior, BIT, Underground",0.085763902,0.075450576,0.144783049,0,0.974445642,0.022185609,0.485125962,0.14514163,0.069619092,0.938196744,0.8877,0.00234845,0.001061841,1.63E-08,0.061071286
Electricity; at grid; generation mix - Florida Power & Light Co.,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Rocky Mountain, BIT, Underground",0.064725509,0.073204729,0.162667866,0,0.969713855,0.017113155,0.540866362,0.157119636,0.063868943,0.832503735,0.8978,0.002399981,0.001056363,1.63E-08,0.062389125
"Electricity; at grid; generation mix - Duke Energy Florida, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Fort Worth,"iron production, blast furnace","coal extraction and processing - Southern Appalachia, BIT, Underground",0.071118871,0.076613586,0.133176839,0,0.960639281,0.037799052,0.448593044,0.153613255,0.060036069,0.798825872,1.1363,0.002816895,0.0010805,2.16E-08,0.068136668
Electricity; at grid; generation mix - Salt River Project Agricultural Improvement and Power District,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, WC, Surface",0.076144072,0.075715977,0.152674437,0,0.969790128,0.039569357,0.585224164,0.150487697,0.062815269,0.90044479,0.894,0.002177416,0.001035176,2.11E-08,0.054547949
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Central Interior, BIT, Surface",0.074919426,0.076186491,0.137749592,0,0.972165332,0.021950157,0.477434786,0.157604116,0.072887259,0.927066101,1.0905,0.003083,0.001059291,2.82E-08,0.066168667
Electricity; at grid; generation mix - Southwest Power Pool,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Permian,"iron production, blast furnace","coal extraction and processing - Powder River Basin, SUB, Surface",0.052056371,0.076195905,0.153017677,0,0.970238217,0.024607663,0.52888192,0.147153893,0.08556352,0.889011433,1.1077,0.003020461,0.001048236,2.88E-08,0.060807991
Electricity; at grid; generation mix - Nevada Power Company,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, ENERGIRON",natural gas extraction and processing - Green River,"iron production, blast furnace","coal extraction and processing - West/Northwest, BIT, Surface",0.079333018,0.075239928,0.135003147,0,0.96733133,0.020803096,0.624029339,0.151218669,0.050198555,0.873517506,0.9945,0.002412979,0.001047834,1.68E-08,0.078247598
Electricity; at grid; generation mix - Florida Municipal Power Pool,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Arkla,"iron production, blast furnace","coal extraction and processing - Central Interior, LIG, Surface",0.071115369,0.076387698,0.137018015,0,0.961312053,0.030198378,0.57568858,0.153445287,0.114823119,0.786058197,1.1933,0.002704572,0.001070908,2.41E-08,0.063940316
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, WC, Surface",0.063616152,0.076610372,0.13512201,0,0.965423713,0.049312803,0.507414753,0.146434575,0.050739073,0.788788158,1.1564,0.00329413,0.001078895,2.98E-08,0.069187125
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Gulf,"iron production, blast furnace","coal extraction and processing - Lignite, LIG, Surface",0.055632981,0.076549369,0.140878679,0,0.971535272,0.025018225,0.520334881,0.147715844,0.114963893,0.876984673,1.1502,0.003642202,0.00107328,2.84E-08,0.084966783
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Anadarko,"iron production, blast furnace","coal extraction and processing - Central Interior, LIG, Surface",0.070679627,0.074089082,0.158544697,0,0.96214503,0.046559091,0.475887819,0.152194102,0.137697704,0.91380558,0.9407,0.002492859,0.001032828,2.09E-08,0.053975217
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - San Juan,"iron production, blast furnace","coal extraction and processing - Central Appalachia, BIT, Surface",0.061259165,0.077482093,0.153373178,0,0.966155058,0.042275566,0.585468464,0.152387725,0.059298045,0.839141424,1.2546,0.003567661,0.001087522,3.13E-08,0.076300089
"Electricity; at grid; generation mix - Electric Reliability Council of Texas, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Permian,"iron production, blast furnace","coal extraction and processing - West/Northwest, BIT, Underground",0.059287502,0.07649705,0.158923146,0,0.970381921,0.019740462,0.566297773,0.151514853,0.088213851,0.975040431,1.0986,0.003301516,0.001078198,2.28E-08,0.076403091
Electricity; at grid; generation mix - Southwest Power Pool,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - South Oklahoma,"iron production, blast furnace","coal extraction and processing - Lignite, LIG, Surface",0.054345714,0.076375647,0.13550202,0,0.965176016,0.032036626,0.456366778,0.143702884,0.13383301,0.90889438,1.0822,0.003259378,0.001072747,2.77E-08,0.071951959
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Rocky Mountain, BIT, Underground",0.050685573,0.076704731,0.140093051,0,0.967910407,0.03472111,0.487673966,0.158733515,0.060199089,0.777369988,0.9106,0.002383188,0.001011638,2.04E-08,0.051224734
