elec120V_readymix_plant,natgas_readymix_plant,electricity_120V,trans_truck,natgas_clinker,naturalgas,coal,"concrete, 17.2 MPa - national avg, A1-A3 total_cementitious","concrete, 17.2 MPa - national avg, A1-A3 pct_scm","concrete, 17.2 MPa - national avg, A1-A3 pct_scm_flyash","concrete, 17.2 MPa - national avg, A1-A3 q_electricity","concrete, 17.2 MPa - national avg, A1-A3 q_NG","concrete, 17.2 MPa - national avg, A1-A3 plc_boolean","concrete, 17.2 MPa - national avg, A1-A3 msw",Portland cement q_electricity,Portland limestone cement production q_electricity,market for Portland cement t_km,market for sand t_km,"market for gravel, crushed t_km",clinker production - North American q_coal,gwp,ap,ep,odp,pocp,gwp_IPCC,gwp_EF2,gwp_CML
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Anadarko,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, BIT, Underground",252.82411310077958,0.5,1.0,4.666989388291939,0.7021990429182722,1.0,0.0,0.11379580048375781,0.12643813031889065,0.11203445812859328,0.06905365746714115,0.06893680569128628,0.08063325824072688,148.4296,0.4979766282119753,0.09751416534485947,8.155812411007612e-06,8.606730721057264,149.3228,150.3988,148.7575
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Anadarko,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, BIT, Underground",254.21229699859074,0.1,1.0,4.819631250539817,1.6882029984977678,0.0,0.0,0.10937413571180878,0.13995983791786643,0.11488691323106527,0.06958099313926834,0.0634918334170129,0.10013326534082484,269.889,0.9383164387432661,0.12108639358109269,9.70415663043745e-06,15.620521581929742,271.1903,273.1478,270.3402
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Anadarko,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, BIT, Underground",253.23443890281905,0.1,1.0,3.969644315096579,0.4533553916764506,1.0,0.0,0.19319751231524035,0.13643625058601452,0.11658122304676118,0.06950010012458928,0.06547303095968066,0.09868788488567529,239.4254,0.7491688733861956,0.11027743745397992,9.575867154929818e-06,10.455114986655483,240.4489,242.1207,239.8032
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Anadarko,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, BIT, Underground",258.1110921271662,0.4,0.0,4.10526062989324,-0.7197039793741241,0.0,0.0,0.12824629247361705,0.15319484241066875,0.11925941351098465,0.056841847276977345,0.07058612243319265,0.10008967838520978,190.7471,0.5366603557978559,0.1114909162167169,1.268088689877075e-05,5.633731687086116,191.5311,192.7672,191.0346
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Anadarko,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, BIT, Underground",261.25235173749627,0.0,1.0,3.5474897671366827,-0.3594390789614016,0.0,0.0,0.1611573472034326,0.14143508005943056,0.09083875254239863,0.07357746633585727,0.07516223229441335,0.09123565643897819,278.4453,0.764451082289164,0.11340012873377994,1.0503562106734869e-05,8.542425628283844,279.3978,281.205,278.8186
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Anadarko,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, BIT, Underground",251.65193346905474,0.5,0.0,4.04207743948556,0.21930520688210997,1.0,0.0,0.11822592085472597,0.1650258540321692,0.11618874919437681,0.06015390311539641,0.06023999611475167,0.0833771502394313,165.23,0.5232646615171844,0.11482096967378819,1.280709211106269e-05,8.37694883914938,166.1772,167.3255,165.5732
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Anadarko,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, BIT, Underground",248.65321199380855,0.4,1.0,4.48443239531584,1.2987042530337942,0.0,0.0,0.16394625101682575,0.14568253418382146,0.0967887378570313,0.06312479470815123,0.08016896064496534,0.10650039051647969,201.4597,0.7304555790544331,0.10874201265532485,9.003431661950426e-06,12.584349675719272,202.5814,204.1303,201.8587
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Anadarko,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, BIT, Underground",269.3957424354601,0.3,0.5,4.370486505096001,0.10300919588291024,0.0,0.0,0.1358905124960967,0.1362612478256727,0.12089608387827575,0.06674241006418487,0.06425228050001608,0.11084688627951138,229.6095,0.7265198679257373,0.11213043574335071,1.083776007727404e-05,9.36590521119375,230.5743,232.1893,229.9569
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Anadarko,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, BIT, Underground",246.89122355231012,0.5,0.0,3.8409980495847478,0.37474658348502526,0.0,0.0,0.16179432001903554,0.12215956792129155,0.11606190780823714,0.061937653768327286,0.06142557136203141,0.10447280436206344,181.8673,0.6111874844356187,0.11777735142032857,1.2998921674983506e-05,9.567022437445418,182.8705,184.1803,182.2194
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Anadarko,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, BIT, Underground",257.1069872741556,0.1,1.0,4.598022388787772,0.3621038154689127,0.0,0.0,0.1588214867208111,0.10869354895376115,0.11584960461246448,0.06071347954006359,0.07296689699439786,0.10151055876955015,265.6522,0.8198388458497516,0.11350054370170365,9.929439863784218e-06,10.930519407953613,266.714,268.5713,266.0492
Electricity; at user; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - Southwest Power Pool - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Import, BIT, Surface",250.56948847640342,0.4,1.0,4.601854562511749,0.7072553908508074,0.0,0.0,0.12886984584249156,0.15012684937280288,0.10545974775371722,0.0673958150494583,0.07081506068274336,0.09105818494709296,180.1661,0.5657028887872328,0.10035159914503823,8.469215098260643e-06,8.452702923579348,180.9962,181.9994,180.4131
Electricity; at user; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - Southwest Power Pool - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Import, BIT, Surface",266.33631611592506,0.2,1.0,3.5464373327729923,0.8357130239852179,0.0,0.0,0.10353453947168126,0.12067031923276018,0.1194377017836725,0.05784653694294456,0.07239013740525733,0.10511623838199262,242.0936,0.7745290414394066,0.11010516892685651,9.26299573128422e-06,10.653328753602942,242.9947,244.2499,242.3123
Electricity; at user; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - Southwest Power Pool - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Import, BIT, Surface",248.52428006611,0.0,0.5,4.676385486296755,-0.6476498802981215,0.0,0.0,0.13038889787498184,0.1606588025803124,0.11843636185162053,0.059385200067436715,0.07572315463094557,0.11586235505433354,270.2467,0.7596293400167091,0.10688449911767144,1.0084162902205678e-05,6.322403324751039,270.8871,272.1373,270.3653
Electricity; at user; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - Southwest Power Pool - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Import, BIT, Surface",263.18710860589545,0.4,0.5,4.0943190297049465,0.48856365754486203,0.0,0.0,0.12646046136493144,0.12481636860344411,0.12586990297757658,0.06991698635535458,0.05977459247622425,0.11741388704116719,204.2782,0.6707463888021116,0.10984219518411416,1.0715438618807817e-05,9.083115738515183,205.1268,206.246,204.4952
Electricity; at user; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - Southwest Power Pool - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Import, BIT, Surface",265.8015303023295,0.0,0.0,4.139866431730321,0.8011071100600264,0.0,0.0,0.1104627213023682,0.12635954396041799,0.10301714923398711,0.05687403792398587,0.06239468278956174,0.08269699414585979,271.7862,0.7825253830867863,0.11365866272597441,9.2197967774396e-06,10.794925539987087,272.7265,274.0464,272.0376
Electricity; at user; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - Southwest Power Pool - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Import, BIT, Surface",259.6060818545141,0.5,0.5,4.276273327234577,1.499495155078018,1.0,0.0,0.10273183964574353,0.16610601735316835,0.10140283833864466,0.06063949302504537,0.06692234860778205,0.09778216133120846,177.1851,0.6483232576506303,0.11294132848641923,1.0626045535879237e-05,12.070467675972468,178.2493,179.3899,177.5087
Electricity; at user; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - Southwest Power Pool - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Import, BIT, Surface",252.57060310337596,0.4,0.5,4.423792699767058,0.35740424765489887,0.0,0.0,0.13000329857857038,0.10209636357005088,0.12753946897053375,0.07643641559646452,0.0617162228396911,0.10960702858866048,194.3429,0.6164031035648152,0.1085161893163166,1.0779751969108283e-05,8.243618473998563,195.1647,196.2235,194.565
Electricity; at user; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - Southwest Power Pool - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Import, BIT, Surface",260.31402191918085,0.1,0.5,4.112635407475653,1.0152828319815985,0.0,0.0,0.13657525968299075,0.13297701879259025,0.11715074551397726,0.06271623595013401,0.07046368059918809,0.10556373021454875,272.3413,0.8733775977364748,0.11785399597624459,1.0323546946961432e-05,12.30223665573192,273.3466,274.7887,272.591
Electricity; at user; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - Southwest Power Pool - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Import, BIT, Surface",260.58375072291904,0.1,1.0,4.799784761141691,-0.23174763663005227,0.0,0.0,0.18003561749267002,0.14282907753834337,0.10860458790221965,0.06773255402302003,0.06092507316757282,0.10631811135522952,261.7074,0.738743625498428,0.10631171661677111,9.583130556211026e-06,7.488454741318884,262.4479,263.7403,261.892
Electricity; at user; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - Southwest Power Pool - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Import, BIT, Surface",261.2031345863772,0.5,0.0,4.110819744760681,1.3120123629669127,0.0,0.0,0.05042539066959152,0.14973072883847482,0.10656037334322742,0.06475639669197587,0.07125581562923636,0.10286960709132228,189.3826,0.6842990364994526,0.1252837719903191,1.3533592054497844e-05,12.101761977922097,190.4596,191.581,189.6776
"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Permian,"Electricity; at user; consumption mix - City of Tacoma, Department of Public Utilities, Light Division - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Anadarko,natural gas extraction and processing - Permian,"coal extraction and processing - Illinois Basin, BIT, Surface",268.52959076603355,0.3,0.0,4.22369204297448,0.7396899166833568,0.0,0.0,0.13038642462215722,0.1543846657534135,0.125108471724335,0.06352179391253371,0.05599778759318593,0.0933163997512141,218.1827,0.7192951644653174,0.11947806874979569,1.1604598400238485e-05,11.048439872752061,219.1615,220.3838,218.4539
"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Permian,"Electricity; at user; consumption mix - City of Tacoma, Department of Public Utilities, Light Division - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Anadarko,natural gas extraction and processing - Permian,"coal extraction and processing - Illinois Basin, BIT, Surface",268.93924287340405,0.1,1.0,3.622898761003109,1.201619177137538,0.0,0.0,0.09088147887548909,0.15774789494933336,0.12105239678522563,0.06950866274925792,0.06544404954088458,0.11302733948914827,270.0076,0.9464218580436257,0.11936275896644521,9.722725507976471e-06,13.876149073886864,271.0642,272.6247,270.2663
"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Permian,"Electricity; at user; consumption mix - City of Tacoma, Department of Public Utilities, Light Division - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Anadarko,natural gas extraction and processing - Permian,"coal extraction and processing - Illinois Basin, BIT, Surface",249.67442336347574,0.0,1.0,3.842562963667286,1.91698243686066,0.0,0.0,0.10360279270977713,0.17774539364766304,0.13145747685396186,0.07133835498821829,0.06215343865640545,0.09440099352723567,272.7551,0.9570706749449396,0.1243482728721412,9.71230944227003e-06,16.13673668759128,273.9665,275.5471,273.079
"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Permian,"Electricity; at user; consumption mix - City of Tacoma, Department of Public Utilities, Light Division - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Anadarko,natural gas extraction and processing - Permian,"coal extraction and processing - Illinois Basin, BIT, Surface",252.34451696245287,0.3,1.0,3.807223873549357,2.1984262576399276,0.0,0.0,0.12588522887373438,0.13486691528960737,0.10597539822991711,0.05986508806058985,0.06003997960828094,0.10679099870090494,218.8823,0.8600022453251736,0.11360539091350602,8.182928877773056e-06,15.84044397345019,220.0643,221.4801,219.2093
"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Permian,"Electricity; at user; consumption mix - City of Tacoma, Department of Public Utilities, Light Division - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Anadarko,natural gas extraction and processing - Permian,"coal extraction and processing - Illinois Basin, BIT, Surface",260.7186925838148,0.0,0.0,4.249244844357646,0.11915812219537703,0.0,0.0,0.13139753882279354,0.12013017968844637,0.1282055442581809,0.07142570927602572,0.06736836931786078,0.08882225416546892,258.3141,0.750295251103875,0.11362546905982351,9.867291741945893e-06,9.133933995924796,259.1488,260.4319,258.5309
"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Permian,"Electricity; at user; consumption mix - City of Tacoma, Department of Public Utilities, Light Division - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Anadarko,natural gas extraction and processing - Permian,"coal extraction and processing - Illinois Basin, BIT, Surface",265.1301632639027,0.3,0.0,4.396980874120465,0.9379639595683201,0.0,0.0,0.1572890766274394,0.06340387661054725,0.0900799019061991,0.06774174036811502,0.06690798665941454,0.11694313503755964,234.188,0.8339334642986089,0.12321123730906178,1.2059555315970666e-05,12.648287994215805,235.2295,236.6243,234.4583
"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Permian,"Electricity; at user; consumption mix - City of Tacoma, Department of Public Utilities, Light Division - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Anadarko,natural gas extraction and processing - Permian,"coal extraction and processing - Illinois Basin, BIT, Surface",254.62484043035946,0.2,0.5,4.086842200857394,1.5194950677894898,0.0,0.0,0.11574180064887651,0.09831082829726545,0.10959016357105901,0.07867274232182697,0.06713834387415372,0.09966289848209542,238.2491,0.8490619052104301,0.12116801694888787,1.0453031309846854e-05,14.20031524197629,239.3715,240.7852,238.5539
"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Permian,"Electricity; at user; consumption mix - City of Tacoma, Department of Public Utilities, Light Division - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Anadarko,natural gas extraction and processing - Permian,"coal extraction and processing - Illinois Basin, BIT, Surface",262.2574971516382,0.2,1.0,3.6250661048743282,0.0283758708480778,0.0,0.0,0.14834031673186385,0.12193585613628875,0.10974969731908456,0.05894121670417712,0.07262077676258438,0.087663798899038,212.6072,0.6186589236769292,0.1039686295610506,8.803000623035554e-06,7.5409953266369785,213.3545,214.4228,212.8117
"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Permian,"Electricity; at user; consumption mix - City of Tacoma, Department of Public Utilities, Light Division - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Anadarko,natural gas extraction and processing - Permian,"coal extraction and processing - Illinois Basin, BIT, Surface",278.40093898016517,0.0,0.5,3.50881216177311,1.5770067243312766,0.0,0.0,0.1581693126411869,0.14341526687169603,0.1018376982749696,0.056048070189453965,0.0668290391311527,0.08564941128521916,286.2235,0.9305297723037953,0.12251863336088491,9.310963550962374e-06,14.849195886035751,287.3638,288.9118,286.53
"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Permian,"Electricity; at user; consumption mix - City of Tacoma, Department of Public Utilities, Light Division - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Anadarko,natural gas extraction and processing - Permian,"coal extraction and processing - Illinois Basin, BIT, Surface",246.300710177264,0.1,1.0,4.691697374529589,0.8350507853595523,0.0,0.0,0.14340507941042444,0.11080111466838038,0.08970724121566002,0.06680685634034393,0.07437424828633873,0.0943799142519501,238.052,0.7725313892581245,0.11262523565569153,9.237633077016631e-06,11.318288558753054,239.0017,240.3106,238.3087
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Green River,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Fort Worth,"coal extraction and processing - Import, BIT, Underground",248.26803753236965,0.3,0.0,4.822577106598494,0.2359570988599734,0.0,0.0,0.19009741864642113,0.16466025319461994,0.11884885785736096,0.07360069565270708,0.07368330709272797,0.10468526794360412,225.4402,0.7048791776612936,0.11926473147019159,1.2468749193721834e-05,9.78451964855064,226.7498,229.2787,226.1255
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Green River,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Fort Worth,"coal extraction and processing - Import, BIT, Underground",266.33915029089775,0.2,1.0,4.248752437883689,1.0995069638733705,0.0,0.0,0.13760624813272704,0.17967997169765554,0.0989926021589031,0.059581933354609165,0.06679580884038472,0.10060907711237409,248.6021,0.819090874396931,0.11273250423516572,8.94505790159045e-06,12.568425985870219,250.0451,252.8598,249.3505
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Green River,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Fort Worth,"coal extraction and processing - Import, BIT, Underground",246.16192874885468,0.3,1.0,4.678322460980558,-0.09436011961363244,0.0,0.0,0.19189843939971413,0.14550298631091296,0.0876355165315566,0.06767674419111097,0.06321286393998747,0.08643089580592651,193.6823,0.5399404316299335,0.09828759468820222,8.339417220513383e-06,6.639574112386731,194.7349,196.8399,194.2705
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Green River,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Fort Worth,"coal extraction and processing - Import, BIT, Underground",261.45214181164124,0.5,0.5,4.268006472780573,0.08990324305529096,1.0,0.0,0.12006814958005396,0.0957446817261361,0.121511596130334,0.06728838474682773,0.063969686842417,0.06265016273512478,143.5721,0.4119575623032675,0.10329638202102862,1.038606033465974e-05,6.375484922363839,144.4879,145.7694,143.9906
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Green River,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Fort Worth,"coal extraction and processing - Import, BIT, Underground",254.30883047434543,0.1,0.5,3.9180821408667246,1.7659934902580985,0.0,0.0,0.13851987210949318,0.10580115679483029,0.1161900974080779,0.07316605184836125,0.06782353296818906,0.1051685212974312,279.795,0.9751890174012018,0.12540288036173236,1.0444581892634783e-05,16.151291443925192,281.4898,284.701,280.645
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Green River,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Fort Worth,"coal extraction and processing - Import, BIT, Underground",250.4045215346046,0.5,0.5,4.325021082167799,-0.2337833667952226,1.0,0.0,0.15736316376569945,0.13980374801674988,0.08946087162210664,0.06786879050241962,0.06928582225951069,0.10402416265193268,154.1319,0.4702811103006741,0.10259232597738735,1.0667346292503122e-05,5.953167018221273,155.0787,156.7284,154.6067
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Green River,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Fort Worth,"coal extraction and processing - Import, BIT, Underground",255.11599165881307,0.2,0.0,3.71833988939816,1.114055797601173,0.0,0.0,0.14804530864967488,0.13733879256682627,0.09607606841027223,0.06918183293098476,0.06510434401068506,0.10773219960500388,255.7091,0.8649289798918836,0.1225276387378426,1.1272786462019642e-05,13.445328276759852,257.2341,260.1522,256.4827
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Green River,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Fort Worth,"coal extraction and processing - Import, BIT, Underground",268.4700182452303,0.2,0.0,4.431235182362988,0.8572354048052159,0.0,0.0,0.12127027751459643,0.20233254777806076,0.10244476548438163,0.06895130422101839,0.06393039752334942,0.10084372485107124,255.7658,0.8288800982694425,0.12204978527359223,1.1412025774523046e-05,12.392934961762107,257.2249,260.0355,256.509
