elec120V_cmu_plant,natgas_cmu_plant,electricity_120V,trans_truck,natgas_clinker,naturalgas,coal,elec_medV_forExClay,heat_forExClay,"CMU, light-weight, A1-A3 q_cement",Portland cement q_electricity,Portland limestone cement production q_electricity,market for Portland cement t_km,market for sand t_km,"market for gravel, crushed t_km",clinker production - North American q_coal,expanded clay production q_elec,expanded clay production kiln_temp,expanded clay production kiln_e_base,expanded clay production kiln_e_internals,gwp,ap,ep,odp,pocp,gwp_IPCC,gwp_EF2,gwp_CML
Electricity; at user; consumption mix - Bonneville Power Administration - BA,natural gas extraction and processing - San Juan,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - San Juan,"coal extraction and processing - Import, BIT, Underground",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",185.1010908827379,0.13422440356461612,0.15258591184685716,0.10350864534971725,0.06968723588797132,0.06944460747855113,0.11864789647433177,0.020889769938798944,1213.3552315197826,0.6364193862867695,0.1675544792318395,834.5942,4.964435426131224,1.9352995215353492,1.7870395302450218e-05,47.24654001374876,850.2914,869.4589,846.8328
Electricity; at user; consumption mix - Bonneville Power Administration - BA,natural gas extraction and processing - San Juan,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - San Juan,"coal extraction and processing - Import, BIT, Underground",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",216.50301328903922,0.15877928501052574,0.10807150531115498,0.12529503833607525,0.05803430052803767,0.0582134094583188,0.10395458033063279,0.01788932160149567,1122.1935375002001,0.7017617522777614,0.16018137954035114,777.9255,4.3671010212039185,1.7312138023003492,1.711304543161695e-05,42.39011938998065,792.3147,810.3079,789.1836
Electricity; at user; consumption mix - Bonneville Power Administration - BA,natural gas extraction and processing - San Juan,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - San Juan,"coal extraction and processing - Import, BIT, Underground",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",186.4803352941378,0.12539879914217805,0.15816387753078262,0.12514398613918526,0.06578326894765409,0.06421017939671722,0.10596610476735595,0.033908595400994515,1187.2650619890073,0.8403076044712466,0.1580689226398278,711.1069,3.9294288762084038,1.597139033264985,1.629009379563152e-05,38.81756224183715,724.5673,741.4628,721.6635
Electricity; at user; consumption mix - Bonneville Power Administration - BA,natural gas extraction and processing - San Juan,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - San Juan,"coal extraction and processing - Import, BIT, Underground",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",201.24482964796567,0.11036232393976882,0.1457515677788924,0.10200259318588854,0.0629359851391958,0.07356714831977643,0.11793662652706163,0.02418734514088056,1211.9123948091499,0.5595393418179252,0.05712106969379793,996.4167,6.171162889248581,2.326198799637537,2.0219091019760845e-05,57.39373089383935,1014.723,1036.5433,1010.6061
Electricity; at user; consumption mix - Bonneville Power Administration - BA,natural gas extraction and processing - San Juan,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - San Juan,"coal extraction and processing - Import, BIT, Underground",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",183.2798301680872,0.15762843927403672,0.1121752979158375,0.09536585497671574,0.07156912434768159,0.05866459347376942,0.09457274844087325,0.026442383520857593,1183.1717645163822,0.8495874178536778,0.1425708863578163,698.7051,3.8777472745218082,1.5981124716034896,1.5791257203140573e-05,38.261167351105364,712.1331,728.8553,709.2499
Electricity; at user; consumption mix - Bonneville Power Administration - BA,natural gas extraction and processing - San Juan,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - San Juan,"coal extraction and processing - Import, BIT, Underground",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",201.44997241875558,0.1430645505950686,0.1461755997782802,0.11013551036064273,0.060996663302172495,0.06060237460841973,0.12018145549135176,0.022643944452387404,1108.1302694287958,0.6355203102183378,0.13177215774483964,830.4438,4.835269556661651,1.875395356963384,1.7759670770793348e-05,46.25854409873595,845.8034,864.8289,842.4289
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Green River,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkoma,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Processing",Electricity; at grid; consumption mix - El Paso Electric Company - BA,"heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",163.2619689433902,0.161118335708947,0.13389780825489253,0.13262438563941956,0.07072372325945563,0.057565237057547694,0.088078284387335,0.016050479318224467,1169.9344029333824,1.0084611115494502,0.14925498061125267,616.6101,3.2657000410030754,1.4184252579967949,1.4605259665588498e-05,32.758816018012276,628.6304,643.4277,626.0564
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Green River,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkoma,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Processing",Electricity; at grid; consumption mix - El Paso Electric Company - BA,"heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",187.38055048854997,0.11737657475533593,0.14296253747780147,0.12900616534400777,0.06064717880193204,0.0739511954631739,0.10335828726310847,0.0289394999917691,1239.0183279073462,0.9567236303037637,0.0025065640416229683,753.4516,4.1713836139167295,1.684585872466259,1.6603209038784722e-05,40.82633438087616,767.4086,784.6144,764.3626
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Green River,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkoma,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Processing",Electricity; at grid; consumption mix - El Paso Electric Company - BA,"heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",175.75797837439433,0.15926409877567288,0.15492074771409203,0.11066302978539039,0.07020451126130163,0.06448040647405939,0.12858536659600528,0.030168325316800602,1213.4655367579212,0.8107580083097952,0.038487849117587264,808.6371,4.61780073061703,1.8095236360090003,1.717096113203846e-05,44.62357765426839,823.5352,842.0104,820.2742
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Green River,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkoma,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Processing",Electricity; at grid; consumption mix - El Paso Electric Company - BA,"heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",187.957816868078,0.11380396924340955,0.16270323962618932,0.1008372826568966,0.06351036133190793,0.07051133465630817,0.09934196165696632,0.03169178763138314,1102.2507336494366,0.7094376383200948,0.019306449295816205,826.9281,4.750759210734722,1.8813591199339283,1.7386863294680357e-05,45.75297015139645,842.1776,860.6046,838.811
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Green River,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkoma,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Processing",Electricity; at grid; consumption mix - El Paso Electric Company - BA,"heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",175.10881840712358,0.1125802382657549,0.11640451904985315,0.10465598185960893,0.0734093180720498,0.06428325275745665,0.09611463991437302,0.022560822697355133,1205.028934062531,0.7137588463085229,0.07906087447971007,815.0445,4.771832516155909,1.904934494873848,1.7301999781232337e-05,45.542022172666655,830.3483,848.5675,826.9587
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Green River,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkoma,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Processing",Electricity; at grid; consumption mix - El Paso Electric Company - BA,"heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",171.89431143970145,0.14427043089076727,0.15940981230695123,0.12994519196495904,0.06069084063520464,0.06684695457049362,0.07774743022597094,0.021971956373601213,1243.8882612913862,0.9267081129596206,0.04128456679407449,718.795,4.021684517144051,1.6756898270162437,1.6064815385040853e-05,39.30833910289424,732.5106,748.9149,729.5101
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Green River,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkoma,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Processing",Electricity; at grid; consumption mix - El Paso Electric Company - BA,"heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",199.7408178881691,0.11502300402564333,0.14842415585789676,0.12563359722090345,0.06215669783073337,0.06626484216904796,0.10137340126463572,0.03489857034142435,1221.7163720791532,0.6851238682576669,0.07274835819478082,884.7467,5.1271173253268785,1.9953135693321344,1.8392440276452604e-05,49.07000444130462,900.8127,920.2189,897.2452
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Green River,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkoma,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Processing",Electricity; at grid; consumption mix - El Paso Electric Company - BA,"heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",167.60603208841604,0.1353761152842868,0.15239501785993045,0.12574316899238602,0.07062595957434213,0.06059908035283173,0.12066304816832979,0.022757422839476495,1177.8444950417693,0.738953863152429,0.13703092179403886,766.8225,4.386496668999151,1.7528407095058314,1.6695951767565326e-05,42.34644981163436,781.2248,798.8908,778.0729
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Green River,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkoma,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Processing",Electricity; at grid; consumption mix - El Paso Electric Company - BA,"heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",206.63579164272124,0.11320235453349234,0.11945735550134218,0.11195644332959284,0.06100502347966093,0.07251785313158071,0.10340254667449672,0.024506283244764338,1099.2055598352167,0.8531265968526576,0.024744903074435165,755.2626,4.119983017545173,1.6561437346590222,1.6523539897048483e-05,40.265006129007,769.069,786.274,766.0639
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Green River,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkoma,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Processing",Electricity; at grid; consumption mix - El Paso Electric Company - BA,"heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",189.82153324810528,0.12562195115862135,0.10581627518203063,0.09971815207412207,0.07034749351982819,0.06974071163384261,0.09652185468959072,0.026554839558823727,1069.6213447587218,0.9395006580799614,0.1785342331724101,634.643,3.2352838006358624,1.3788939705004086,1.4682174969182014e-05,32.920716821343845,646.5497,661.6564,644.0156
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - New York Independent System Operator - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Processing",Electricity; at grid; consumption mix - Seattle City Light - BA,"heat and power co-generation, hard coal | heat, district or industrial, other than natural gas | Cutoff, U",173.94687582325787,0.13114169998429862,0.1551652439748473,0.13178933404910909,0.06664085378888603,0.06274294186394667,0.10304387300388392,0.02366032724195795,1200.3294920039164,0.6083252379957906,0.1572414573291295,537.2291,2.4209583861403323,1.591084232770453,1.3668722654112302e-05,27.530310239468523,547.1831,560.6754,545.4626
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - New York Independent System Operator - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Processing",Electricity; at grid; consumption mix - Seattle City Light - BA,"heat and power co-generation, hard coal | heat, district or industrial, other than natural gas | Cutoff, U",186.22480533225004,0.11742846611733974,0.10709684513742568,0.10648172498804645,0.06984421485973265,0.06525252426078341,0.09266683443016822,0.034074375545881115,1215.8958695536235,1.047784547253455,0.0016747024945010023,469.3503,1.9178725318663696,1.284363286636934,1.2492684879620235e-05,22.879216356310984,478.2482,490.4945,476.6868
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - New York Independent System Operator - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Processing",Electricity; at grid; consumption mix - Seattle City Light - BA,"heat and power co-generation, hard coal | heat, district or industrial, other than natural gas | Cutoff, U",222.2014689905668,0.12634306413898355,0.13282716230005992,0.11232319430168972,0.06672041267369896,0.07379971006548898,0.10970360947048058,0.021824604459777856,1076.6475070843271,0.882908350605197,0.11232484620973243,503.434,2.0055817166829906,1.245318594502456,1.3103333636153725e-05,23.70304635039336,512.4211,525.3717,510.8349
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - New York Independent System Operator - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Processing",Electricity; at grid; consumption mix - Seattle City Light - BA,"heat and power co-generation, hard coal | heat, district or industrial, other than natural gas | Cutoff, U",181.0732973498168,0.10784326509376108,0.15886865607376066,0.11550439845749613,0.07349948190788892,0.07001109688477454,0.10141394895834392,0.02841927685294843,1100.7202854185919,0.7369673189088158,0.18113455543924922,479.0508,2.0019105928748755,1.3239913407471173,1.2782372930231564e-05,23.611840052770493,488.1084,500.6174,486.5217
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - New York Independent System Operator - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Processing",Electricity; at grid; consumption mix - Seattle City Light - BA,"heat and power co-generation, hard coal | heat, district or industrial, other than natural gas | Cutoff, U",193.32345511420124,0.12808552445615093,0.06977762796008756,0.09368437088009357,0.0736747150983441,0.07305319930015251,0.1084108422852695,0.021660925823928853,1119.1171374808312,0.8639000808660838,0.013584878697168786,502.6527,2.112469451471545,1.3589577118175702,1.295692551747073e-05,24.632657524039153,511.9108,524.8773,510.2942
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - New York Independent System Operator - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Processing",Electricity; at grid; consumption mix - Seattle City Light - BA,"heat and power co-generation, hard coal | heat, district or industrial, other than natural gas | Cutoff, U",179.8248687854798,0.13449068934385927,0.13640882728650622,0.12994776313244882,0.06826246055396097,0.06740704505502579,0.09164372027922488,0.02099834194979594,1056.823976038875,0.5156388936310643,0.0479373117619644,577.25,2.67516125079932,1.7672178584871034,1.433563025887939e-05,29.95565091565632,587.7669,601.7743,585.9584
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - New York Independent System Operator - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Processing",Electricity; at grid; consumption mix - Seattle City Light - BA,"heat and power co-generation, hard coal | heat, district or industrial, other than natural gas | Cutoff, U",183.84201138978915,0.10851861746272908,0.14783107049145358,0.1272503777942274,0.06739645474611755,0.06394493230951609,0.07040692154806516,0.017304237061061822,1192.8558796339037,0.6927005860808332,0.10712470578985255,507.2495,2.196672897372417,1.5140978762863242,1.3250400015399573e-05,25.52195129028642,516.8023,529.4139,515.1393
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - New York Independent System Operator - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Processing",Electricity; at grid; consumption mix - Seattle City Light - BA,"heat and power co-generation, hard coal | heat, district or industrial, other than natural gas | Cutoff, U",158.75649703394356,0.12675816830580375,0.13608127510744328,0.1042565036118606,0.06701229272723302,0.06712099596454725,0.11363045690519578,0.032383880603418125,1169.6874959017698,0.8897497738033826,0.051101707465782964,468.9342,2.0106498454370625,1.3353569102417326,1.2439892865951344e-05,23.631998142908472,478.0115,490.5248,476.4315
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - New York Independent System Operator - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Processing",Electricity; at grid; consumption mix - Seattle City Light - BA,"heat and power co-generation, hard coal | heat, district or industrial, other than natural gas | Cutoff, U",199.37400542980927,0.13169868967585488,0.13565180162531953,0.1271635002297281,0.05673139458940743,0.06748034389941267,0.09275625923157071,0.02795101127965293,1118.193482393643,0.7221534149463812,0.03898076419755292,529.1406,2.272335784409872,1.4877919413487146,1.3520506250035437e-05,26.241790524450856,538.777,551.9668,537.0978
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - New York Independent System Operator - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Processing",Electricity; at grid; consumption mix - Seattle City Light - BA,"heat and power co-generation, hard coal | heat, district or industrial, other than natural gas | Cutoff, U",205.17459901727887,0.14364583863537314,0.16335051363134218,0.11076664002632425,0.06729953297789643,0.08302898852204704,0.06140285833404119,0.02456150250716788,1213.8725032454345,0.8217067647184108,0.04680010473566627,502.7873,2.07803609015325,1.4384348746211473,1.3210834888886087e-05,24.615001802349088,512.1029,524.4465,510.4686
Electricity; at user; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - California Independent System Operator - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, SUB, Surface",Electricity; at grid; consumption mix - Florida Municipal Power Pool - BA,"heat production, heavy fuel oil, at industrial furnace 1MW | heat, district or industrial, other than natural gas | Cutoff, U",190.5285692192256,0.12420069937548106,0.11725179079008859,0.11132022216608206,0.06781606207081385,0.06342849991568629,0.09544044277188717,0.017670041332839174,1242.000881828556,0.7786789768524206,0.038856542741846224,654.4261,3.040867490014902,0.7740439314536833,9.378358376453033e-05,26.890999181259808,661.381,670.5722,659.75
Electricity; at user; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - California Independent System Operator - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, SUB, Surface",Electricity; at grid; consumption mix - Florida Municipal Power Pool - BA,"heat production, heavy fuel oil, at industrial furnace 1MW | heat, district or industrial, other than natural gas | Cutoff, U",176.08674305318505,0.15059769631491757,0.11618615970200644,0.11222941756506886,0.06544297395702432,0.06079672335355164,0.09165824869602832,0.024695864211170704,1248.9206707967833,0.7660697753737851,0.16136935155470564,610.0723,2.765175709813637,0.7512079591808032,8.450784918734652e-05,25.32023735229805,616.944,626.0351,615.3706
Electricity; at user; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - California Independent System Operator - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, SUB, Surface",Electricity; at grid; consumption mix - Florida Municipal Power Pool - BA,"heat production, heavy fuel oil, at industrial furnace 1MW | heat, district or industrial, other than natural gas | Cutoff, U",185.50235644977144,0.1398716027945532,0.13640835236087015,0.12956483471735478,0.06104778146404276,0.06184331767890335,0.09907449928000861,0.027825067143149564,1129.3677383203092,0.8799969254178264,0.14395046640189246,564.061,2.427437270821024,0.7192543164627923,7.007462747571018e-05,23.468177932111814,570.7844,579.7369,569.2563
Electricity; at user; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - California Independent System Operator - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, SUB, Surface",Electricity; at grid; consumption mix - Florida Municipal Power Pool - BA,"heat production, heavy fuel oil, at industrial furnace 1MW | heat, district or industrial, other than natural gas | Cutoff, U",195.59675034508382,0.11872574711764403,0.09397988660892061,0.10456780195402993,0.06436640126946148,0.06387499636102849,0.11948514590199973,0.03146559449023829,1060.4168840189725,0.8011799810490293,0.048434637152135404,622.2224,2.7673750494084524,0.7419406719045704,7.908589036199012e-05,25.782532518471523,629.066,638.3173,627.4634
Electricity; at user; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - California Independent System Operator - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, SUB, Surface",Electricity; at grid; consumption mix - Florida Municipal Power Pool - BA,"heat production, heavy fuel oil, at industrial furnace 1MW | heat, district or industrial, other than natural gas | Cutoff, U",193.72339147291973,0.1458581166463189,0.13903182381980841,0.11480975908119047,0.06108188154984535,0.06193190102375121,0.10324185998591916,0.02502949611347287,1060.1983805456266,0.7793860553217821,0.15733035769925136,582.1459,2.5285968385393773,0.7261934900167285,7.270319135985882e-05,24.15067793738636,588.9033,597.9389,587.3528
Electricity; at user; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - California Independent System Operator - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, SUB, Surface",Electricity; at grid; consumption mix - Florida Municipal Power Pool - BA,"heat production, heavy fuel oil, at industrial furnace 1MW | heat, district or industrial, other than natural gas | Cutoff, U",184.67150741100076,0.11331043456854806,0.14523736634530185,0.13352962136308025,0.05743781307310439,0.06845617749184388,0.09415949193998567,0.02560231879472042,1185.1495123494083,1.0024832981869918,0.11911692569167294,544.1318,2.3172362711774936,0.7113222763963016,6.691067384780661e-05,22.56678114837339,550.7895,559.5816,549.2832
