elec120V_cmu_plant,natgas_cmu_plant,electricity_120V,trans_truck,natgas_clinker,naturalgas,coal,elec_medV_forExClay,heat_forExClay,"CMU, light-weight, A1-A3 q_cement",Portland cement q_electricity,Portland limestone cement production q_electricity,market for Portland cement t_km,market for sand t_km,"market for gravel, crushed t_km",clinker production - North American q_coal,expanded clay production q_elec,expanded clay production kiln_temp,expanded clay production kiln_e_base,expanded clay production kiln_e_internals,gwp,ap,ep,odp,pocp,gwp_IPCC,gwp_EF2,gwp_CML
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - Uinta,"coal extraction and processing - Gulf Lignite, LIG, Surface",Electricity; at grid; consumption mix - Duke Energy Carolinas - BA,"heat production, heavy fuel oil, at industrial furnace 1MW | heat, district or industrial, other than natural gas | Cutoff, U",191.13682208513745,0.11924724799495809,0.1251688383301708,0.11231073630312222,0.05990936722378504,0.06694764179350746,0.10465474735121241,0.032044206073774825,1218.6511795622735,0.4112079888519004,0.08132821735964328,943.1058,4.911865942877478,0.9346165809522622,0.00015974453571613995,40.17167288041299,951.101,962.1145,949.1239
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - Uinta,"coal extraction and processing - Gulf Lignite, LIG, Surface",Electricity; at grid; consumption mix - Duke Energy Carolinas - BA,"heat production, heavy fuel oil, at industrial furnace 1MW | heat, district or industrial, other than natural gas | Cutoff, U",185.51371360353738,0.14262312155899945,0.15228434636513669,0.11401328266572144,0.06940905584301073,0.0713603499135381,0.0811117807082733,0.015947195475355856,1225.4855218398475,0.7275504907702647,0.11856276149248779,641.0494,2.9976458674331865,0.7739442268922604,9.155182486755718e-05,28.096636179364516,648.2226,657.9544,646.592
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - Uinta,"coal extraction and processing - Gulf Lignite, LIG, Surface",Electricity; at grid; consumption mix - Duke Energy Carolinas - BA,"heat production, heavy fuel oil, at industrial furnace 1MW | heat, district or industrial, other than natural gas | Cutoff, U",198.93294383949984,0.09935241426089564,0.19677032162046093,0.10704017637454569,0.054245128878383474,0.06371139906587305,0.0981046495066554,0.015599268985560587,1137.789398953069,0.7416338866494918,0.16088090354073964,612.1357,2.7938918988124852,0.7500228272599971,8.073263818449746e-05,26.949482507196883,619.1572,628.7322,617.5486
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - Uinta,"coal extraction and processing - Gulf Lignite, LIG, Surface",Electricity; at grid; consumption mix - Duke Energy Carolinas - BA,"heat production, heavy fuel oil, at industrial furnace 1MW | heat, district or industrial, other than natural gas | Cutoff, U",174.5119526982463,0.16129388885459017,0.15599772851137025,0.1082750110496863,0.06599308013282844,0.06629301690072457,0.10740416977909509,0.019137597332268125,1198.3691901531743,0.6335619546968695,0.14934749731377997,675.9755,3.253836095144542,0.7893480400975693,9.833763122657068e-05,29.822814161666944,683.2332,693.1976,681.5531
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - Uinta,"coal extraction and processing - Gulf Lignite, LIG, Surface",Electricity; at grid; consumption mix - Duke Energy Carolinas - BA,"heat production, heavy fuel oil, at industrial furnace 1MW | heat, district or industrial, other than natural gas | Cutoff, U",188.2422282004884,0.10602633460300546,0.16416072769125575,0.11734407155864009,0.06954800732391593,0.06755434741944788,0.07695765533283214,0.03482993104474516,1139.9357099816991,0.7743048890316856,0.1589071985362685,589.724,2.6336606890637935,0.7430988149237324,7.807866241079167e-05,25.981495766241046,596.7508,606.2812,595.1818
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - Uinta,"coal extraction and processing - Gulf Lignite, LIG, Surface",Electricity; at grid; consumption mix - Duke Energy Carolinas - BA,"heat production, heavy fuel oil, at industrial furnace 1MW | heat, district or industrial, other than natural gas | Cutoff, U",191.49468784834414,0.12706064929392125,0.15495673849550684,0.09217165165594567,0.07301816715897104,0.07791515258618244,0.1017105455178472,0.018233555137485136,1231.9079726259515,0.7671517183880582,0.06715809252609221,659.8436,3.107206864703963,0.777153503193332,9.24123340906398e-05,28.958891009777297,667.0254,676.8639,665.3621
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Strawn,"coal extraction and processing - Import, SUB, Surface",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",196.4101831198108,0.09039929716738918,0.08135374114591577,0.09664332474883748,0.07622851524173564,0.06735462798360012,0.10011158339448283,0.025875119768057935,1103.7739479032973,0.8343022428164483,0.08949341210633258,723.6701,4.031574720864628,1.6117801262210227,1.5819598732262278e-05,41.414690214151385,736.7194,751.9912,733.7285
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Strawn,"coal extraction and processing - Import, SUB, Surface",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",187.1218822713565,0.1226751240934477,0.1419258716617077,0.08863750472943782,0.06456750892499187,0.0625012703777497,0.10747284883472405,0.031223829333817645,1233.4821541301947,1.0271309632519867,0.07675853687127913,696.2221,3.807052873375945,1.529197085391142,1.528810701381532e-05,39.664052905600116,708.7543,723.5913,705.8952
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Strawn,"coal extraction and processing - Import, SUB, Surface",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",184.66975434934898,0.16170224309409972,0.1340859599777875,0.0942287871710375,0.06929110056486859,0.0716139665180109,0.10077491272104364,0.017307740883924932,1067.0811231468417,0.8273109416311689,0.09135923491436297,704.0927,3.920414289677505,1.5823527083396458,1.543776516401601e-05,40.54547824375361,716.9552,732.0443,714.0253
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Strawn,"coal extraction and processing - Import, SUB, Surface",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",176.3426067404057,0.13982280554595908,0.13630173953198457,0.10210868832377003,0.0647526575297193,0.06941439076770298,0.09622639763834057,0.020360001235169574,1113.7198209500373,0.7954057674063919,0.10626571906032184,719.583,4.087707114696007,1.6486962075587286,1.5698383693184275e-05,41.880784835872255,732.8794,748.3373,729.8505
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Strawn,"coal extraction and processing - Import, SUB, Surface",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",198.06181618177237,0.15124875638069024,0.09441579600737725,0.11653586430672463,0.0632224767242558,0.05845936280333005,0.10049812312105379,0.017983877059376062,1111.3374274311232,0.8261609262042823,0.02689676098477527,759.9357,4.302431695193806,1.7013639135519103,1.6282179886389168e-05,43.78700973043947,773.5858,789.4795,770.4481
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Strawn,"coal extraction and processing - Import, SUB, Surface",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",203.9349899164929,0.11936366177101508,0.09549625998975661,0.09769283087749336,0.056604634588851746,0.07591609304976345,0.1103922472061085,0.016205891375114752,1101.6992269178968,0.8194649835957253,0.06699456786306944,748.1236,4.207065027753645,1.6553724841370963,1.6069865724859864e-05,42.85571617494701,761.4488,777.0493,758.3739
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Strawn,"coal extraction and processing - Import, SUB, Surface",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",202.92179923029892,0.14970165264085505,0.11263076412827966,0.09507215272303489,0.0778575454717313,0.05735017088311375,0.12574432029715893,0.022459510153220532,1099.6816456183935,0.7567136116660977,0.011471349556802905,823.8603,4.751719115417531,1.8124828737962464,1.7142859932569197e-05,47.601216597560125,838.2547,855.0418,834.8963
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Strawn,"coal extraction and processing - Import, SUB, Surface",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",177.5624068001082,0.14223963472891527,0.1505632722040555,0.10399744752628935,0.06346107858630844,0.06639449824118422,0.09218147641978533,0.027295889932370598,1063.701417652332,0.8836484728892933,0.007008520314793635,706.4908,3.9463870106864825,1.6013613367999044,1.5532701708821623e-05,40.821552043149715,719.4964,734.6945,716.5434
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Strawn,"coal extraction and processing - Import, SUB, Surface",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",200.74901801936002,0.13703969497719232,0.1297651577063717,0.09408954297708587,0.062293356859231666,0.061891651611121444,0.09020754972187738,0.018872888231321057,1054.7622455044134,0.6918647011198141,0.09574410974605002,776.9368,4.44088846689182,1.7596898349178922,1.638978235192251e-05,44.89207032842074,790.9691,807.1821,787.748
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Strawn,"coal extraction and processing - Import, SUB, Surface",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",172.84284729186254,0.17271721252477906,0.14066209362745163,0.11144305018181544,0.058817055774538156,0.07317745569066965,0.09537717715491133,0.028229289372029488,1199.5002470698696,0.666712904874398,0.1537684577436976,813.3859,4.791303138095276,1.8808662960225198,1.713894294509087e-05,47.98701214299369,828.2519,845.3003,824.8348
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - Duke Energy Carolinas - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Fort Worth,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Interior, BIT, Surface","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",204.332305001926,0.12923367261584862,0.06478665304276522,0.09413396007404579,0.06376968268092154,0.07382833615695186,0.11218298810778314,0.03487995729948923,1064.9483058130472,0.7768474642081212,0.16191578354277725,714.4835,3.882623348716573,1.56475645092946,1.5784630782190847e-05,38.594494104373716,727.2552,742.5147,724.3585
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - Duke Energy Carolinas - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Fort Worth,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Interior, BIT, Surface","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",209.84820753466653,0.16240062889764936,0.1535278570559617,0.1028989336299312,0.05595189741124371,0.06550628287651943,0.11628396507177713,0.019866321972192662,1173.859416057087,0.8069839802821024,0.08870408214343065,771.3469,4.349314938277302,1.7157515228737332,1.6573345231612e-05,42.38395709483027,785.0582,801.147,781.9052
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - Duke Energy Carolinas - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Fort Worth,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Interior, BIT, Surface","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",172.05648860897898,0.06302102914986506,0.08607983864138768,0.07892951158074132,0.05750311668110747,0.06672495283835927,0.09556764795135789,0.03412928284017587,1230.6345276506543,0.7743052117743133,0.12710341901055672,746.8265,4.335100086413962,1.760658731995782,1.5990196724948178e-05,42.12008381783366,760.8494,777.0669,757.6807
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - Duke Energy Carolinas - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Fort Worth,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Interior, BIT, Surface","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",191.8505676244266,0.157463391181363,0.1696199632146759,0.10623375934009267,0.0637345711364223,0.05658989221066106,0.11156105351805905,0.016038450381950686,1072.5863664319102,0.647133273342722,0.15480280071112493,772.7513,4.4670664789022725,1.7765556260330013,1.6571531770561583e-05,43.248110406153856,786.8328,803.1347,783.6022
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - Duke Energy Carolinas - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Fort Worth,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Interior, BIT, Surface","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",198.6155692408133,0.12940910271631476,0.17074189395280626,0.1295308124683244,0.05945074296898033,0.07649270728301096,0.10426326944034046,0.015888883826618922,1063.7958968386429,0.7018636243758439,0.0031013348004829354,809.6549,4.73903112972824,1.872850701537872,1.7488490852757616e-05,45.57656698450135,824.3636,841.2359,820.971
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - Duke Energy Carolinas - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Fort Worth,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Interior, BIT, Surface","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",174.89419984816163,0.1312588700414348,0.165087495742159,0.11125646108508987,0.06320441649552838,0.0664606628831561,0.09568757381404326,0.02624846307643138,1109.8545152517074,0.7773410090960206,0.1795737878328896,680.4188,3.7915830578715948,1.578292120146799,1.533971943711777e-05,37.65081459162588,693.2188,708.207,690.343
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - Duke Energy Carolinas - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Fort Worth,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Interior, BIT, Surface","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",176.28899248204473,0.0892891219556887,0.12712114627849727,0.12147836771640583,0.06537412200798122,0.060828768898682,0.12047784589561927,0.022626360660057722,1105.2773539072862,0.7503166804609536,0.023134095882945252,775.9312,4.559507554621653,1.8079865535704198,1.676903846173156e-05,43.97504369311949,790.2295,806.7583,786.9492
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - Duke Energy Carolinas - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Fort Worth,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Interior, BIT, Surface","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",175.9250406504741,0.13064584082235073,0.11821357945034233,0.11279711725354627,0.06288041434403047,0.06412707024349905,0.09616155613320264,0.0204024669832256,1109.9823913538326,0.6659622522474808,0.0035022757585268637,834.894,5.037881656426605,1.9958428326763913,1.755782245901444e-05,47.998256526834524,850.4233,868.0195,846.8591
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - Duke Energy Carolinas - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Fort Worth,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Interior, BIT, Surface","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",194.3926735660148,0.11165056844414542,0.12956379560928857,0.09656076875199203,0.0540245359703714,0.0630782795185249,0.10586442390877297,0.02897891946793095,1182.9062732866687,0.7692551155423152,0.13425336892063913,754.3402,4.2842648325451185,1.7172231501415922,1.6209325059358737e-05,41.7921539966161,768.0776,784.1275,764.9496
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - Duke Energy Carolinas - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Fort Worth,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Interior, BIT, Surface","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","heat production, at hard coal industrial furnace 1-10MW | heat, district or industrial, other than natural gas | Cutoff, U",195.98167416742143,0.12437104373215899,0.18470800989177089,0.12732833132049048,0.0622367158814211,0.07467360579564715,0.10419867924135638,0.02579404237097853,1092.3400168346466,0.9220501251587183,0.09585687447293438,672.026,3.6212676547642006,1.497532169178452,1.5475429118024392e-05,36.3298519733729,684.3016,698.8913,681.5288
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - City of Tacoma, Department of Public Utilities, Light Division - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, WC, Surface",Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,"heat and power co-generation, hard coal | heat, district or industrial, other than natural gas | Cutoff, U",193.6395820996739,0.1458075156770614,0.09043911813300595,0.11016387068777339,0.06759724330333226,0.07383042193585966,0.07413682369394572,0.025556275146910314,1185.3946903885544,0.7421087050399137,0.17135187863680174,488.6701,2.0179124468013474,1.3818727888219269,1.2398228465250952e-05,23.398057401455972,497.2818,507.8888,495.6587
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - City of Tacoma, Department of Public Utilities, Light Division - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, WC, Surface",Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,"heat and power co-generation, hard coal | heat, district or industrial, other than natural gas | Cutoff, U",194.4487209960075,0.08743799263358489,0.0707906595953254,0.10609342490683753,0.05927044905871772,0.07306288453956507,0.08849304540084482,0.029777832674887282,1137.306856934134,0.8399992368604667,0.028921088509340786,496.1647,2.0666024103772727,1.3772053620597782,1.24579667168123e-05,23.823621183340386,504.78,515.496,503.1426
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - City of Tacoma, Department of Public Utilities, Light Division - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, WC, Surface",Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,"heat and power co-generation, hard coal | heat, district or industrial, other than natural gas | Cutoff, U",167.59896397680765,0.14910673193238527,0.14920341029709483,0.10757774139743366,0.07185894179160703,0.07225474995048185,0.09433608035632937,0.021292846694653412,1133.2026517653078,0.936958679221735,0.1923384197423995,426.3253,1.6958295478988574,1.167999009149227,1.1441840659456135e-05,20.290840979428555,434.197,443.9981,432.6841
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - City of Tacoma, Department of Public Utilities, Light Division - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, WC, Surface",Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,"heat and power co-generation, hard coal | heat, district or industrial, other than natural gas | Cutoff, U",235.75451824386892,0.16684475670478172,0.11742063555889802,0.107744900510677,0.06526368875956648,0.07004470199724723,0.09739689821779741,0.02591381633400599,1085.8479666851322,0.7092017989547165,0.15275669003152917,536.2918,2.1842344770198583,1.3728699031856748,1.301839465104513e-05,24.8354301125907,544.923,555.8362,543.2393
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - City of Tacoma, Department of Public Utilities, Light Division - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, WC, Surface",Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,"heat and power co-generation, hard coal | heat, district or industrial, other than natural gas | Cutoff, U",188.46043880414263,0.15298956099018018,0.12825050517272932,0.11461504567693566,0.06898679196452007,0.06237115442129375,0.10067596326317844,0.02526177975090809,1093.5794651033605,0.6441996653398727,0.11837289071536682,524.2841,2.2785870509551858,1.4878575458908947,1.2882887139545547e-05,25.709467014818284,533.2701,544.4485,531.5667
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - City of Tacoma, Department of Public Utilities, Light Division - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, WC, Surface",Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,"heat and power co-generation, hard coal | heat, district or industrial, other than natural gas | Cutoff, U",182.81612627756328,0.14453282433169298,0.13941280890424265,0.11214537204335591,0.061511036708826836,0.061491503717113614,0.08241497123585527,0.02447859697558985,1067.275810140334,0.7989201971863931,0.024182381757820236,480.5845,2.0065767281746396,1.3681472614050905,1.2167220704151078e-05,23.242751670290986,489.1442,499.7111,487.5294
