elec120V_cmu_plant,natgas_cmu_plant,electricity_120V,trans_truck,natgas_clinker,naturalgas,coal,elec_medV_forExClay,heat,"CMU, light-weight, A1-A3 q_cement",Portland cement q_electricity,Portland limestone cement production q_electricity,market for Portland cement t_km,market for sand t_km,"market for gravel, crushed t_km",clinker production - North American q_coal,"A5, construction d_vol",gwp,ap,ep,odp,pocp,gwp_IPCC,gwp_EF2,gwp_CML
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - Arkoma,"coal extraction and processing - Import, SUB, Surface","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","heat, from natural gas, in industrial boiler",155.53060926923308,0.17192597782410943,0.16988758938290882,0.11103410662895648,0.07697392386720686,0.06401189554215381,0.08418963290695405,0.0,302.9409,0.7652783038954056,0.5763577098115319,1.026237727586798e-05,12.110393768734246,309.2206,317.9325,308.0052
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - Arkoma,"coal extraction and processing - Import, SUB, Surface","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","heat, from natural gas, in industrial boiler",215.77260607338522,0.1378823809700293,0.13532442865108404,0.11511462859780588,0.06451879294908108,0.056840129245181906,0.09031611792706269,0.0,356.5443,0.916714843796918,0.5850351595032014,1.1049797968277747e-05,13.5336457181346,362.888,371.8358,361.606
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - Arkoma,"coal extraction and processing - Import, SUB, Surface","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","heat, from natural gas, in industrial boiler",188.25643209752582,0.10679495280958248,0.15394755610151314,0.10062913310619973,0.07323613251806782,0.06910046802669645,0.1069859301531001,0.0,336.5315,0.9044809003927659,0.5813870803663878,1.070484178983692e-05,13.18736297289025,342.8202,351.6814,341.5539
Electricity; at user; consumption mix - Salt River Project Agricultural Improvement and Power District - BA,natural gas extraction and processing - Strawn,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Surface","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","heat, from natural gas, in industrial boiler",191.7699891938099,0.16844521074605556,0.12045973951949662,0.10271686565566358,0.06502771715614059,0.05934159396607765,0.10113180664478466,0.0,351.5491,0.9297140947444098,0.5807267229899598,1.0684690339310843e-05,14.343751403680114,358.1679,368.0177,356.9062
Electricity; at user; consumption mix - Salt River Project Agricultural Improvement and Power District - BA,natural gas extraction and processing - Strawn,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Surface","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","heat, from natural gas, in industrial boiler",202.71925826588742,0.10310225208367062,0.18526235378792733,0.11827121138651944,0.06278823679698659,0.05738907680666525,0.11695639742097158,0.0,363.5075,1.0010732853821658,0.5826930604476425,1.0882502198359629e-05,14.754774394481627,370.2187,380.4767,368.9444
Electricity; at user; consumption mix - Salt River Project Agricultural Improvement and Power District - BA,natural gas extraction and processing - Strawn,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Surface","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","heat, from natural gas, in industrial boiler",179.98877873953,0.16603354090038303,0.1140931522957159,0.10438104152412592,0.06176139321579678,0.07202616382285729,0.08831402016791295,0.0,332.3432,0.8513326908117986,0.5785572485252332,1.049011358165904e-05,13.635514420935149,338.8471,348.2651,337.6049
Electricity; at user; consumption mix - Salt River Project Agricultural Improvement and Power District - BA,natural gas extraction and processing - Strawn,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Surface","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","heat, from natural gas, in industrial boiler",191.89041449102544,0.15090612102761988,0.16708001593393573,0.09781309170529304,0.07579123732422308,0.07190119721311386,0.09950152370650692,0.0,348.6569,0.9190148257190708,0.5809016162902606,1.074409460261323e-05,14.213520620760505,355.2586,365.0471,353.9988
Electricity; at user; consumption mix - Salt River Project Agricultural Improvement and Power District - BA,natural gas extraction and processing - Strawn,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Surface","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","heat, from natural gas, in industrial boiler",208.29481232331017,0.10313066289485673,0.1487617834048113,0.1250826417619506,0.06729109043889997,0.07323028759975876,0.10449596410141962,0.0,361.4443,0.9669381185591228,0.5836813417620805,1.1063387417142845e-05,14.539341897851237,368.1129,378.1598,366.8391
Electricity; at user; consumption mix - Salt River Project Agricultural Improvement and Power District - BA,natural gas extraction and processing - Strawn,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Surface","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","heat, from natural gas, in industrial boiler",189.42717949238468,0.11679481619849719,0.1750991543715223,0.10192568090435708,0.06612214692829921,0.06985314966178137,0.10768085415908642,0.0,346.3628,0.9314784085119658,0.5802617344717099,1.0633538293885814e-05,14.166703116840381,352.9735,362.8498,351.7171
Electricity; at user; consumption mix - Salt River Project Agricultural Improvement and Power District - BA,natural gas extraction and processing - Strawn,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Surface","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","heat, from natural gas, in industrial boiler",179.77256028879245,0.16894911176574368,0.09162857409603306,0.0909897128542102,0.07304315821127683,0.07273280034170224,0.11575680487360945,0.0,348.5854,0.952769411045872,0.5799939684265384,1.068711020769844e-05,14.480343685350869,355.2306,365.221,353.968
Electricity; at user; consumption mix - Salt River Project Agricultural Improvement and Power District - BA,natural gas extraction and processing - Strawn,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Surface","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","heat, from natural gas, in industrial boiler",193.46163925289338,0.11613645774531464,0.13228588080164386,0.1149886892178754,0.057385427129849995,0.06355400049228084,0.09267998423295809,0.0,340.7042,0.8825804707352123,0.5799644743619786,1.0563514593958972e-05,13.77832698101326,347.2486,356.845,346.0007
Electricity; at user; consumption mix - Salt River Project Agricultural Improvement and Power District - BA,natural gas extraction and processing - Strawn,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Surface","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","heat, from natural gas, in industrial boiler",195.75068134101593,0.1678577673352748,0.11169243963539534,0.12533505543910434,0.05809867362626016,0.07031031982894197,0.10406236351645479,0.0,358.2245,0.9552294490118101,0.5825009487154079,1.0992784458857387e-05,14.62064121271756,364.8831,374.8589,363.6101
Electricity; at user; consumption mix - Salt River Project Agricultural Improvement and Power District - BA,natural gas extraction and processing - Strawn,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Surface","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","heat, from natural gas, in industrial boiler",187.35864986299327,0.1308860029409694,0.18828073616181085,0.12797628028359131,0.05847108224030588,0.059785536630368605,0.0782122648999553,0.0,328.5064,0.8185450046185005,0.5787720491752022,1.0472228877150135e-05,13.287431417250211,334.9624,344.1954,333.7267
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - East Texas,"Electricity; at user; consumption mix - Duke Energy Florida, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Gulf,"coal extraction and processing - Northern Appalachia, BIT, Surface",Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,"heat, from natural gas, in industrial boiler",195.61884160951473,0.14588469465481996,0.1274650563679508,0.11722284108867917,0.05992502598118425,0.0677338476586345,0.08810703850676546,0.0,341.3575,0.8726341326751395,0.5802432502148194,1.0460248066978373e-05,13.605187792517953,347.5154,355.8749,346.2514
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - East Texas,"Electricity; at user; consumption mix - Duke Energy Florida, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Gulf,"coal extraction and processing - Northern Appalachia, BIT, Surface",Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,"heat, from natural gas, in industrial boiler",183.14515713730418,0.13773764467851624,0.15148500275306184,0.1190438360659187,0.06572535051184486,0.0654246043468668,0.11004612286854148,0.0,341.057,0.92476868581579,0.5796164343065014,1.0484456180608643e-05,13.935601199380136,347.2081,355.6331,345.931
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - East Texas,"Electricity; at user; consumption mix - Duke Energy Florida, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Gulf,"coal extraction and processing - Northern Appalachia, BIT, Surface",Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,"heat, from natural gas, in industrial boiler",211.38786940247635,0.13027734047752898,0.12349336518898027,0.11291600479385425,0.05814268449572406,0.06457133594850571,0.10198141886270758,0.0,361.8735,0.9633706046730042,0.5829436759753087,1.0707621534627023e-05,14.361050148033764,368.0577,376.5756,366.7623
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - East Texas,"Electricity; at user; consumption mix - Duke Energy Florida, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Gulf,"coal extraction and processing - Northern Appalachia, BIT, Surface",Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,"heat, from natural gas, in industrial boiler",177.07665156231,0.10497361294437346,0.15306414295002915,0.10767636704758166,0.06826994558458663,0.06449119560936933,0.07260396440024194,0.0,310.4467,0.7631483044445587,0.5758104635414393,9.995848935095463e-06,12.415525186263782,316.5334,324.6126,315.3088
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - East Texas,"Electricity; at user; consumption mix - Duke Energy Florida, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Gulf,"coal extraction and processing - Northern Appalachia, BIT, Surface",Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,"heat, from natural gas, in industrial boiler",214.7132690442632,0.10448166581609196,0.12403556951516827,0.11507626896693035,0.06611126566314308,0.060441243686372284,0.08244771573841869,0.0,348.3165,0.8787050118784934,0.5818405088733868,1.056602428936742e-05,13.558587121189028,354.4683,362.7927,353.1969
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - East Texas,"Electricity; at user; consumption mix - Duke Energy Florida, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Gulf,"coal extraction and processing - Northern Appalachia, BIT, Surface",Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,"heat, from natural gas, in industrial boiler",195.57325166037975,0.12026872419532209,0.13937554912652347,0.0956507243414402,0.07242934490645905,0.05553007062971889,0.08723196395583101,0.0,336.2297,0.8592829085543826,0.5789234607823759,1.0225463813468067e-05,13.342383588509138,342.363,350.6586,341.1063
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - East Texas,"Electricity; at user; consumption mix - Duke Energy Florida, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Gulf,"coal extraction and processing - Northern Appalachia, BIT, Surface",Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,"heat, from natural gas, in industrial boiler",179.50308353314668,0.12095176718020972,0.15318728996158,0.11134598841814757,0.06369154099983634,0.07447140374857919,0.0935145612954904,0.0,326.2942,0.8498790330842017,0.5778995801878896,1.0287099362927923e-05,13.226842857678598,332.4145,340.6755,331.1612
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - East Texas,"Electricity; at user; consumption mix - Duke Energy Florida, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Gulf,"coal extraction and processing - Northern Appalachia, BIT, Surface",Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,"heat, from natural gas, in industrial boiler",188.19544726297158,0.17072075152474084,0.16164639106801731,0.11756646246611671,0.06792002791640102,0.06665657052638069,0.09353591211074656,0.0,341.3282,0.8835743806675254,0.5799998368182898,1.0475661585326992e-05,13.765984347865762,347.4961,355.903,346.2307
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - East Texas,"Electricity; at user; consumption mix - Duke Energy Florida, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Gulf,"coal extraction and processing - Northern Appalachia, BIT, Surface",Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,"heat, from natural gas, in industrial boiler",215.62825775183137,0.12768883136821135,0.12206310434554023,0.09158826348154123,0.05373016522299625,0.07361227579304225,0.12268992215719637,0.0,378.3743,1.062985291754794,0.5843257713837549,1.0819467236746939e-05,15.16992845833709,384.5802,393.2789,383.2553
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - East Texas,"Electricity; at user; consumption mix - Duke Energy Florida, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Gulf,"coal extraction and processing - Northern Appalachia, BIT, Surface",Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,"heat, from natural gas, in industrial boiler",191.49661513965296,0.11256093703268666,0.13745341850324902,0.10235390482497206,0.06478682564510038,0.07634144136629344,0.0843499047308078,0.0,330.5334,0.8393798849657662,0.5788037365557378,1.0312914070420123e-05,13.157307899059244,336.6578,344.9006,335.4051
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Tallahassee, City of - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - San Juan,"coal extraction and processing - Northern Appalachia, BIT, Processing","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","heat, from natural gas, in industrial boiler",200.72143960634904,0.18711058410416662,0.12220809975610135,0.12368080099049847,0.0727695076160873,0.06112629457988294,0.12348066216465738,0.0,381.6641,1.0559233646507273,0.5890430068186834,1.1284300537561567e-05,15.834442906901515,388.4968,398.9949,387.1743
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Tallahassee, City of - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - San Juan,"coal extraction and processing - Northern Appalachia, BIT, Processing","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","heat, from natural gas, in industrial boiler",216.50793172500724,0.10342858080342386,0.13405762939536653,0.10772782498867169,0.0647579356608447,0.06937018917082055,0.12304295747431379,0.0,386.6662,1.0818059757637344,0.5897144686067732,1.13413909281958e-05,15.735205057316874,393.5057,404.0743,392.1775
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Tallahassee, City of - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - San Juan,"coal extraction and processing - Northern Appalachia, BIT, Processing","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","heat, from natural gas, in industrial boiler",180.63433467463463,0.15722891446990905,0.13569255785205447,0.11793318466435825,0.07001458822073652,0.07079061525320222,0.08713805978133482,0.0,335.6633,0.8555914141745431,0.5832783446215866,1.0681300154233028e-05,13.931295022506697,342.1892,351.5347,340.9155
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Tallahassee, City of - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - San Juan,"coal extraction and processing - Northern Appalachia, BIT, Processing","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","heat, from natural gas, in industrial boiler",192.06144389229414,0.12480558884396004,0.12006600244441709,0.1245072924838884,0.0548200220502283,0.07191974942291628,0.11359707944577348,0.0,359.0085,0.9788193508008477,0.5860309971555147,1.1016381582522527e-05,14.875153326823376,365.7002,375.7122,364.3989
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Tallahassee, City of - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - San Juan,"coal extraction and processing - Northern Appalachia, BIT, Processing","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","heat, from natural gas, in industrial boiler",187.6495754684733,0.16566944670874806,0.14664278543490797,0.10369796280706617,0.06863005906029566,0.05937413623694168,0.0917152360566035,0.0,344.8269,0.887810085094468,0.5835796244031606,1.0565842190872613e-05,14.256030344395521,351.4025,360.943,350.1239
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Tallahassee, City of - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - San Juan,"coal extraction and processing - Northern Appalachia, BIT, Processing","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","heat, from natural gas, in industrial boiler",194.88356794548008,0.1301145224759738,0.14514870963081872,0.10219743955616628,0.056633064641602705,0.06666571828814877,0.07950734866083126,0.0,339.5788,0.8485180416094926,0.5833241264741217,1.0513964725107799e-05,13.81565704189028,346.0895,355.3784,344.818
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Tallahassee, City of - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - San Juan,"coal extraction and processing - Northern Appalachia, BIT, Processing","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","heat, from natural gas, in industrial boiler",184.07618811688855,0.10448178351492238,0.1422095290042299,0.11501608002147264,0.0638083875541175,0.06530006665428731,0.096780364953103,0.0,338.3153,0.8887289964214738,0.5830832265626095,1.065806592384215e-05,14.001431788452031,344.8666,354.3596,343.5887
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Tallahassee, City of - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - San Juan,"coal extraction and processing - Northern Appalachia, BIT, Processing","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","heat, from natural gas, in industrial boiler",214.11455913281077,0.13562829803286994,0.09193237647875196,0.12130945276835432,0.06789422775965247,0.07322265523060383,0.11840594192926383,0.0,386.0023,1.0634461638210357,0.5904678322802497,1.1484806805546068e-05,15.738805011018645,392.8331,403.3231,391.5047
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Tallahassee, City of - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - San Juan,"coal extraction and processing - Northern Appalachia, BIT, Processing","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","heat, from natural gas, in industrial boiler",213.7029496092034,0.1191135256533656,0.16174781284095663,0.11623989427170694,0.06706840212522885,0.06927399273168874,0.09187804503776151,0.0,364.4764,0.9412983137016946,0.5879223589213136,1.1120499672256511e-05,14.63976771374373,371.1276,380.9168,369.8266
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Tallahassee, City of - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - San Juan,"coal extraction and processing - Northern Appalachia, BIT, Processing","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","heat, from natural gas, in industrial boiler",186.5039045118834,0.10568636602017525,0.11971697576473565,0.11819896695693315,0.06350650299103282,0.06529003993507558,0.09512765138006374,0.0,339.8013,0.8886527076115174,0.5835052806042427,1.0707227223565058e-05,14.018033582695749,346.3549,355.8467,345.0757
Electricity; at user; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - San Juan,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Anadarko,natural gas extraction and processing - South Oklahoma,"coal extraction and processing - Central Interior, BIT, Underground",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"heat, from natural gas, in industrial boiler",199.1079504665117,0.10403647360501136,0.10889938319073479,0.11282016412475597,0.059784987809578756,0.07230455506813836,0.09284253382576049,0.0,340.0249,0.8799337336156967,0.5811301327840838,1.0298363367954787e-05,14.257545281343702,346.8166,357.2466,345.5976
Electricity; at user; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - San Juan,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Anadarko,natural gas extraction and processing - South Oklahoma,"coal extraction and processing - Central Interior, BIT, Underground",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"heat, from natural gas, in industrial boiler",199.4973562423366,0.1476934636524519,0.1625206528558571,0.11325166750731713,0.059857781724157094,0.060656192305146996,0.10057354745836712,0.0,350.3855,0.9212442246634063,0.5818977775260316,1.0345189040746137e-05,14.748619237781423,357.2296,367.8598,356.0007
Electricity; at user; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - San Juan,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Anadarko,natural gas extraction and processing - South Oklahoma,"coal extraction and processing - Central Interior, BIT, Underground",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"heat, from natural gas, in industrial boiler",219.00909206544216,0.11656949166818686,0.13874017967561175,0.10374449477810933,0.0719196748210604,0.057573081844499455,0.1029017935442943,0.0,366.2128,0.9727967908993094,0.5843912002030861,1.0558448606762443e-05,15.146219568526236,373.102,383.9067,371.8551
