elec120V_readymix_plant,natgas_readymix_plant,electricity_120V,trans_truck,natgas_clinker,naturalgas,coal,"concrete, 17.2 MPa - national avg, A1-A3 total_cementitious","concrete, 17.2 MPa - national avg, A1-A3 pct_scm","concrete, 17.2 MPa - national avg, A1-A3 pct_scm_flyash","concrete, 17.2 MPa - national avg, A1-A3 q_electricity","concrete, 17.2 MPa - national avg, A1-A3 q_NG","concrete, 17.2 MPa - national avg, A1-A3 plc_boolean","concrete, 17.2 MPa - national avg, A1-A3 msw",Portland cement q_electricity,Portland limestone cement production q_electricity,market for Portland cement t_km,market for sand t_km,"market for gravel, crushed t_km",clinker production - North American q_coal,gwp,ap,ep,odp,pocp,gwp_IPCC,gwp_EF2,gwp_CML
Electricity; at user; consumption mix - Duke Energy Progress East - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Processing",263.9416678516635,0.3,0.0,3.8102093132301915,1.3555095562869832,0.0,0.0,0.1318016014608397,0.14745678719132166,0.11159251601849281,0.0581049385366077,0.06907488360024668,0.09295384348946971,243.8942,0.8021356712226104,0.13338371804258867,1.3347019207791839e-05,13.496528186117652,245.5941,248.683,244.7998
Electricity; at user; consumption mix - Duke Energy Progress East - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Processing",245.82375131648024,0.2,0.5,4.160006341988508,-0.7399348441636581,0.0,0.0,0.1715606965968198,0.08468079152769047,0.09474087613906723,0.07408668819206365,0.06607241759118107,0.09670544056376354,229.0122,0.5872438809917997,0.11301848074563177,1.1574511458699775e-05,5.306475749636276,230.3034,233.3194,229.853
Electricity; at user; consumption mix - Duke Energy Progress East - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Processing",259.26582007194736,0.5,0.0,3.218988089894412,1.0056973330641896,0.0,0.0,0.10494120501929982,0.10327858344739592,0.12443030600336569,0.06113835664032078,0.06549974601955218,0.10378600449202632,199.0208,0.6808777466619103,0.1317330956160937,1.4685989540067978e-05,11.460817364051696,200.5068,202.9882,199.767
Electricity; at user; consumption mix - Duke Energy Progress East - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Processing",260.24923210854104,0.2,0.0,4.684633842868931,1.2023293269190576,0.0,0.0,0.17875096053748818,0.17639966757147146,0.09511327815172543,0.06678155870413753,0.07329439786271574,0.122815756924457,288.0607,0.9752176641822894,0.13580764048450328,1.3317277889909922e-05,14.677795528576842,290.0283,294.2197,289.2157
Electricity; at user; consumption mix - Duke Energy Progress East - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Processing",254.87005530926277,0.2,1.0,4.532220090263013,0.6422790536438752,0.0,0.0,0.12120782611803223,0.12859658220181144,0.09502432817000867,0.05852866534538514,0.06837310086674338,0.10339627590939539,244.4302,0.7553838921634755,0.11637265196800664,1.017209018778001e-05,10.364688152485432,245.9967,249.3562,245.368
Electricity; at user; consumption mix - Duke Energy Progress East - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Processing",270.20827003314076,0.1,1.0,4.150070989084763,0.670910403215797,0.0,0.0,0.11822175681689669,0.12530621087342259,0.11602813611711599,0.07622034239126683,0.06429517745766483,0.10851719956942472,289.3418,0.893641310764568,0.12675999281171205,1.1596953706474768e-05,11.828907313817101,291.1384,295.2086,290.4475
Electricity; at user; consumption mix - Duke Energy Progress East - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Processing",263.0679106107501,0.4,0.5,4.299617562346058,0.5833115531893822,1.0,0.0,0.18751209723387657,0.12634630986338627,0.11132082288625758,0.06753769497739573,0.06611588244943348,0.10222419320628384,196.5758,0.6289871271374461,0.11764224448639454,1.1822721709314823e-05,9.446893249551731,197.9529,200.5118,197.3294
Electricity; at user; consumption mix - Duke Energy Progress East - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Processing",266.6020759794501,0.4,1.0,4.165905437677443,-0.09642753818528138,0.0,0.0,0.10318118254636995,0.10703995960866769,0.11099702354684611,0.06697355747596713,0.06541324579779342,0.10184046854481521,191.8537,0.54730710629684,0.10545835007080524,9.80450319208463e-06,6.1435178095939085,193.0571,195.6162,192.5818
Electricity; at user; consumption mix - Duke Energy Progress East - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Processing",253.75263756289328,0.4,0.0,4.204027252343166,1.4254208549603398,1.0,0.0,0.17190806179567897,0.14958535150969673,0.11880277656832497,0.06492494634011745,0.06373295823152073,0.08168374809936914,202.4887,0.689622832067115,0.13023712177600175,1.3516081630531205e-05,12.91882895630928,204.0206,206.4077,203.2374
Electricity; at user; consumption mix - South Carolina Public Service Authority - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - California Independent System Operator - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Strawn,natural gas extraction and processing - San Juan,"coal extraction and processing - Central Interior, BIT, Processing",259.9733351638065,0.3,0.5,4.602200126229072,0.7730348264175866,1.0,0.0,0.18416274661493565,0.14792275183090572,0.10942991598205326,0.077751852265254,0.06524957948482117,0.08954468078111097,200.2088,0.6267920423415348,0.11176247108789596,1.0384351903788635e-05,10.07253866259816,201.2731,202.8504,200.6358
Electricity; at user; consumption mix - South Carolina Public Service Authority - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - California Independent System Operator - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Strawn,natural gas extraction and processing - San Juan,"coal extraction and processing - Central Interior, BIT, Processing",268.0225968972613,0.5,1.0,3.72319198727852,0.678605107181023,0.0,0.0,0.16623147422443108,0.14148516393186156,0.09882516552903571,0.05726587091489155,0.06673079273000786,0.10156025602242882,166.4258,0.5436284827491867,0.09627175891146911,7.604937860100861e-06,8.420117716142139,167.3416,168.7113,166.7953
Electricity; at user; consumption mix - South Carolina Public Service Authority - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - California Independent System Operator - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Strawn,natural gas extraction and processing - San Juan,"coal extraction and processing - Central Interior, BIT, Processing",258.4474434542849,0.4,1.0,3.5521777866609807,-0.21299331901080298,0.0,0.0,0.15381581292940363,0.076779832387699,0.11081202934235651,0.05819602531361011,0.07011774577732725,0.0994984457583984,173.7113,0.48603943443282693,0.09381584221378646,8.030708504875514e-06,5.373979256394101,174.4706,175.7987,174.0379
Electricity; at user; consumption mix - South Carolina Public Service Authority - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - California Independent System Operator - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Strawn,natural gas extraction and processing - San Juan,"coal extraction and processing - Central Interior, BIT, Processing",265.18134585933393,0.1,0.0,3.5767089765793694,0.6528617049666195,0.0,0.0,0.12169325818275283,0.112432849732024,0.11360870127129785,0.04350652664665998,0.06668053012792903,0.08369005195150409,247.3353,0.7165782631870758,0.11316790693998048,9.501732186629985e-06,10.348576824278087,248.412,250.2067,247.7721
Electricity; at user; consumption mix - South Carolina Public Service Authority - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - California Independent System Operator - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Strawn,natural gas extraction and processing - San Juan,"coal extraction and processing - Central Interior, BIT, Processing",246.17252477018778,0.0,0.5,3.7846350987972137,0.6803118838972404,0.0,0.0,0.10483873236251154,0.14909318684956452,0.11575477578242815,0.07132655407745278,0.07451930621929324,0.09482319308639488,261.5877,0.7848863365466656,0.1154224576913673,9.871729097165426e-06,10.797104360665998,262.6857,264.6051,262.0203
Electricity; at user; consumption mix - South Carolina Public Service Authority - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - California Independent System Operator - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Strawn,natural gas extraction and processing - San Juan,"coal extraction and processing - Central Interior, BIT, Processing",237.26109967187162,0.2,0.0,4.235595320220668,1.9735068538655587,0.0,0.0,0.11451500728818606,0.1205003377646108,0.11104516836790423,0.06518724053289945,0.06218145849538695,0.07930272039257967,225.899,0.7694427461849098,0.12138691560118031,1.036550427100988e-05,14.667099068772185,227.2144,228.9583,226.3905
Electricity; at user; consumption mix - South Carolina Public Service Authority - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - California Independent System Operator - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Strawn,natural gas extraction and processing - San Juan,"coal extraction and processing - Central Interior, BIT, Processing",246.3646593881983,0.4,0.0,4.068946371620611,0.19658732547834956,0.0,0.0,0.14131851635798298,0.13585413327060983,0.11983339285975975,0.06415860223626212,0.06430315402717934,0.08541467756635308,182.75,0.5332772399849608,0.11321169860037786,1.2020514070340199e-05,7.726100685255028,183.6961,185.0453,183.1248
Electricity; at user; consumption mix - South Carolina Public Service Authority - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - California Independent System Operator - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Strawn,natural gas extraction and processing - San Juan,"coal extraction and processing - Central Interior, BIT, Processing",264.1383178620797,0.0,0.5,3.4510807323508614,1.0050469427787918,0.0,0.0,0.1275900859927112,0.18948071603811345,0.10108388510998173,0.06504892754454232,0.05880434254392849,0.1050677008364313,287.4001,0.9142952558275528,0.11746387129302648,9.272472199893113e-06,13.008346085008627,288.6118,290.8441,287.8796
Electricity; at user; consumption mix - South Carolina Public Service Authority - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - California Independent System Operator - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Strawn,natural gas extraction and processing - San Juan,"coal extraction and processing - Central Interior, BIT, Processing",250.63352976581754,0.0,0.5,4.107604702210361,1.2122052137746493,0.0,0.0,0.16301709293875205,0.11732371690667362,0.13169787854841736,0.07472075630777063,0.06600885906006507,0.07474248690114335,262.3094,0.7650521971785256,0.11890777925604405,9.716444626703451e-06,12.615659281938788,263.5554,265.5453,262.8331
Electricity; at user; consumption mix - South Carolina Public Service Authority - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - California Independent System Operator - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Strawn,natural gas extraction and processing - San Juan,"coal extraction and processing - Central Interior, BIT, Processing",255.2409120158538,0.0,0.0,4.430855452171556,1.0549604355332258,0.0,0.0,0.09463645196558813,0.17724448818971078,0.11680975577573245,0.0698978841104951,0.0682491666080498,0.07941151309670277,260.5158,0.7643440901611483,0.11689114475679428,9.56420128725229e-06,11.710615658407105,261.6723,263.5159,260.9703
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Import, BIT, Surface",254.8259665711239,0.1,1.0,3.6794893998798144,1.92753588249965,0.0,0.0,0.11251952552686087,0.11982572018207063,0.12186853858359015,0.07099644108502065,0.061630127110179386,0.09818775895400668,265.0278,0.9342012142371399,0.12176933384616684,9.521147811502639e-06,15.978651666570528,266.2596,267.9084,265.3848
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Import, BIT, Surface",247.26524955721095,0.0,1.0,3.603100995534893,0.3900690515651857,0.0,0.0,0.15042672294123374,0.19360346787405175,0.10813371459490818,0.06895880716893454,0.06772335230604712,0.07983776916363589,254.0248,0.7180164431179961,0.11284280133389255,9.581300437037706e-06,9.771494451521438,254.9865,256.4756,254.3556
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Import, BIT, Surface",258.45274916402076,0.3,0.5,4.305227235073395,1.1995927949792724,0.0,0.0,0.15202628900855497,0.11802940666228993,0.12881956613560247,0.06772878535369828,0.07167722033127354,0.10937915211579233,231.1747,0.8118519130154949,0.11913829337889847,1.0897537290556184e-05,13.08591703625017,232.2822,233.7931,231.5106
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Import, BIT, Surface",255.22988305681687,0.0,1.0,3.754224345970125,0.5449914090408162,0.0,0.0,0.1368829744514083,0.09749216241129624,0.09548672758319504,0.06374919508742308,0.055076125468876455,0.1131783730709702,282.7323,0.9082820936782576,0.11378077534283236,9.227751359427917e-06,11.61287183526623,283.6963,285.3634,282.9974
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Import, BIT, Surface",236.03717938157197,0.2,0.5,3.9934660264931483,0.7743585004186798,0.0,0.0,0.15153645805619112,0.15962110807647562,0.11526740022022236,0.07429370233034167,0.05964871420398462,0.09923451102466849,223.4875,0.7298968407002987,0.11239017419134496,9.914934389515131e-06,10.973049898885797,224.4814,225.8891,223.8016
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Import, BIT, Surface",265.43664982713386,0.1,1.0,3.526098772943188,0.40268335534785143,0.0,0.0,0.12303752429469553,0.16324607043943862,0.0919975170662134,0.06870210790794447,0.059205241831072494,0.07598321440204865,238.5151,0.6686335742922966,0.10889328358082787,8.88300980273049e-06,9.20702589820221,239.4233,240.7582,238.8179
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Import, BIT, Surface",252.06860479298638,0.0,1.0,4.150151276996175,1.2833579106662145,0.0,0.0,0.1368197534347941,0.11850079152348361,0.10748891684531772,0.06029762839763279,0.06196235245403453,0.067720111716277,256.3093,0.7591581937081513,0.11645894447283989,9.013127582569646e-06,12.675994274295238,257.4445,258.9925,256.7051
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Import, BIT, Surface",269.77361502065304,0.2,0.5,3.70425614151086,1.241681260156721,0.0,0.0,0.16157973314599644,0.157260026495163,0.10700494332083775,0.0659905969960647,0.07085407560590617,0.10093313861563266,257.081,0.8636450467155045,0.12094304520035389,1.0584801962052248e-05,13.640020479057355,258.23,259.8859,257.4409
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Import, BIT, Surface",249.92056852314937,0.3,1.0,3.904877794731086,1.182076589312708,0.0,0.0,0.12054386648704983,0.12607804728261568,0.08787290836493529,0.06773510700101351,0.06857462808835142,0.1093447084364972,213.6023,0.7570661844651861,0.10880312606256917,8.733260127080325e-06,12.094834039041094,214.6083,215.9583,213.8948
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Import, BIT, Surface",255.78233733518317,0.0,0.0,4.51672770846684,1.581304906202123,0.0,0.0,0.14024587893180415,0.09011870001501719,0.12066009275174706,0.07209307300589693,0.07090816833920728,0.07325749197206285,271.5867,0.8437195542659305,0.1235282917687181,1.0045892197991778e-05,14.465506030645072,272.8249,274.5069,272.0059
Electricity; at user; consumption mix - Public Service Company of Colorado - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - South Carolina Public Service Authority - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - East Texas,natural gas extraction and processing - Green River,"coal extraction and processing - Southern Appalachia, BIT, Underground",243.8420140741299,0.2,1.0,3.498597308168793,1.2469746214301833,0.0,0.0,0.13445271720448065,0.10425351691201665,0.12365613678652021,0.06312232240158765,0.061742085468346135,0.09597026273851982,245.8286,0.7724832436567062,0.11157854522874544,9.020248714390497e-06,12.696072374530882,247.8982,252.6403,247.2489
Electricity; at user; consumption mix - Public Service Company of Colorado - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - South Carolina Public Service Authority - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - East Texas,natural gas extraction and processing - Green River,"coal extraction and processing - Southern Appalachia, BIT, Underground",269.9498607145016,0.1,0.5,4.182542788444513,0.31086622479906656,0.0,0.0,0.13714460993241837,0.13020962280598267,0.11258703137935089,0.07101541326719144,0.07318279094762697,0.0992175498049706,290.8645,0.8145363577625622,0.11774011469619226,1.0936730955158968e-05,10.723843563586312,293.1292,298.9446,292.5622
Electricity; at user; consumption mix - Public Service Company of Colorado - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - South Carolina Public Service Authority - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - East Texas,natural gas extraction and processing - Green River,"coal extraction and processing - Southern Appalachia, BIT, Underground",264.7895242434958,0.5,0.0,4.065257827577631,1.4172853842071538,0.0,0.0,0.13308474022848127,0.1650879981818042,0.10829213449124406,0.05929707835096903,0.055802645148919215,0.08961512889794489,203.4824,0.6984249097496099,0.12550254582259446,1.3110163936414538e-05,13.319049380348988,205.2907,208.663,204.5399
Electricity; at user; consumption mix - Public Service Company of Colorado - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - South Carolina Public Service Authority - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - East Texas,natural gas extraction and processing - Green River,"coal extraction and processing - Southern Appalachia, BIT, Underground",273.56140980980024,0.2,0.0,3.7867364005717032,0.9720075170540734,0.0,0.0,0.1408640490306816,0.15143283913035838,0.09484499723378309,0.0766720666603333,0.06215217652551922,0.12530048813352748,300.6111,0.9689284998555644,0.12645878193475704,1.2197263137175361e-05,14.141743354082934,303.2083,309.7744,302.5139
Electricity; at user; consumption mix - Public Service Company of Colorado - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - South Carolina Public Service Authority - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - East Texas,natural gas extraction and processing - Green River,"coal extraction and processing - Southern Appalachia, BIT, Underground",255.0490832380722,0.2,1.0,3.496929196265014,1.9788033837760626,0.0,0.0,0.11900694950357932,0.11360211088669178,0.10595638657084784,0.0718464773800105,0.06796952281102246,0.08495476171492419,254.7271,0.8354357084988406,0.1190094857241104,9.45885743761523e-06,15.479748183235216,256.8922,261.4734,256.1213
Electricity; at user; consumption mix - Public Service Company of Colorado - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - South Carolina Public Service Authority - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - East Texas,natural gas extraction and processing - Green River,"coal extraction and processing - Southern Appalachia, BIT, Underground",260.5973397530192,0.0,0.5,4.457243439064027,1.649103779701107,0.0,0.0,0.0809778111283231,0.12226275218657784,0.11139515288427727,0.06419609925198644,0.06366200419303607,0.08723203057548604,296.256,0.915597111156532,0.12272981327614559,9.723825645859971e-06,15.199325418388058,298.6578,304.2448,297.9153
Electricity; at user; consumption mix - Public Service Company of Colorado - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - South Carolina Public Service Authority - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - East Texas,natural gas extraction and processing - Green River,"coal extraction and processing - Southern Appalachia, BIT, Underground",256.5365999241813,0.4,1.0,4.350535963417398,1.3451800331719124,0.0,0.0,0.1356741337738493,0.0820235621259621,0.1006025244428192,0.062116848927674155,0.0678695486843262,0.13355165443442105,227.2145,0.8052710257419207,0.10822338336465723,8.725032861355188e-06,13.10534690539698,229.3514,234.3796,228.7006
Electricity; at user; consumption mix - Public Service Company of Colorado - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - South Carolina Public Service Authority - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - East Texas,natural gas extraction and processing - Green River,"coal extraction and processing - Southern Appalachia, BIT, Underground",256.9920167066658,0.4,1.0,4.134160821865054,-0.6107436542871559,0.0,0.0,0.12550825659110842,0.1476826162643639,0.10483214446810356,0.06426842693039163,0.06736384225170607,0.11682722380508338,193.1481,0.5245975437806893,0.09379876074036553,8.540934930071385e-06,4.925849117846629,194.7156,198.8811,194.3696
Electricity; at user; consumption mix - Public Service Company of Colorado - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - South Carolina Public Service Authority - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - East Texas,natural gas extraction and processing - Green River,"coal extraction and processing - Southern Appalachia, BIT, Underground",255.20230343189297,0.2,0.5,3.4450998067575243,0.32637815094345124,0.0,0.0,0.19536727022672207,0.1297362136035143,0.11689034327486075,0.07315434382897061,0.06182282436241322,0.0770399485214113,246.8213,0.6423928618476114,0.11202417851979288,1.0495990214495996e-05,9.350640753304562,248.6437,252.8625,248.0983
Electricity; at user; consumption mix - Public Service Company of Colorado - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - South Carolina Public Service Authority - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - East Texas,natural gas extraction and processing - Green River,"coal extraction and processing - Southern Appalachia, BIT, Underground",234.75673513704783,0.2,1.0,4.0017745420420345,0.8681204019867369,0.0,0.0,0.16095672554073723,0.13765536921911878,0.10281769124000502,0.06590182975822333,0.061592774586042884,0.09804751224988621,239.8165,0.7241700049392127,0.1079766531156183,8.921694327714216e-06,11.19495597838081,241.7999,246.4686,241.2109
