elec120V_readymix_plant,natgas_readymix_plant,electricity_120V,trans_truck,natgas_clinker,naturalgas,coal,"concrete, 27.6 Mpa - national avg, A1-A3 total_cementitious","concrete, 27.6 Mpa - national avg, A1-A3 q_electricity","concrete, 27.6 Mpa - national avg, A1-A3 q_NG","concrete, 27.6 Mpa - national avg, A1-A3 percent_SCM_replacement","concrete, 27.6 Mpa - national avg, A1-A3 plc_boolean","concrete, 27.6 Mpa - national avg, A1-A3 msw",Portland cement q_electricity,Portland limestone cement production q_electricity,market for Portland cement t_km,market for sand t_km,"market for gravel, crushed t_km",clinker production - North American q_coal,"A5, construction d_vol",gwp,ap,ep,odp,pocp,gwp_IPCC,gwp_EF2,gwp_CML
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - Los Angeles Department of Water and Power - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - East Texas,natural gas extraction and processing - Gulf,"coal extraction and processing - Central Appalachia, BIT, Underground",302.05843944374516,4.545934386444741,1.8989527439508231,0.5,1.0,0.0,0.14674295465336973,0.12122318590332445,0.10586746116622167,0.07072751092928449,0.06644729196117308,0.09736827750358051,0.0,193.1134,0.7338436893266793,0.11776397126624683,1.5273845429203994e-05,14.453375885611214,194.9543,196.7905,193.6653
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - Los Angeles Department of Water and Power - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - East Texas,natural gas extraction and processing - Gulf,"coal extraction and processing - Central Appalachia, BIT, Underground",322.2523922661206,3.840094986408115,0.821111534775822,0.5,0.0,0.0,0.1639920514331876,0.16245356257465104,0.12528844241326348,0.07004531206988478,0.0667396334748382,0.09198458266357475,0.0,202.514,0.6543603095730222,0.11442023164175932,1.56225828220311e-05,10.79233445182012,204.1802,206.0796,203.0495
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - Los Angeles Department of Water and Power - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - East Texas,natural gas extraction and processing - Gulf,"coal extraction and processing - Central Appalachia, BIT, Underground",318.09376598151886,4.278550015457749,1.3302082605746615,0.2,0.0,0.0,0.13800790139476654,0.14611420813344547,0.1296678515314737,0.07239830340430899,0.07413789910207552,0.08976220898497687,0.0,289.0055,0.9110587845429996,0.1315719642683048,1.6572305408829147e-05,14.80349461245391,291.3067,293.9376,289.7582
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Bonneville Power Administration - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, WC, Surface",333.49090332142225,4.15227464138034,0.6829538944925048,0.4,0.0,0.0,0.17052136598537063,0.1647209905781441,0.11585814732188891,0.06734197806024518,0.06844664163821106,0.08789872747553851,0.0,222.3346,0.7069273664041977,0.1269772484478053,1.708914595795052e-05,10.794148522130769,223.4358,224.7742,222.5341
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Bonneville Power Administration - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, WC, Surface",338.1039164414465,3.797170114776396,1.1891104733037445,0.2,0.0,0.0,0.09774013526302913,0.1842204586386263,0.11787166294940632,0.06675430398805508,0.06128344852161911,0.08353089746459441,0.0,277.6478,0.8759615051938225,0.1375395269367134,1.716631248785415e-05,13.70625216809784,278.9786,280.5442,277.8826
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Bonneville Power Administration - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, WC, Surface",341.0105865743293,4.293857348261245,-0.408193478287885,0.2,0.0,0.0,0.1364909076928646,0.15440328239957127,0.13840017054330916,0.07425835839923887,0.06630077187306796,0.07524212362439286,0.0,258.0634,0.6644404008123145,0.1302386417239922,1.7861138629638975e-05,7.40762379575158,258.9474,260.3319,258.2074
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Bonneville Power Administration - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, WC, Surface",308.35760476815864,4.667771257539307,1.019959627410325,0.3,0.0,0.0,0.10926775049996068,0.1608998273500465,0.11923524953555734,0.06500826691192173,0.06778678995687806,0.10487801247940141,0.0,247.6708,0.8456806203197993,0.1309428441244832,1.7040945773983834e-05,12.874586062157677,248.9288,250.4418,247.8838
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Bonneville Power Administration - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, WC, Surface",351.33875904587603,4.229966509315458,0.02519371166225115,0.3,0.0,0.0,0.17549138743318737,0.10280968388383435,0.11554132470677637,0.06286045649165627,0.06665966514160272,0.09713317222561343,0.0,257.5683,0.769261117768923,0.12838276627402548,1.7312696672774465e-05,9.428254002513206,258.5998,260.0915,257.7312
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Bonneville Power Administration - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, WC, Surface",307.3121244859399,4.244940021839432,1.2377445861705734,0.2,1.0,0.0,0.10769911674765745,0.11570447124517057,0.0941379883647904,0.052446762599932625,0.06747443082774221,0.10035115566514871,0.0,249.1338,0.8540258100068022,0.12827349876086688,1.6134963354012822e-05,13.465799660258915,250.4325,251.9331,249.3612
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Bonneville Power Administration - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, WC, Surface",347.44732115182336,3.944802768482897,0.07950494997896285,0.2,1.0,0.0,0.1592879039742362,0.14866725800863856,0.12054827103669917,0.06128328303396611,0.06591478583038222,0.09280728686695894,0.0,256.7395,0.7579717620840244,0.12618434792184768,1.6773646784074595e-05,9.419026455428948,257.7636,259.2247,256.9041
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Bonneville Power Administration - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, WC, Surface",313.608863371609,4.9244308391978215,0.6675242719943986,0.3,0.0,0.0,0.1305221536943857,0.12747287535077828,0.12651105080275107,0.07649591013803655,0.05522558568480075,0.08108839748590715,0.0,231.2447,0.7084212502385796,0.12743881240727029,1.6825162132318322e-05,10.720355271055846,232.3442,233.6897,231.4456
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Bonneville Power Administration - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, WC, Surface",334.41339083028464,3.101421330077832,1.9394194596203231,0.1,0.0,0.0,0.15113400110375078,0.11070237424153731,0.11758630707576356,0.06150039657554078,0.06635958758256452,0.0902949974279364,0.0,318.4896,1.0677608135584595,0.14772435443964732,1.751961452314782e-05,17.650551248228254,320.1335,321.9507,318.7815
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Bonneville Power Administration - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Rocky Mountain, WC, Surface",342.72674207608367,3.719678630806691,1.2415231766556847,0.1,0.0,0.0,0.1445028794473872,0.15466220112347467,0.12299828247788017,0.060538093219599146,0.07226575908676133,0.07781394584641751,0.0,305.9438,0.9295238199737803,0.14447174551244293,1.774479401577331e-05,14.516037163220856,307.3598,309.0329,306.1988
Electricity; at user; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Associated Electric Cooperative, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - West/Northwest, WC, Surface",341.29228371435835,4.328007231482075,2.125535224893834,0.4,0.0,0.0,0.11880207816921544,0.1275242900041189,0.09027879704794947,0.06960784319552006,0.06620139151749492,0.08475931200988496,0.0,254.4587,0.8935543007009197,0.136440976631791,1.726938521180991e-05,16.23887625320161,255.9088,257.344,254.7279
Electricity; at user; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Associated Electric Cooperative, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - West/Northwest, WC, Surface",297.11628272665087,3.9907032435145675,0.6549769975946828,0.5,0.0,0.0,0.10433200217931055,0.10487416566165694,0.09926100610759961,0.0657441162378825,0.0654909545380762,0.09967680256122562,0.0,191.0003,0.6290855794926005,0.1167416657853511,1.6382062904677855e-05,9.299429465857676,191.9258,193.0508,191.1538
Electricity; at user; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Associated Electric Cooperative, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - West/Northwest, WC, Surface",347.8247685973658,4.453164155463154,0.5276886910135522,0.4,0.0,0.0,0.13855916600724827,0.12725260880179776,0.10898233969114873,0.06114952155849922,0.06177693397158725,0.09522532277421432,0.0,246.608,0.7696314859299095,0.12530320998574226,1.7040934932101884e-05,10.551018269379414,247.6388,248.9756,246.7705
Electricity; at user; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Associated Electric Cooperative, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - West/Northwest, WC, Surface",322.0238626772182,4.696086188942838,-0.23857046423159367,0.4,0.0,0.0,0.11363034690510708,0.12623376383549448,0.12740091708042692,0.0677301554507713,0.06332442625154716,0.09435911226913309,0.0,220.2894,0.6269719386404295,0.1185365661347587,1.7091411789492936e-05,6.883362184691106,221.0523,222.24,220.3944
Electricity; at user; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Associated Electric Cooperative, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - West/Northwest, WC, Surface",333.65866300022884,4.035142319889098,1.2818909833069223,0.3,0.0,0.0,0.18774057076634054,0.14305117596212222,0.10999513237063961,0.06637728287621522,0.06075792886602298,0.09916069560712061,0.0,290.3317,0.9706732779739445,0.13607658822202046,1.7583310088918282e-05,14.856218846059775,291.6919,293.2733,290.563
Electricity; at user; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Associated Electric Cooperative, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - West/Northwest, WC, Surface",328.33607707726236,3.986575274992143,1.9033329278199744,0.5,0.0,0.0,0.13871926673135263,0.17798607492506754,0.09927224768827077,0.06357736525752283,0.06684011862747892,0.10173461871720757,0.0,226.6736,0.8396827967554128,0.12952537365483702,1.6915888337608077e-05,15.02416163413257,228.0214,229.3731,226.9177
Electricity; at user; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Associated Electric Cooperative, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - West/Northwest, WC, Surface",290.5883625407565,3.808081178610882,0.9391990650475995,0.5,0.0,0.0,0.14507557403825017,0.1429674124123387,0.12968019085543275,0.05521280476746225,0.07326531105498654,0.1081206369458033,0.0,200.2798,0.6962895452398574,0.11982639191988405,1.6629794674091996e-05,10.844481917295123,201.3228,202.5264,200.4583
Electricity; at user; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Associated Electric Cooperative, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - West/Northwest, WC, Surface",360.6731281901264,4.163646544685082,0.009771095975227406,0.1,0.0,0.0,0.15543692979675955,0.1376869483843601,0.11168583432477608,0.06308503552602884,0.06991584299233372,0.09229627999573023,0.0,349.2557,1.0030118665704189,0.1412953503402995,1.86188841311021e-05,11.62248236388194,350.3872,352.094,349.4045
Electricity; at user; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Associated Electric Cooperative, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - West/Northwest, WC, Surface",320.7438702717407,3.7305779737351066,0.15018762095473237,0.2,0.0,0.0,0.1579856168229253,0.16447830129919266,0.08581160109107788,0.05931858284019027,0.06905000196060361,0.10339312920549874,0.0,294.2469,0.8986736711381231,0.12951764414359382,1.7330439187198377e-05,10.76242793620538,295.2878,296.8051,294.3821
Electricity; at user; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Associated Electric Cooperative, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - West/Northwest, WC, Surface",311.9677464342907,3.7542660423534837,-0.31030165374471863,0.5,0.0,0.0,0.06547267403655146,0.17455481863822825,0.105190639430589,0.06471752984205222,0.06767113565675417,0.11091650213343117,0.0,187.054,0.5566863136630329,0.11177598714487691,1.658014749768364e-05,5.703876517267829,187.6964,188.7531,187.1208
"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Anadarko,natural gas extraction and processing - Permian,"coal extraction and processing - West/Northwest, SUB, Surface",375.2951470775715,3.788410001822006,1.7883691061027422,0.3,0.0,0.0,0.15055343679664498,0.11654714465491066,0.11267105228607426,0.0662965031401119,0.0681741491877655,0.07751515489929905,0.0,287.6215,0.9249080233377979,0.13440889912652668,1.6366385789353292e-05,16.058224224641442,289.2141,290.8868,287.9626
"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Anadarko,natural gas extraction and processing - Permian,"coal extraction and processing - West/Northwest, SUB, Surface",297.64035774583624,4.24068173676806,0.2545117918094054,0.3,0.0,0.0,0.13482466392541143,0.1247604568855198,0.11249240688319845,0.06036156928110167,0.06950596140721217,0.12043262535354218,0.0,245.8513,0.8084575860004903,0.11584074481772841,1.5562995717476523e-05,10.182936351125795,246.8988,248.3447,246.0079
"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Anadarko,natural gas extraction and processing - Permian,"coal extraction and processing - West/Northwest, SUB, Surface",321.5433169269422,3.9573113396005013,0.10452607688287086,0.1,0.0,0.0,0.0812111554441383,0.11890874857318545,0.10548595110192506,0.0649473010037778,0.06327180585518846,0.08648449555506083,0.0,282.4313,0.799916208647004,0.12211708767964773,1.560629859696915e-05,9.71598877494435,283.4317,284.8697,282.5757
"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Anadarko,natural gas extraction and processing - Permian,"coal extraction and processing - West/Northwest, SUB, Surface",336.202094917482,4.109740803629844,0.45810037994422226,0.5,0.0,0.0,0.15140629963789579,0.16499503334560936,0.10597181219299233,0.06560902201847191,0.05816976752420626,0.12399135752279825,0.0,213.712,0.7347209511912998,0.11215936151131814,1.535372326870416e-05,10.106916282628662,214.7496,216.0785,213.8851
"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Anadarko,natural gas extraction and processing - Permian,"coal extraction and processing - West/Northwest, SUB, Surface",331.9230252358716,3.82327867233132,1.6455041468342553,0.2,0.0,0.0,0.11732291270340806,0.16328838377143334,0.10949880077691033,0.07152324996919278,0.06316686631803546,0.12338091371759408,0.0,317.9425,1.145989587663737,0.13516605354462197,1.6427828807995352e-05,17.294257664763876,319.4936,321.3159,318.1714
"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Anadarko,natural gas extraction and processing - Permian,"coal extraction and processing - West/Northwest, SUB, Surface",333.98788227404026,4.170195126033623,0.06088140402958475,0.0,0.0,0.0,0.14459780021392862,0.12407555918481214,0.08870206387647882,0.05310369719864462,0.07348965828951591,0.09675752099190435,0.0,339.7035,0.9789347511307974,0.12897512026781077,1.600350470111281e-05,11.343476636518014,340.9658,342.8054,339.9183
"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Anadarko,natural gas extraction and processing - Permian,"coal extraction and processing - West/Northwest, SUB, Surface",353.75491659284864,4.019673279142705,1.5874736039740756,0.4,0.0,0.0,0.13802769379580013,0.12456224222329627,0.1338533006817898,0.07050083673679919,0.0716996530581359,0.12204257254230927,0.0,271.5684,0.9973785520262521,0.13065681812410818,1.6757300845539313e-05,15.951819562232183,273.0376,274.684,271.8144
"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Anadarko,natural gas extraction and processing - Permian,"coal extraction and processing - West/Northwest, SUB, Surface",360.4280991854767,4.67464077840666,2.009791933182371,0.4,0.0,0.0,0.08781772806551502,0.1297738036858477,0.09179222407509084,0.07015538040346622,0.06062521201302219,0.09475271217287674,0.0,254.3138,0.9155339514764527,0.12859908642630397,1.5741438160012756e-05,16.31267812148472,255.7723,257.2418,254.5754
"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Anadarko,natural gas extraction and processing - Permian,"coal extraction and processing - West/Northwest, SUB, Surface",341.3832768117628,4.082148438471399,-0.34422089183579574,0.0,0.0,0.0,0.10816945872661535,0.14418862445449282,0.12100061594457516,0.07420436119617027,0.06955153812770976,0.11324835121957674,0.0,355.2986,1.0645011260506585,0.13267705161680796,1.7217683968643324e-05,10.938412058006286,356.4163,358.2733,355.4088
"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Anadarko,natural gas extraction and processing - Permian,"coal extraction and processing - West/Northwest, SUB, Surface",350.23370798905717,3.945522261542356,0.07198029402225126,0.4,0.0,0.0,0.13608633330791903,0.13575226083942987,0.09871573655239546,0.07037338754364679,0.06771972327654578,0.1020138441330851,0.0,236.0923,0.7215595879889358,0.11615741344015777,1.5975673339631883e-05,9.034619065803545,237.0808,238.4543,236.2598
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Uinta,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Uinta,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Interior, LIG, Surface",296.7105087494602,3.901154833346138,2.0986011284069677,0.0,1.0,0.0,0.1218803732013068,0.14179199560271216,0.12887358717151837,0.07207112975653063,0.06275557308735856,0.10459196663203901,0.0,326.9139,1.162579324872494,0.14641613813564697,1.7240383642589665e-05,19.724464414598394,328.9747,331.1688,327.3842
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Uinta,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Uinta,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Interior, LIG, Surface",325.9215298121882,4.009181493613161,0.6827979165963163,0.0,0.0,0.0,0.14463365325579583,0.12073116794705872,0.11077588266432253,0.060210702859032794,0.06794932335348267,0.09536374886837505,0.0,353.0757,1.0851352351560597,0.145532147019571,1.777591574120521e-05,15.110351691065656,354.8622,357.0995,353.4875
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Uinta,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Uinta,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Interior, LIG, Surface",350.5866780090803,3.957521185893647,1.5963423559594807,0.4,1.0,0.0,0.1363697499417823,0.11134486833910306,0.111006173442135,0.06888135037012144,0.06849013390819284,0.09196628178126445,0.0,239.1957,0.8459123505634613,0.1332072540718461,1.714800135398967e-05,15.11097508904942,240.7599,242.3851,239.5494
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Uinta,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Uinta,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Interior, LIG, Surface",361.8795461833706,3.959556824752827,-0.035997065330270916,0.4,0.0,0.0,0.14512494393022254,0.12803198495526247,0.09455228638483626,0.06880641727104365,0.06376091980644255,0.07762871959311973,0.0,235.9503,0.6615181157653469,0.12480321856019091,1.7063215891390325e-05,8.92973590745645,237.1175,238.633,236.2342
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Uinta,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Uinta,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Interior, LIG, Surface",266.4335896899521,4.3887503911741135,0.5008667026691962,0.1,0.0,0.0,0.06942458082190069,0.11254418372493319,0.11245209531034916,0.07316903981477717,0.05619342711539026,0.08257302150830234,0.0,250.6193,0.7511114452223684,0.12700343815080853,1.6387189250348327e-05,10.758261320414704,251.8592,253.4055,250.8882
