elec120V_readymix_plant,natgas_readymix_plant,electricity_120V,trans_truck,natgas_clinker,naturalgas,coal,"concrete, 20.7 Mpa - national avg, A1-A3 q_cement","concrete, 20.7 Mpa - national avg, A1-A3 q_electricity","concrete, 20.7 Mpa - national avg, A1-A3 q_NG","concrete, 20.7 Mpa - national avg, A1-A3 plc_boolean","concrete, 20.7 Mpa - national avg, A1-A3 msw",Portland cement q_electricity,Portland limestone cement production q_electricity,market for Portland cement t_km,market for sand t_km,"market for gravel, crushed t_km",clinker production - North American q_coal,"A5, construction d_vol",gwp,ap,ep,odp,pocp,gwp_IPCC,gwp_EF2,gwp_CML
"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Strawn,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - Green River,"coal extraction and processing - Southern Appalachia, BIT, Underground",223.85127540847628,3.615104110944172,0.3714750826656348,1.0,0.0,0.12467770892666505,0.13551175191922815,0.1314677340030141,0.06255262617254183,0.06569027538373808,0.10627014507281168,0.0,252.108,0.7357151142186615,0.11592600269573128,1.0678285391970344e-05,9.586691686128693,254.1579,259.2875,253.619
"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Strawn,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - Green River,"coal extraction and processing - Southern Appalachia, BIT, Underground",242.0329122704111,4.264581898108527,1.3155706451193387,0.0,0.0,0.15312617005318988,0.13790237913591663,0.09539853004568377,0.06483043199713538,0.06394405007256392,0.09074344937995742,0.0,291.1865,0.8687996103649543,0.1277114267917964,1.1114020069999925e-05,13.587587353747894,293.517,298.992,292.8181
"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Strawn,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - Green River,"coal extraction and processing - Southern Appalachia, BIT, Underground",220.8290817875631,3.505322953178628,1.8338057622559574,0.0,0.0,0.07684852733036782,0.14821331665531656,0.1183369856003101,0.06990458518027562,0.06512952161043753,0.10110804745467632,0.0,276.5867,0.9121251778336943,0.13004981757475798,1.1358356227631779e-05,15.089474699661173,278.9837,284.436,278.2113
"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Strawn,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - Green River,"coal extraction and processing - Southern Appalachia, BIT, Underground",206.06740124011552,3.887147401449498,1.2805273246264495,0.0,0.0,0.09985472799407961,0.15969595274246629,0.11079145356143863,0.0638409120026533,0.060497558817900775,0.10736960355214178,0.0,261.1051,0.8385013837492057,0.12201483251437073,1.0629717059109472e-05,12.838798264443087,263.355,268.6815,262.6831
"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Strawn,"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - Green River,"coal extraction and processing - Southern Appalachia, BIT, Underground",223.3145309002208,4.253300355732939,1.1176000335681944,0.0,0.0,0.1526705259106425,0.16179538574044072,0.11370666782622368,0.06256639849595616,0.06113864499002515,0.08538863568644298,0.0,266.4628,0.7775707779823526,0.12293994642930027,1.075666357489349e-05,12.14335660028504,268.57,273.3962,267.916
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Permian,Electricity; at user; consumption mix - PacifiCorp East - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Strawn,natural gas extraction and processing - Anadarko,"coal extraction and processing - Northern Appalachia, WC, Processing",253.1017646713031,3.5540113378506293,0.49546821002716734,0.0,0.0,0.12587793316896193,0.16181954851685532,0.10953433392020656,0.0686280315874509,0.06853911056250271,0.11649730299225108,0.0,304.769,0.9235991404245002,0.11732957972483345,1.0717709438981347e-05,11.44412392686689,306.5113,310.7621,305.8751
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Permian,Electricity; at user; consumption mix - PacifiCorp East - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Strawn,natural gas extraction and processing - Anadarko,"coal extraction and processing - Northern Appalachia, WC, Processing",228.0527030986766,4.078805049393604,1.1200219510006868,0.0,0.0,0.12977879218251032,0.12644328191499715,0.11489537616606531,0.06883752300301349,0.06775396143977745,0.10108738008745938,0.0,276.3879,0.8547975184661087,0.11701841924662643,1.025192189729201e-05,12.65750212887258,278.0602,281.6452,277.365
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Permian,Electricity; at user; consumption mix - PacifiCorp East - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Strawn,natural gas extraction and processing - Anadarko,"coal extraction and processing - Northern Appalachia, WC, Processing",228.91214086445163,4.178729102027772,1.1236080117431613,0.0,0.0,0.1635617967822303,0.11220315292260209,0.07426568577375595,0.07069109026926745,0.06771786093636421,0.09483595776431857,0.0,278.0248,0.8376945674013423,0.11604413315335375,1.0041843026569467e-05,12.665686035745493,279.6741,283.1576,278.9836
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Permian,Electricity; at user; consumption mix - PacifiCorp East - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Strawn,natural gas extraction and processing - Anadarko,"coal extraction and processing - Northern Appalachia, WC, Processing",214.72035037711908,3.8221989727307437,1.3190663964319256,0.0,0.0,0.10963949068441986,0.16388852718245964,0.10974294748818063,0.06999010566561444,0.065501809003225,0.1131085121455168,0.0,269.9618,0.8887489592533879,0.11651331089792194,9.999682652073028e-06,13.375985378289222,271.6827,275.385,270.963
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Permian,Electricity; at user; consumption mix - PacifiCorp East - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Strawn,natural gas extraction and processing - Anadarko,"coal extraction and processing - Northern Appalachia, WC, Processing",214.55151967421136,4.372931509636457,0.7298404523843922,0.0,0.0,0.10109451751661455,0.11573784854113853,0.11781849104605474,0.06204907137220549,0.0742764446832677,0.10546195613374451,0.0,256.5153,0.785042253263502,0.11227959733834064,9.997841482768732e-06,10.73884122359143,258.0603,261.4632,257.4366
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Permian,Electricity; at user; consumption mix - PacifiCorp East - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Strawn,natural gas extraction and processing - Anadarko,"coal extraction and processing - Northern Appalachia, WC, Processing",224.19231522125258,4.276616770291146,-0.0061313114216881015,0.0,0.0,0.18268294074908184,0.06909388291232274,0.10606511864507931,0.0687083064317903,0.06462328563887584,0.10101848981676982,0.0,268.1307,0.731056055855425,0.10847734400228772,1.0136185638418851e-05,8.476178993662295,269.5694,272.994,269.0459
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Permian,Electricity; at user; consumption mix - PacifiCorp East - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Strawn,natural gas extraction and processing - Anadarko,"coal extraction and processing - Northern Appalachia, WC, Processing",235.3083394300723,3.7654221063093614,0.646276738702461,0.0,0.0,0.14325816525396964,0.13257374995519414,0.10744371895332329,0.06286061511079628,0.06786159666812969,0.10069529953644539,0.0,278.8053,0.8184460156736557,0.11382871675959573,1.012063072755799e-05,11.013312867436367,280.4012,284.0055,279.7755
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Permian,Electricity; at user; consumption mix - PacifiCorp East - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Strawn,natural gas extraction and processing - Anadarko,"coal extraction and processing - Northern Appalachia, WC, Processing",236.6821952732458,3.2815437798263813,0.3975673189452275,0.0,0.0,0.12706985027867715,0.13256663815959496,0.10459969125018277,0.06875135350931277,0.06563654403468941,0.1111002140589293,0.0,281.936,0.8376592661477098,0.11307025346865761,1.0245008046806864e-05,10.356526453339498,283.5435,287.3773,282.9461
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Permian,Electricity; at user; consumption mix - PacifiCorp East - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Strawn,natural gas extraction and processing - Anadarko,"coal extraction and processing - Northern Appalachia, WC, Processing",233.2197116571788,4.132706545573228,1.8046454785181232,0.0,0.0,0.16258646743984104,0.16553590382138447,0.12228916153218809,0.06820300280422395,0.06838365503175259,0.10234106867425137,0.0,297.7332,0.9668703917379742,0.12361124414367722,1.0600885436375184e-05,15.813069211402585,299.6077,303.474,298.7944
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Permian,Electricity; at user; consumption mix - PacifiCorp East - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Strawn,natural gas extraction and processing - Anadarko,"coal extraction and processing - Northern Appalachia, WC, Processing",232.80910866752765,3.6918505023840678,1.6073956892888155,0.0,0.0,0.1320475872157338,0.1611620271070109,0.11018280520789825,0.06264257152162872,0.06570530692292414,0.07946751344522883,0.0,269.4207,0.8174316359732205,0.11827446889251497,9.812371532296163e-06,13.806485571944808,271.066,274.208,270.3186
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Northern Appalachia, BIT, Processing",233.5616076356032,4.641137602333129,0.6828763123132515,0.0,0.0,0.16493962224050873,0.11793094398273588,0.10146929929464184,0.05952237738548449,0.0714653443917293,0.06909486380493704,0.0,250.6248,0.687610172074313,0.11280219262638734,9.46828679740609e-06,10.424325783431703,252.1106,255.0347,251.4871
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Northern Appalachia, BIT, Processing",232.76879597343617,4.394417502094246,0.25064567261534676,0.0,0.0,0.09462367831317428,0.12893241637097677,0.10977885274288901,0.0748917429904774,0.0716708028621867,0.11612509850638442,0.0,272.1518,0.835839821629391,0.11390865548683901,1.0382126401397983e-05,9.94988935571036,273.7885,277.7237,273.1952
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Northern Appalachia, BIT, Processing",237.1805383459223,3.8369822827365727,0.416843554366245,0.0,0.0,0.15178427555682844,0.12438816832779706,0.10825286093941756,0.06710076910845812,0.061481364301080206,0.11083117823371631,0.0,280.0259,0.8591645121286902,0.1138599212834047,9.82641108167241e-06,10.969599291278108,281.729,285.747,281.1079
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Northern Appalachia, BIT, Processing",238.89968888365618,3.5088072118487297,1.4629528458154293,0.0,0.0,0.148011060840293,0.15485944861918358,0.0995089522071505,0.06366093961610639,0.07337906595123833,0.11413617874355683,0.0,297.4703,1.0022991170034556,0.12278293243264066,1.0204154004926508e-05,15.27823203788267,299.4341,303.7433,298.6435
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Northern Appalachia, BIT, Processing",234.0648638020709,4.458660556281682,1.0068321748726066,0.0,0.0,0.0744315043175199,0.13827893206658487,0.11512488698218638,0.06747510126069232,0.0616226337069651,0.12141101791689368,0.0,281.3486,0.9385142671510823,0.11697955614568498,9.881104958456984e-06,12.899890563458525,283.1527,287.3128,282.4534
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Northern Appalachia, BIT, Processing",218.3029681751553,4.135676358376926,1.0885871659945738,0.0,0.0,0.132601209343204,0.15761344556979354,0.11079632240482462,0.06500145120764302,0.07968271841748559,0.1092750132751769,0.0,268.5211,0.8765261690751275,0.11789354984965963,1.0211483277083707e-05,12.943167013830886,270.272,274.0505,269.5605
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Northern Appalachia, BIT, Processing",232.2550023812222,3.4841551715723904,0.44487006029699094,0.0,0.0,0.13150235809580724,0.11881748149030111,0.11426378396343362,0.07560528988284214,0.07046710093513922,0.08445806265862625,0.0,254.8955,0.7201748624056914,0.11374046515152042,1.0132825705883782e-05,9.78357544531966,256.4012,259.6006,255.7994
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Northern Appalachia, BIT, Processing",257.2940052038776,3.725704871092284,0.8295151085165647,0.0,0.0,0.21431883409193964,0.13603098084853757,0.10746607395268219,0.06452986996890135,0.06398867687632444,0.10945027532585076,0.0,314.4125,0.986053870836187,0.1213991482110959,1.0250368699513637e-05,13.807975612341451,316.3676,320.9042,315.6447
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Northern Appalachia, BIT, Processing",247.05090938180697,4.016468884811058,2.184920367621463,0.0,0.0,0.09715361999932261,0.14702413103117387,0.12923342999538873,0.06519151609536637,0.059008805932952615,0.08694054060275284,0.0,283.895,0.9474151575133012,0.12503623627278226,9.765411438493276e-06,16.684657172150697,285.7973,289.4358,284.9343
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Anadarko,"coal extraction and processing - Northern Appalachia, BIT, Processing",230.49005739393468,4.270419919948622,0.7102291702059003,0.0,0.0,0.1281105740676587,0.15439118817830733,0.11758891685362081,0.06949313443209544,0.06458141700575792,0.09775663453807988,0.0,265.0341,0.8061450990905266,0.114644470513822,9.865882342658728e-06,11.246628263179835,266.6667,270.2334,266.0206
Electricity; at user; consumption mix - NorthWestern Corporation - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Western Area Power Administration - Desert Southwest Region - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Interior, BIT, Surface",215.14890486783764,4.462948038549863,0.24205211424178996,0.0,0.0,0.13898736621936217,0.15753685698043643,0.12150170759890935,0.06765556596941383,0.06648600215071948,0.11952883444895313,0.0,256.2423,0.8337077020902273,0.12147097158854028,1.1459420116761363e-05,10.720399145129507,257.2347,258.9499,256.5597
Electricity; at user; consumption mix - NorthWestern Corporation - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Western Area Power Administration - Desert Southwest Region - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Interior, BIT, Surface",245.6517236606754,4.393004918465184,0.3340274164967956,0.0,0.0,0.13937182537466458,0.16284337721068629,0.127824716218589,0.06007398783286267,0.06511234383434453,0.12100853925081169,0.0,286.575,0.9348151849293626,0.12571179053272785,1.1659639659176809e-05,11.927873652873297,287.63,289.5517,286.9095
Electricity; at user; consumption mix - NorthWestern Corporation - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Western Area Power Administration - Desert Southwest Region - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Interior, BIT, Surface",233.92153560339136,4.073697540465901,0.7641022283142217,1.0,0.0,0.18017222898303337,0.15836236518520952,0.10835268625947661,0.06081356643102717,0.06480322876211285,0.0739449470148813,0.0,230.3963,0.6828409811782881,0.11854608395056031,1.045930570402473e-05,11.025058545000912,231.4527,232.9311,230.7782
Electricity; at user; consumption mix - NorthWestern Corporation - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Western Area Power Administration - Desert Southwest Region - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Interior, BIT, Surface",229.45387036861032,4.1120291656821415,0.5905602545100791,1.0,0.0,0.16180422911842893,0.11892449454964489,0.11053453863645943,0.06039730184596073,0.07020377502734772,0.08883889759319552,0.0,231.5109,0.7149225955622946,0.11849031864723981,1.0725130713983935e-05,10.655684239098912,232.5221,233.9983,231.8529
Electricity; at user; consumption mix - NorthWestern Corporation - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Western Area Power Administration - Desert Southwest Region - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Interior, BIT, Surface",235.9486126629507,4.571213022478304,0.8628613452165356,0.0,0.0,0.13998004306864356,0.18079113668597974,0.11677627869420888,0.0653488277282655,0.06858643360564777,0.10373053373281504,0.0,272.6824,0.8887472648794479,0.12790348504383936,1.162594690659706e-05,13.130358353078647,273.8286,275.6448,273.0579
Electricity; at user; consumption mix - NorthWestern Corporation - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Western Area Power Administration - Desert Southwest Region - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Interior, BIT, Surface",231.48107340824353,4.445040675331319,-0.2151010282031881,0.0,0.0,0.13587529439918275,0.12077250347812729,0.12716778687304797,0.06901353116754477,0.06571538916932232,0.10227719748647744,0.0,254.3773,0.7460815339870781,0.12004291327873758,1.1601085457237732e-05,8.71452125020383,255.2812,256.8708,254.6802
Electricity; at user; consumption mix - NorthWestern Corporation - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Western Area Power Administration - Desert Southwest Region - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Interior, BIT, Surface",229.85761353352794,4.042187882033103,1.0673259746875057,1.0,0.0,0.12350472412843168,0.12795977686671628,0.10368189106235294,0.07223787635196809,0.06145996868041604,0.06730022859421282,0.0,225.3089,0.6818655041681673,0.12099195493589811,1.0651404825056959e-05,11.853068820121328,226.4133,227.8311,225.697
Electricity; at user; consumption mix - NorthWestern Corporation - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Western Area Power Administration - Desert Southwest Region - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Interior, BIT, Surface",241.5076064025211,4.362628020432177,1.123925085246834,0.0,0.0,0.16003106026196598,0.18840039308839995,0.09880213375284301,0.06649170036926429,0.05981122386472626,0.10036203995216612,0.0,277.8473,0.9111453471374279,0.12766091683220107,1.1115525290349974e-05,14.083650555001329,279.0478,280.9316,278.2504
Electricity; at user; consumption mix - NorthWestern Corporation - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Western Area Power Administration - Desert Southwest Region - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Interior, BIT, Surface",233.701143113554,4.021443857270844,0.9984689848361911,0.0,0.0,0.10805525710935036,0.14709582956401399,0.11171582095786729,0.061489462418995194,0.06873028213042677,0.08696621341823627,0.0,256.0042,0.8084915210507617,0.12585276299721704,1.1159067338372027e-05,12.693095696217831,257.1332,258.7541,256.3753
Electricity; at user; consumption mix - NorthWestern Corporation - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Western Area Power Administration - Desert Southwest Region - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Interior, BIT, Surface",247.77851735341318,3.7291260766978365,0.613262259367848,0.0,0.0,0.13539779715697073,0.14868014612181774,0.107622913613237,0.059665151326350224,0.06362053240155935,0.10033010620084452,0.0,274.2451,0.8614848486500823,0.12470067967433375,1.1130530142364842e-05,12.076439939325992,275.3284,277.1086,274.6036
Electricity; at user; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Permian,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Uinta,"coal extraction and processing - West/Northwest, BIT, Underground",222.00863512090754,3.663431286016876,0.9067865124246814,0.0,0.0,0.14322826774512776,0.10340418676739793,0.12162694035618707,0.0741592938111688,0.06102813019473193,0.10081191372031842,0.0,258.7251,0.8217297449948122,0.1149301302439043,1.0053075517529311e-05,11.777390759151919,259.7482,261.2573,259.0269
Electricity; at user; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Permian,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Uinta,"coal extraction and processing - West/Northwest, BIT, Underground",222.59781290832296,4.974640523181586,2.551572189052558,0.0,0.0,0.14864338674371974,0.12621491713354793,0.09811282790544916,0.06897192381062676,0.060260989788357616,0.10919355987782917,0.0,284.816,1.0520435917503457,0.12576494588263926,9.862655811031763e-06,18.631453092997514,286.1997,288.0574,285.2187
Electricity; at user; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Permian,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - Uinta,"coal extraction and processing - West/Northwest, BIT, Underground",221.66071367703682,4.336172585166687,1.4281796131697067,1.0,0.0,0.16810113600378704,0.1325964969656626,0.11218686062269981,0.05880287857046531,0.06973685229678896,0.10440770257145912,0.0,247.2339,0.8470715753429005,0.11543655661989007,9.676676184275517e-06,13.600149130081352,248.3475,249.8766,247.5637
