elec120V_readymix_plant,natgas_readymix_plant,electricity_120V,trans_truck,natgas_clinker,naturalgas,coal,"concrete, 17.2 MPa - national avg, A1-A3 total_cementitious","concrete, 17.2 MPa - national avg, A1-A3 pct_scm","concrete, 17.2 MPa - national avg, A1-A3 pct_scm_flyash","concrete, 17.2 MPa - national avg, A1-A3 q_electricity","concrete, 17.2 MPa - national avg, A1-A3 q_NG","concrete, 17.2 MPa - national avg, A1-A3 plc_boolean","concrete, 17.2 MPa - national avg, A1-A3 msw",Portland cement q_electricity,Portland limestone cement production q_electricity,market for Portland cement t_km,market for sand t_km,"market for gravel, crushed t_km",clinker production - North American q_coal,gwp,ap,ep,odp,pocp,gwp_IPCC,gwp_EF2,gwp_CML
Electricity; at user; consumption mix - Los Angeles Department of Water and Power - BA,natural gas extraction and processing - Arkla,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Illinois Basin, BIT, Surface",250.4617769101199,0.2,0.5,4.286661043271599,1.0464758791242657,0.0,0.0,0.13436089643019128,0.09740438184763323,0.0816880119342383,0.06727394820048843,0.08226940737140842,0.09264172900601093,241.1329,0.7953475658720567,0.1282700067398642,1.2065836808889545e-05,12.75964377883603,242.2575,243.7465,241.4798
Electricity; at user; consumption mix - Los Angeles Department of Water and Power - BA,natural gas extraction and processing - Arkla,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Illinois Basin, BIT, Surface",263.5473231228666,0.4,0.5,4.237878037686013,0.671311186605297,0.0,0.0,0.17990616234059995,0.16213287292428824,0.11994046572920752,0.066278641592024,0.06565953786868457,0.09511236667812084,206.3146,0.6777834731303014,0.12223196882407798,1.2142808000926509e-05,10.69566004759261,207.3363,208.6475,206.6422
Electricity; at user; consumption mix - Los Angeles Department of Water and Power - BA,natural gas extraction and processing - Arkla,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Illinois Basin, BIT, Surface",259.60513090069173,0.4,1.0,3.393924854806549,-0.06294953900389688,0.0,0.0,0.14521202862963467,0.0898055007492967,0.0897902952287366,0.06719850525526445,0.06967735992278376,0.11588521703762188,192.4406,0.6138237828381705,0.10763398184582715,9.952287359842812e-06,7.461921219635742,193.224,194.3983,192.6766
Electricity; at user; consumption mix - Los Angeles Department of Water and Power - BA,natural gas extraction and processing - Arkla,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Illinois Basin, BIT, Surface",267.26674794916596,0.5,0.5,4.3430096802107405,0.9679241273076987,0.0,0.0,0.09965161493274306,0.1945212687743422,0.11028284786595373,0.06841426257274914,0.06775439578041775,0.10698272313813413,189.537,0.6834801578755524,0.12367783017849245,1.2484589956336326e-05,11.571641196447102,190.5914,191.8304,189.8534
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Arkla,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - San Juan,"coal extraction and processing - Southern Appalachia, BIT, Surface",270.8551332288165,0.5,0.5,4.1545681987682315,1.3398946588059863,0.0,0.0,0.16177448171597372,0.12891869003129916,0.10991217196359779,0.05899493373308155,0.06234074207504225,0.0819796364308682,184.2383,0.6606773612873322,0.11522031853258241,1.0541833074119887e-05,12.627621895566211,185.3661,186.6432,184.6174
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Arkla,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - San Juan,"coal extraction and processing - Southern Appalachia, BIT, Surface",248.95555620950933,0.4,1.0,3.7453495742037757,1.6433496093558806,0.0,0.0,0.15506976112335777,0.16348439030451828,0.11409406053589222,0.06573772688631516,0.07081871801708062,0.10290191156600574,199.5955,0.7563188263256395,0.11046417460837074,8.633688543814597e-06,13.946665746808577,200.7455,202.1674,199.9675
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Arkla,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - San Juan,"coal extraction and processing - Southern Appalachia, BIT, Surface",259.3451073874456,0.0,1.0,3.5955958738539797,0.4578761525370227,1.0,0.0,0.13786638312562682,0.18161096579818936,0.11356385541578727,0.06633811729394158,0.07631650776857869,0.1042515856505269,275.1603,0.8785427033196009,0.11820108170798098,1.0222813594396301e-05,12.355072107786501,276.2655,278.0882,275.54
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Arkla,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - San Juan,"coal extraction and processing - Southern Appalachia, BIT, Surface",253.1420199687874,0.3,0.0,4.20232979913277,1.242894137611585,0.0,0.0,0.15362356307462158,0.08607482514099635,0.10965383474990475,0.06485529895579153,0.05801859546149501,0.07805065177774903,218.7476,0.732552034292518,0.12213685758139947,1.1420460201687883e-05,13.257675741588702,219.93,221.3683,219.1472
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Arkla,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - San Juan,"coal extraction and processing - Southern Appalachia, BIT, Surface",257.7065434606822,0.3,0.0,4.420661783442644,1.0182957414393348,0.0,0.0,0.13909665311778388,0.12571864738643002,0.11426744323756874,0.07345382984517579,0.06906300039645522,0.08373776945131313,223.7097,0.7420648692500124,0.12474829256628579,1.2301460348567674e-05,12.783528957031729,224.8644,226.3008,224.0898
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Arkla,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - San Juan,"coal extraction and processing - Southern Appalachia, BIT, Surface",256.83381238794783,0.3,0.5,4.334223561803754,0.06522849266163655,0.0,0.0,0.12728236662667972,0.19674708172516642,0.11024182111441645,0.0698035963774744,0.06551778196234612,0.09552575728962746,208.4428,0.6409916206459552,0.10987271480601535,1.0389994917532286e-05,8.655416771157531,209.3228,210.5838,208.7287
