elec120V_readymix_plant,natgas_readymix_plant,electricity_120V,trans_truck,natgas_clinker,naturalgas,coal,"concrete, 27.6 Mpa - national avg, A1-A3 total_cementitious","concrete, 27.6 Mpa - national avg, A1-A3 q_electricity","concrete, 27.6 Mpa - national avg, A1-A3 q_NG","concrete, 27.6 Mpa - national avg, A1-A3 percent_SCM_replacement","concrete, 27.6 Mpa - national avg, A1-A3 plc_boolean","concrete, 27.6 Mpa - national avg, A1-A3 msw",Portland cement q_electricity,Portland limestone cement production q_electricity,market for Portland cement t_km,market for sand t_km,"market for gravel, crushed t_km",clinker production - North American q_coal,"A5, construction d_vol",gwp,ap,ep,odp,pocp,gwp_IPCC,gwp_EF2,gwp_CML
Electricity; at user; consumption mix - Duke Energy Progress East - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Piceance,"coal extraction and processing - West/Northwest, SUB, Underground",312.1022832,3.965828731,1.112123437,0,0,0,0.088779668,0.180897975,0.10369952,0.06765375,0.056587388,0.103355089,0,285.8185,0.9512784,0.134670552,1.69E-05,14.03728524,287.1233,288.721,286.0133
Electricity; at user; consumption mix - Duke Energy Progress East - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Piceance,"coal extraction and processing - West/Northwest, SUB, Underground",327.0445518,3.816359382,-0.77349784,0.1,0,0,0.118922165,0.12157641,0.108651098,0.06080585,0.064075194,0.113462026,0,286.8179,0.829399313,0.125426275,1.73E-05,7.547785372,287.6968,289.2791,286.9097
Electricity; at user; consumption mix - Duke Energy Progress East - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Piceance,"coal extraction and processing - West/Northwest, SUB, Underground",363.1456918,3.692253934,0.359908891,0.1,0,0,0.131061438,0.109420081,0.097692223,0.067973749,0.061802465,0.088147613,0,308.7673,0.89537716,0.136999273,1.76E-05,11.65825764,310.0254,311.7374,308.9916
Electricity; at user; consumption mix - Duke Energy Progress East - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Piceance,"coal extraction and processing - West/Northwest, SUB, Underground",348.6349567,4.248867542,1.517830672,0.1,0,0,0.142542433,0.119511095,0.120676405,0.079601121,0.062497733,0.108398579,0,335.3287,1.13723869,0.14922528,1.86E-05,17.26230439,336.9789,338.9453,335.6105
Electricity; at user; consumption mix - Duke Energy Progress East - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Piceance,"coal extraction and processing - West/Northwest, SUB, Underground",377.3798555,4.465077287,0.323330836,0.3,0,0,0.135148073,0.140801944,0.100500424,0.062135608,0.061091377,0.086125817,0,316.8448,0.903810535,0.13757295,1.75E-05,11.64884409,318.1263,319.8781,317.0809
Electricity; at user; consumption mix - Duke Energy Progress East - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Piceance,"coal extraction and processing - West/Northwest, SUB, Underground",318.9083154,4.523980878,2.110723237,0.5,0,0,0.134948786,0.157141356,0.102610484,0.061302948,0.059830639,0.109944212,0,314.7353,1.129322278,0.143396401,1.71E-05,18.62042741,316.4509,318.3222,315.0372
Electricity; at user; consumption mix - Duke Energy Progress East - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Piceance,"coal extraction and processing - West/Northwest, SUB, Underground",353.0332745,3.775125724,0.094351512,0.4,0,0,0.129354276,0.176484131,0.13679609,0.063363494,0.05583219,0.111882839,0,318.7052,0.985912712,0.136146305,1.78E-05,11.5851776,319.9096,321.6994,318.8709
Electricity; at user; consumption mix - Duke Energy Progress East - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Piceance,"coal extraction and processing - West/Northwest, SUB, Underground",320.7194298,4.118071026,1.347234239,0.2,0,0,0.132639798,0.117916188,0.122531834,0.073726791,0.064055409,0.093367061,0,297.4317,0.969291064,0.141644468,1.78E-05,15.19840464,298.9217,300.6554,297.7069
Electricity; at user; consumption mix - Duke Energy Progress East - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Piceance,"coal extraction and processing - West/Northwest, SUB, Underground",326.5895709,3.484728689,0.788240436,0.3,0,0,0.137335469,0.141463641,0.079607407,0.070227958,0.066056242,0.102492661,0,299.973,0.957253159,0.136297313,1.74E-05,13.33735598,301.321,303.0518,300.2015
Electricity; at user; consumption mix - ISO-NE - BA,natural gas extraction and processing - South Oklahoma,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Uinta,natural gas extraction and processing - Appalachian,"coal extraction and processing - Powder River Basin, BIT, Surface",311.1839335,4.039778646,0.710429543,0,0,0,0.128791995,0.121540105,0.123168927,0.073940741,0.066035009,0.110675465,0,287.5567,0.911353241,0.124806771,1.63E-05,11.72610913,288.8001,290.4588,287.7608
Electricity; at user; consumption mix - ISO-NE - BA,natural gas extraction and processing - South Oklahoma,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Uinta,natural gas extraction and processing - Appalachian,"coal extraction and processing - Powder River Basin, BIT, Surface",304.8296753,4.176642306,0.562420921,0.5,0,0,0.148553541,0.134918461,0.111237496,0.06506853,0.07637553,0.108167018,0,281.6371,0.872803935,0.122847031,1.62E-05,10.99433468,282.8625,284.5148,281.8545
Electricity; at user; consumption mix - ISO-NE - BA,natural gas extraction and processing - South Oklahoma,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Uinta,natural gas extraction and processing - Appalachian,"coal extraction and processing - Powder River Basin, BIT, Surface",342.5981391,4.217999978,0.570902714,0.3,0,0,0.149322997,0.118015514,0.127052978,0.066151873,0.062176277,0.098170526,0,301.7045,0.897014331,0.12620648,1.62E-05,11.32843149,302.9912,304.7201,301.9462
Electricity; at user; consumption mix - ISO-NE - BA,natural gas extraction and processing - South Oklahoma,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Uinta,natural gas extraction and processing - Appalachian,"coal extraction and processing - Powder River Basin, BIT, Surface",355.0895137,3.912868656,1.180391491,0.5,0,0,0.15282667,0.094492515,0.105537842,0.07100173,0.07069741,0.095059081,0,317.4103,0.978332177,0.133075249,1.66E-05,13.88763731,318.904,320.7391,317.7041
Electricity; at user; consumption mix - ISO-NE - BA,natural gas extraction and processing - South Oklahoma,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Uinta,natural gas extraction and processing - Appalachian,"coal extraction and processing - Powder River Basin, BIT, Surface",360.8617114,3.913033504,1.071929373,0.5,0,0,0.135880476,0.175296139,0.112361365,0.065593872,0.070582892,0.107631654,0,328.2715,1.046021183,0.133550661,1.67E-05,14.0844671,329.7279,331.6007,328.5199
Electricity; at user; consumption mix - ISO-NE - BA,natural gas extraction and processing - South Oklahoma,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Uinta,natural gas extraction and processing - Appalachian,"coal extraction and processing - Powder River Basin, BIT, Surface",330.8306086,4.17949216,-0.262722673,0.1,0,0,0.126569006,0.145387048,0.098175224,0.064413679,0.067432198,0.092481225,0,273.7853,0.735833812,0.117077718,1.57E-05,7.391168735,274.7421,276.2456,273.9513
Electricity; at user; consumption mix - ISO-NE - BA,natural gas extraction and processing - South Oklahoma,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Uinta,natural gas extraction and processing - Appalachian,"coal extraction and processing - Powder River Basin, BIT, Surface",316.1923728,4.35826799,0.550786459,0.3,0,0,0.147304322,0.114208729,0.137231467,0.064030654,0.072965396,0.097692296,0,282.6069,0.842053542,0.124001906,1.63E-05,10.75044566,283.8352,285.4733,282.8395
Electricity; at user; consumption mix - ISO-NE - BA,natural gas extraction and processing - South Oklahoma,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Uinta,natural gas extraction and processing - Appalachian,"coal extraction and processing - Powder River Basin, BIT, Surface",333.5801913,3.920787179,1.315277549,0.4,0,0,0.141620799,0.172669924,0.096532316,0.06671252,0.061601627,0.072965175,0,280.8701,0.819251426,0.126593236,1.55E-05,12.83606559,282.2773,283.875,281.1824
Electricity; at user; consumption mix - ISO-NE - BA,natural gas extraction and processing - South Oklahoma,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Uinta,natural gas extraction and processing - Appalachian,"coal extraction and processing - Powder River Basin, BIT, Surface",309.0126654,4.442192973,1.32846514,0.5,0,0,0.175775474,0.11992689,0.115154414,0.066262605,0.073332855,0.086651577,0,281.908,0.868132385,0.127488722,1.60E-05,13.33157952,283.3825,285.0801,282.2329
Electricity; at user; consumption mix - ISO-NE - BA,natural gas extraction and processing - South Oklahoma,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Uinta,natural gas extraction and processing - Appalachian,"coal extraction and processing - Powder River Basin, BIT, Surface",348.8971856,4.171366543,1.623195615,0.4,0,0,0.127875504,0.133210562,0.096730153,0.056023512,0.068890925,0.111095465,0,325.3042,1.09631128,0.133646284,1.61E-05,16.05267282,326.8706,328.7396,325.57
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Duke Energy Carolinas - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Permian,"coal extraction and processing - Central Interior, BIT, Processing",279.9935763,3.589736624,0.493963896,0.4,0,0,0.135652031,0.19018676,0.117720661,0.064153734,0.071755107,0.106911265,0,254.2659,0.788107778,0.117624371,1.56E-05,9.920509953,255.4784,257.1015,254.5166
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Duke Energy Carolinas - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Permian,"coal extraction and processing - Central Interior, BIT, Processing",354.808482,4.39507677,-0.053889735,0,0,0,0.121583075,0.103200475,0.117082284,0.074037484,0.069599684,0.115397175,0,311.6276,0.934837482,0.126131625,1.69E-05,9.72429708,312.8993,314.8439,311.8687
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Duke Energy Carolinas - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Permian,"coal extraction and processing - Central Interior, BIT, Processing",350.3696153,4.440184395,1.605679161,0.1,0,0,0.153653573,0.178146378,0.118059454,0.062151326,0.065159969,0.090804736,0,308.3217,0.973460579,0.133217974,1.61E-05,15.02585062,309.9614,311.8521,308.6812
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Duke Energy Carolinas - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Permian,"coal extraction and processing - Central Interior, BIT, Processing",345.1739582,3.232364073,-0.052408017,0.4,0,0,0.148430856,0.123260171,0.114016659,0.067207369,0.068750165,0.113944152,0,303.8732,0.905210142,0.123670173,1.65E-05,9.484924637,305.1249,307.0237,304.1171
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Duke Energy Carolinas - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Permian,"coal extraction and processing - Central Interior, BIT, Processing",334.0034785,4.369340093,0.522741808,0.3,0,0,0.144150254,0.145572486,0.112801188,0.058331429,0.065913891,0.092597836,0,283.0239,0.823768865,0.122627353,1.57E-05,10.46505648,284.3134,286.0317,283.302
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Duke Energy Carolinas - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Permian,"coal extraction and processing - Central Interior, BIT, Processing",335.7616997,4.395911998,1.467122845,0.4,0,0,0.121182463,0.148827783,0.112818849,0.064278084,0.065788946,0.085728117,0,288.6681,0.896314464,0.129513169,1.58E-05,13.8540224,290.1833,291.9297,288.9987
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Duke Energy Carolinas - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Permian,"coal extraction and processing - Central Interior, BIT, Processing",338.2259002,4.29942422,0.067070441,0.3,0,0,0.159856447,0.114550919,0.115928405,0.072295394,0.072166634,0.086010502,0,279.4534,0.750989856,0.122590121,1.64E-05,8.596782732,280.6203,282.287,279.7123
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Duke Energy Carolinas - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Permian,"coal extraction and processing - Central Interior, BIT, Processing",342.5890494,4.470248018,1.706125932,0,0,0,0.160698996,0.110128741,0.10782001,0.076776393,0.068662122,0.099490661,0,314.1235,1.026770824,0.135732916,1.66E-05,15.79296973,315.8318,317.8062,314.4913
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Duke Energy Carolinas - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Permian,"coal extraction and processing - Central Interior, BIT, Processing",346.9071934,3.990320984,-0.111213045,0,1,0,0.134600653,0.135215398,0.129624334,0.064574171,0.06469351,0.11484431,0,279.9058,0.840892668,0.119197265,1.60E-05,8.881242028,281.0782,282.8508,280.1358
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Duke Energy Carolinas - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Permian,"coal extraction and processing - Central Interior, BIT, Processing",329.5501526,3.577759881,1.30691295,0.5,0,0,0.040873557,0.149148575,0.124242277,0.068329835,0.058218438,0.106664157,0,291.0186,0.968211081,0.128188613,1.59E-05,13.7671425,292.488,294.2887,291.2993
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Strawn,Electricity; at user; consumption mix - Southwest Power Pool - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Permian,"coal extraction and processing - Northern Appalachia, BIT, Underground",322.0925467,3.944665397,1.235229981,0.5,1,0,0.120749283,0.16512857,0.103584626,0.058991316,0.064364691,0.103385977,0,299.0933,0.975083607,0.134505332,1.71E-05,14.99119101,301.8847,305.0984,300.0836
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Strawn,Electricity; at user; consumption mix - Southwest Power Pool - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Permian,"coal extraction and processing - Northern Appalachia, BIT, Underground",332.2276956,3.663152441,0.664947399,0,0,0,0.171088545,0.126157759,0.100356184,0.071136683,0.063870313,0.098794488,0,321.6091,0.975435076,0.138592501,1.80E-05,13.48571688,324.4298,327.8409,322.6361
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Strawn,Electricity; at user; consumption mix - Southwest Power Pool - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Permian,"coal extraction and processing - Northern Appalachia, BIT, Underground",357.2244996,3.613405451,1.351705059,0.2,0,0,0.127637384,0.13564658,0.118836292,0.069402218,0.067166169,0.133047449,0,376.0963,1.299767451,0.151182511,1.91E-05,18.23637954,379.8733,384.3979,377.4738
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Strawn,Electricity; at user; consumption mix - Southwest Power Pool - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Permian,"coal extraction and processing - Northern Appalachia, BIT, Underground",331.5532845,3.258146597,0.688172117,0.5,0,0,0.144643436,0.133312142,0.108843303,0.073588616,0.064267447,0.094406879,0,313.1669,0.943613096,0.138874842,1.81E-05,13.22914657,315.8794,319.1527,314.1466
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Strawn,Electricity; at user; consumption mix - Southwest Power Pool - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Permian,"coal extraction and processing - Northern Appalachia, BIT, Underground",342.8375764,4.273735921,1.210711229,0.4,0,0,0.134560273,0.128965338,0.092777268,0.057983135,0.057446,0.108356797,0,335.0005,1.087011867,0.139516724,1.73E-05,15.78180385,338.149,341.8643,336.1399
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Strawn,Electricity; at user; consumption mix - Southwest Power Pool - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Permian,"coal extraction and processing - Northern Appalachia, BIT, Underground",320.0389929,3.557165929,0.688490586,0.4,0,0,0.105068297,0.110555712,0.105086207,0.077020722,0.067994842,0.091261607,0,295.4581,0.890444037,0.137458694,1.80E-05,12.65728206,298.0011,301.0676,296.3672
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Strawn,Electricity; at user; consumption mix - Southwest Power Pool - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Permian,"coal extraction and processing - Northern Appalachia, BIT, Underground",314.2686855,4.56800414,0.417740103,0.5,0,0,0.120878768,0.172274891,0.102569282,0.071535624,0.058285173,0.085338618,0,283.113,0.813419235,0.131045724,1.72E-05,11.12365363,285.4539,288.3153,283.9599
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Strawn,Electricity; at user; consumption mix - Southwest Power Pool - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Permian,"coal extraction and processing - Northern Appalachia, BIT, Underground",332.3367517,4.133658232,1.018518207,0.4,0,0,0.105403754,0.124956433,0.107326615,0.071029978,0.069308507,0.101042814,0,317.3936,1.006093427,0.141731296,1.82E-05,14.63234938,320.2765,323.7054,318.4251
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Strawn,Electricity; at user; consumption mix - Southwest Power Pool - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Permian,"coal extraction and processing - Northern Appalachia, BIT, Underground",351.7017802,4.156842341,1.663640536,0,0,0,0.13268992,0.10382766,0.111584462,0.075032397,0.072636124,0.087797173,0,335.1403,1.062605835,0.150509817,1.88E-05,17.28297214,338.1335,341.5125,336.1794
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Strawn,Electricity; at user; consumption mix - Southwest Power Pool - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Permian,"coal extraction and processing - Northern Appalachia, BIT, Underground",284.6154542,3.655772441,0.877005179,0.5,0,0,0.147831469,0.132572627,0.124340569,0.067546561,0.067540467,0.103397564,0,286.3806,0.914370434,0.134276111,1.76E-05,13.37970378,288.9995,292.1007,287.3139
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Appalachian,"coal extraction and processing - West/Northwest, BIT, Underground",340.5840878,4.152904462,0.864233882,0.4,0,0,0.143947029,0.158890662,0.117858297,0.059848259,0.061629679,0.114430489,0,330.468,1.062795054,0.138700286,1.79E-05,14.02383536,331.7917,333.5384,330.6387
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Appalachian,"coal extraction and processing - West/Northwest, BIT, Underground",279.2959866,4.404916022,1.300133744,0.3,0,0,0.106773147,0.138329463,0.106812937,0.062814682,0.064827561,0.101173462,0,270.9095,0.889959816,0.131179796,1.69E-05,13.46497939,272.1706,273.6428,271.1036
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Appalachian,"coal extraction and processing - West/Northwest, BIT, Underground",314.378866,3.974923097,0.559963453,0.2,0,0,0.155149916,0.163322339,0.125294689,0.069207942,0.076357666,0.100537137,0,301.5771,0.908765963,0.137010306,1.86E-05,11.85095727,302.7832,304.3917,301.7589
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Appalachian,"coal extraction and processing - West/Northwest, BIT, Underground",325.7488905,4.175612932,0.890832434,0,0,0,0.076001106,0.149067789,0.111958598,0.061127492,0.059374436,0.089282792,0,284.6375,0.857827114,0.132313664,1.70E-05,11.97481103,285.7789,287.2248,284.7981
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Appalachian,"coal extraction and processing - West/Northwest, BIT, Underground",326.5360716,3.937156632,1.70242622,0.5,0,0,0.155088669,0.165576781,0.116417326,0.076983749,0.067844573,0.08349797,0,310.8693,0.973592094,0.14470418,1.84E-05,15.84830381,312.3921,314.0604,311.1501
