elec120V_readymix_plant,natgas_readymix_plant,electricity_120V,trans_truck,natgas_clinker,naturalgas,coal,"concrete, 27.6 Mpa - national avg, A1-A3 total_cementitious","concrete, 27.6 Mpa - national avg, A1-A3 q_electricity","concrete, 27.6 Mpa - national avg, A1-A3 q_NG","concrete, 27.6 Mpa - national avg, A1-A3 percent_SCM_replacement","concrete, 27.6 Mpa - national avg, A1-A3 plc_boolean","concrete, 27.6 Mpa - national avg, A1-A3 msw",Portland cement q_electricity,Portland limestone cement production q_electricity,market for Portland cement t_km,market for sand t_km,"market for gravel, crushed t_km",clinker production - North American q_coal,"A5, construction d_vol",gwp,ap,ep,odp,pocp,gwp_IPCC,gwp_EF2,gwp_CML
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Duke Energy Progress East - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - San Juan,"coal extraction and processing - Rocky Mountain, WC, Surface",296.5052694,3.270351132,0.656210741,0.2,0,0,0.168246543,0.131329287,0.097950627,0.071915728,0.069999616,0.097809077,0,267.4624,0.809210963,0.121047527,1.58805E-05,10.79611479,268.817,270.5554,267.7749
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Duke Energy Progress East - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - San Juan,"coal extraction and processing - Rocky Mountain, WC, Surface",314.0701596,3.896668751,0.605872913,0.3,0,0,0.133510014,0.143044916,0.111685995,0.061332226,0.070348436,0.090489003,0,270.1534,0.791691942,0.121382858,1.57705E-05,10.46300366,271.4513,273.1316,270.4452
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Duke Energy Progress East - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - San Juan,"coal extraction and processing - Rocky Mountain, WC, Surface",324.412962,4.393151317,1.186438162,0.2,0,0,0.091825009,0.171461857,0.119712347,0.0601795,0.065744935,0.097772934,0,285.7667,0.907983047,0.126484798,1.58211E-05,13.07228753,287.2058,288.9562,286.0613
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Duke Energy Progress East - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Permian,natural gas extraction and processing - San Juan,"coal extraction and processing - Rocky Mountain, WC, Surface",310.1072805,4.012385449,2.133378306,0.3,0,0,0.148454746,0.154266771,0.110456818,0.072196936,0.073418432,0.098395941,0,295.7728,1.010948286,0.134390364,1.63936E-05,16.90283103,297.562,299.4898,296.1734
"Electricity; at user; consumption mix - Public Utility District No. 2 of Grant County, Washington - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Import, SUB, Surface",357.4652165,4.37639754,1.421490873,0.1,0,0,0.118323477,0.121696533,0.11425926,0.071876681,0.077044011,0.096336714,0,324.7997,1.064724487,0.149345283,1.87947E-05,16.30721716,326.2061,327.8941,324.9863
"Electricity; at user; consumption mix - Public Utility District No. 2 of Grant County, Washington - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Import, SUB, Surface",353.2859359,4.468044059,0.927933459,0.5,1,0,0.171724517,0.160384618,0.097392042,0.060698916,0.076172813,0.090097548,0,291.1072,0.907032776,0.136976093,1.76626E-05,13.44097304,292.3507,293.8892,291.2991
"Electricity; at user; consumption mix - Public Utility District No. 2 of Grant County, Washington - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Import, SUB, Surface",296.6349792,4.274147597,1.434984078,0.2,0,0,0.134802616,0.109646284,0.097898673,0.075933792,0.059078702,0.108395689,0,286.9486,0.995111791,0.137166277,1.71989E-05,15.41510605,288.2795,289.8398,287.1278
"Electricity; at user; consumption mix - Public Utility District No. 2 of Grant County, Washington - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Import, SUB, Surface",316.8558183,3.846802853,0.669912189,0.4,0,0,0.135330155,0.149111106,0.099361965,0.060034164,0.069790303,0.092196886,0,280.1873,0.863556178,0.132838623,1.71248E-05,12.09214495,281.3013,282.7542,280.3376
"Electricity; at user; consumption mix - Public Utility District No. 2 of Grant County, Washington - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Import, SUB, Surface",346.6397735,4.159653545,0.383573398,0.2,0,0,0.138322121,0.14618857,0.115604053,0.059374255,0.071542313,0.108796967,0,314.2446,0.989195297,0.137993983,1.80085E-05,12.44381461,315.3665,316.9893,314.3553
"Electricity; at user; consumption mix - Public Utility District No. 2 of Grant County, Washington - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Import, SUB, Surface",352.8646126,3.837712989,1.971683679,0.3,0,0,0.093687195,0.154241756,0.117750014,0.067848251,0.06800503,0.120934468,0,343.3077,1.248200748,0.151703684,1.84667E-05,19.28267737,344.8697,346.6991,343.4779
"Electricity; at user; consumption mix - Public Utility District No. 2 of Grant County, Washington - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Import, SUB, Surface",316.6098409,4.068588411,1.369218993,0,0,0,0.173343526,0.180883805,0.114351634,0.056203011,0.067237314,0.12347519,0,317.5201,1.119106801,0.140296096,1.75099E-05,16.36186918,318.9287,320.668,317.6931
"Electricity; at user; consumption mix - Public Utility District No. 2 of Grant County, Washington - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Import, SUB, Surface",325.6670563,4.441475835,1.974284055,0,0,0,0.105920664,0.110021262,0.109478488,0.053438973,0.072440721,0.122054221,0,322.3208,1.185695647,0.14536301,1.75998E-05,18.61320911,323.8433,325.5885,322.4992
"Electricity; at user; consumption mix - Public Utility District No. 2 of Grant County, Washington - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Import, SUB, Surface",345.5317841,3.826583474,-0.825260494,0.3,0,0,0.115939395,0.123891067,0.102728086,0.065566644,0.065315737,0.101894793,0,288.4409,0.795989038,0.127243249,1.75556E-05,7.130806059,289.1696,290.5838,288.4704
"Electricity; at user; consumption mix - Public Utility District No. 2 of Grant County, Washington - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Import, SUB, Surface",348.6771624,4.20380579,2.075278795,0.1,0,0,0.112644883,0.147473026,0.098124813,0.058839634,0.065796786,0.096257179,0,319.8787,1.101645708,0.146207721,1.73876E-05,18.27227344,321.419,323.0973,320.1014
Electricity; at user; consumption mix - PUD No. 1 of Douglas County - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Duke Energy Florida, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Southern Appalachia, BIT, Surface",348.8306053,4.013849964,0.465460128,0.4,0,0,0.130836352,0.141021359,0.091940064,0.061648944,0.061223357,0.096986665,0,311.6659,0.903787966,0.133525209,1.70875E-05,11.51135438,312.8827,314.575,311.8719
Electricity; at user; consumption mix - PUD No. 1 of Douglas County - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Duke Energy Florida, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Southern Appalachia, BIT, Surface",351.9599832,4.096815467,1.578451508,0.5,0,0,0.133941799,0.144413144,0.122610745,0.064423523,0.059941085,0.120321257,0,350.6833,1.1837117,0.146325455,1.79937E-05,17.22278846,352.2996,354.2978,350.9385
Electricity; at user; consumption mix - PUD No. 1 of Douglas County - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Duke Energy Florida, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Southern Appalachia, BIT, Surface",358.19562,4.073794078,1.312178401,0.5,0,0,0.141321896,0.123995075,0.138819114,0.066881375,0.059840239,0.113303998,0,349.4813,1.132128014,0.146495063,1.83316E-05,16.09885653,351.0387,353.0134,349.7368
Electricity; at user; consumption mix - PUD No. 1 of Douglas County - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Duke Energy Florida, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Southern Appalachia, BIT, Surface",311.8420763,4.000340684,1.277476251,0.2,0,0,0.127153296,0.149804069,0.090549483,0.069338568,0.073625344,0.093671001,0,293.7365,0.913252552,0.13761167,1.75005E-05,13.8797818,295.118,296.773,293.9911
Electricity; at user; consumption mix - PUD No. 1 of Douglas County - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Duke Energy Florida, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Southern Appalachia, BIT, Surface",355.6562827,3.712390224,1.540812073,0.3,0,0,0.161578781,0.1630179,0.100853151,0.063447433,0.059962702,0.097212953,0,337.6982,1.057967227,0.143577118,1.74542E-05,16.24459041,339.2998,341.2001,338.0042
Electricity; at user; consumption mix - PUD No. 1 of Douglas County - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Duke Energy Florida, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Southern Appalachia, BIT, Surface",326.4532991,4.328807865,0.278017113,0.5,0,0,0.11556775,0.11159245,0.121374036,0.069744585,0.066658255,0.099481289,0,295.24,0.854337081,0.133307329,1.77682E-05,10.40795509,296.3584,297.974,295.4168
Electricity; at user; consumption mix - PUD No. 1 of Douglas County - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Duke Energy Florida, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Southern Appalachia, BIT, Surface",350.0473411,4.844460458,1.030121766,0.2,0,0,0.118138547,0.183657235,0.115486679,0.065171651,0.065303746,0.099169966,0,321.5598,0.986621766,0.140725187,1.78208E-05,13.85041166,322.9358,324.7026,321.7907
Electricity; at user; consumption mix - PUD No. 1 of Douglas County - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Duke Energy Florida, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Southern Appalachia, BIT, Surface",368.1571701,3.883874487,0.450476549,0.3,1,0,0.153351787,0.087112093,0.104961573,0.053103962,0.068065206,0.082845209,0,281.2994,0.787330366,0.129783106,1.68134E-05,10.44173928,282.3915,283.8709,281.4856
Electricity; at user; consumption mix - PUD No. 1 of Douglas County - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Duke Energy Florida, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Southern Appalachia, BIT, Surface",330.6140363,4.147765655,1.079557647,0.2,0,0,0.183100772,0.180348775,0.147217158,0.066919722,0.078955838,0.105012353,0,330.016,1.0203137,0.145347517,1.88878E-05,14.66123496,331.5248,333.4354,330.3006
Electricity; at user; consumption mix - PUD No. 1 of Douglas County - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Duke Energy Florida, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Southern Appalachia, BIT, Surface",308.1639304,3.429163414,1.990024833,0,0,0,0.16899687,0.118222428,0.098173719,0.062749987,0.080666591,0.094799935,0,309.1859,1.010868719,0.143815659,1.77413E-05,17.04964126,310.8409,312.6477,309.519
Electricity; at user; consumption mix - ISO-NE - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Strawn,natural gas extraction and processing - Green River,"coal extraction and processing - Northern Appalachia, WC, Underground",308.5823378,4.559922304,2.708312753,0.3,0,0,0.159342967,0.14165186,0.112170142,0.058277278,0.063323259,0.091165482,0,309.0367,1.057377424,0.143612133,1.69927E-05,18.97374052,311.9793,315.0884,310.0251
Electricity; at user; consumption mix - ISO-NE - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Strawn,natural gas extraction and processing - Green River,"coal extraction and processing - Northern Appalachia, WC, Underground",377.7373781,4.153197908,-0.131983401,0,0,0,0.132218526,0.128650048,0.109487685,0.069778311,0.060563331,0.088741151,0,321.3906,0.839555852,0.134339313,1.79953E-05,8.855981615,323.8376,327.0858,322.3181
Electricity; at user; consumption mix - ISO-NE - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Strawn,natural gas extraction and processing - Green River,"coal extraction and processing - Northern Appalachia, WC, Underground",340.6218823,3.977875567,0.891971766,0.5,0,0,0.13651873,0.173666106,0.112863023,0.063962671,0.073134235,0.11061619,0,328.4641,1.019354845,0.140044256,1.82304E-05,13.32141769,331.3866,334.9938,329.529
Electricity; at user; consumption mix - ISO-NE - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Strawn,natural gas extraction and processing - Green River,"coal extraction and processing - Northern Appalachia, WC, Underground",286.9115335,4.12841936,0.625858246,0.1,0,0,0.151016898,0.185973439,0.114264529,0.054596306,0.063513762,0.0886665,0,263.1668,0.757102905,0.124777692,1.63862E-05,10.16085826,265.3421,268.0038,263.9518
Electricity; at user; consumption mix - ISO-NE - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Strawn,natural gas extraction and processing - Green River,"coal extraction and processing - Northern Appalachia, WC, Underground",334.0299535,4.139203022,1.091766936,0.1,0,0,0.127540903,0.14147863,0.105694441,0.066887328,0.060012304,0.096372889,0,309.081,0.939185536,0.136372098,1.73515E-05,13.17560282,311.757,314.9712,310.04
Electricity; at user; consumption mix - ISO-NE - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Strawn,natural gas extraction and processing - Green River,"coal extraction and processing - Northern Appalachia, WC, Underground",342.2416234,4.527057475,0.37602041,0.5,1,0,0.134942566,0.131040187,0.100731416,0.072191139,0.061016701,0.098997485,0,287.2246,0.835676775,0.129313695,1.73052E-05,10.36486442,289.6237,292.6531,288.105
Electricity; at user; consumption mix - ISO-NE - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Strawn,natural gas extraction and processing - Green River,"coal extraction and processing - Northern Appalachia, WC, Underground",299.9268324,3.823849812,-0.204578998,0.3,0,0,0.161188379,0.132649979,0.124977836,0.066540796,0.060653197,0.091588058,0,268.3828,0.707341224,0.12335953,1.70559E-05,7.359144062,270.4561,273.215,269.1665
Electricity; at user; consumption mix - ISO-NE - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Strawn,natural gas extraction and processing - Green River,"coal extraction and processing - Northern Appalachia, WC, Underground",380.2008576,4.398325629,0.593919457,0.1,0,0,0.126022532,0.133165897,0.103795246,0.065987088,0.060910181,0.089944214,0,331.5256,0.932094315,0.138839292,1.78501E-05,11.77126783,334.2046,337.562,332.5104
Electricity; at user; consumption mix - ISO-NE - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Strawn,natural gas extraction and processing - Green River,"coal extraction and processing - Northern Appalachia, WC, Underground",326.0645437,4.773239165,1.026103186,0.4,0,0,0.198230112,0.108189105,0.116547679,0.06822957,0.076418027,0.096840792,0,316.7926,0.949332772,0.140258402,1.83809E-05,13.27386566,319.5135,322.7938,317.7735
Electricity; at user; consumption mix - ISO-NE - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Tennessee Valley Authority - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Strawn,natural gas extraction and processing - Green River,"coal extraction and processing - Northern Appalachia, WC, Underground",341.6482275,3.89830179,2.377447241,0.4,0,0,0.114890268,0.146319426,0.117193448,0.064718289,0.066240585,0.100076826,0,333.7648,1.124971945,0.148445293,1.79253E-05,18.56884992,336.9081,340.3982,334.8438
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - ISO-NE - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Lignite, LIG, Surface",337.803785,4.344581032,1.237574123,0,0,0,0.134300289,0.120129575,0.119166619,0.059863103,0.063781316,0.103513565,0,302.7225,0.97828363,0.130636675,1.60225E-05,14.05931681,303.936,305.4305,302.8543
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - ISO-NE - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Lignite, LIG, Surface",310.8608107,4.095595119,0.863143965,0.2,0,0,0.067966537,0.122023768,0.116778142,0.05904791,0.057450673,0.093616364,0,262.4946,0.81264186,0.120984487,1.51174E-05,11.22990048,263.4783,264.7373,262.5936
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - ISO-NE - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Lignite, LIG, Surface",350.2837591,4.20520137,0.958664198,0,0,0,0.12106723,0.163553777,0.11816592,0.06098126,0.076856947,0.086213682,0,294.3684,0.872363894,0.13072268,1.64462E-05,12.37678721,295.4908,296.9009,294.5067
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - ISO-NE - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Lignite, LIG, Surface",330.3311627,4.161193274,1.613309621,0.5,0,0,0.140026448,0.157838445,0.096281891,0.065843902,0.067999916,0.101479489,0,301.068,0.997076941,0.132549512,1.60396E-05,15.3354371,302.3834,303.8947,301.2313
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - ISO-NE - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Lignite, LIG, Surface",292.0547927,4.098896316,0.717383116,0,0,0,0.131387808,0.155536375,0.108470092,0.070336274,0.067719145,0.099744514,0,260.6255,0.807349003,0.121440856,1.57079E-05,10.93693681,261.6261,262.9307,260.7363
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - ISO-NE - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Lignite, LIG, Surface",331.1382286,4.535963814,1.848697197,0.1,0,0,0.153646057,0.167272902,0.110515672,0.083622472,0.059907826,0.079631049,0,290.3895,0.912013004,0.1343238,1.62634E-05,15.41729656,291.7703,293.2286,290.6137
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - ISO-NE - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Lignite, LIG, Surface",364.2599352,3.60790083,0.605677551,0.1,0,0,0.150061174,0.11633382,0.126115812,0.0575277,0.07096911,0.105670957,0,319.0789,0.977463818,0.131616502,1.66645E-05,12.32967268,320.1718,321.7089,319.1684
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - ISO-NE - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Lignite, LIG, Surface",299.4158968,3.795019294,-0.197538555,0.3,0,0,0.114520067,0.130044696,0.099845121,0.064246133,0.062923705,0.103386742,0,253.6918,0.726100009,0.114144402,1.52909E-05,7.468217001,254.418,255.6311,253.7279
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - ISO-NE - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Lignite, LIG, Surface",305.3715384,5.014407215,1.938110984,0.5,0,0,0.157279264,0.100380993,0.110319041,0.059413619,0.053131288,0.106820569,0,290.2531,1.009472113,0.129409019,1.5211E-05,16.34283955,291.6418,293.1431,290.4396
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - ISO-NE - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Lignite, LIG, Surface",355.6811738,4.224709645,1.808022567,0.1,0,0,0.107015974,0.077691767,0.114634103,0.063400338,0.057986973,0.095736217,0,312.511,1.028311982,0.135460638,1.59944E-05,16.12814141,313.8669,315.3934,312.6774
