elec120V_readymix_plant,natgas_readymix_plant,electricity_120V,trans_truck,natgas_clinker,naturalgas,coal,"concrete, 17.2 MPa - national avg, A1-A3 total_cementitious","concrete, 17.2 MPa - national avg, A1-A3 pct_scm","concrete, 17.2 MPa - national avg, A1-A3 pct_scm_flyash","concrete, 17.2 MPa - national avg, A1-A3 q_electricity","concrete, 17.2 MPa - national avg, A1-A3 q_NG","concrete, 17.2 MPa - national avg, A1-A3 plc_boolean","concrete, 17.2 MPa - national avg, A1-A3 msw",Portland cement q_electricity,Portland limestone cement production q_electricity,market for Portland cement t_km,market for sand t_km,"market for gravel, crushed t_km",clinker production - North American q_coal,gwp,ap,ep,odp,pocp,gwp_IPCC,gwp_EF2,gwp_CML
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Gulf,"coal extraction and processing - Southern Appalachia, BIT, Surface",255.85017247433515,0.0,0.0,3.9764855553739906,0.19656693052410745,0.0,0.0,0.12618205564682616,0.1421497635137125,0.1254250226659752,0.0719612719275647,0.0686248052148819,0.10199942037458301,280.9618,0.8594090718970757,0.11694417699440024,1.0470745818861974e-05,10.807874517535721,281.922,283.5361,281.2461
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Gulf,"coal extraction and processing - Southern Appalachia, BIT, Surface",255.70035111075055,0.5,1.0,4.28488434263196,1.2485535295804702,0.0,0.0,0.14302350643476666,0.13321007721046482,0.11778336827080053,0.06243187245271324,0.06894086039990006,0.09274148029918279,170.2192,0.6206369010256306,0.10276457133856885,8.185675902466775e-06,11.283947908606383,171.2151,172.3756,170.5443
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Gulf,"coal extraction and processing - Southern Appalachia, BIT, Surface",265.24216919539253,0.5,0.0,4.239219829183514,1.1504725462275784,0.0,0.0,0.1473910220299287,0.1505732464441814,0.10349004042737697,0.062172855050866144,0.0645379416684273,0.10508199582485042,200.5356,0.733313010827057,0.12667302884723275,1.3612526484943483e-05,13.01249948213063,201.6876,203.0332,200.8926
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Gulf,"coal extraction and processing - Southern Appalachia, BIT, Surface",257.25875730356023,0.3,1.0,4.125297416208835,-0.38313163562088726,0.0,0.0,0.12183777551109803,0.07612409554737229,0.13484184926114978,0.07607960882602237,0.06913179472936729,0.0893851294444701,196.1563,0.54837492489308,0.10127732343020618,9.379084615815602e-06,6.137083845084355,196.8771,197.9613,196.3913
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Gulf,"coal extraction and processing - Southern Appalachia, BIT, Surface",267.79595496391994,0.4,0.5,3.5311150049625804,-0.17609450232808121,0.0,0.0,0.15805548653459692,0.16060615931451186,0.10860159879178098,0.062320530501183,0.06265525839845533,0.12387917426155731,207.3494,0.6704357731116491,0.10788764978075083,1.0762555854906694e-05,8.043756120942922,208.1609,209.4343,207.5919
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Anadarko,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Gulf,"coal extraction and processing - Southern Appalachia, BIT, Surface",256.2864143254884,0.0,1.0,3.47816408543245,1.0972449495689551,0.0,0.0,0.10671597379612507,0.0981819688305573,0.11136884421285738,0.05518949103459042,0.06273698008157663,0.09853465876627183,281.8709,0.923002384328804,0.11844749700623354,9.45866406554582e-06,13.733351938030653,282.976,284.6474,282.1943
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Fort Worth,"coal extraction and processing - Rocky Mountain, WC, Surface",245.7173985635553,0.0,0.5,4.02179031394634,0.6116884720947919,0.0,0.0,0.13519865142688786,0.14224101049505916,0.11409060105591887,0.07300634234648772,0.06206846839418161,0.08763578613124935,264.5443,0.8050128210365952,0.11616362729643312,9.657322031441607e-06,11.758043359323482,265.6594,267.4486,264.9575
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Fort Worth,"coal extraction and processing - Rocky Mountain, WC, Surface",272.98516594206427,0.3,1.0,3.651643998801688,0.036264993747631924,0.0,0.0,0.12383523726564126,0.12320687108577953,0.09386598595758847,0.060430534301501276,0.06513165898420259,0.08015857180466891,200.7093,0.5705823728218178,0.10111657201426934,8.33185847679825e-06,7.603453810181132,201.564,202.8584,201.0336
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Fort Worth,"coal extraction and processing - Rocky Mountain, WC, Surface",247.59618948020042,0.2,0.5,4.380810824193846,1.7965503034326797,0.0,0.0,0.14546436944969998,0.16189419848290376,0.1099612634828553,0.05599945551530159,0.057426614590469126,0.10251171630881238,248.0451,0.900121250517457,0.11954832932486363,9.472166024102898e-06,15.896243195931843,249.3634,251.2359,248.5052
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Fort Worth,"coal extraction and processing - Rocky Mountain, WC, Surface",244.0354575946556,0.3,0.0,4.125040540567901,1.0611911653636343,0.0,0.0,0.1257804176569605,0.11422260964801913,0.10325136034631792,0.05827301931369434,0.07457602061018874,0.09386077928669863,217.6973,0.7460720262716888,0.1213883406100649,1.1686211531246605e-05,12.699381406042825,218.8619,220.4078,218.0997
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Fort Worth,"coal extraction and processing - Rocky Mountain, WC, Surface",253.9701161825871,0.0,1.0,4.214845330891719,0.177818803635289,0.0,0.0,0.08651654641863987,0.15032049522436716,0.11938733920766383,0.06096887390472564,0.07382791198742697,0.08801313328530408,259.4267,0.7547062038770588,0.113648450727728,9.759789257545537e-06,9.785772442118382,260.4061,262.0331,259.7736
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Fort Worth,"coal extraction and processing - Rocky Mountain, WC, Surface",247.86711401565182,0.3,0.5,3.7501826901717066,1.168378152835633,0.0,0.0,0.10746226623220974,0.08120219707803356,0.11850304159167971,0.0665575976639162,0.07148017402928666,0.1037970416374362,219.2543,0.7755331941720207,0.1172800397460461,1.0536879039081243e-05,12.941542722622911,220.4006,221.977,219.6409
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Fort Worth,"coal extraction and processing - Rocky Mountain, WC, Surface",267.50207456366337,0.3,1.0,3.410305577530342,0.8006220792961042,0.0,0.0,0.17052411444595614,0.12407918342178098,0.10901865370241116,0.05919123693918328,0.07161208011795786,0.11003382132757293,230.683,0.7860000966767666,0.10997833005285224,8.97158102713328e-06,11.945754169099335,231.778,233.5029,231.0808
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Fort Worth,"coal extraction and processing - Rocky Mountain, WC, Surface",247.26101405097847,0.2,0.0,3.9105362794614544,0.40890997583712824,1.0,0.0,0.14841739603288942,0.15337994026146082,0.09773111007434564,0.061998353520956326,0.07917568481624963,0.10422698653534353,225.4777,0.7343548813698737,0.11701291351783535,1.137404296761219e-05,10.807702508942437,226.5455,228.171,225.8654
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Fort Worth,"coal extraction and processing - Rocky Mountain, WC, Surface",282.6715105408528,0.1,0.5,3.8680359768005466,0.5194197290853474,0.0,0.0,0.15185507508805943,0.1330372918579707,0.11658002025431001,0.06712051092873929,0.06594218248607504,0.11575838405710281,297.9012,0.9762575561192053,0.12190169905806526,1.0679941879491514e-05,13.17682849731046,299.0855,301.2397,298.325
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA","market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Fort Worth,"coal extraction and processing - Rocky Mountain, WC, Surface",266.1885918997914,0.3,0.0,4.777128397517453,0.47982279626498164,0.0,0.0,0.12543348344350708,0.16538114030163886,0.11148929331804801,0.07604400579246837,0.06335954120554359,0.1223334016340057,243.1912,0.8325723455315523,0.12347068237304737,1.2601397760241809e-05,11.874607060055787,244.3006,246.052,243.5649
Electricity; at user; consumption mix - JEA - BA,natural gas extraction and processing - Gulf,Electricity; at user; consumption mix - Imperial Irrigation District - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Strawn,"coal extraction and processing - Central Appalachia, BIT, Surface",244.3269269107052,0.2,0.5,4.699970206552405,-0.3750160730190416,0.0,0.0,0.1526886393992364,0.1102605686279313,0.11253322216480034,0.06228343584685536,0.07874035582979344,0.10547420252780601,223.291,0.6535625723563976,0.11861188953453798,1.170856331466356e-05,7.284824576107031,224.1562,225.6371,223.596
Electricity; at user; consumption mix - JEA - BA,natural gas extraction and processing - Gulf,Electricity; at user; consumption mix - Imperial Irrigation District - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Strawn,"coal extraction and processing - Central Appalachia, BIT, Surface",256.4917137335056,0.4,1.0,3.7053923777050106,1.779517613172258,0.0,0.0,0.128718304245976,0.16097639958525395,0.11787127065698996,0.06780707168398907,0.0627096348546445,0.09495749601998027,198.8109,0.7406469972139715,0.11938031832031204,9.631533857260268e-06,13.941168970352065,200.0068,201.474,199.2074
Electricity; at user; consumption mix - JEA - BA,natural gas extraction and processing - Gulf,Electricity; at user; consumption mix - Imperial Irrigation District - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Strawn,"coal extraction and processing - Central Appalachia, BIT, Surface",255.5318031702332,0.0,0.5,3.6476088158993263,0.8187634123544187,0.0,0.0,0.12661247704187886,0.15499269373221497,0.10216305064138789,0.0696445451316877,0.07031366541236998,0.12156051997523036,296.6794,1.0055240165068637,0.13250059239277764,1.1557527470913577e-05,13.6752873424497,297.8419,299.8598,297.0347
Electricity; at user; consumption mix - JEA - BA,natural gas extraction and processing - Gulf,Electricity; at user; consumption mix - Imperial Irrigation District - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Strawn,"coal extraction and processing - Central Appalachia, BIT, Surface",259.1808888677547,0.0,1.0,3.6858019371874975,0.8135675756695738,0.0,0.0,0.12038036525619657,0.09419438642062895,0.09014922302331699,0.06739086378620533,0.06339307544854722,0.10465713756614584,283.9301,0.916001989004102,0.1284399830771418,1.0821298924494643e-05,12.807459546755977,285.0624,286.9399,284.2947
Electricity; at user; consumption mix - JEA - BA,natural gas extraction and processing - Gulf,Electricity; at user; consumption mix - Imperial Irrigation District - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Strawn,"coal extraction and processing - Central Appalachia, BIT, Surface",255.9106353454652,0.2,0.5,3.8490936774847393,1.0852534010252666,0.0,0.0,0.1608279566267708,0.10959380139272205,0.11478758366500953,0.07055426313486333,0.05795850266146192,0.07509363753829981,228.2828,0.7094090813075782,0.12507666709129894,1.104981799825995e-05,12.019807636842101,229.4555,231.0691,228.7172
Electricity; at user; consumption mix - JEA - BA,natural gas extraction and processing - Gulf,Electricity; at user; consumption mix - Imperial Irrigation District - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Strawn,"coal extraction and processing - Central Appalachia, BIT, Surface",250.47109573369855,0.4,0.0,3.903168262343669,0.7912536360015594,0.0,0.0,0.16417746368400565,0.11322592722657564,0.10290968233601688,0.0661165264836241,0.06710027093553712,0.11292815282318411,210.8346,0.7370150877327284,0.13158700413673236,1.3856628540995864e-05,11.822935002755031,211.9692,213.5012,211.2107
Electricity; at user; consumption mix - JEA - BA,natural gas extraction and processing - Gulf,Electricity; at user; consumption mix - Imperial Irrigation District - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Strawn,"coal extraction and processing - Central Appalachia, BIT, Surface",246.09421880489657,0.1,0.0,3.548454483345975,0.029613146264578227,0.0,0.0,0.12194445781673595,0.13398778287543364,0.09838711877409478,0.07072737041214774,0.07083343133745733,0.08619770450940895,235.2688,0.6716099327971562,0.1229487701214834,1.1730194192397678e-05,8.635093730348514,236.2192,237.6923,235.6004
Electricity; at user; consumption mix - JEA - BA,natural gas extraction and processing - Gulf,Electricity; at user; consumption mix - Imperial Irrigation District - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Strawn,"coal extraction and processing - Central Appalachia, BIT, Surface",253.88398205697823,0.2,0.0,3.46420932240364,1.8398220529662144,0.0,0.0,0.13844713285626084,0.13636798239365475,0.11733597430931929,0.06452607847580874,0.06743744701175862,0.06098391712576011,231.2798,0.752119574453216,0.13478344305318107,1.2238669814954999e-05,14.838640548995139,232.6294,234.2492,231.7645
Electricity; at user; consumption mix - JEA - BA,natural gas extraction and processing - Gulf,Electricity; at user; consumption mix - Imperial Irrigation District - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Strawn,"coal extraction and processing - Central Appalachia, BIT, Surface",267.5042315010984,0.4,1.0,4.88210870690762,0.8778020088531487,0.0,0.0,0.12882924064872592,0.12218487362779352,0.10790947983995472,0.061237734214167804,0.08045178666262132,0.10429736341988573,201.1578,0.6913986247780979,0.11723878477040126,1.0263987706687843e-05,10.989793774367142,202.1903,203.601,201.4995
Electricity; at user; consumption mix - JEA - BA,natural gas extraction and processing - Gulf,Electricity; at user; consumption mix - Imperial Irrigation District - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Strawn,"coal extraction and processing - Central Appalachia, BIT, Surface",255.48671596468748,0.4,0.5,3.5977962102836143,0.8119789147461235,0.0,0.0,0.18629970398631046,0.13533326330827708,0.10550407731869833,0.07084767258099431,0.06750949625078706,0.10457570924714199,203.44,0.6953348234611633,0.12391046780425297,1.2036006002310238e-05,11.203105660073225,204.5399,206.0613,203.8257
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - Western Area Power Administration - Desert Southwest Region - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Permian,"coal extraction and processing - Northern Appalachia, BIT, Surface",250.57721738042918,0.0,1.0,3.5781288550386456,1.6235639559164703,0.0,0.0,0.1280067051255822,0.20079526561084335,0.08395222472891502,0.07259650899998087,0.06594201025737664,0.07048445136395366,265.0915,0.8295708050016632,0.13042384306126661,1.0835799694174765e-05,14.799700203881118,266.3847,268.1295,265.5486
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - Western Area Power Administration - Desert Southwest Region - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Permian,"coal extraction and processing - Northern Appalachia, BIT, Surface",255.6693837292569,0.3,0.0,4.233112325804355,1.4431519953565863,0.0,0.0,0.15593493859949648,0.10197164685923507,0.12250716279600526,0.06940091005075605,0.05257464157019418,0.10562237543948057,237.9387,0.8517116160493553,0.13330982448611672,1.3011953155643661e-05,14.75916778562301,239.221,240.9735,238.3695
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - Western Area Power Administration - Desert Southwest Region - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Permian,"coal extraction and processing - Northern Appalachia, BIT, Surface",255.30340150626512,0.4,1.0,5.1376971378121254,-0.22793093444438395,0.0,0.0,0.18584150614323836,0.12521891120632556,0.08908241204277006,0.056129334359675716,0.058356190583314066,0.10311524413576924,179.0813,0.5317905546484186,0.10064732582816865,8.770216875370233e-06,6.320525283934248,179.8504,181.1064,179.374
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - Western Area Power Administration - Desert Southwest Region - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Permian,"coal extraction and processing - Northern Appalachia, BIT, Surface",262.6824282063258,0.5,0.5,4.09140493694523,0.9597487272104627,0.0,0.0,0.14755947529986185,0.1436571673973219,0.12491107902078244,0.07153822355002609,0.06113413968994898,0.08586656593224896,179.6501,0.6186378096841577,0.12193081532734962,1.2186010073201308e-05,11.12268258976457,180.7336,182.0208,180.0239
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - Western Area Power Administration - Desert Southwest Region - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Permian,"coal extraction and processing - Northern Appalachia, BIT, Surface",250.09209094465723,0.1,1.0,3.5856695615513177,1.4377694607001326,0.0,0.0,0.15694912900265998,0.1272833159035939,0.11889977026330278,0.059354953897412986,0.06272654698275294,0.09934493006287438,263.1785,0.8946717863186452,0.12622460191300813,1.0498077508624907e-05,14.708744962353201,264.4304,266.3165,263.611
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - Western Area Power Administration - Desert Southwest Region - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Permian,"coal extraction and processing - Northern Appalachia, BIT, Surface",265.77819012289785,0.4,0.0,4.278703472019121,0.997134415627539,0.0,0.0,0.15596684702595462,0.1507996450707884,0.10675739066811327,0.08408074338562976,0.06169014450121319,0.10385013501888202,222.6703,0.7758858757211031,0.1370804550630677,1.4864294184734025e-05,13.124486143921965,223.8911,225.4983,223.0797
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - Western Area Power Administration - Desert Southwest Region - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Permian,"coal extraction and processing - Northern Appalachia, BIT, Surface",263.47370752884154,0.4,0.0,3.6471652564271366,1.5086477768979496,0.0,0.0,0.14945375188646481,0.16375825810353825,0.11415225337656593,0.06569934148580743,0.06568422019780201,0.09945536816425415,222.3751,0.8075959967384959,0.13741562631321663,1.4261805718793531e-05,14.776417043557494,223.6779,225.3079,222.8079
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - Western Area Power Administration - Desert Southwest Region - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Permian,"coal extraction and processing - Northern Appalachia, BIT, Surface",251.72935581957572,0.3,0.0,3.5883990642390247,0.032025815427794924,0.0,0.0,0.10994113642643535,0.11532805290016548,0.10263728543220245,0.06264866005642916,0.07108298370200648,0.11470988240637686,220.8172,0.7120845064307093,0.12493352098670614,1.3301377040872092e-05,9.313933153246797,221.7843,223.276,221.1338
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - Western Area Power Administration - Desert Southwest Region - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Permian,"coal extraction and processing - Northern Appalachia, BIT, Surface",263.1473340833296,0.0,1.0,3.6287054806446877,-0.23291873135316632,0.0,0.0,0.14179584074274867,0.15761305876888093,0.11663298357023519,0.06777717018741644,0.056283525870057874,0.09354193805815804,271.1046,0.759922717368928,0.11977127401071397,1.0894037763404607e-05,8.74120581972878,272.0386,273.7642,271.445
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Anadarko,Electricity; at user; consumption mix - Western Area Power Administration - Desert Southwest Region - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Permian,"coal extraction and processing - Northern Appalachia, BIT, Surface",255.81488123399262,0.4,1.0,3.8904153757939954,1.2932160804919763,0.0,0.0,0.13027739216119213,0.11028285148364687,0.1376208260458916,0.07629547431959238,0.06551921795994158,0.09204639918724442,195.526,0.6904334436782422,0.11831979754063927,1.0339920772278074e-05,12.337942097752384,196.6463,198.0626,195.9085
"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - California Independent System Operator - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - Uinta,"coal extraction and processing - Powder River Basin, SUB, Surface",241.80894971337398,0.0,0.5,4.43610916090989,0.873170324961312,0.0,0.0,0.13043156923250485,0.1603029019830571,0.11422839026439598,0.06082886676256878,0.060656671771708484,0.10131369125300724,261.9317,0.85315194363633,0.11517538437524176,9.066623801246254e-06,12.802961828724118,262.9827,264.6297,262.2593
"Electricity; at user; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - California Independent System Operator - BA,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - Uinta,"coal extraction and processing - Powder River Basin, SUB, Surface",260.24529853427623,0.5,0.5,4.394530603341213,0.09633488002551471,0.0,0.0,0.11863262995271998,0.1128817446769085,0.11363412271311425,0.06551199770560656,0.0659185616123045,0.08080117830215497,156.9278,0.4782320496945165,0.10568101044670218,1.0499726800936382e-05,7.299172511256823,157.7384,158.6996,157.2016
