elec120V_readymix_plant,natgas_readymix_plant,electricity_120V,trans_truck,natgas_clinker,naturalgas,coal,"concrete, 20.7 Mpa - national avg, A1-A3 total_cementitious","concrete, 20.7 Mpa - national avg, A1-A3 q_electricity","concrete, 20.7 Mpa - national avg, A1-A3 q_NG","concrete, 20.7 Mpa - national avg, A1-A3 percent_SCM_replacement","concrete, 20.7 Mpa - national avg, A1-A3 plc_boolean","concrete, 20.7 Mpa - national avg, A1-A3 msw",Portland cement q_electricity,Portland limestone cement production q_electricity,market for Portland cement t_km,market for sand t_km,"market for gravel, crushed t_km",clinker production - North American q_coal,"A5, construction d_vol",gwp,ap,ep,odp,pocp,gwp_IPCC,gwp_EF2,gwp_CML
Electricity; at user; consumption mix - PacifiCorp East - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Appalachia, BIT, Processing",264.58029150109394,3.780092382726743,0.45667256103773296,0.2,1.0,0.0,0.15291036864945676,0.13128899982388553,0.14813906911117192,0.06781278155168359,0.06450119381265855,0.12624163705593372,0.0,251.8562,0.8284996092228292,0.12406545318159384,1.6987703741444647e-05,10.537992945132109,252.832,254.1733,251.9514
Electricity; at user; consumption mix - PacifiCorp East - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Appalachia, BIT, Processing",261.9108478149594,3.7615819582654053,0.49288425686990844,0.2,0.0,0.0,0.1618966435340362,0.11689959502304781,0.09512446442618165,0.06314587410474048,0.0750882470446114,0.09936767337436472,0.0,257.9877,0.7781150997684954,0.12751914258199176,1.736178169626818e-05,10.27354018044935,259.0163,260.3697,258.1322
Electricity; at user; consumption mix - PacifiCorp East - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Appalachia, BIT, Processing",291.4701820026741,4.128491644630295,1.8715012815279355,0.3,0.0,0.0,0.15771427887732478,0.11661239589278814,0.08651062840984163,0.06401072707151373,0.05853928646908743,0.10042508269381084,0.0,294.9222,0.9972189241866556,0.13771194719778548,1.70105422348213e-05,16.272202795557895,296.3732,297.9304,295.1489
Electricity; at user; consumption mix - PacifiCorp East - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Appalachia, BIT, Processing",292.66286575216077,3.994877797606194,1.8410320377345712,0.1,1.0,0.0,0.10565815329646905,0.11550427971095671,0.107349333861186,0.06556090300641941,0.06976759078352641,0.11541029754118502,0.0,281.5504,1.0031946109573822,0.13763131168903253,1.7490312685731142e-05,16.192167202046978,282.9376,284.4514,281.7371
Electricity; at user; consumption mix - PacifiCorp East - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Appalachia, BIT, Processing",286.1378716912495,3.9370481112498092,0.7851566561396753,0.4,0.0,0.0,0.13725576106335238,0.14722082266766484,0.09736654366330388,0.06802214056260958,0.0599349992813985,0.08848324404546395,0.0,266.91,0.7971603694075714,0.129639314998738,1.7029998870662316e-05,11.280152661283564,268.0076,269.3689,267.0741
Electricity; at user; consumption mix - PacifiCorp East - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Appalachia, BIT, Processing",276.2724834907149,4.241269822049713,1.5371586250187401,0.2,0.0,0.0,0.1621276057340597,0.14056066855276006,0.12228835785273054,0.06953878028961896,0.06398035967616907,0.09333144868600982,0.0,278.7537,0.9043374532762206,0.13687928719240225,1.762500730922099e-05,14.521781444042288,280.1041,281.5908,278.9763
Electricity; at user; consumption mix - PacifiCorp East - BA,natural gas extraction and processing - Gulf,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Gulf,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Appalachia, BIT, Processing",277.596152225598,4.262615413468467,1.5348309045833264,0.4,1.0,0.0,0.11728212860183605,0.17118137897756164,0.08209433588857373,0.07243434713149505,0.06721743582415432,0.07368245828258334,0.0,251.7348,0.7884216717549235,0.1327728633947771,1.7259733909421522e-05,13.736244564971962,253.0689,254.4446,251.9984
Electricity; at user; consumption mix - Duke Energy Progress East - BA,natural gas extraction and processing - East Texas,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Appalachia, BIT, Underground",284.18214667713636,4.7109597235517615,0.3638223579371454,0.3,0.0,0.0,0.09665897166125823,0.09705352404986906,0.11084221031516077,0.06278794780528303,0.06746093095702871,0.08159537587643478,0.0,241.9647,0.6685339615350463,0.11636317448537607,1.5281304858137715e-05,8.538296200313308,243.7274,245.9319,242.573
Electricity; at user; consumption mix - Duke Energy Progress East - BA,natural gas extraction and processing - East Texas,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Appalachia, BIT, Underground",303.11757174501133,4.501485125103286,0.8102613418591487,0.2,0.0,0.0,0.12431237097606952,0.1438722183775413,0.11382900253545442,0.07687927338594541,0.06291005079775375,0.0980753712611628,0.0,279.0835,0.8479701265362183,0.1251143508248549,1.6099450334680902e-05,11.50270289495687,281.3128,284.0257,279.8495
Electricity; at user; consumption mix - Duke Energy Progress East - BA,natural gas extraction and processing - East Texas,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Appalachia, BIT, Underground",285.23292428663484,5.038620356491758,0.6307552767600713,0.4,0.0,0.0,0.18098703902647226,0.12507511984837175,0.11689324762526145,0.05721511582339604,0.06385579725957284,0.08439635485400881,0.0,258.0696,0.7350798160889846,0.11860278564308217,1.5217581227058526e-05,10.071092875073607,260.1072,262.5666,258.7901
Electricity; at user; consumption mix - Duke Energy Progress East - BA,natural gas extraction and processing - East Texas,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Appalachia, BIT, Underground",305.38501878664067,4.539935075487104,1.4621768024974071,0.2,0.0,0.0,0.12306937191767246,0.14480648862943823,0.11134136903604386,0.06345745981969009,0.06884909732863913,0.09937232984688066,0.0,288.7236,0.9323574360483114,0.1291411165727532,1.5939593374426377e-05,14.13778003795826,291.1592,293.9677,289.5397
Electricity; at user; consumption mix - Duke Energy Progress East - BA,natural gas extraction and processing - East Texas,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Appalachia, BIT, Underground",278.1350112421333,4.32536465179426,0.45941600216240663,0.5,0.0,0.0,0.104332328223014,0.19172828448362014,0.11926562252739042,0.08181734407880803,0.062348428070259934,0.0816032522318449,0.0,241.794,0.6760511874353585,0.11843000353244686,1.573712356590944e-05,8.916035907669421,243.5801,245.7885,242.4062
Electricity; at user; consumption mix - Duke Energy Progress East - BA,natural gas extraction and processing - East Texas,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Appalachia, BIT, Underground",253.14757864879138,4.121927351527887,0.540442508390597,0.5,0.0,0.0,0.17881332129722455,0.13369037016337554,0.1203213555063191,0.07452653284741073,0.07328272775649058,0.09157542968114628,0.0,240.877,0.7040156151131945,0.11782884469306583,1.5814518418879685e-05,9.477462487792788,242.8057,245.1574,241.5513
Electricity; at user; consumption mix - Duke Energy Progress East - BA,natural gas extraction and processing - East Texas,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Appalachia, BIT, Underground",291.5471210620824,4.769746742441993,1.4033292977591896,0.3,0.0,0.0,0.1708211258500932,0.15752502583302005,0.10650724457839639,0.053959405522659244,0.056295396754589146,0.07929053843827483,0.0,264.9193,0.8037329107329657,0.1223928965608016,1.4779013405835275e-05,12.910685588852372,267.12,269.5806,265.6693
Electricity; at user; consumption mix - Duke Energy Progress East - BA,natural gas extraction and processing - East Texas,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Appalachia, BIT, Underground",261.6429563019602,3.5608260110348064,0.4830339967938815,0.0,0.0,0.0,0.11202136659621795,0.1288971713185416,0.11731156350252114,0.050849884264574444,0.05547803573292605,0.10197811154479029,0.0,239.4927,0.7279653634120427,0.11226375169437067,1.4408285994844633e-05,9.286103497990242,241.4007,243.7708,240.1524
Electricity; at user; consumption mix - Duke Energy Progress East - BA,natural gas extraction and processing - East Texas,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Appalachia, BIT, Underground",286.1257869866075,4.0881847967046525,0.8878505033413875,0.3,0.0,0.0,0.12295472368401497,0.13736058575514004,0.10924420995497373,0.06847590106287395,0.05840075150988082,0.11214343429585259,0.0,275.2218,0.8845413135791678,0.12216849032956739,1.5520818917433933e-05,11.942304112115842,277.525,280.3236,276.0105
Electricity; at user; consumption mix - Duke Energy Progress East - BA,natural gas extraction and processing - East Texas,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Appalachian,"coal extraction and processing - Central Appalachia, BIT, Underground",289.39098725016737,4.086044697580826,0.7889560177711404,0.4,0.0,0.0,0.15868977468298778,0.12734307178057105,0.11886156746258882,0.06193786071552773,0.06419032419591765,0.1051061063864029,0.0,276.357,0.8568584043915866,0.12228453665390802,1.564181955165088e-05,11.518064375474276,278.6452,281.429,277.1537
Electricity; at user; consumption mix - Duke Energy Progress East - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - East Texas,"coal extraction and processing - Northern Appalachia, BIT, Underground",302.75243944008173,4.214572503591444,0.789376374857846,0.3,0.0,0.0,0.14153797288549674,0.15635547811575445,0.11695964222336036,0.07060122542445159,0.06521549850045329,0.08367184733477472,0.0,278.2437,0.7926670159226527,0.13387932329875618,1.7527036149707983e-05,11.088198528846101,280.7407,283.736,279.1744
Electricity; at user; consumption mix - Duke Energy Progress East - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - East Texas,"coal extraction and processing - Northern Appalachia, BIT, Underground",285.96311848949824,4.25957781774136,0.8696042291581174,0.0,0.0,0.0,0.11600259959131765,0.13509176582760346,0.09085078058401976,0.06941442447523315,0.08370971886422568,0.10113491636623231,0.0,279.2205,0.8541918239175704,0.135479670776951,1.7989073379324244e-05,11.756869407024373,281.867,285.06,280.2002
Electricity; at user; consumption mix - Duke Energy Progress East - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - East Texas,"coal extraction and processing - Northern Appalachia, BIT, Underground",302.0888807026689,4.447816611788856,0.0641543930378986,0.2,0.0,0.0,0.11396302744965249,0.11544284283887399,0.10478888537385855,0.0587571152537712,0.058124719745811085,0.07539253684358432,0.0,254.133,0.6473095343190909,0.12301253386875734,1.6327135834322056e-05,7.586897258078336,256.2081,258.8465,254.9298
Electricity; at user; consumption mix - Duke Energy Progress East - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - East Texas,"coal extraction and processing - Northern Appalachia, BIT, Underground",263.9130441443722,4.26184828702079,-0.2676429618648809,0.0,0.0,0.0,0.13921128019287263,0.14439627243508316,0.09551285470739501,0.05872357825915092,0.06550660308146851,0.0809130151070775,0.0,230.986,0.5792040867038815,0.11715519480833671,1.6162041049850807e-05,5.980373481871639,232.8888,235.3842,231.7309
Electricity; at user; consumption mix - Duke Energy Progress East - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - East Texas,"coal extraction and processing - Northern Appalachia, BIT, Underground",289.37445624381184,3.824859941021976,0.815070006157585,0.2,0.0,0.0,0.135761747558497,0.09883055343669464,0.11636514275880792,0.06251533783595127,0.06803566258618404,0.10120303941156981,0.0,280.4362,0.8525649435383871,0.1323209731860628,1.729806513845471e-05,11.585057198758971,283.1116,286.3445,281.4376
Electricity; at user; consumption mix - Duke Energy Progress East - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - East Texas,"coal extraction and processing - Northern Appalachia, BIT, Underground",295.89766117178567,4.486420624228365,0.4709779533485828,0.0,1.0,0.0,0.1346751571915796,0.15640144106668163,0.13048882067410444,0.06313079465980329,0.06523095828479455,0.11101862208979008,0.0,269.919,0.8249911687942417,0.1266556541491128,1.6896728555869194e-05,10.504025343263425,272.558,275.8143,270.927
Electricity; at user; consumption mix - Duke Energy Progress East - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - East Texas,"coal extraction and processing - Northern Appalachia, BIT, Underground",282.9201802356613,4.649148147343752,-0.41924776926125296,0.3,0.0,0.0,0.10918176766854358,0.17401368816836563,0.10855028128661794,0.06660748170270224,0.059084834169234234,0.09633452139811953,0.0,251.8414,0.6622489522959956,0.1202922567645915,1.6679197570939075e-05,6.224466260536601,253.9918,256.8745,252.6905
Electricity; at user; consumption mix - Duke Energy Progress East - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - East Texas,"coal extraction and processing - Northern Appalachia, BIT, Underground",268.6986995117676,4.0458408878311936,0.7773343670679762,0.0,0.0,0.0,0.14794903425191036,0.07990498576112506,0.10632220857731052,0.06486064661070338,0.06435678383873737,0.09227665813018328,0.0,257.944,0.7657959115306195,0.12761654098601422,1.673830455220077e-05,10.701373365580338,260.358,263.2459,258.8429
Electricity; at user; consumption mix - Duke Energy Progress East - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - East Texas,"coal extraction and processing - Northern Appalachia, BIT, Underground",285.3611677097982,4.218188859546535,0.9442511712399264,0.3,0.0,0.0,0.1745116870509042,0.138761691967954,0.10247001855486175,0.05822098731050321,0.06130102093791621,0.10545041546289566,0.0,284.4635,0.8834726490555482,0.1303648132479158,1.6684579323532012e-05,12.265644191482606,287.2775,290.638,285.5248
Electricity; at user; consumption mix - Duke Energy Progress East - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - East Texas,"coal extraction and processing - Northern Appalachia, BIT, Underground",278.3398580847418,4.307300574695075,0.5730599858738082,0.5,0.0,0.0,0.1446249992429751,0.15966759413923085,0.11583478322714261,0.06561885842182225,0.06388242801122564,0.12422173894188385,0.0,287.0097,0.9107714751562884,0.13035239339899263,1.729338468452778e-05,11.328157055653914,289.8996,293.4858,288.1129
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Southwest Power Pool - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Permian,"coal extraction and processing - Northern Appalachia, WC, Surface",285.60638295346274,4.629692260285046,2.8825812390552303,0.3,0.0,0.0,0.16460263330052508,0.16997983627770807,0.10935163256248213,0.07343533235217864,0.05792877245531281,0.114805879237521,0.0,322.4664,1.1772904965575588,0.14805206270533122,1.77477406178992e-05,20.63844480882893,325.7452,329.2218,323.5707
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Southwest Power Pool - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Permian,"coal extraction and processing - Northern Appalachia, WC, Surface",264.6803243203114,4.904278771399088,1.7866279114683528,0.1,0.0,0.0,0.16953585707807356,0.14924437165029156,0.11371114701489228,0.07126274929646773,0.06487989130460321,0.10782720949449215,0.0,288.2671,0.9731519800892359,0.13798009104876985,1.7591211258880535e-05,15.623972779758915,291.0075,294.0671,289.21
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Southwest Power Pool - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Permian,"coal extraction and processing - Northern Appalachia, WC, Surface",301.271426541969,3.618392101327725,3.2762835850040073,0.3,0.0,0.0,0.15725564418628066,0.16665611898008897,0.13866746260593396,0.07339285714234003,0.07146776622187592,0.08952305660064244,0.0,322.8256,1.1392689390117268,0.15587431127932366,1.8740012346746862e-05,21.592042168241523,325.9497,329.1124,323.8424
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Southwest Power Pool - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Permian,"coal extraction and processing - Northern Appalachia, WC, Surface",276.07864902727863,3.8838499351522455,-1.115418182258157,0.0,0.0,0.0,0.17534960218992668,0.13371036029063665,0.10577086692900975,0.07528206278026392,0.062023023115263545,0.0769592707159593,0.0,239.3798,0.5189301233455031,0.11673721791728753,1.723172624905864e-05,3.2400936431021665,240.9368,243.2091,239.9932
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Southwest Power Pool - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Permian,"coal extraction and processing - Northern Appalachia, WC, Surface",273.77356729861896,4.128047554361304,1.2199562573594473,0.3,0.0,0.0,0.18185642047886783,0.10182656437207402,0.11044924844503307,0.06407039950675714,0.06593772714683048,0.10825996855209435,0.0,289.5101,0.9308320515048378,0.1342242299140417,1.7448035840245945e-05,13.628588545185774,292.1564,295.2417,290.4442
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Southwest Power Pool - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Permian,"coal extraction and processing - Northern Appalachia, WC, Surface",294.08176558254416,4.171698309689958,0.5091714722402665,0.3,0.0,0.0,0.13860878141647268,0.13033491473295988,0.11163231411118205,0.08263778737327476,0.06505726063236936,0.08459154076982615,0.0,275.331,0.769375912927206,0.13330103626914364,1.8083820869840484e-05,10.161002545856991,277.5265,280.2207,276.1157
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Southwest Power Pool - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Permian,"coal extraction and processing - Northern Appalachia, WC, Surface",264.4283643321423,4.323951115231404,0.5119612514509906,0.5,0.0,0.0,0.13615001604856658,0.12450205992456301,0.10113179656189607,0.06489453491324611,0.05767930584283078,0.0703252955270913,0.0,237.2118,0.6376276347531413,0.12229473723094592,1.6272850338222348e-05,8.883984792511663,239.0322,241.2142,237.8537
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Southwest Power Pool - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Permian,"coal extraction and processing - Northern Appalachia, WC, Surface",313.900014259708,4.0861442031064295,1.4424220998606774,0.1,0.0,0.0,0.1578040901909984,0.1434979790868275,0.11614226495245879,0.06447200620705598,0.06953208855392555,0.09689717292667055,0.0,313.5283,0.9829625974606193,0.14191750859374958,1.8149373625834744e-05,14.827542677388351,316.3045,319.5073,314.5007
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Southwest Power Pool - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Permian,"coal extraction and processing - Northern Appalachia, WC, Surface",305.0514526706941,3.603480629529972,1.5374616673070236,0.4,0.0,0.0,0.1552934126050964,0.13929599551482372,0.11562688715475385,0.07711861113517261,0.06981540820678275,0.09408164042356004,0.0,306.883,0.9648544356941765,0.14346165956627485,1.8521903129509516e-05,14.947291417712849,309.5939,312.6881,307.8217
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Southwest Power Pool - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Appalachian,natural gas extraction and processing - Permian,"coal extraction and processing - Northern Appalachia, WC, Surface",253.50496336641936,4.164213751781963,0.7587456539430786,0.1,1.0,0.0,0.14490105428013317,0.15861204742852777,0.10742775122616707,0.06417742120891468,0.06596113024098722,0.10453628017282222,0.0,242.7951,0.7622857576542181,0.12347657305534183,1.6625163968347988e-05,10.797418997882925,244.9632,247.5348,243.5599
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Arkla,natural gas extraction and processing - Appalachian,"coal extraction and processing - Gulf Lignite, LIG, Surface",266.27623959096616,3.972330594780309,0.4242372623129022,0.0,0.0,0.0,0.16285034253955294,0.11850195836004596,0.13322145518112544,0.06465428116812127,0.08306903074450483,0.1062498594750551,0.0,269.2707,0.8288543214918735,0.13267400911003763,1.8357395876904236e-05,10.662052320371073,270.3673,271.8391,269.4313
