elec_steel_fab,elec_steel_rolling,steel_plate,steel_slab,elec_EAF,iron_forEAF,elec_DRI,natgas_DRI,elec_BOF,iron_forBOF,elec,coal,"fabrication, plate.wf","fabrication, plate.elec","fabrication, plate.trans_co2","rolling, slab.elec","rolling, slab.heat","steelmaking, electric arc furnace.scrap_pct","steelmaking, electric arc furnace.wf","steelmaking, electric arc furnace.kWh_EAF","steelmaking, electric arc furnace.trans_co2","ironmaking, direct reduction, MIDREX.co2_kg","ironmaking, direct reduction, MIDREX.elec","ironmaking, direct reduction, MIDREX.ng_mj","ironmaking, direct reduction, MIDREX.ore_kg","ironmaking, direct reduction, MIDREX.trans_co2","steelmaking, basic oxygen converter.elec","steelmaking, basic oxygen converter.scrap_pct","steelmaking, basic oxygen converter.wf","steelmaking, basic oxygen converter.co2_kg","ironmaking, blast furnace.elec","ironmaking, blast furnace.co2_kg",coking.co2_kg,sintering.co2_kg,zinc production.co2_kg,gwp,gwp_be,gep_bu,ap,ep,odp,pocp,gwp_AR5,gwp_EF2,gwp_CML,sim_type
"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",Electricity; at grid; consumption mix - ISO-NE - BA,"steel, crude","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Green River,Electricity; at grid; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","coal extraction and processing - West/Northwest, SUB, Underground",0.06626280851054106,0.18958281251749362,0.054700337875612445,0.04117145037734426,0.8290375662343497,0.7676951422904496,0.020494436260430703,0.48151528627373197,0.00991556396792123,0.49227887204427456,0.1178880945545618,10.318520281962888,1.3455938690170122,0.01028065438192038,0.017743056375214675,0.19774243880124404,0.07094283585102501,0.08147403562016195,0.0806158130637271,1.352227890672257,0.11695116236733584,0.4017237850869908,1.590918062262073,2.0017,0.0,0.0,0.000352765404133948,1.646005024138979e-05,2.917417455051391e-09,0.006678068292208659,2.0029,2.0041,2.0026,mca
"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",Electricity; at grid; consumption mix - ISO-NE - BA,"steel, crude","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Green River,Electricity; at grid; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","coal extraction and processing - West/Northwest, SUB, Underground",0.07936747392070663,0.18391122541568153,0.04542641122091673,0.03712569230003565,0.8107427243072671,0.7739884788209814,0.026624226753884594,0.3822626938713167,0.009937560391001818,0.5161760414511825,0.115400496549983,10.086066485560094,1.3053681967076534,0.00985654642221243,0.0310018289552211,0.12757080998174555,0.055760955532582826,0.051906883520880104,0.07103549852954583,0.9733261907198629,0.12590589087134144,0.2836378607110648,1.6170572902558913,2.0107,0.0,0.0,0.00034250142562890695,1.5991963375327283e-05,2.833049363382778e-09,0.006486265207707163,2.0119,2.013,2.0115,mca
"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",Electricity; at grid; consumption mix - ISO-NE - BA,"steel, crude","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Green River,Electricity; at grid; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","coal extraction and processing - West/Northwest, SUB, Underground",0.03680744204027465,0.18249428188991665,0.040670009266303875,0.04037353932741317,0.8442644637692922,0.6391744293342838,0.0324817659269362,0.5954599759874274,0.00963292630536881,0.48656395257346635,0.1145293481771723,9.872155172455301,1.3644937782777629,0.009872044300616487,0.03376556954874334,0.10661399107957693,0.11470138939506118,0.10290462629527272,0.05572307022716012,1.0434151941090648,0.13452567018930206,0.5378345051479992,1.5348384339670078,1.9326,0.0,0.0,0.00033964241027209063,1.5850236665635595e-05,2.8090080045066944e-09,0.006430220382705347,1.9337,1.9349,1.9334,mca
"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",Electricity; at grid; consumption mix - ISO-NE - BA,"steel, crude","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Green River,Electricity; at grid; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","coal extraction and processing - West/Northwest, SUB, Underground",0.034219736737360985,0.1948424589284154,0.0528807829747084,0.044966163888489376,0.806176019157517,0.5873460719413206,0.041435060092552045,0.5343362948195858,0.010044046570805303,0.49780910141077317,0.11432241838922691,9.781509399846152,1.3589939760806968,0.009907268748879811,0.023780806263960726,0.0933096279153814,0.1223535794628944,0.05026547730834045,0.08574948229106555,0.9234793136822725,0.12095771667115324,0.39025938985391534,2.122355996098657,1.9492,0.0,0.0,0.0003621559771726031,1.6883383680555677e-05,2.994371639643467e-09,0.0068524137637597,1.9504,1.9516,1.9501,mca
"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",Electricity; at grid; consumption mix - ISO-NE - BA,"steel, crude","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Green River,Electricity; at grid; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","coal extraction and processing - West/Northwest, SUB, Underground",0.07813275436552372,0.1903558544570913,0.04324434068896172,0.04095491898373527,0.8800674995958664,0.8623331773346921,0.03589671397145372,0.45041622776804235,0.009992651200648725,0.4891918983281795,0.12274833602358969,9.62613824687909,1.3155787846634488,0.010231669291835752,0.02834338873104384,0.2405109763478251,0.08114063792191177,0.10076856573079601,0.07930195821504088,1.0745215908698753,0.14836581352419492,0.3837898007924527,1.097993841169114,2.011,0.0,0.0,0.00035425221153540345,1.6531235092780283e-05,2.9297998667165616e-09,0.0067066324165484135,2.0122,2.0134,2.0119,mca
"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",Electricity; at grid; consumption mix - ISO-NE - BA,"steel, crude","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Green River,Electricity; at grid; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","coal extraction and processing - West/Northwest, SUB, Underground",0.05983061611300383,0.20700259437469493,0.04496289315186383,0.042927195947215,0.869797299718145,0.6994180814399327,0.03602766590102947,0.5669100872058386,0.009767585199899736,0.48521044174582806,0.11465041568027279,10.122867805007616,1.3121295194112912,0.00964624052952913,0.029676051646990394,0.1361577717514013,0.07689996680120809,0.08877175065333401,0.03830304848021889,0.8588669400625448,0.10859597446472982,0.2547841639995815,1.6813654901134742,1.9934,0.0,0.0,0.0003845077849459523,1.7916024056004424e-05,3.178733208869072e-09,0.007273170437979488,1.9947,1.996,1.9944,mca
Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,"rolling, slab","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - JEA - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - Southwest Power Pool - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - Duke Energy Florida, Inc. - BA","coal extraction and processing - Illinois Basin, BIT, Processing",0.053551321925459604,0.19636846168136396,0.058538482530732884,0.04352065602360038,0.9590861809371046,0.6826408407344856,0.04834202876534776,0.6177038707135851,0.009957467934516743,0.516017478288645,0.12145169300364472,9.56467680142634,1.3542141099446319,0.009624435517732241,0.03400512389305449,0.048521624467865135,0.13806435627087515,0.07466773333897889,0.06804739362612629,0.903442353824111,0.11326756318510384,0.40709633856623484,1.8998429686387661,1.5766,0.0,0.0,0.002158721644165266,0.00014848366747187452,1.7529096427376477e-08,0.04996437961563683,1.5891,1.6016,1.5862,mca
Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,"rolling, slab","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - JEA - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - Southwest Power Pool - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - Duke Energy Florida, Inc. - BA","coal extraction and processing - Illinois Basin, BIT, Processing",0.07158558823305605,0.21905338312130898,0.05602274646667335,0.04490262770366056,0.7597843644613061,0.7438525472782006,0.010939432450968747,0.48012161167887535,0.009965899094200415,0.5169815481411489,0.1195411802454174,9.96913128377979,1.330682022641786,0.010380945704760225,0.022233662619633436,0.18279047751515365,0.057310202171095795,0.060060340474941756,0.10298329395845561,1.0472434799493577,0.12893685436686253,0.28880984700673246,2.2239445229864128,1.3517,0.0,0.0,0.0018715605023582633,0.0001316173761460957,1.6119728528770042e-08,0.04343299485833075,1.3625,1.3731,1.3599,mca
Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,"rolling, slab","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - JEA - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - Southwest Power Pool - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - Duke Energy Florida, Inc. - BA","coal extraction and processing - Illinois Basin, BIT, Processing",0.07267941872636643,0.1959942335065969,0.04174109762538112,0.038998066811442335,0.8681674641740281,0.6328359012116486,0.011930041117380035,0.5353621575502764,0.01005893897915537,0.5244241663710706,0.11759165721355144,9.640224701565499,1.3206402513380928,0.009733972617784678,0.03996176475914896,0.09727391908300936,0.1451536774170362,0.09681359705952892,0.08052954357097755,1.1306484624561994,0.11055311720451594,0.4433758786236308,2.1640473524605284,1.6875,0.0,0.0,0.0020896196530891167,0.00014688354396576102,1.7392424540364805e-08,0.04821288217441751,1.7003,1.713,1.6973,mca
Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,"rolling, slab","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - JEA - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - Southwest Power Pool - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - Duke Energy Florida, Inc. - BA","coal extraction and processing - Illinois Basin, BIT, Processing",0.07465094074876578,0.19159118695443436,0.04512158828957254,0.03760814283781321,0.7887160826509083,0.7300053968507356,0.0445257778123655,0.5840257848854236,0.010155206455358456,0.4832914865868568,0.11998736119324073,10.309038000871588,1.3631387820540926,0.01039777540421151,0.026674552645631015,0.10397822538997696,0.05852369357721213,0.06818149394291606,0.059038814465194905,1.2063586111967006,0.13507304022765995,0.43187987300816466,1.1839539265735217,1.552,0.0,0.0,0.0020403064105405573,0.00014064608663060836,1.712522662436769e-08,0.04706521844974612,1.5635,1.5748,1.5607,mca
Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,"rolling, slab","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - JEA - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - Southwest Power Pool - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - Duke Energy Florida, Inc. - BA","coal extraction and processing - Illinois Basin, BIT, Processing",0.062325785473789384,0.17680936114298104,0.040973521372560086,0.04058470968705228,0.9761988768137784,0.6353694716841027,0.010034636888689415,0.4756824267184957,0.010115043046759788,0.5120472143884744,0.11435836796776355,10.37397176177616,1.291580601355395,0.009500452225539099,0.032981473603252195,0.1692042575297242,0.11353172227951337,0.07025995093840018,0.1105596838268262,1.1955331289445592,0.09448860898307125,0.27777938887755665,2.2075220969854827,1.5739,0.0,0.0,0.001979709848857649,0.0001407787230820647,1.677778399788265e-08,0.045728477207043226,1.5863,1.5987,1.5834,mca
Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,"rolling, slab","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - JEA - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - Southwest Power Pool - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - Duke Energy Florida, Inc. - BA","coal extraction and processing - Illinois Basin, BIT, Processing",0.04247153065576612,0.17976224455003997,0.04619706578267248,0.03837808490835692,0.8551740881709613,0.8674432397738463,0.02646335311672985,0.3936799655034566,0.010269134826484764,0.5180639758736552,0.1231589422944759,9.682432579913357,1.3397964870961883,0.009965997385167583,0.05133446382308733,0.2117241759830799,0.08365128447898637,0.09651851666868873,0.050322460449052614,1.3974743068441662,0.1257143970763939,0.28025534115044604,1.640513681794125,1.0383,0.0,0.0,0.0014829926833388291,0.00010599891194688614,1.3778029627566276e-08,0.03481875918860468,1.0465,1.0542,1.0443,mca
Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,"rolling, slab","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - JEA - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - Southwest Power Pool - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - Duke Energy Florida, Inc. - BA","coal extraction and processing - Illinois Basin, BIT, Processing",0.07385671500717174,0.2008993485342369,0.04738320193388754,0.034254676834097296,0.9524647534784505,0.6516747424963256,0.022826942945727728,0.510797292911007,0.010385951812294259,0.4825589549660793,0.12061024677251216,9.843862448793065,1.2931786521239204,0.010327287870952148,0.027536897336114943,0.17958750768994086,0.0592171981218668,0.09431943556329651,0.09919879132577791,0.8625665043085937,0.1403148222489093,0.5063609073203369,1.755222417888779,1.5818,0.0,0.0,0.002051132111336074,0.00014456056470234756,1.7160671538220846e-08,0.04744329839513427,1.5944,1.6069,1.5915,mca
Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,"rolling, slab","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - JEA - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - Southwest Power Pool - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - Duke Energy Florida, Inc. - BA","coal extraction and processing - Illinois Basin, BIT, Processing",0.02076788994980808,0.18061073959013663,0.057569427134934084,0.0369697567317998,0.7968338592935387,0.5543497463111112,0.016228937655455515,0.44259514256186017,0.01009177014162881,0.48705415194949114,0.11580905206183466,10.051615787970114,1.3335149344870572,0.010306993706478033,0.0338131130173364,0.13345476813337542,0.09858101696030971,0.10325347227083376,0.07336486740276928,1.1706132365603026,0.11727797033249374,0.2577469238372817,1.4305217855414383,1.631,0.0,0.0,0.001909859860185033,0.00013862791274553855,1.621642591257343e-08,0.04396291317738295,1.6436,1.6563,1.6408,mca
Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,"rolling, slab","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - JEA - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - Southwest Power Pool - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - Duke Energy Florida, Inc. - BA","coal extraction and processing - Illinois Basin, BIT, Processing",0.0663912981953602,0.18976355431477637,0.054486680048894176,0.0418813312641577,0.9766999752319595,0.6098335689607141,0.04005675648123465,0.3830868415678945,0.01037588681817048,0.5298175091406825,0.11508017505298583,9.856795620724146,1.2515029831907725,0.009605229155036246,0.022310628645446987,0.17657148021747474,0.0662426626873415,0.10940690805985419,0.1021547885779356,1.2133112898198473,0.1342487399289337,0.2882574334890947,1.6964250144929238,1.6163,0.0,0.0,0.0018811266251616365,0.00013773731349017655,1.620821757258665e-08,0.04365029018316424,1.6288,1.6415,1.626,mca
Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,"rolling, slab","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - JEA - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - Southwest Power Pool - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - Duke Energy Florida, Inc. - BA","coal extraction and processing - Illinois Basin, BIT, Processing",0.07066388038695114,0.20488585496697084,0.042902540395467086,0.03228715625242353,0.8690309420806498,0.7264001844123884,0.018850425423265375,0.4691327877685585,0.009612009980069966,0.5059936760970387,0.1196985975757578,9.441910995359063,1.2773758135023454,0.009569232057218923,0.02743884017225055,0.11858424365564894,0.13309652079404377,0.07239758403586335,0.06536708559339584,0.9322354589156604,0.12285598023115005,0.3972542047456149,1.6756026667076411,1.354,0.0,0.0,0.0018481938440366283,0.00013109229935337233,1.596205116107676e-08,0.04298056573522132,1.365,1.3758,1.3624,mca
Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,Electricity; at grid; consumption mix - New York Independent System Operator - BA,"rolling, slab","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,"ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,natural gas extraction and processing - Gulf,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,"coal extraction and processing - Central Appalachia, BIT, Processing",0.04032006303953376,0.2200368503709366,0.0560252859306979,0.03703311430931398,0.9012645743606517,0.6124546148131687,0.0139514923715458,0.5568537626660741,0.009735977890129865,0.5276624639420973,0.12192044182664072,9.536236737911779,1.3643452800171747,0.010004647549171655,0.0345139751796609,0.061238221776810424,0.07794147623612907,0.05779370866020609,0.05539584275475532,1.2951757210930024,0.10277322080983521,0.45814464114469405,1.0660186423191895,1.0445,0.0,0.0,0.0022321674271936535,0.00015103820183751408,1.6092920183116084e-08,0.054693400573723544,1.0575,1.0705,1.0546,mca
Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,Electricity; at grid; consumption mix - New York Independent System Operator - BA,"rolling, slab","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,"ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,natural gas extraction and processing - Gulf,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,"coal extraction and processing - Central Appalachia, BIT, Processing",0.028084014004882148,0.20331917975687777,0.05571954794484451,0.03490813867876666,0.9072826644715755,0.7150477414019406,0.020653652282021838,0.5749984558278354,0.009527048127794679,0.5271382284143528,0.12295017443808243,9.525884833741886,1.2751690880164732,0.010361332355472949,0.044063220769999314,0.11716221824754657,0.12940211035876392,0.10412753480807724,0.06292243638680753,0.916684351224248,0.09155394940411739,0.26035824107196975,1.5221618208098604,0.9458,0.0,0.0,0.001956627774647501,0.00013079606601832468,1.5574954744582076e-08,0.045842056250998624,0.957,0.968,0.9544,mca
Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,Electricity; at grid; consumption mix - New York Independent System Operator - BA,"rolling, slab","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,"ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,natural gas extraction and processing - Gulf,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,"coal extraction and processing - Central Appalachia, BIT, Processing",0.0703197441279817,0.19223719704909958,0.042231807408680065,0.03683258834475871,0.8608221095912134,0.7041095316810393,0.03045852697498274,0.592839298970311,0.009947605114190438,0.4839703657389789,0.1201365515882046,10.159894150985561,1.2818052837720897,0.009847752498846873,0.027732920045533956,0.1190440792477604,0.06045095785879674,0.039193402332205335,0.06285982830777419,1.0138910615236343,0.15266363142171688,0.3930073778625396,2.406963470759666,0.9692,0.0,0.0,0.0021106049260648163,0.00014112521628232137,1.6254742282743644e-08,0.05022347566066726,0.9813,0.9934,0.9786,mca
Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,Electricity; at grid; consumption mix - New York Independent System Operator - BA,"rolling, slab","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,"ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,natural gas extraction and processing - Gulf,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,"coal extraction and processing - Central Appalachia, BIT, Processing",0.04493660461819712,0.17346358249481772,0.042887616341203916,0.0366395324678111,0.9628066667088903,0.6175267048760203,0.0421048273891446,0.5204861040443715,0.010312030236265188,0.5120450126847866,0.11841900333053293,9.703445256111392,1.2885404994122265,0.010320583756363222,0.04182319586925111,0.06299294583203871,0.14526686024014598,0.04350309459490349,0.050932814610396296,1.2202406433744395,0.15551495155674935,0.3124016811626278,2.1557667880855806,0.9974,0.0,0.0,0.0021809549965494655,0.0001493529960997872,1.5471176601742132e-08,0.054535998042876864,1.0105,1.0234,1.0076,mca
Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,Electricity; at grid; consumption mix - New York Independent System Operator - BA,"rolling, slab","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,"ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,natural gas extraction and processing - Gulf,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,"coal extraction and processing - Central Appalachia, BIT, Processing",0.0675870032613576,0.18577196817572164,0.04086795985773816,0.04144807818912559,1.0318919403846367,0.6659799450069819,0.022411325164490424,0.5364340281680825,0.010153780409043373,0.4851573568528817,0.12019801932550216,10.081920059250207,1.237935627439688,0.010310463294240088,0.025307420200565436,0.1425988556402227,0.05590009783169515,0.0954745623564272,0.06417082825832894,1.1107601343270541,0.13220570519363364,0.2641099055605878,1.4009460244051744,0.9786,0.0,0.0,0.0021489030124156377,0.00014564969051530558,1.580472383292169e-08,0.052721433598438214,0.9914,1.0041,0.9886,mca
Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,Electricity; at grid; consumption mix - New York Independent System Operator - BA,"rolling, slab","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,"ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,natural gas extraction and processing - Gulf,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,"coal extraction and processing - Central Appalachia, BIT, Processing",0.06943378606163184,0.16308953291487774,0.05375108281991966,0.0427084225431132,0.8384648852929646,0.5950512294094991,0.029082555174751168,0.43830338975591854,0.009671413566009212,0.5113328672610999,0.12226941032967668,10.177711569021259,1.3641840086097352,0.009872190370513206,0.031087599424737378,0.22302319980020865,0.054197094313690033,0.06960633872246233,0.09331488489257386,1.1544400329220053,0.11236942050688953,0.268372174470633,2.110554553525372,0.9934,0.0,0.0,0.002210090599174551,0.00015423111303664375,1.5179180787129494e-08,0.05685270894010026,1.0068,1.0201,1.0038,mca
Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,Electricity; at grid; consumption mix - New York Independent System Operator - BA,"rolling, slab","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,"ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,natural gas extraction and processing - Gulf,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,"coal extraction and processing - Central Appalachia, BIT, Processing",0.07329246382898016,0.1826314061150533,0.05272601476722943,0.033433608516473874,0.9963169195806567,0.6370339442010486,0.03311070053601118,0.568424870337169,0.01042748805249593,0.5310174281912309,0.12589938425160935,9.91553210525053,1.2806154239773864,0.010323863565685317,0.03864101808668288,0.2505107165528201,0.14541814751143553,0.07149624480165853,0.08294447224304806,1.0047266883858248,0.1253938036996859,0.4961805063370371,1.540629052029828,1.0528,0.0,0.0,0.0022616398861656888,0.00015301079598310996,1.6258257721911045e-08,0.05574515547835873,1.0662,1.0796,1.0633,mca
Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,Electricity; at grid; consumption mix - New York Independent System Operator - BA,"rolling, slab","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,"ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,natural gas extraction and processing - Gulf,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,"coal extraction and processing - Central Appalachia, BIT, Processing",0.03797789092835437,0.20984142355185545,0.04840307362347453,0.03276031575640113,0.8346200851795883,0.6616753194905506,0.02370647943593198,0.5051914444600755,0.009686078180692344,0.487036089760397,0.12443194909146923,10.293098680217696,1.3338194880171703,0.00975325035669677,0.03511455559010225,0.12702670015668197,0.057013726227430755,0.0613233538363897,0.06769683545710789,0.8451172853492983,0.11296542188802619,0.30463090933403175,1.795173925714101,0.9483,0.0,0.0,0.002090795260652694,0.00014201730856238238,1.541045198190518e-08,0.05132663300508998,0.9606,0.9727,0.9578,mca
