elec_steel_fab,elec_steel_rolling,steel_plate,steel_slab,elec_EAF,iron_forEAF,elec_DRI,natgas_DRI,elec_BOF,iron_forBOF,elec,coal,"fabrication, plate.wf","fabrication, plate.elec","fabrication, plate.trans_co2","rolling, slab.elec","rolling, slab.heat","steelmaking, electric arc furnace.scrap_pct","steelmaking, electric arc furnace.wf","steelmaking, electric arc furnace.kWh_EAF","steelmaking, electric arc furnace.trans_co2","ironmaking, direct reduction, MIDREX.co2_kg","ironmaking, direct reduction, MIDREX.elec","ironmaking, direct reduction, MIDREX.ng_mj","ironmaking, direct reduction, MIDREX.ore_kg","ironmaking, direct reduction, MIDREX.trans_co2","steelmaking, basic oxygen converter.elec","steelmaking, basic oxygen converter.scrap_pct","steelmaking, basic oxygen converter.wf","steelmaking, basic oxygen converter.co2_kg","ironmaking, blast furnace.elec","ironmaking, blast furnace.co2_kg",coking.co2_kg,sintering.co2_kg,zinc production.co2_kg,gwp,gwp_be,gep_bu,ap,ep,odp,pocp,gwp_AR5,gwp_EF2,gwp_CML,sim_type
"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","rolling, slab","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - California Independent System Operator - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - Bonneville Power Administration - BA,"coal extraction and processing - Central Interior, BIT, Surface",0.03504588331184008,0.2302558702291098,0.05825631658008993,0.03744944281361589,0.8378303524384831,0.6142033219743384,0.018955378528474256,0.49620710643748966,0.009658336286676755,0.5189151114871567,0.11429422826746254,10.388692132392174,1.3101741938049156,0.009847558161328037,0.041301150434493235,0.15016586911166843,0.08283943307131222,0.05765667684047586,0.08396616101285347,1.0906157746476874,0.1376453133811394,0.3755133190395845,1.61633345553023,1.2967,0.0,0.0,0.0015460429763220565,0.0001168390654073054,1.0352188426774484e-08,0.04238955772511133,1.3032,1.3217,1.3026,mca
"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","rolling, slab","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - California Independent System Operator - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - Bonneville Power Administration - BA,"coal extraction and processing - Central Interior, BIT, Surface",0.05769061828549376,0.19283173230390763,0.04760543624359921,0.04212150867439973,0.9256697411493007,0.5697341249803521,0.015622936558160343,0.5109393880182413,0.009614855605795584,0.5108919049036613,0.1257815097933021,9.87222088289978,1.273479383682116,0.009647037480099043,0.028954147858441904,0.15639821506245516,0.08630488772857432,0.08579655734622633,0.09012681693797753,1.0578932279562125,0.10869306204816975,0.2880684434912378,2.1984375936237623,1.3148,0.0,0.0,0.001579026581091975,0.00012197095979084302,1.0246603202795986e-08,0.04388694193010247,1.3217,1.3414,1.3211,mca
"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","rolling, slab","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - California Independent System Operator - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - Bonneville Power Administration - BA,"coal extraction and processing - Central Interior, BIT, Surface",0.07045513676175541,0.2001298382009067,0.05477649516964542,0.04238884698360262,0.9699429913023138,0.6185669060292794,0.04321648141906869,0.5384104769631605,0.009548508518511183,0.4901915279772155,0.12426782660787458,10.031222310813282,1.338392612480565,0.009539304314956493,0.03643958324616904,0.1458126479915521,0.11865329390853063,0.09056738687320595,0.07919732724187595,1.3766135443810419,0.09720588145525551,0.26209368657927057,1.123726396409887,1.4064,0.0,0.0,0.0015927154944389826,0.0001221950607149775,1.0268565944975896e-08,0.04479025304944097,1.4133,1.4331,1.4127,mca
"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","rolling, slab","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - California Independent System Operator - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - Bonneville Power Administration - BA,"coal extraction and processing - Central Interior, BIT, Surface",0.053748637565977746,0.1656457314285822,0.05498110660479656,0.041715784021271775,0.8764204141014241,0.6533593377676119,0.011637636724976788,0.46760777993588476,0.010466983972810389,0.4935104287841864,0.11806343257656045,9.81033008001089,1.2857277297400596,0.010353617260975187,0.023842838158170614,0.16178529059362212,0.1420742522427082,0.08604914460935942,0.06697312052117683,0.904848679550466,0.09934403115218816,0.23960600105167676,1.4628674588990815,1.0503,0.0,0.0,0.0013910690526622875,0.00010818745741129118,9.225974519262272e-09,0.0392308439963236,1.0563,1.0736,1.0558,mca
"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","rolling, slab","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - California Independent System Operator - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - Bonneville Power Administration - BA,"coal extraction and processing - Central Interior, BIT, Surface",0.03406157577013702,0.17467441642830767,0.059654790177059124,0.032770272263956415,0.922468811769542,0.6239390010916932,0.013770504694696841,0.48939116093937085,0.009610705440885554,0.4974134839739541,0.12056508126707531,9.866925440851585,1.3318844641768959,0.00968925186783753,0.024887132557670825,0.1458170862127481,0.07913107057631327,0.07029391026992152,0.05023476039323374,1.0858818079880634,0.10962565578837943,0.42648297897183607,2.0553306064850716,1.2439,0.0,0.0,0.0014143963119951455,0.00011025105786086844,9.309774725980371e-09,0.0399139931176496,1.25,1.2677,1.2495,mca
"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","rolling, slab","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - California Independent System Operator - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - Bonneville Power Administration - BA,"coal extraction and processing - Central Interior, BIT, Surface",0.0621227534374245,0.1947752334429832,0.05498820090922418,0.03644361068194705,0.9649910304984749,0.6013817763062658,0.022773769471637742,0.45952323796180655,0.009994384926407546,0.4946892449560858,0.11443563779756498,10.15650985156808,1.265381644697743,0.010176902092946142,0.020018939149570075,0.14176472147516841,0.06812054355998566,0.055127744292403955,0.10266397954756742,1.0429701539064788,0.12263601475875055,0.281341276234462,2.436855123442758,1.2544,0.0,0.0,0.0015181822025423972,0.00011699345553461946,1.0050400922061823e-08,0.04184590960580798,1.261,1.2798,1.2604,mca
Electricity; at grid; consumption mix - Los Angeles Department of Water and Power - BA,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","rolling, slab","steelmaking, basic oxygen converter","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Gulf,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","coal extraction and processing - Central Interior, BIT, Processing",0.05336848287175871,0.20032237602541955,0.053049694301066146,0.04397246403969344,1.0209911858838774,0.764615855469425,0.02430843389121283,0.6568384730594473,0.010481980273837578,0.5169564294558988,0.11761143593153708,9.514567699476723,1.2544963439179353,0.009517006580831256,0.05130299947289601,0.15290117343643128,0.12615594552545778,0.06387410389283685,0.08745334913458595,0.8803555769022346,0.1336642913474033,0.33272795367861036,1.715494381781811,2.0718,0.0,0.0,0.0018083700247625125,0.00013721728728329212,1.2727784203774596e-08,0.03988324015343087,2.0819,2.1125,2.0816,mca
Electricity; at grid; consumption mix - Los Angeles Department of Water and Power - BA,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","rolling, slab","steelmaking, basic oxygen converter","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Gulf,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","coal extraction and processing - Central Interior, BIT, Processing",0.03834860745600871,0.22507405488679802,0.05354001454157678,0.03836768319249281,0.9797499352625129,0.6117400527765879,0.012015910250372994,0.4366617332887505,0.010298360012559104,0.4920148115573703,0.12169398831628922,10.362532061866954,1.273354668165273,0.010091822079142863,0.02669763629889852,0.15243397265285125,0.11319945199757891,0.062563902048027,0.09985954583650151,1.1192918878185176,0.13468357202490505,0.26886911123066737,2.1082065541172836,2.2079,0.0,0.0,0.0017961255525337327,0.0001357446816500445,1.2722767517972503e-08,0.03968441432013882,2.2179,2.2481,2.2176,mca
Electricity; at grid; consumption mix - Los Angeles Department of Water and Power - BA,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","rolling, slab","steelmaking, basic oxygen converter","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Gulf,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","coal extraction and processing - Central Interior, BIT, Processing",0.06956778966146548,0.18208158777952085,0.04043650953671701,0.03361769199063343,0.929231149966478,0.6969769622117095,0.03539169488222371,0.5224799499836293,0.010278483466518265,0.5221952680295429,0.11518800106519604,10.204103485732363,1.2780581419274144,0.010290361155844,0.03336471240500626,0.1449868842888389,0.061309897182486583,0.06175831181682237,0.05586890999810368,1.3945718328260346,0.1473007881684154,0.3574151666541788,1.063489365886753,2.5011,0.0,0.0,0.0017011149380569087,0.00013039480871241012,1.2116661879973306e-08,0.03756628374089488,2.5107,2.5396,2.5103,mca
Electricity; at grid; consumption mix - Los Angeles Department of Water and Power - BA,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","rolling, slab","steelmaking, basic oxygen converter","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Gulf,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","coal extraction and processing - Central Interior, BIT, Processing",0.038776151673984766,0.1881430855722283,0.056471971453039144,0.034673358897572754,0.7869503916652865,0.591159505335673,0.030566805548430782,0.44508157767528683,0.009644390100202693,0.49779544361089495,0.12109664130194404,9.576862612282254,1.348816688984132,0.010134455229237902,0.0333922618165636,0.14951873354425094,0.12996936674584136,0.080283789415005,0.07991982936192726,1.276896302082082,0.1355944147792261,0.3065053370097962,1.3333795409586742,2.396,0.0,0.0,0.0017355064190795297,0.0001325072743114412,1.2409569209723455e-08,0.03794866786995206,2.4057,2.4352,2.4054,mca
Electricity; at grid; consumption mix - Los Angeles Department of Water and Power - BA,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","rolling, slab","steelmaking, basic oxygen converter","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Gulf,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","coal extraction and processing - Central Interior, BIT, Processing",0.07221708254254507,0.2022942315943991,0.057032840996466626,0.04207281466968547,0.9934468616612316,0.6046730555473967,0.03216042121981898,0.38450417771193757,0.009803973078021276,0.5255480379080398,0.117307169677538,10.305006847677893,1.2566077688111796,0.00993325205778217,0.03796028603946149,0.1520847845221156,0.09371006651425794,0.10175314249552943,0.1041752553616847,0.9880690791563671,0.12270994049752737,0.2944025271599153,1.7121708778173574,2.1307,0.0,0.0,0.0018184661949809946,0.00013743715345042385,1.2846211942436587e-08,0.04001454886449917,2.1408,2.1714,2.1405,mca
Electricity; at grid; consumption mix - Los Angeles Department of Water and Power - BA,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","rolling, slab","steelmaking, basic oxygen converter","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Gulf,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","coal extraction and processing - Central Interior, BIT, Processing",0.04065497622081656,0.1787816177522054,0.04992505489840024,0.041901511278801054,0.8501962427941105,0.8221398245623069,0.03980123915819319,0.5131991553557451,0.009859520478851531,0.4842761945043568,0.11855943135226549,9.448382885581008,1.2864529748224671,0.009728342463449419,0.03423939439437347,0.15326188809614794,0.10805439975239037,0.061196462043299246,0.07982676266152329,1.0097836687881707,0.13675237009345112,0.3397433129213442,1.5089926113659327,2.1251,0.0,0.0,0.0017185615748086403,0.00013094602827411062,1.224629688284367e-08,0.037611616997768466,2.1348,2.1639,2.1345,mca
Electricity; at grid; consumption mix - Los Angeles Department of Water and Power - BA,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","rolling, slab","steelmaking, basic oxygen converter","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Gulf,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","coal extraction and processing - Central Interior, BIT, Processing",0.0405498522213371,0.1906269270901808,0.044499854325881626,0.03899486269130328,0.9775550251936117,0.8365544250960248,0.04333192835762757,0.4033999041985451,0.009839206939956659,0.4870554067329373,0.1223291516357391,10.063258585032948,1.3183036435858106,0.009721717215246685,0.031035684361012967,0.15386510073483511,0.13712013439806148,0.05495118532175047,0.08618945207069079,0.9065348638453757,0.10967214616218815,0.3173923425885953,2.1831360738401875,2.0388,0.0,0.0,0.0017774107014684375,0.00013521938166980363,1.2532322446038214e-08,0.039116156043123365,2.0488,2.079,2.0485,mca
Electricity; at grid; consumption mix - Los Angeles Department of Water and Power - BA,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","rolling, slab","steelmaking, basic oxygen converter","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Gulf,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","coal extraction and processing - Central Interior, BIT, Processing",0.06849825986452186,0.1870868402247441,0.055664964456258674,0.03579058750504269,0.8600640337175816,0.7042206878473833,0.011106154790601548,0.6726877431050269,0.009508002768959573,0.4890126958161583,0.12293929620962946,9.962810642432496,1.2572598392483385,0.010244454486181508,0.03992534954275889,0.1548981023839885,0.10959721277724635,0.07199895646174095,0.09195528534735188,1.4039134253973298,0.14182720580998506,0.2500650915879315,1.3853690837335884,2.4909,0.0,0.0,0.0017744983195933308,0.0001349847852854681,1.2636592925114211e-08,0.03884178943541346,2.5009,2.5309,2.5005,mca
Electricity; at grid; consumption mix - Los Angeles Department of Water and Power - BA,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","rolling, slab","steelmaking, basic oxygen converter","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Gulf,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","coal extraction and processing - Central Interior, BIT, Processing",0.06437877244452282,0.19334901974261962,0.04362942364004829,0.04455571242103713,0.7811800766499488,0.7806460357061673,0.04126543908523731,0.41777162418046127,0.010064857414053854,0.5102800867603896,0.11922241267920441,9.857854024350184,1.2663176621395935,0.010390896450282761,0.047033258724820344,0.149274019505251,0.06940818237749251,0.08203512368306992,0.08479521642891322,1.1497608192089852,0.11167795077806998,0.3414534115395127,1.9636944095469997,2.2425,0.0,0.0,0.0017313977802127973,0.00013146485860208862,1.244705740109917e-08,0.03783976474493088,2.2521,2.2812,2.2518,mca
Electricity; at grid; consumption mix - Los Angeles Department of Water and Power - BA,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","rolling, slab","steelmaking, basic oxygen converter","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Gulf,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","coal extraction and processing - Central Interior, BIT, Processing",0.04277773783034002,0.16842160250710184,0.05517458996798214,0.04181009796680758,0.8785168392109424,0.5840551651795931,0.047354015884052934,0.40341909565061346,0.010283321781114081,0.48988106417512123,0.11951221971509002,9.898408651795352,1.2425260680369048,0.010302227156565645,0.04188051517691679,0.15790749154613568,0.08227775790552826,0.03795093627825242,0.07861795395116598,1.2175273145803769,0.13192223813586745,0.4240816987293815,2.5176225371313374,2.3635,0.0,0.0,0.0016821550251883586,0.00012818089638065965,1.1986304793971665e-08,0.03684128879778247,2.3729,2.4014,2.3726,mca
"Electricity; at grid; consumption mix - Electric Energy, Inc. - BA",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"rolling, slab","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Gulf,"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Northern Appalachia, WC, Surface",0.04257598064367478,0.18693197440372036,0.05284313398712429,0.03385099677269673,0.9225329138044969,0.7869268667658463,0.03671576342197714,0.46816152310116155,0.009702277464550083,0.5000075241387913,0.12552622736528707,9.775740668349055,1.2583592497368492,0.00955884132208239,0.037151168991698874,0.14680729955023644,0.12180901441983731,0.09525657011626446,0.06666951527250313,1.1986232732314641,0.1339575067069081,0.5366343658710224,1.4553702760616294,1.0187,0.0,0.0,0.0026148139334283716,0.00013768701909415266,1.9462896570258222e-08,0.05285452112951233,1.0245,1.0402,1.0235,mca
"Electricity; at grid; consumption mix - Electric Energy, Inc. - BA",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"rolling, slab","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Gulf,"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Northern Appalachia, WC, Surface",0.040928851744771295,0.20765863178435298,0.05812791487718237,0.04388373814942055,0.8764691240689509,0.7136794712355925,0.04358079293684853,0.5189545716530334,0.010304072946725855,0.5069523249904131,0.1209859908882543,9.78307230103184,1.3453273532931653,0.010414148507725443,0.0306833341230292,0.14596070585719853,0.12155377131500256,0.03705716270638977,0.08350583481521608,1.1226577701448264,0.12694291994882334,0.2712070292092412,1.1385130194475366,1.1561,0.0,0.0,0.0029928623986082868,0.0001590064561933009,2.126857464553687e-08,0.0619771859311604,1.1629,1.1812,1.1618,mca
"Electricity; at grid; consumption mix - Electric Energy, Inc. - BA",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"rolling, slab","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Gulf,"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Northern Appalachia, WC, Surface",0.07004172978110795,0.17746570704965578,0.04829145994134095,0.041542015160735656,0.8268181285739444,0.7583383912577086,0.010329710984531478,0.4244674254139541,0.010499498077259584,0.4840289678533756,0.11783647579446435,10.127225731225435,1.2686644087677645,0.00968552554047809,0.04013448186985488,0.16245902222067518,0.11510290970983705,0.09046180876307945,0.07171340212509784,1.156899450488608,0.13261546397047086,0.4570041784862854,2.1326761485577723,1.0073,0.0,0.0,0.0026244084669506586,0.00014111262870038511,1.9022651999752163e-08,0.054505248936951696,1.0133,1.0296,1.0123,mca
"Electricity; at grid; consumption mix - Electric Energy, Inc. - BA",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"rolling, slab","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Gulf,"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Northern Appalachia, WC, Surface",0.0384517397127036,0.2282587787755503,0.040061287248439686,0.04364535014573061,0.8626455691593309,0.6982605928778236,0.041211590524536774,0.5538321080227754,0.010364309550210633,0.5124631599742122,0.12440118888920172,10.272674207215362,1.3192785225114565,0.00962720852070353,0.04593623015490313,0.15334063717409455,0.09347001194898678,0.0472267840087293,0.10423910493244933,1.0237346897745974,0.14320401264973118,0.35227724837221835,1.33333523603179,1.2023,0.0,0.0,0.0031986301302050013,0.00016846264576107713,2.2431515241199818e-08,0.06623845510539286,1.2095,1.229,1.2084,mca
"Electricity; at grid; consumption mix - Electric Energy, Inc. - BA",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"rolling, slab","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Gulf,"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Northern Appalachia, WC, Surface",0.05714962258953766,0.17632043113933138,0.04736437630811944,0.035849667444672446,0.7397645508171504,0.6490346550924553,0.015031370717576644,0.5076528437577246,0.009934228839022514,0.5204507215305015,0.12235222375588212,10.217862747169812,1.255407394108909,0.009695430752929038,0.03686017693364477,0.1517881586246403,0.11858971843460456,0.053097740784848954,0.09596293327352468,1.0141679109804524,0.11989324596846984,0.5151170406341281,2.294722646423846,1.1591,0.0,0.0,0.003038824239298904,0.00016714184315173725,2.039960075057354e-08,0.0663034442246199,1.1664,1.1861,1.1653,mca
"Electricity; at grid; consumption mix - Electric Energy, Inc. - BA",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"rolling, slab","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Gulf,"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Northern Appalachia, WC, Surface",0.07703202368290656,0.18573958758223336,0.04807522387261581,0.03473618965248927,0.8831762803975073,0.7448216719254078,0.018543932106745712,0.6562984094422677,0.009899949255011767,0.49177622432376883,0.12210132969195482,9.573818335232769,1.266913354652854,0.00959839310964978,0.019962232391747298,0.1517227533043266,0.11162793842627344,0.10957330899609861,0.0917149048997988,1.1713182913638,0.1358271703794772,0.4572097785990987,1.0877653113768702,1.21,0.0,0.0,0.00312942805281641,0.0001646944761963075,2.3062028078528822e-08,0.06401071556695295,1.217,1.2357,1.2158,mca
"Electricity; at grid; consumption mix - Electric Energy, Inc. - BA",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"rolling, slab","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Gulf,"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Northern Appalachia, WC, Surface",0.03361440420427469,0.189998981356758,0.0534077945643751,0.03254473727368045,0.8594143450670798,0.6396298247417989,0.025713478343088556,0.45771348411830687,0.010139049570430568,0.5020003904304493,0.12418801554479636,9.725593108888,1.2791202292762347,0.009576908015650153,0.027559261207924977,0.14973261486513126,0.1388134765050303,0.076284775826658,0.08444552910109135,1.1379244371089225,0.14428989348892735,0.33329588091977147,1.391781029364385,1.1303,0.0,0.0,0.0029474822644421973,0.0001619415606006716,1.9705174476075506e-08,0.06396545815020425,1.1374,1.1566,1.1364,mca
