elec_steel_fab,elec_steel_rolling,steel_plate,steel_slab,elec_EAF,iron_forEAF,elec_DRI,natgas_DRI,elec_BOF,iron_forBOF,elec,coal,"fabrication, plate.wf","fabrication, plate.elec","fabrication, plate.trans_co2","rolling, slab.elec","rolling, slab.heat","steelmaking, electric arc furnace.scrap_pct","steelmaking, electric arc furnace.wf","steelmaking, electric arc furnace.kWh_EAF","steelmaking, electric arc furnace.trans_co2","ironmaking, direct reduction, MIDREX.co2_kg","ironmaking, direct reduction, MIDREX.elec","ironmaking, direct reduction, MIDREX.ng_mj","ironmaking, direct reduction, MIDREX.ore_kg","ironmaking, direct reduction, MIDREX.trans_co2","steelmaking, basic oxygen converter.elec","steelmaking, basic oxygen converter.scrap_pct","steelmaking, basic oxygen converter.wf","steelmaking, basic oxygen converter.co2_kg","ironmaking, blast furnace.elec","ironmaking, blast furnace.co2_kg",coking.co2_kg,sintering.co2_kg,zinc production.co2_kg,gwp,gwp_be,gep_bu,ap,ep,odp,pocp,gwp_AR5,gwp_EF2,gwp_CML,sim_type
"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","rolling, slab","steelmaking, basic oxygen converter",Electricity; at grid; consumption mix - Western Area Power Administration - Desert Southwest Region - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Idaho Power Company - BA,natural gas extraction and processing - Uinta,"Electricity; at grid; consumption mix - Associated Electric Cooperative, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - California Independent System Operator - BA,"coal extraction and processing - West/Northwest, WC, Surface",0.06311793323574612,0.16304748058537316,0.05756489550165055,0.04234050826174207,0.7730226631893533,0.8383946083121061,0.04547009163138861,0.5547121440273802,0.009622320879174511,0.4968049127968554,0.11551978096835516,9.976079348318496,1.320769202698052,0.009931930756731263,0.02819582907198353,0.14978176099986604,0.12232253044667846,0.07112340314732829,0.05966380262529078,1.1487662408230515,0.13812091580630437,0.4621902496383158,1.0438388279865387,2.3426,0.0,0.0,0.0015550524023388093,0.00012695328884883677,1.034916335789274e-08,0.03827374628899347,2.3472,2.3597,2.3465,mca
"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","rolling, slab","steelmaking, basic oxygen converter",Electricity; at grid; consumption mix - Western Area Power Administration - Desert Southwest Region - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Idaho Power Company - BA,natural gas extraction and processing - Uinta,"Electricity; at grid; consumption mix - Associated Electric Cooperative, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - California Independent System Operator - BA,"coal extraction and processing - West/Northwest, WC, Surface",0.05371816875675465,0.19953445829193706,0.053886593911284836,0.03383625870313946,0.7645853317118588,0.6465291222912843,0.03243112149752875,0.5275752839811697,0.009741308010267928,0.5106237682746742,0.1227963190024716,10.005425560634148,1.3236421046455273,0.009993036337055774,0.02529310714567038,0.1429400460479317,0.07331807028324408,0.04133563162539998,0.08956801741808412,1.006602418035557,0.110116939746645,0.28878606947681756,1.2180693054101954,1.9583,0.0,0.0,0.001645009449243578,0.00012855145373383612,1.1042618753050192e-08,0.039595844766382185,1.9629,1.9756,1.9622,mca
"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","rolling, slab","steelmaking, basic oxygen converter",Electricity; at grid; consumption mix - Western Area Power Administration - Desert Southwest Region - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Idaho Power Company - BA,natural gas extraction and processing - Uinta,"Electricity; at grid; consumption mix - Associated Electric Cooperative, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - California Independent System Operator - BA,"coal extraction and processing - West/Northwest, WC, Surface",0.06552289047659623,0.18882853408065192,0.04588488115682929,0.04470973279456275,0.8935475833726356,0.840364235546237,0.023031451093578768,0.606963972567218,0.010208617759239981,0.5134535808297884,0.1228463061701638,9.415687357820016,1.275948624143179,0.010471265624055193,0.03821351581328361,0.1560367202732296,0.055573394719996706,0.08082996031149722,0.07583240354020915,1.0051558166661492,0.11009224282935852,0.35373829884960273,1.0848685929572277,1.9854,0.0,0.0,0.0016039538025706616,0.00012658275356262143,1.0684490396504455e-08,0.03901867006461468,1.9901,2.0029,1.9894,mca
"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","rolling, slab","steelmaking, basic oxygen converter",Electricity; at grid; consumption mix - Western Area Power Administration - Desert Southwest Region - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Idaho Power Company - BA,natural gas extraction and processing - Uinta,"Electricity; at grid; consumption mix - Associated Electric Cooperative, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - California Independent System Operator - BA,"coal extraction and processing - West/Northwest, WC, Surface",0.06159979332536204,0.16695028795775174,0.047613973417858106,0.043795007776795944,0.925739817854802,0.7573018195162166,0.019160144510906522,0.6246954868740454,0.0104214537575533,0.5038376349990726,0.11846930262975075,10.266539012866316,1.2395301921686153,0.009808423795199537,0.027771435718793966,0.15186602337372015,0.14758924558012054,0.09645243613389401,0.0728808390345289,0.8362507268111257,0.11658127865516081,0.24357750703222686,1.9348317079661643,1.8132,0.0,0.0,0.0016362594496237238,0.00013175119053739632,1.0721105127766909e-08,0.0401651152201564,1.818,1.8312,1.8172,mca
"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","rolling, slab","steelmaking, basic oxygen converter",Electricity; at grid; consumption mix - Western Area Power Administration - Desert Southwest Region - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Idaho Power Company - BA,natural gas extraction and processing - Uinta,"Electricity; at grid; consumption mix - Associated Electric Cooperative, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - California Independent System Operator - BA,"coal extraction and processing - West/Northwest, WC, Surface",0.04545708353786315,0.17345387712926835,0.05028856112708652,0.03440992150225613,0.8744906814001688,0.6376778790125582,0.034498583918493926,0.47193333286052763,0.009715973003531407,0.48356494513464904,0.11552746929835818,9.974746056355263,1.2672810708961115,0.01015953471566749,0.0203396194279976,0.1543595495122092,0.07348264087509875,0.060206883619382486,0.07054083406629058,1.0509658050047046,0.1314759415368683,0.2311502115303697,2.020293673236984,1.8904,0.0,0.0,0.0015409924793044814,0.00012343377938661237,1.0241173914304436e-08,0.03776808363682667,1.8949,1.9073,1.8942,mca
"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","rolling, slab","steelmaking, basic oxygen converter",Electricity; at grid; consumption mix - Western Area Power Administration - Desert Southwest Region - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Idaho Power Company - BA,natural gas extraction and processing - Uinta,"Electricity; at grid; consumption mix - Associated Electric Cooperative, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - California Independent System Operator - BA,"coal extraction and processing - West/Northwest, WC, Surface",0.050326816795961876,0.17969365604531373,0.05774069109736736,0.03256614361817061,0.943125023837909,0.5736239418021822,0.02917500666800677,0.6695143875414837,0.010140166251418207,0.4877352797272456,0.11807070256595428,10.313325341750529,1.3174363854304858,0.00964342487526191,0.0356930037777667,0.15186236177075887,0.0942992772679426,0.07992169455199394,0.09458065233162653,0.9009622508769769,0.12990842741746134,0.3419474741893549,2.0778482273990218,1.9358,0.0,0.0,0.0016471818705625356,0.00012932363724085997,1.0832559914984645e-08,0.039999280362937026,1.9405,1.9534,1.9398,mca
"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","rolling, slab","steelmaking, basic oxygen converter",Electricity; at grid; consumption mix - Western Area Power Administration - Desert Southwest Region - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Idaho Power Company - BA,natural gas extraction and processing - Uinta,"Electricity; at grid; consumption mix - Associated Electric Cooperative, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - California Independent System Operator - BA,"coal extraction and processing - West/Northwest, WC, Surface",0.07288899294387338,0.21276641816834624,0.05637836920802466,0.033621447396555613,0.8582612445637247,0.6134639479381497,0.026775379646930636,0.5862408676362737,0.009659711079211026,0.4823878872642897,0.12072119873297521,9.802162862040312,1.3126034942358022,0.009672048076961358,0.04394612682285398,0.1563801525817186,0.1372169952708836,0.07171735331472598,0.06568693413047995,0.9151944693194758,0.14007206433270142,0.3220734562887335,2.222612981331785,2.017,0.0,0.0,0.0016795210585784173,0.00013356549931059513,1.1227035936893408e-08,0.04089810512876586,2.0219,2.0352,2.0211,mca
"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","rolling, slab","steelmaking, basic oxygen converter",Electricity; at grid; consumption mix - Western Area Power Administration - Desert Southwest Region - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Idaho Power Company - BA,natural gas extraction and processing - Uinta,"Electricity; at grid; consumption mix - Associated Electric Cooperative, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - California Independent System Operator - BA,"coal extraction and processing - West/Northwest, WC, Surface",0.048862539157027325,0.21318136426812187,0.05019938852903164,0.038471921686363986,0.8115339888660001,0.7594098026169435,0.012753905183392443,0.486529217675557,0.010412668391386796,0.5111530873899346,0.11493340070902962,9.89720389790097,1.2617341157662219,0.010268939648259437,0.031013723613557028,0.14722296290824768,0.10861595479153355,0.057085149561449944,0.09438822494886229,1.323683429844795,0.12682316460022847,0.35527053636321426,1.9965459857805932,2.403,0.0,0.0,0.0017141613947488366,0.00013270720474374401,1.1463195752945283e-08,0.04107407878643635,2.4077,2.4208,2.407,mca
"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","rolling, slab","steelmaking, basic oxygen converter",Electricity; at grid; consumption mix - Western Area Power Administration - Desert Southwest Region - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Idaho Power Company - BA,natural gas extraction and processing - Uinta,"Electricity; at grid; consumption mix - Associated Electric Cooperative, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - California Independent System Operator - BA,"coal extraction and processing - West/Northwest, WC, Surface",0.0725295273179837,0.16984176800863443,0.041317100580745315,0.0387889562444296,0.9782870346134301,0.6243389169238459,0.035680921488561085,0.56346699236737,0.00972434399285886,0.5136415028851261,0.11691485581211623,10.237654403312122,1.2509437349399732,0.0104930298076594,0.037262951608914796,0.14779794030726515,0.09796689934326949,0.07442088486081297,0.0678809825780608,1.2677584781703326,0.11306964877271106,0.25219152275688816,1.5487028091794106,2.2093,0.0,0.0,0.0016050938044971223,0.000129404443961044,1.0527392139297536e-08,0.039578067082031904,2.2141,2.2272,2.2133,mca
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - Tallahassee, City of - BA","rolling, slab","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - California Independent System Operator - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Duke Energy Progress East - BA,natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - California Independent System Operator - BA,"coal extraction and processing - Import, BIT, Surface",0.06916380905994617,0.22655648629732983,0.051999029522129335,0.04308721890104108,0.831148220059222,0.6249353508563809,0.0198907264847028,0.4684556214481218,0.009871734992836624,0.49237234029767313,0.11715050895677966,9.68931937596609,1.3104540530288267,0.009546164247724705,0.028870061335803023,0.14778309862554143,0.09427146634697578,0.0507505294820597,0.07615000843902589,1.2236781286624705,0.14865670952986354,0.42624254795074334,1.495264207456242,1.3247,0.0,0.0,0.001239188557986471,0.00010452400641824386,8.250942958585996e-09,0.0375660743998179,1.3297,1.3436,1.3292,mca
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - Tallahassee, City of - BA","rolling, slab","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - California Independent System Operator - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Duke Energy Progress East - BA,natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - California Independent System Operator - BA,"coal extraction and processing - Import, BIT, Surface",0.07658909633094126,0.1973119989003828,0.054137093924808845,0.038026970774192245,0.8352349861160532,0.81288354114682,0.04721418062139139,0.4842551015911925,0.010489288551916635,0.4852568633439407,0.1205406113964884,9.708452055673476,1.2350430113887327,0.009581277791498624,0.03912925594903943,0.15390762798700683,0.14707700005554775,0.03700077280153727,0.07563898570420585,0.9395821153692493,0.13249429230793075,0.4251995544190295,2.2444960598019614,0.8754,0.0,0.0,0.001092826656667752,8.994682223375822e-05,7.218056882961718e-09,0.03407509645133593,0.8801,0.8933,0.8797,mca
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - Tallahassee, City of - BA","rolling, slab","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - California Independent System Operator - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Duke Energy Progress East - BA,natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - California Independent System Operator - BA,"coal extraction and processing - Import, BIT, Surface",0.040010675023022295,0.1829551030846169,0.04170232772588966,0.036255264707580476,0.86165078413513,0.6360657468604554,0.01816458094172143,0.6629455608978251,0.009698243348801686,0.5146857998354132,0.12163251191318382,9.938636569158248,1.2899482034565042,0.010352398029683909,0.03694964397851691,0.15233663997243685,0.1033738700147954,0.07079686359614462,0.08398695574104073,1.1267226556627874,0.12119500402175198,0.46674822225091006,2.0035875101986695,1.2837,0.0,0.0,0.0013128744060181478,0.00011021637660595854,8.08752111108833e-09,0.04189869689813032,1.2891,1.3043,1.2885,mca
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - Tallahassee, City of - BA","rolling, slab","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - California Independent System Operator - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Duke Energy Progress East - BA,natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - California Independent System Operator - BA,"coal extraction and processing - Import, BIT, Surface",0.05459692385660823,0.16951494096704012,0.0501725108284544,0.036886354396095326,0.8449498493058167,0.7193435186809315,0.03387372244779839,0.6505203551401555,0.010165502473711842,0.5040304035673359,0.11880689163701115,10.175510595177576,1.317476380754513,0.009663780927042434,0.05154884757074787,0.15643858772271527,0.09340926731283433,0.08542202218681955,0.07075917468003923,0.9656702499959399,0.12815023102897882,0.34886281136872827,1.5833488582068218,1.0484,0.0,0.0,0.0012393616943628927,0.00010361354407421644,7.654694327070713e-09,0.04003935139363101,1.0536,1.0684,1.0531,mca
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - Tallahassee, City of - BA","rolling, slab","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - California Independent System Operator - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Duke Energy Progress East - BA,natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - California Independent System Operator - BA,"coal extraction and processing - Import, BIT, Surface",0.055581977291246656,0.18274146204614122,0.04827195217692952,0.04289367311639513,0.878145834588836,0.84543033486102,0.025148718001875063,0.4814822323949144,0.010132386738195373,0.5189173345911029,0.11598817197901443,9.65179457554315,1.3582476677482838,0.009795129152099478,0.04143887908679754,0.14880254812010396,0.14581046848530999,0.04864932959157363,0.08398276915587122,1.0289209088222515,0.11966684436781312,0.2937219504509807,2.0487899696471463,0.7789,0.0,0.0,0.001044790064099513,8.551130759838866e-05,6.843091388119651e-09,0.032812357626347544,0.7834,0.7963,0.783,mca
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - Tallahassee, City of - BA","rolling, slab","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - California Independent System Operator - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Duke Energy Progress East - BA,natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - California Independent System Operator - BA,"coal extraction and processing - Import, BIT, Surface",0.027287173841108764,0.21665947101747424,0.042580824989922626,0.0420762275294567,0.801423284286165,0.8531430367277821,0.02862889580557381,0.5522004274925486,0.010324874042987393,0.5309803968343304,0.12374923231460488,9.422476819411113,1.291127534199522,0.009561125349508119,0.03265984023868176,0.1563609253565678,0.13261037961408345,0.08022194727507012,0.060024465282180806,0.9704197548315655,0.13220373939092045,0.2622776550438592,1.000484870087293,0.7674,0.0,0.0,0.001093421751470213,8.778647330547062e-05,7.006732696967242e-09,0.03426103234924111,0.7722,0.7857,0.7718,mca
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - Tallahassee, City of - BA","rolling, slab","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - California Independent System Operator - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Duke Energy Progress East - BA,natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - California Independent System Operator - BA,"coal extraction and processing - Import, BIT, Surface",0.07739815134815806,0.22159095162982356,0.04559101972912419,0.041126905760863905,0.905935204643758,0.5964496369733595,0.04384712439406556,0.41000346460357395,0.010269004787954502,0.48455267917381256,0.116557255718858,10.126852447280452,1.3368343359322294,0.010453893923712241,0.04067305203664817,0.1428185746564225,0.07015116824235837,0.0601681107023211,0.08042940253516558,1.181999519948177,0.12705319492030093,0.2738234844298253,1.2700627985071993,1.2885,0.0,0.0,0.0012310656805250085,0.00010509542488350464,8.34381061295048e-09,0.03687723236045793,1.2933,1.3069,1.2928,mca
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - Tallahassee, City of - BA","rolling, slab","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - California Independent System Operator - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Duke Energy Progress East - BA,natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - California Independent System Operator - BA,"coal extraction and processing - Import, BIT, Surface",0.04246547235019694,0.21074514810252704,0.04818973946104027,0.03385064073525671,0.8003385872335137,0.8220578484556607,0.019153361193860522,0.49298976589848,0.009645213757510922,0.5072715778821633,0.1174061207716123,9.50659903939641,1.3538179650319337,0.009895397529261852,0.023042714415383955,0.14528002177800606,0.14593898322235743,0.062328998266692144,0.0861593057090109,0.9811047232644308,0.14083204736805058,0.3730659547013099,1.788634244790532,0.8258,0.0,0.0,0.0010721400305253052,8.716102495101181e-05,7.082559027937154e-09,0.033178724771965644,0.8304,0.8434,0.8299,mca
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - Tallahassee, City of - BA","rolling, slab","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - California Independent System Operator - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Duke Energy Progress East - BA,natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - California Independent System Operator - BA,"coal extraction and processing - Import, BIT, Surface",0.03965543735332451,0.20972223315516716,0.05355535953641808,0.0440949107354377,0.8502186743596941,0.7705967788996166,0.011249030136138868,0.5637533251734457,0.010113506228094466,0.5114700619091496,0.11992740768732929,9.571612998821427,1.3189938234148297,0.009663611291484998,0.02411191419252163,0.1477390642473374,0.059961339532454944,0.08668094604619023,0.08362683907349949,1.120467888121651,0.10955759085803227,0.42549793586933693,2.0716316345009487,0.9944,0.0,0.0,0.0011749563345645816,9.594811960025678e-05,7.455215834196312e-09,0.036799048308069154,0.9994,1.0135,0.9989,mca
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - Tallahassee, City of - BA","rolling, slab","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - California Independent System Operator - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Duke Energy Progress East - BA,natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - California Independent System Operator - BA,"coal extraction and processing - Import, BIT, Surface",0.04371309986945321,0.19951938359735988,0.042672984835632546,0.04099167945582827,0.8626868736096506,0.7125125805525535,0.02495904018511505,0.4040576346860201,0.010493025448407665,0.5051432999681762,0.1175406190941954,10.070451687567092,1.3343105885371147,0.010352884801683086,0.043290643222843345,0.15822212329631696,0.11734426311180313,0.10964075733142024,0.06407056901130875,1.32544703009163,0.10229499102814632,0.42586948462434404,1.490619583247757,1.096,0.0,0.0,0.0010708368088554099,9.036651946785497e-05,7.3374901217989245e-09,0.032495406540862984,1.1003,1.1127,1.0999,mca
"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","rolling, slab","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - Western Area Power Administration - Rocky Mountain Region - BA,natural gas extraction and processing - Permian,Electricity; at grid; consumption mix - California Independent System Operator - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Powder River Basin, BIT, Surface",0.05252010008351356,0.20232543410998066,0.05351435307239319,0.03394482529704653,0.945059037571882,0.5928333302724081,0.020929074352623173,0.5312156354159592,0.010450901017415993,0.5216293799290838,0.11962192238595883,9.64215996224423,1.2580848817011783,0.010223621033348989,0.022458207599900117,0.1504718667365522,0.13348280793686884,0.04630705789239312,0.08739404042638041,1.1254108539609045,0.11448714522962741,0.3148697101111916,2.1205873433271067,1.5711,0.0,0.0,0.002239735747346937,0.0001370987261063864,1.9209941174588713e-08,0.04559209919875768,1.5768,1.5917,1.5757,mca
"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","rolling, slab","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - Western Area Power Administration - Rocky Mountain Region - BA,natural gas extraction and processing - Permian,Electricity; at grid; consumption mix - California Independent System Operator - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Powder River Basin, BIT, Surface",0.06840146060976798,0.20252790987949962,0.04992751695559729,0.0427770259677282,0.83854053467141,0.6903137255147426,0.04882593397506902,0.5439666243870953,0.010332981299737937,0.49299786142227275,0.12171380478248083,9.726839402189285,1.325910471213314,0.009730437367529975,0.035120683151051865,0.1411005959064323,0.07617791359916119,0.06659350620567864,0.09049158436598921,1.3760720263403095,0.14713882991765126,0.34338442292473376,1.8324352069575476,1.5317,0.0,0.0,0.0022078750606591016,0.00013172426639228743,1.9249354973578726e-08,0.044415013616681355,1.5372,1.5514,1.536,mca
"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","rolling, slab","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - Western Area Power Administration - Rocky Mountain Region - BA,natural gas extraction and processing - Permian,Electricity; at grid; consumption mix - California Independent System Operator - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Powder River Basin, BIT, Surface",0.0589282958774976,0.18502432459842946,0.051163610880372946,0.03973986411827354,0.9683926313016488,0.6199701421246664,0.016219564486704363,0.49934945346815196,0.010314619102144956,0.5163820650868082,0.12163018325759921,9.863564290128311,1.3338384066242304,0.010328393563889334,0.022451485655049577,0.14873815583249334,0.11038354204813453,0.05665521574937949,0.0664759733800245,1.2645728859312257,0.10991939226517505,0.2584406042906999,2.343914814435623,1.5196,0.0,0.0,0.002134516882983447,0.00013105296978522743,1.8414415520419473e-08,0.043398629603480385,1.5251,1.5394,1.524,mca
"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","rolling, slab","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - Western Area Power Administration - Rocky Mountain Region - BA,natural gas extraction and processing - Permian,Electricity; at grid; consumption mix - California Independent System Operator - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Powder River Basin, BIT, Surface",0.05673187430957719,0.17149097710881034,0.05835800983277566,0.03361189664691815,0.7563013403332042,0.7273890509109445,0.03788312176286744,0.566825591143741,0.010071838843940199,0.5167665945678329,0.11700632856763535,9.55475448932381,1.244965783796965,0.009720471801266296,0.04200744401027789,0.14843576150127552,0.07236429935499958,0.08261787308792078,0.04614562470868064,1.1100474833695229,0.11390680562864526,0.49098896946673176,1.6381995866782826,1.3779,0.0,0.0,0.002106107217952437,0.00012426151026754696,1.8655952835873136e-08,0.041918087873827156,1.3831,1.3962,1.382,mca
"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","rolling, slab","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - Western Area Power Administration - Rocky Mountain Region - BA,natural gas extraction and processing - Permian,Electricity; at grid; consumption mix - California Independent System Operator - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Powder River Basin, BIT, Surface",0.07709437965640664,0.20162110373072117,0.052354825484701537,0.032166538821363264,0.8896381944038225,0.6021533726783961,0.010494125060292646,0.5026629874539029,0.009918861397215052,0.5177023245064605,0.12570609738014146,9.407799646101068,1.364796742205813,0.009911413966733227,0.03884905387529787,0.15060228525441768,0.13949022334942485,0.06071746617157971,0.08545796071197648,1.008038106704027,0.14923593117670866,0.42169158225929027,1.856859944959805,1.5555,0.0,0.0,0.0022035350739050734,0.0001354081692662861,1.9026595833384512e-08,0.044810949237866535,1.5612,1.5758,1.56,mca
