elec_steel_fab,elec_steel_rolling,steel_plate,steel_slab,elec_EAF,iron_forEAF,elec_DRI,natgas_DRI,elec_BOF,iron_forBOF,elec,coal,"fabrication, plate.wf","fabrication, plate.elec","fabrication, plate.trans_co2","rolling, slab.elec","rolling, slab.heat","steelmaking, electric arc furnace.scrap_pct","steelmaking, electric arc furnace.wf","steelmaking, electric arc furnace.kWh_EAF","steelmaking, electric arc furnace.trans_co2","ironmaking, direct reduction, MIDREX.co2_kg","ironmaking, direct reduction, MIDREX.elec","ironmaking, direct reduction, MIDREX.ng_mj","ironmaking, direct reduction, MIDREX.ore_kg","ironmaking, direct reduction, MIDREX.trans_co2","steelmaking, basic oxygen converter.elec","steelmaking, basic oxygen converter.scrap_pct","steelmaking, basic oxygen converter.wf","steelmaking, basic oxygen converter.co2_kg","ironmaking, blast furnace.elec","ironmaking, blast furnace.co2_kg",coking.co2_kg,sintering.co2_kg,zinc production.co2_kg,gwp,gwp_be,gep_bu,ap,ep,odp,pocp,gwp_AR5,gwp_EF2,gwp_CML,sim_type
Electricity; at grid; consumption mix - New York Independent System Operator - BA,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","rolling, slab","steelmaking, basic oxygen converter","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - Tampa Electric Company - BA,natural gas extraction and processing - Gulf,Electricity; at grid; consumption mix - Los Angeles Department of Water and Power - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Bonneville Power Administration - BA,"coal extraction and processing - Northern Appalachia, WC, Surface",0.07771907574031467,0.19012393888984375,0.0502576326037231,0.04462469664382215,0.8287932312734817,0.6080277326471585,0.03175069653138322,0.5428097168922875,0.010413518864105109,0.5264236774399889,0.12099368114586272,9.637121331082433,1.262065132921211,0.010251437539578084,0.0263577255376612,0.09267983256800426,0.08264153618063705,0.07406063132681398,0.06900077533108083,0.9058722785888503,0.09823303097250635,0.23620896264439706,1.9419306328843413,2.1087,0.0,0.0,0.0013501946759670786,0.0001290981133860097,1.1921070566483769e-08,0.03157552207354147,2.1742,2.2479,2.1669,mca
Electricity; at grid; consumption mix - New York Independent System Operator - BA,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","rolling, slab","steelmaking, basic oxygen converter","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - Tampa Electric Company - BA,natural gas extraction and processing - Gulf,Electricity; at grid; consumption mix - Los Angeles Department of Water and Power - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Bonneville Power Administration - BA,"coal extraction and processing - Northern Appalachia, WC, Surface",0.06528258536288857,0.203617868440827,0.057787427567257785,0.0348268740570013,0.9641661756028325,0.8644544057905514,0.04180730361950675,0.6563636237347895,0.010332844193526097,0.502714641433786,0.12169017464514018,9.820170584018967,1.2674595805705624,0.010452928398456757,0.030217062948312327,0.14474774993823525,0.07448738687296977,0.08530927439382807,0.10095066926684337,1.1681441721529273,0.11809818817808833,0.3736434277707318,0.9683473618579231,2.4215,0.0,0.0,0.0013197201223463168,0.00012525110567226193,1.1613983220419172e-08,0.03135540773166119,2.4827,2.5514,2.4758,mca
Electricity; at grid; consumption mix - New York Independent System Operator - BA,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","rolling, slab","steelmaking, basic oxygen converter","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - Tampa Electric Company - BA,natural gas extraction and processing - Gulf,Electricity; at grid; consumption mix - Los Angeles Department of Water and Power - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Bonneville Power Administration - BA,"coal extraction and processing - Northern Appalachia, WC, Surface",0.057454755506839435,0.18623803446462678,0.05279912769795183,0.04285518453061092,0.8910074477372587,0.7275041017802458,0.02535459895583135,0.46625839963540544,0.009639522826039606,0.48622258493384046,0.12265986952150254,10.318529927348834,1.2399270356583625,0.010283524977623306,0.021409907181845607,0.10824426439885547,0.059067325646858654,0.06438451877388425,0.10883062532453411,1.0838042804979966,0.11748191258665294,0.43509209029015716,2.097483925957569,2.436,0.0,0.0,0.0013307200918238624,0.00012602279848301893,1.177782292387727e-08,0.031428348953421247,2.4982,2.5681,2.4912,mca
Electricity; at grid; consumption mix - New York Independent System Operator - BA,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","rolling, slab","steelmaking, basic oxygen converter","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - Tampa Electric Company - BA,natural gas extraction and processing - Gulf,Electricity; at grid; consumption mix - Los Angeles Department of Water and Power - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Bonneville Power Administration - BA,"coal extraction and processing - Northern Appalachia, WC, Surface",0.06516155422174956,0.17541686056670175,0.05833402735862979,0.041127578255020406,0.7260346633159509,0.7152397969516414,0.04474221229532389,0.6209460179041241,0.009651270923878895,0.5288895584826037,0.12294857669195657,9.600491752793271,1.3561231028194118,0.009666306703184973,0.024004221380681715,0.18397118358337972,0.07435520569504298,0.04850273923513963,0.07863187826759499,0.9173457029881391,0.12742311315055704,0.49463630019802224,2.0637067163638467,2.1872,0.0,0.0,0.0012190492627921776,0.0001171043922169006,1.1234488992229545e-08,0.028496994555159128,2.2452,2.3103,2.2386,mca
Electricity; at grid; consumption mix - New York Independent System Operator - BA,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","rolling, slab","steelmaking, basic oxygen converter","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - Tampa Electric Company - BA,natural gas extraction and processing - Gulf,Electricity; at grid; consumption mix - Los Angeles Department of Water and Power - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Bonneville Power Administration - BA,"coal extraction and processing - Northern Appalachia, WC, Surface",0.05998520316185247,0.18747873696906558,0.05502914904167713,0.03621259119755753,0.906962182394451,0.6299500261160289,0.021394550381943198,0.5927202579528353,0.010002182549532663,0.5286751366829515,0.121989397991072,9.605736591936212,1.2659718905315163,0.010027668343682928,0.03343853204787875,0.09271938492034092,0.11747457987227847,0.10979579726179681,0.07153588553821548,0.906916222077372,0.12496505105281433,0.25543523641025406,2.1304224210986282,2.1758,0.0,0.0,0.0013598650361201904,0.0001301144809450606,1.1854562231217714e-08,0.03196023331566075,2.2423,2.317,2.2348,mca
"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","rolling, slab","steelmaking, basic oxygen converter","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - Duke Energy Carolinas - BA,natural gas extraction and processing - San Juan,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","coal extraction and processing - West/Northwest, WC, Surface",0.04469325675603218,0.20766406255153497,0.04015307058247285,0.03678533052415065,0.7595434901027878,0.6803765287748531,0.022822328044895982,0.3784759091215974,0.009731892661437192,0.5046482414958483,0.11906294629636213,10.12454182603448,1.3436634010078339,0.010258066325237116,0.026045533574311,0.06597794129147748,0.06678318966001758,0.06969898922832446,0.10105450200661623,0.9002424323313624,0.12850583008068245,0.32368897084978676,1.8775454644890628,2.1364,0.0,0.0,0.0019273721665056835,0.00014720585345549627,1.802295078966776e-08,0.04062025003545352,2.1458,2.1549,2.1432,mca
"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","rolling, slab","steelmaking, basic oxygen converter","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - Duke Energy Carolinas - BA,natural gas extraction and processing - San Juan,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","coal extraction and processing - West/Northwest, WC, Surface",0.07877874158243252,0.21506380996065527,0.05957624120916179,0.044816599548619426,0.9835129670965986,0.581265640928256,0.01941406308234208,0.44200111800955144,0.00979220915464997,0.4845797930589622,0.12046068275579366,9.871570634569952,1.289553172762694,0.010019080123425533,0.03412914880652797,0.11060485928916858,0.07804394298564063,0.06399796339053679,0.07661298390355242,0.9677204831555763,0.11171362086775055,0.4374959525837056,1.4459316087128933,2.3597,0.0,0.0,0.001966877429154125,0.00014992302277047533,1.8296151456973457e-08,0.04189002903965768,2.3695,2.3789,2.3668,mca
"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","rolling, slab","steelmaking, basic oxygen converter","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - Duke Energy Carolinas - BA,natural gas extraction and processing - San Juan,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","coal extraction and processing - West/Northwest, WC, Surface",0.07508766351628325,0.17824784667050633,0.04056061921117707,0.03398828661795151,0.9061587718820574,0.7046011184480484,0.03309078157507633,0.43011654826558376,0.010332700427929848,0.4837505878618484,0.11606695951015818,9.519512183598097,1.248240576935732,0.009862220785929882,0.03692113012076367,0.15308320306837137,0.08767618251125017,0.058401746772616475,0.09097914593151878,1.3648038965495324,0.1304835004360625,0.27895124719253905,1.7160661585934913,2.4626,0.0,0.0,0.0018387295607649667,0.00014198967304284398,1.734890567292337e-08,0.039160097170009456,2.4719,2.4808,2.4693,mca
"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","rolling, slab","steelmaking, basic oxygen converter","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - Duke Energy Carolinas - BA,natural gas extraction and processing - San Juan,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","coal extraction and processing - West/Northwest, WC, Surface",0.07349545430951483,0.19401083968307717,0.059183333096153506,0.03320597303900408,0.942223925290759,0.8057929317294565,0.022644007172046808,0.6140402351561024,0.010026548397902983,0.5187240595196604,0.12181676327606389,10.042013724031898,1.3077521742989853,0.009640134551308412,0.026197612860528564,0.05412439888260889,0.056283988111049954,0.09098368807438661,0.0776306411567719,1.0766716957402478,0.10438180109970913,0.3732542611883818,1.2722158724693675,2.4353,0.0,0.0,0.0019368138546578275,0.00014987950785487117,1.8013243830461706e-08,0.04134852915066607,2.445,2.4543,2.4423,mca
"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","rolling, slab","steelmaking, basic oxygen converter","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - Duke Energy Carolinas - BA,natural gas extraction and processing - San Juan,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","coal extraction and processing - West/Northwest, WC, Surface",0.06479065554588752,0.21712327427039044,0.04188589740604519,0.032176837497940154,0.9387333511936393,0.6236489783747218,0.019904448509491454,0.438523615881801,0.010204323060098634,0.5173435129713915,0.12581910771619495,9.659868078410284,1.2874464900517488,0.009715762151453254,0.035238536237586784,0.16116322749789772,0.06103922231026019,0.04985700881787321,0.10495910988898621,1.1937582866132397,0.11667926870987681,0.3729617182088139,1.8984147644638967,2.3403,0.0,0.0,0.0018770477972676863,0.00014199327081430515,1.763440658467655e-08,0.03977218220565965,2.3497,2.3587,2.3471,mca
"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","rolling, slab","steelmaking, basic oxygen converter","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - Duke Energy Carolinas - BA,natural gas extraction and processing - San Juan,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","coal extraction and processing - West/Northwest, WC, Surface",0.06707405629807113,0.2040945388798794,0.05731329699453396,0.03396874004526217,0.9535151633328744,0.659908789595542,0.014866114352733932,0.5492691042890601,0.00989429440208756,0.5043812828252651,0.11419826361699087,9.724525001875188,1.3314277271802044,0.009558564047111938,0.044423125202341554,0.13810977660352,0.08602217109728197,0.047478485179177715,0.0355867410888894,1.4065773690914656,0.13577977618397521,0.24558380100264832,1.6602808856603009,2.4942,0.0,0.0,0.001835437013692969,0.00014203570485364178,1.7342206681074947e-08,0.03931824644741315,2.5033,2.5119,2.5007,mca
"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","rolling, slab","steelmaking, basic oxygen converter","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - Duke Energy Carolinas - BA,natural gas extraction and processing - San Juan,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","coal extraction and processing - West/Northwest, WC, Surface",0.07249839749404895,0.21577886607003688,0.04065039427789869,0.03257597423765191,0.7011975763773779,0.5618368014495452,0.04506964662367583,0.5044543400618453,0.010238289088094389,0.4913162814437607,0.1190457063234851,10.055733901758941,1.276553229414162,0.009948524762854093,0.043405260253162936,0.21064709476597096,0.11209406560546178,0.07201956762979948,0.08695521232521965,0.9512681455992918,0.09460688111161421,0.34956205199721463,1.558237482964429,2.0387,0.0,0.0,0.0018234765291761724,0.00013860122572544476,1.75143092682655e-08,0.03831625062896801,2.0476,2.056,2.0451,mca
"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","rolling, slab","steelmaking, basic oxygen converter","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - Duke Energy Carolinas - BA,natural gas extraction and processing - San Juan,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","coal extraction and processing - West/Northwest, WC, Surface",0.0577182656466397,0.19169626506255108,0.0589034216035781,0.04082735736825364,0.9938267916043142,0.6770547648259155,0.01604046117927761,0.45156675649022604,0.009808349818186908,0.4868376245582625,0.12414772321713496,10.310639800559752,1.2642922954220144,0.009745417152528133,0.03639112846000426,0.2049385603919195,0.13450491462048014,0.04194017633533078,0.0769023914697812,1.2163036869867323,0.12962995735659258,0.22567229299333694,2.162992841115018,2.2205,0.0,0.0,0.0018278419607369633,0.00013996901274213166,1.719119879516211e-08,0.039020377438519396,2.2297,2.2385,2.2271,mca
"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","rolling, slab","steelmaking, basic oxygen converter","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - Duke Energy Carolinas - BA,natural gas extraction and processing - San Juan,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","coal extraction and processing - West/Northwest, WC, Surface",0.05559854703289573,0.20801816874398169,0.04804806934385688,0.04234940161875237,0.8991737619001576,0.755191087976915,0.03566973934638723,0.4179835059055427,0.010399230459592622,0.5172675391444935,0.12439751517715178,10.151647845901724,1.2837042620402837,0.010407323953862823,0.028303362899722163,0.23712382393311326,0.12428679587262219,0.06892034367606892,0.06840594109726304,1.04115231143727,0.12484862000226932,0.49604462174736164,1.9290363359524276,2.2302,0.0,0.0,0.0017907381141713111,0.00013593584779820743,1.70668589408659e-08,0.03799942115920875,2.2391,2.2475,2.2366,mca
"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","rolling, slab","steelmaking, basic oxygen converter","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - Duke Energy Carolinas - BA,natural gas extraction and processing - San Juan,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","coal extraction and processing - West/Northwest, WC, Surface",0.049682563206980807,0.19678549349402968,0.044353782020351666,0.04356299849658626,0.8302676160600081,0.7350127870809084,0.022025207353753393,0.5555605670265501,0.009622936407286627,0.5202797462603796,0.12391718553475806,9.87174228631536,1.2710198000187445,0.010450472389485736,0.044404392215630556,0.1627268910828335,0.10511428665880732,0.08299776210098903,0.0803906854428848,1.1845759478212925,0.12481763986509462,0.37275747337352344,1.860984388585504,2.3511,0.0,0.0,0.0018385695219008426,0.0001405311760760054,1.7387650702313862e-08,0.038930912987598584,2.3602,2.3688,2.3576,mca
Electricity; at grid; consumption mix - Turlock Irrigation District - BA,Electricity; at grid; consumption mix - JEA - BA,"rolling, slab","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Duke Energy Florida, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","coal extraction and processing - Central Interior, BIT, Processing",0.07025955207139958,0.2106289080889843,0.05921890267722924,0.044116373185960595,1.0080230898761078,0.611836984527127,0.04082338835107115,0.479911753701315,0.010361769193903103,0.5251258550682252,0.12377275930383966,10.243678833763353,1.2879923264411306,0.009905966408040983,0.026816848820532518,0.25011404671782717,0.11230036901250323,0.09010699467530098,0.0745343861253166,1.065178948570206,0.13406221339071636,0.4139714068546304,1.0608204647315707,1.6454,0.0,0.0,0.0018538936545835578,0.00014347484733075497,1.5323162346908004e-08,0.04606990751627343,1.661,1.677,1.6579,mca
Electricity; at grid; consumption mix - Turlock Irrigation District - BA,Electricity; at grid; consumption mix - JEA - BA,"rolling, slab","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Duke Energy Florida, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","coal extraction and processing - Central Interior, BIT, Processing",0.06523243419651713,0.20431691898100307,0.0504896839831125,0.03994509177907453,0.9800463869664205,0.7814757317934575,0.021428923534240814,0.46281750206717165,0.010089546075706203,0.50270975708493,0.11637359209299478,10.037373766849091,1.3110834949317847,0.01038816060847304,0.024683526397884563,0.10618369755754857,0.07039235482462879,0.0748707995148975,0.07441730496899412,0.9778179764675148,0.10775419065425137,0.35306794918288587,1.5978500635556465,1.2088,0.0,0.0,0.001585614346793714,0.00012226026524885466,1.399327289232209e-08,0.040007399111375276,1.2211,1.2336,1.2185,mca
Electricity; at grid; consumption mix - Turlock Irrigation District - BA,Electricity; at grid; consumption mix - JEA - BA,"rolling, slab","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Duke Energy Florida, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","coal extraction and processing - Central Interior, BIT, Processing",0.055616336810309176,0.21405625171046536,0.05964395290925238,0.03839543830666388,0.7591229545905804,0.6687607082355291,0.01201813820483403,0.3927202266560991,0.010280672449589265,0.5066359760047653,0.11768735708304438,9.873832234013708,1.3198001275250635,0.010317872610910973,0.026554990146781955,0.1901379995543391,0.08951544536481576,0.06403961447281867,0.0460575727879622,1.304281338758602,0.13351125541891998,0.3624862590978049,1.8117889372871412,1.4612,0.0,0.0,0.0015764959507141784,0.00012458417982129735,1.3993468390665924e-08,0.03930071850614756,1.4743,1.4877,1.4716,mca
Electricity; at grid; consumption mix - Turlock Irrigation District - BA,Electricity; at grid; consumption mix - JEA - BA,"rolling, slab","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Duke Energy Florida, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","coal extraction and processing - Central Interior, BIT, Processing",0.06164350341765554,0.17316625813846886,0.05951791532193569,0.03719485494450062,0.8809281931749056,0.7292179765705626,0.031534470327639445,0.5211666002224448,0.009668621686519096,0.5257576438413794,0.12115164265905132,10.116524613700815,1.3537313860909288,0.010070063173617952,0.038482477103615444,0.26023485421575254,0.09454284339381758,0.051927598620136454,0.07085485662712396,0.9274644680077191,0.11502627653800782,0.23773201668249785,1.656608570495104,1.2845,0.0,0.0,0.0016895087900762873,0.00012948920892953794,1.4607497691325988e-08,0.042017834030583665,1.2977,1.311,1.2949,mca
Electricity; at grid; consumption mix - Turlock Irrigation District - BA,Electricity; at grid; consumption mix - JEA - BA,"rolling, slab","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Duke Energy Florida, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","coal extraction and processing - Central Interior, BIT, Processing",0.04218016728050685,0.19005316650376852,0.04408626189216068,0.04223754451826374,0.8877237830985099,0.7884961886846076,0.01852922881567536,0.4979879902391176,0.010304563384140444,0.4970546869507938,0.12242629376239417,10.045284528509585,1.3231232324893887,0.009869843832462784,0.04632982979217684,0.14861672719268476,0.12549900124587596,0.0747613960102512,0.06934618719354661,1.067773502044617,0.1322593003945926,0.43628509878800925,1.3846621802978212,1.2237,0.0,0.0,0.0015741596644715187,0.00012048713081056674,1.3879467089559536e-08,0.03953887196914286,1.2357,1.2477,1.2331,mca
Electricity; at grid; consumption mix - Turlock Irrigation District - BA,Electricity; at grid; consumption mix - JEA - BA,"rolling, slab","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Duke Energy Florida, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","coal extraction and processing - Central Interior, BIT, Processing",0.06074053478714557,0.2128518954425796,0.04287678157395624,0.03873030881424108,0.856635308164734,0.7681619596544821,0.017222879471154307,0.463849128991937,0.010249612717638665,0.519066496368351,0.11815284292298739,10.016532227400884,1.2907100256612116,0.010445094994768924,0.03388162535052596,0.04470102284947485,0.07227955783311964,0.07285024349107383,0.10584212381328768,1.07598106171993,0.11442125878222476,0.48053991877960156,1.5877088350579154,1.2781,0.0,0.0,0.0015933786787630877,0.0001228052787717924,1.4073026175797492e-08,0.04001848163256712,1.2905,1.3031,1.2879,mca
Electricity; at grid; consumption mix - Turlock Irrigation District - BA,Electricity; at grid; consumption mix - JEA - BA,"rolling, slab","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Duke Energy Florida, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","coal extraction and processing - Central Interior, BIT, Processing",0.04459074549716333,0.20166332848082072,0.0543908231465931,0.04132934193049713,0.8482006123973534,0.6393172373167044,0.01526162503180625,0.5541434229857624,0.010429362781280444,0.5230818838569318,0.11771313317815922,10.089151635459151,1.3503127479349295,0.010111586349132385,0.04466171632679965,0.10450951997593343,0.1139375428401753,0.06758453305983866,0.07043055438670215,1.0429202467130017,0.10780250977711624,0.41420944803549586,1.077482595571289,1.5542,0.0,0.0,0.0018365497367504261,0.00014036095980424,1.5184168752506594e-08,0.04556976405063114,1.569,1.5841,1.566,mca
Electricity; at grid; consumption mix - Turlock Irrigation District - BA,Electricity; at grid; consumption mix - JEA - BA,"rolling, slab","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Duke Energy Florida, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","coal extraction and processing - Central Interior, BIT, Processing",0.0698656238070811,0.19829725258942932,0.058312293947643146,0.035401772510775066,0.9802895210590169,0.6789718162717878,0.011874064815324834,0.6053983707502151,0.01025357467933452,0.4932297593155697,0.1211397555235569,9.998997633473703,1.3285589799071242,0.009840749529633383,0.03470014081659677,0.16295761703790312,0.06678066916836219,0.10592313551564309,0.06864976827664267,1.1602864339319017,0.11389827473412072,0.35053630704562755,1.8129155000484078,1.5716,0.0,0.0,0.0019023220770242309,0.00014403299852326239,1.5580377407964365e-08,0.04747462331072389,1.5865,1.6018,1.5835,mca
Electricity; at grid; consumption mix - Turlock Irrigation District - BA,Electricity; at grid; consumption mix - JEA - BA,"rolling, slab","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Duke Energy Florida, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","coal extraction and processing - Central Interior, BIT, Processing",0.02596982815157098,0.18741078084127136,0.04128494982577065,0.036684212031650135,0.9164306454030885,0.7079064585775656,0.027558558101842365,0.5518113084701589,0.010219446656947096,0.4895558450665792,0.11400290116164584,10.002575777426422,1.235680300903118,0.009999074886509193,0.025405281989248303,0.2331948168352031,0.13577679929705877,0.04440924578829661,0.06118680580160192,1.1435123932132019,0.11850161254735984,0.32535608207025,1.6707121644176421,1.3866,0.0,0.0,0.0017130206392103658,0.00013075842547258503,1.44384874016751e-08,0.04276772817607109,1.4,1.4137,1.3972,mca
