Category,e.open_xpd_uuid,label,Plant,Manufacturer,gwp.a1a2a3_mean,gwp.a1a2a3_unit,ap.a1a2a3_mean,ap.a1a2a3_unit,ep_marine.a1a2a3_mean,ep_marine.a1a2a3_unit,odp.a1a2a3_mean,odp.a1a2a3_unit,pocp.a1a2a3_mean,pocp.a1a2a3_unit,rgwp.method,source,geography
Concrete>>ReadyMix,EC3U6ZZK,"CEMEX, Santa Clara",Santa Clara,CEMEX,361,kgCO2,1.12,kgSO2,0.46,kgN,0.000009,kgCFC11,23.3,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC37CG2F,"CEMEX, Santa Clara",Santa Clara,CEMEX,285,kgCO2,1.45,kgSO2,0.38,kgN,0.0000081,kgCFC11,31.8,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3MHQJ9,"CEMEX, West Sacramento Terminal",West Sacramento Terminal,CEMEX,292,kgCO2,1.49,kgSO2,0.35,kgN,0.0000081,kgCFC11,33.6,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3C2WS9,"CEMEX, West Sacramento Terminal",West Sacramento Terminal,CEMEX,360,kgCO2,1.22,kgSO2,0.42,kgN,0.000009,kgCFC11,26.6,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3EHXY9,"CEMEX, Pier 92 Amador",Pier 92 Amador,CEMEX,348,kgCO2,2.07,kgSO2,0.43,kgN,0.000013,kgCFC11,43,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3QH32H,"CEMEX, Pier 92 Amador",Pier 92 Amador,CEMEX,333,kgCO2,2.11,kgSO2,0.42,kgN,0.000012,kgCFC11,44.2,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3DU0G5,"RiverBend Materials, Wildish",Wildish,RiverBend Materials,308,kgCO2,0.94,kgSO2,0.37,kgN,0.0000079,kgCFC11,19.6,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC37CT5G,"CEMEX, Union City",Union City,CEMEX,334,kgCO2,1.67,kgSO2,0.44,kgN,0.0000091,kgCFC11,37.5,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3M1KDR,"National Ready Mix, Sun Valley",Sun Valley,National Ready Mix,503,kgCO2,2.38,kgSO2,0.6,kgN,0.000032,kgCFC11,32.9,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3XUN1Q,"National Ready Mix, Irvine",Irvine,National Ready Mix,516,kgCO2,2.53,kgSO2,0.61,kgN,0.000032,kgCFC11,36.6,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC36FBHW,"National Ready Mix, Irvine",Irvine,National Ready Mix,229,kgCO2,1.13,kgSO2,0.29,kgN,0.0000078,kgCFC11,21.5,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3841R0,"National Ready Mix, Vernon",Vernon,National Ready Mix,392,kgCO2,1.18,kgSO2,0.46,kgN,0.0000099,kgCFC11,24.5,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC394F9Z,"National Ready Mix, Vernon",Vernon,National Ready Mix,310,kgCO2,0.99,kgSO2,0.37,kgN,0.0000078,kgCFC11,21.1,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3KB8U1,"National Ready Mix, Irvine",Irvine,National Ready Mix,227,kgCO2,1.12,kgSO2,0.29,kgN,0.0000078,kgCFC11,21.5,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3N70AM,"National Ready Mix, Irvine",Irvine,National Ready Mix,371,kgCO2,1.23,kgSO2,0.44,kgN,0.0000092,kgCFC11,25.9,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3275MB,"Thomas Concrete, Buckhead",Buckhead,Thomas Concrete,279,kgCO2e,0.82,kgSO2e,0.4,kgNe,0.0000075,kgCFC11e,15.7,kgO3e,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3FKJ9E,"Thomas Concrete, Buckhead",Buckhead,Thomas Concrete,279,kgCO2e,0.82,kgSO2e,0.4,kgNe,0.0000075,kgCFC11e,15.8,kgO3e,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3RPDFZ,"Concrete Supply Co., Arrowood",Arrowood,Concrete Supply Co.,471,kgCO2,2.2,kgSO2,0.55,kgN,0.000028,kgCFC11,32.7,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3CAJPT,"Concrete Supply Co., Arrowood",Arrowood,Concrete Supply Co.,347,kgCO2,1.17,kgSO2,0.42,kgN,0.0000088,kgCFC11,24.8,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3XT4P4,"Concrete Supply Co., Arrowood",Arrowood,Concrete Supply Co.,490,kgCO2e,2.24,kgSO2e,0.57,kgNe,0.000029,kgCFC11e,33.7,kgO3e,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3ZAPRJ,"Concrete Supply Co., Arrowood",Arrowood,Concrete Supply Co.,292,kgCO2,1.04,kgSO2,0.36,kgN,0.0000074,kgCFC11,22.3,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC30U9AR,"CEMEX, Lincoln",Lincoln,CEMEX,306,kgCO2,1.68,kgSO2,0.37,kgN,0.0000082,kgCFC11,39.1,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3NK68U,"CEMEX, Hollywood",Hollywood,CEMEX,359,kgCO2,1.16,kgSO2,0.43,kgN,0.0000092,kgCFC11,24.7,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3B7U5X,"National Ready Mix, Vernon",Vernon,National Ready Mix,326,kgCO2,1.03,kgSO2,0.38,kgN,0.0000082,kgCFC11,21.9,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3WZZ10,"Central Concrete, Queens Lane (wet)",Queens Lane (wet),Central Concrete,278,kgCO2,1.27,kgSO2,0.35,kgN,0.0000076,kgCFC11,28,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3JZ9AD,"Central Concrete, Queens Lane (wet)",Queens Lane (wet),Central Concrete,278,kgCO2,1.27,kgSO2,0.35,kgN,0.0000076,kgCFC11,28,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3GEGHH,"Central Concrete, Queens Lane (wet)",Queens Lane (wet),Central Concrete,309,kgCO2,1.16,kgSO2,0.41,kgN,0.0000076,kgCFC11,26.1,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3A8EXY,"Eastern Concrete, Newark",Newark,Eastern Concrete,365,kgCO2,1.87,kgSO2,0.45,kgN,0.0000083,kgCFC11,45.6,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3ZFRW4,"Central Concrete, Stockton (wet)",Stockton (wet),Central Concrete,194,kgCO2,1.58,kgSO2,0.28,kgN,0.0000068,kgCFC11,35.6,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC37Y11J,"Central Concrete, Redwood City",Redwood City,Central Concrete,262,kgCO2,1.22,kgSO2,0.34,kgN,0.0000076,kgCFC11,26.1,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC32HS3Q,"Central Concrete, Queens Lane (wet)",Queens Lane (wet),Central Concrete,313,kgCO2,1.17,kgSO2,0.41,kgN,0.0000076,kgCFC11,26.4,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3GK94N,"Eastern Concrete, Broadway",Broadway,Eastern Concrete,335,kgCO2,2.09,kgSO2,0.42,kgN,0.0000092,kgCFC11,48.4,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC383982,"Eastern Concrete, Broadway",Broadway,Eastern Concrete,523,kgCO2,2.76,kgSO2,0.62,kgN,0.000011,kgCFC11,68.7,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3NB724,"Eastern Concrete, Broadway",Broadway,Eastern Concrete,348,kgCO2,2.07,kgSO2,0.43,kgN,0.0000085,kgCFC11,49.6,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3FCQTF,"CEMEX, Mission Valley",Mission Valley,CEMEX,650,kgCO2,2.83,kgSO2,0.76,kgN,0.000035,kgCFC11,44.1,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3JH1YF,"Aggregate Industries USA, LANCASTER READY-MIX - GENESEE",LANCASTER READY-MIX - GENESEE,Aggregate Industries USA,313,kgCO2,1.19,kgSO2,0.37,kgN,0.0000088,kgCFC11,23.9,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3DANP4,"Aggregate Industries USA, LANCASTER READY-MIX - GENESEE",LANCASTER READY-MIX - GENESEE,Aggregate Industries USA,317,kgCO2,1.21,kgSO2,0.37,kgN,0.0000089,kgCFC11,24.6,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3A6A1M,"CEMEX, Santa Clara",Santa Clara,CEMEX,370,kgCO2,1.13,kgSO2,0.47,kgN,0.0000093,kgCFC11,23.5,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC386HKC,"CEMEX, San Jose",San Jose,CEMEX,332,kgCO2,1.56,kgSO2,0.42,kgN,0.0000093,kgCFC11,33.8,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3C3H4U,"CEMEX, Irvine",Irvine,CEMEX,274,kgCO2,1.46,kgSO2,0.33,kgN,0.0000078,kgCFC11,32.7,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC38WGRB,"CEMEX, San Juan Capistrano",San Juan Capistrano,CEMEX,499,kgCO2,1.71,kgSO2,0.58,kgN,0.000012,kgCFC11,37.2,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3G83S8,"CEMEX, Irvine",Irvine,CEMEX,478,kgCO2,1.48,kgSO2,0.56,kgN,0.000012,kgCFC11,31,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3MYKFQ,"CEMEX, Pleasanton",Pleasanton,CEMEX,339,kgCO2,1.53,kgSO2,0.42,kgN,0.0000099,kgCFC11,33.4,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3DP4WM,"CEMEX, Concord",Concord,CEMEX,325,kgCO2,1.66,kgSO2,0.41,kgN,0.0000088,kgCFC11,37.8,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3S467A,"CEMEX, Oakland",Oakland,CEMEX,361,kgCO2,1.7,kgSO2,0.47,kgN,0.00001,kgCFC11,37.2,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC38M4DU,"CEMEX, Union City",Union City,CEMEX,275,kgCO2,1.43,kgSO2,0.37,kgN,0.0000074,kgCFC11,32.3,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3BSQWB,"CEMEX, Union City",Union City,CEMEX,336,kgCO2,1.15,kgSO2,0.43,kgN,0.0000082,kgCFC11,24.9,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3N2MG4,"CEMEX, Santa Clara",Santa Clara,CEMEX,355,kgCO2,1.65,kgSO2,0.46,kgN,0.0000099,kgCFC11,35.8,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC396P3W,"CEMEX, Mission Valley",Mission Valley,CEMEX,369,kgCO2,1.93,kgSO2,0.46,kgN,0.00001,kgCFC11,42.6,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3AB6U9,"CEMEX, Antioch",Antioch,CEMEX,342,kgCO2,1.18,kgSO2,0.45,kgN,0.0000088,kgCFC11,26.1,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3XBSAZ,"CEMEX, San Jose",San Jose,CEMEX,352,kgCO2,1.65,kgSO2,0.44,kgN,0.0000099,kgCFC11,35.6,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3BDQ19,"CEMEX, Pier 92 Amador",Pier 92 Amador,CEMEX,305,kgCO2,2.2,kgSO2,0.38,kgN,0.000012,kgCFC11,46.5,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3P5AHT,"CEMEX, San Carlos",San Carlos,CEMEX,327,kgCO2,1.9,kgSO2,0.41,kgN,0.000011,kgCFC11,40.1,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC39XW57,"CEMEX, Pier 92 Amador",Pier 92 Amador,CEMEX,345,kgCO2,1.54,kgSO2,0.42,kgN,0.000011,kgCFC11,31.1,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3DB4UC,"CEMEX, Pier 92 Amador",Pier 92 Amador,CEMEX,280,kgCO2,1.79,kgSO2,0.35,kgN,0.00001,kgCFC11,37.7,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3UECZT,"CEMEX, San Jose",San Jose,CEMEX,335,kgCO2,1.07,kgSO2,0.42,kgN,0.0000084,kgCFC11,22.3,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC304GT7,"CEMEX, Mission Valley",Mission Valley,CEMEX,422,kgCO2,1.31,kgSO2,0.51,kgN,0.000011,kgCFC11,26.9,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3P6RB5,"CEMEX, Mission Valley",Mission Valley,CEMEX,543,kgCO2,3.45,kgSO2,0.65,kgN,0.000034,kgCFC11,59.2,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3A5GU9,"CEMEX, Mission Valley",Mission Valley,CEMEX,317,kgCO2,1.79,kgSO2,0.4,kgN,0.0000094,kgCFC11,39.8,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC351QX0,"CEMEX, Concord",Concord,CEMEX,304,kgCO2,1.6,kgSO2,0.39,kgN,0.0000082,kgCFC11,36.5,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3PX5H4,"CEMEX, Santa Clara",Santa Clara,CEMEX,338,kgCO2,1.06,kgSO2,0.44,kgN,0.0000085,kgCFC11,22.3,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC36MMCQ,"CEMEX, Antioch",Antioch,CEMEX,357,kgCO2,1.22,kgSO2,0.47,kgN,0.0000091,kgCFC11,26.9,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC39454M,"Martin Marietta, Quivas",Quivas,Martin Marietta,282,kgCO2,0.85,kgSO2,0.35,kgN,0.0000078,kgCFC11,17.5,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC37Z3P8,"CEMEX, Antioch",Antioch,CEMEX,298,kgCO2,1.53,kgSO2,0.41,kgN,0.0000085,kgCFC11,34.8,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3M5U93,"CEMEX, Antioch",Antioch,CEMEX,361,kgCO2,1.81,kgSO2,0.48,kgN,0.00001,kgCFC11,40.9,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3N6A9Y,"CalPortland, Front Avenue Facility",Front Avenue Facility,CalPortland,256.62,kgCO2e,1.32,kgSO2e,0.34,kgNe,0.0000227,kgCFC11e,27.43,kgO3e,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3CMNCT,"CalPortland, Front Avenue Facility",Front Avenue Facility,CalPortland,249.6,kgCO2e,1.32,kgSO2e,0.33,kgNe,0.0000227,kgCFC11e,27.37,kgO3e,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3G4CWN,"National Ready Mix, Vernon",Vernon,National Ready Mix,354,kgCO2,1.4,kgSO2,0.43,kgN,0.000011,kgCFC11,25.9,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC34G11K,"National Ready Mix, Vernon",Vernon,National Ready Mix,313,kgCO2,1.24,kgSO2,0.38,kgN,0.0000095,kgCFC11,23.6,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC30GP0M,"National Ready Mix, Vernon",Vernon,National Ready Mix,273,kgCO2,1.16,kgSO2,0.33,kgN,0.0000082,kgCFC11,22.8,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3JGN49,"CEMEX, Oakland",Oakland,CEMEX,577,kgCO2,2.91,kgSO2,0.68,kgN,0.000034,kgCFC11,48.3,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC30D1KZ,"Central Concrete, Queens Lane (wet)",Queens Lane (wet),Central Concrete,406,kgCO2,1.41,kgSO2,0.51,kgN,0.00001,kgCFC11,31,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3838WE,"CEMEX, Mission Valley",Mission Valley,CEMEX,271,kgCO2,1.44,kgSO2,0.34,kgN,0.0000079,kgCFC11,31.7,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3UCTWT,"CEMEX, Mission Valley",Mission Valley,CEMEX,543,kgCO2,3.45,kgSO2,0.65,kgN,0.000034,kgCFC11,59.2,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC31QY5W,"CEMEX, Mission Valley",Mission Valley,CEMEX,579,kgCO2,3.18,kgSO2,0.69,kgN,0.000034,kgCFC11,53.2,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3PK1BU,"Aggregate Industries USA, Fort Totten (DC)",Fort Totten (DC),Aggregate Industries USA,334,kgCO2,2.14,kgSO2,0.53,kgN,0.000028,kgCFC11,27.6,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC37PHTU,"CEMEX, Mission Valley",Mission Valley,CEMEX,275,kgCO2,1.81,kgSO2,0.35,kgN,0.0000085,kgCFC11,40.7,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC380BRQ,"National Ready Mix, Irvine",Irvine,National Ready Mix,312,kgCO2,1.11,kgSO2,0.37,kgN,0.0000077,kgCFC11,24,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3DHSY8,"National Ready Mix, Irwindale",Irwindale,National Ready Mix,293,kgCO2,0.93,kgSO2,0.35,kgN,0.0000076,kgCFC11,19.9,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3Z6BN7,"National Ready Mix, Glendale",Glendale,National Ready Mix,298,kgCO2,0.99,kgSO2,0.35,kgN,0.0000075,kgCFC11,21.4,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3C3KBR,"National Ready Mix, Sun Valley",Sun Valley,National Ready Mix,300,kgCO2,1.01,kgSO2,0.35,kgN,0.0000075,kgCFC11,21.9,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3J0NRZ,"National Ready Mix, Moorpark",Moorpark,National Ready Mix,295,kgCO2,0.95,kgSO2,0.35,kgN,0.0000075,kgCFC11,20.4,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC35D4J2,"National Ready Mix, Vernon",Vernon,National Ready Mix,298,kgCO2,0.98,kgSO2,0.35,kgN,0.0000075,kgCFC11,21.1,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3B7K9K,"Eastern Concrete, Bogota",Bogota,Eastern Concrete,516,kgCO2,2.23,kgSO2,0.62,kgN,0.000012,kgCFC11,52,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3JD0QA,"Eastern Concrete, Broadway",Broadway,Eastern Concrete,506,kgCO2,1.9,kgSO2,0.59,kgN,0.000012,kgCFC11,42.2,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3USTRR,"Eastern Concrete, Broadway",Broadway,Eastern Concrete,507,kgCO2,1.91,kgSO2,0.6,kgN,0.000012,kgCFC11,42.3,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC32QZC6,"Eastern Concrete, Broadway",Broadway,Eastern Concrete,418,kgCO2,1.52,kgSO2,0.51,kgN,0.00001,kgCFC11,33.2,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3YZZ22,"Eastern Concrete, Bogota",Bogota,Eastern Concrete,429,kgCO2,1.82,kgSO2,0.53,kgN,0.00001,kgCFC11,42,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC38YUFU,"Eastern Concrete, Broadway",Broadway,Eastern Concrete,408,kgCO2,1.62,kgSO2,0.48,kgN,0.0000091,kgCFC11,36.3,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3G7MD9,"Eastern Concrete, Broadway",Broadway,Eastern Concrete,339,kgCO2,1.35,kgSO2,0.4,kgN,0.0000076,kgCFC11,30.3,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3200GT,"Eastern Concrete, Bogota",Bogota,Eastern Concrete,345,kgCO2,1.57,kgSO2,0.42,kgN,0.0000077,kgCFC11,36.7,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC317RKK,"Hooker Creek Companies, LLC, Bend",Bend,"Hooker Creek Companies, LLC",330,kgCO2,1.72,kgSO2,0.4,kgN,0.0000074,kgCFC11,41.9,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3TEQY7,"Eastern Concrete, Howell",Howell,Eastern Concrete,564,kgCO2,2.77,kgSO2,0.66,kgN,0.000012,kgCFC11,66.2,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3BSMSJ,"CEMEX, Pier 92 Amador",Pier 92 Amador,CEMEX,273,kgCO2,1.86,kgSO2,0.34,kgN,0.000011,kgCFC11,38.9,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3E7BR8,"CEMEX, West Sacramento Terminal",West Sacramento Terminal,CEMEX,299,kgCO2,1.52,kgSO2,0.36,kgN,0.0000083,kgCFC11,34.4,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3Q4949,"CEMEX, South Fresno",South Fresno,CEMEX,298,kgCO2,1.52,kgSO2,0.36,kgN,0.0000082,kgCFC11,34.1,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3SDX3X,"CEMEX, Modesto",Modesto,CEMEX,293,kgCO2,1.51,kgSO2,0.35,kgN,0.0000081,kgCFC11,34.3,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3U7UBT,"CEMEX, Fairfield Portable",Fairfield Portable,CEMEX,307,kgCO2,1.7,kgSO2,0.37,kgN,0.0000082,kgCFC11,39.7,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3S9YZ5,"CEMEX, Oakland",Oakland,CEMEX,356,kgCO2,1.5,kgSO2,0.43,kgN,0.00001,kgCFC11,31,kgO3,TRACI 2.1,Product EPDs,US
