Category,e.open_xpd_uuid,label,Plant,Manufacturer,gwp.a1a2a3_mean,gwp.a1a2a3_unit,ap.a1a2a3_mean,ap.a1a2a3_unit,ep_marine.a1a2a3_mean,ep_marine.a1a2a3_unit,odp.a1a2a3_mean,odp.a1a2a3_unit,pocp.a1a2a3_mean,pocp.a1a2a3_unit,rgwp.method,source,geography
Concrete>>ReadyMix,EC3G5G14,"National Ready Mix, Artesia",Artesia,National Ready Mix,445,kgCO2e,1.84,kgSO2,0.53,kgN,0.000013,kgCFC11,38.1,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3JGQU3,"National Ready Mix, Artesia",Artesia,National Ready Mix,344,kgCO2e,1.11,kgSO2,0.41,kgN,0.0000087,kgCFC11,23.2,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3QATR6,"CEMEX, Oakland",Oakland,CEMEX,394,kgCO2e,1.23,kgSO2e,0.5,kgNe,0.0000098,kgCFC11e,25.9,kgO3e,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC392700,"CEMEX, Inglewood",Inglewood,CEMEX,388,kgCO2e,1.32,kgSO2,0.45,kgN,0.0000095,kgCFC11,28.5,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC39TAFB,"CEMEX, Inglewood",Inglewood,CEMEX,385,kgCO2e,1.28,kgSO2,0.45,kgN,0.0000096,kgCFC11,27.5,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3PKZ3P,"CEMEX, Inglewood",Inglewood,CEMEX,411,kgCO2e,1.33,kgSO2,0.48,kgN,0.00001,kgCFC11,28.3,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3E27BE,"RiverBend Materials, Wildish",Wildish,RiverBend Materials,288,kgCO2e,0.89,kgSO2,0.35,kgN,0.0000075,kgCFC11,18.6,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3NAD3X,"RiverBend Materials, Wildish",Wildish,RiverBend Materials,294,kgCO2e,0.9,kgSO2,0.36,kgN,0.0000076,kgCFC11,18.8,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3HHDZG,"National Ready Mix, Vernon",Vernon,National Ready Mix,428,kgCO2e,1.26,kgSO2,0.5,kgN,0.000011,kgCFC11,26,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC34T8QH,"National Ready Mix, Vernon",Vernon,National Ready Mix,415,kgCO2e,1.23,kgSO2,0.49,kgN,0.00001,kgCFC11,25,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3RZ4ME,"National Ready Mix, Vernon",Vernon,National Ready Mix,368,kgCO2e,1.13,kgSO2,0.43,kgN,0.0000092,kgCFC11,23.9,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3B6FFC,"National Ready Mix, Vernon",Vernon,National Ready Mix,394,kgCO2e,1.17,kgSO2,0.46,kgN,0.0000099,kgCFC11,24.2,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3DZ3T8,"National Ready Mix, Vernon",Vernon,National Ready Mix,332,kgCO2e,1.05,kgSO2,0.39,kgN,0.0000083,kgCFC11,22.3,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3U740P,"National Ready Mix, Vernon",Vernon,National Ready Mix,350,kgCO2e,1.11,kgSO2,0.41,kgN,0.0000087,kgCFC11,23.7,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3GAK2H,"National Ready Mix, Vernon",Vernon,National Ready Mix,340,kgCO2e,1.07,kgSO2,0.4,kgN,0.0000085,kgCFC11,22.6,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC31KND8,"National Ready Mix, Vernon",Vernon,National Ready Mix,408,kgCO2e,1.22,kgSO2,0.48,kgN,0.00001,kgCFC11,25.3,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC325YZK,"National Ready Mix, Vernon",Vernon,National Ready Mix,406,kgCO2e,1.2,kgSO2,0.48,kgN,0.00001,kgCFC11,24.9,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3THTNT,"National Ready Mix, Vernon",Vernon,National Ready Mix,351,kgCO2e,1.09,kgSO2,0.41,kgN,0.0000088,kgCFC11,23,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3TP84R,"National Ready Mix, Vernon",Vernon,National Ready Mix,365,kgCO2e,1.1,kgSO2,0.43,kgN,0.0000092,kgCFC11,23,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3K9B4U,"National Ready Mix, Vernon",Vernon,National Ready Mix,366,kgCO2e,1.11,kgSO2,0.43,kgN,0.0000092,kgCFC11,23.2,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC34CUPP,"National Ready Mix, Vernon",Vernon,National Ready Mix,365,kgCO2e,1.11,kgSO2,0.43,kgN,0.0000092,kgCFC11,23.1,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3D1WAG,"National Ready Mix, Vernon",Vernon,National Ready Mix,316,kgCO2e,1.01,kgSO2,0.37,kgN,0.000008,kgCFC11,21.5,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3WH09M,"National Ready Mix, Vernon",Vernon,National Ready Mix,365,kgCO2e,1.11,kgSO2,0.43,kgN,0.0000092,kgCFC11,23.1,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC34KBZ0,"National Ready Mix, Vernon",Vernon,National Ready Mix,365,kgCO2e,1.11,kgSO2,0.43,kgN,0.0000092,kgCFC11,23.1,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3TRJAA,"National Ready Mix, Vernon",Vernon,National Ready Mix,391,kgCO2e,1.17,kgSO2,0.46,kgN,0.0000098,kgCFC11,24.2,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3Y2Z89,"National Ready Mix, Vernon",Vernon,National Ready Mix,322,kgCO2e,1.01,kgSO2,0.38,kgN,0.0000081,kgCFC11,21.5,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3NSKRR,"National Ready Mix, Vernon",Vernon,National Ready Mix,346,kgCO2e,1.06,kgSO2,0.41,kgN,0.0000087,kgCFC11,22.2,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3FQSZX,"National Ready Mix, Vernon",Vernon,National Ready Mix,299,kgCO2e,0.96,kgSO2,0.35,kgN,0.0000075,kgCFC11,20.5,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3GJDH9,"National Ready Mix, Vernon",Vernon,National Ready Mix,307,kgCO2e,0.99,kgSO2,0.36,kgN,0.0000075,kgCFC11,20.6,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3N8MJM,"National Ready Mix, Vernon",Vernon,National Ready Mix,352,kgCO2e,1.08,kgSO2,0.41,kgN,0.0000089,kgCFC11,22.5,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3CN3B8,"National Ready Mix, Vernon",Vernon,National Ready Mix,284,kgCO2e,0.93,kgSO2,0.33,kgN,0.0000071,kgCFC11,20,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3Q3KES,"National Ready Mix, Vernon",Vernon,National Ready Mix,339,kgCO2e,1.05,kgSO2,0.4,kgN,0.0000084,kgCFC11,21.6,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3FE2W7,"National Ready Mix, Vernon",Vernon,National Ready Mix,334,kgCO2e,1.03,kgSO2,0.39,kgN,0.0000084,kgCFC11,21.6,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3JTAMA,"National Ready Mix, Vernon",Vernon,National Ready Mix,290,kgCO2e,0.94,kgSO2,0.34,kgN,0.0000073,kgCFC11,20.2,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3BGUJ0,"National Ready Mix, Vernon",Vernon,National Ready Mix,289,kgCO2e,0.94,kgSO2,0.34,kgN,0.0000073,kgCFC11,20,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC38NCCQ,"National Ready Mix, Vernon",Vernon,National Ready Mix,274,kgCO2e,0.91,kgSO2,0.32,kgN,0.0000069,kgCFC11,19.5,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3PS2U3,"National Ready Mix, Vernon",Vernon,National Ready Mix,367,kgCO2e,1.21,kgSO2,0.43,kgN,0.000009,kgCFC11,25,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3G4H8Q,"National Ready Mix, South Gate",South Gate,National Ready Mix,422,kgCO2e,2.24,kgSO2,0.51,kgN,0.000014,kgCFC11,46.6,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3S8N5F,"National Ready Mix, South Gate",South Gate,National Ready Mix,369,kgCO2e,1.22,kgSO2,0.44,kgN,0.000009,kgCFC11,25.5,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3M2F7Z,"National Ready Mix, South Gate",South Gate,National Ready Mix,356,kgCO2e,1.19,kgSO2,0.42,kgN,0.0000087,kgCFC11,25.7,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3804F7,"National Ready Mix, Santa Clarita",Santa Clarita,National Ready Mix,380,kgCO2e,1.27,kgSO2,0.45,kgN,0.0000093,kgCFC11,27.6,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3J4HBZ,"National Ready Mix, Santa Clarita",Santa Clarita,National Ready Mix,417,kgCO2e,1.33,kgSO2,0.49,kgN,0.00001,kgCFC11,28.5,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC30YF57,"National Ready Mix, Santa Clarita",Santa Clarita,National Ready Mix,377,kgCO2e,1.25,kgSO2,0.45,kgN,0.0000093,kgCFC11,27,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3SFG90,"National Ready Mix, Santa Clarita",Santa Clarita,National Ready Mix,297,kgCO2e,1.09,kgSO2,0.35,kgN,0.0000072,kgCFC11,24.2,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3STMH0,"National Ready Mix, Santa Clarita",Santa Clarita,National Ready Mix,377,kgCO2e,1.25,kgSO2,0.45,kgN,0.0000093,kgCFC11,27,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3RPJBB,"National Ready Mix, Santa Clarita",Santa Clarita,National Ready Mix,439,kgCO2e,1.38,kgSO2,0.52,kgN,0.000011,kgCFC11,29.4,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3UYBMC,"National Ready Mix, Santa Clarita",Santa Clarita,National Ready Mix,312,kgCO2e,1.11,kgSO2,0.37,kgN,0.0000076,kgCFC11,24.7,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3DJ4P8,"National Ready Mix, Santa Clarita",Santa Clarita,National Ready Mix,346,kgCO2e,1.17,kgSO2,0.41,kgN,0.0000085,kgCFC11,25.6,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3BS4W3,"National Ready Mix, Santa Clarita",Santa Clarita,National Ready Mix,383,kgCO2e,1.4,kgSO2,0.45,kgN,0.0000091,kgCFC11,30.2,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC35YRWY,"National Ready Mix, Santa Clarita",Santa Clarita,National Ready Mix,287,kgCO2,1.06,kgSO2,0.34,kgN,0.000007,kgCFC11,23.8,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3T9A7D,"National Ready Mix, Moorpark",Moorpark,National Ready Mix,403,kgCO2e,1.16,kgSO2,0.48,kgN,0.00001,kgCFC11,24,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3WZSSU,"National Ready Mix, Moorpark",Moorpark,National Ready Mix,365,kgCO2e,1.1,kgSO2,0.43,kgN,0.0000092,kgCFC11,23.2,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3BN77Z,"National Ready Mix, Moorpark",Moorpark,National Ready Mix,348,kgCO2e,1.09,kgSO2,0.41,kgN,0.0000087,kgCFC11,23.2,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3QWM83,"National Ready Mix, Moorpark",Moorpark,National Ready Mix,342,kgCO2e,1.01,kgSO2,0.41,kgN,0.0000088,kgCFC11,21.1,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3UU0K0,"National Ready Mix, Moorpark",Moorpark,National Ready Mix,379,kgCO2e,1.35,kgSO2,0.44,kgN,0.000009,kgCFC11,28.9,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3ARTDT,"National Ready Mix, Moorpark",Moorpark,National Ready Mix,361,kgCO2e,1.06,kgSO2,0.43,kgN,0.0000092,kgCFC11,22.1,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3D5BZ6,"National Ready Mix, Moorpark",Moorpark,National Ready Mix,295,kgCO2,0.92,kgSO2,0.35,kgN,0.0000075,kgCFC11,19.7,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3W1ZUB,"National Ready Mix, Moorpark",Moorpark,National Ready Mix,361,kgCO2e,1.06,kgSO2,0.43,kgN,0.0000092,kgCFC11,22.1,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC33EX0E,"National Ready Mix, Irwindale",Irwindale,National Ready Mix,403,kgCO2,1.16,kgSO2,0.48,kgN,0.00001,kgCFC11,24,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3K2BHK,"National Ready Mix, Irwindale",Irwindale,National Ready Mix,361,kgCO2,1.05,kgSO2,0.43,kgN,0.0000093,kgCFC11,22,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3EPSEF,"National Ready Mix, Vernon",Vernon,National Ready Mix,446,kgCO2e,1.34,kgSO2,0.52,kgN,0.000011,kgCFC11,28,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3S08AT,"National Ready Mix, Irwindale",Irwindale,National Ready Mix,364,kgCO2e,1.17,kgSO2,0.44,kgN,0.0000091,kgCFC11,24.3,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC370U72,"National Ready Mix, Irwindale",Irwindale,National Ready Mix,341,kgCO2e,1,kgSO2,0.41,kgN,0.0000088,kgCFC11,20.9,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3HRX35,"National Ready Mix, Irwindale",Irwindale,National Ready Mix,365,kgCO2e,1.09,kgSO2,0.44,kgN,0.0000093,kgCFC11,23,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC34NMAK,"National Ready Mix, Irwindale",Irwindale,National Ready Mix,425,kgCO2e,1.22,kgSO2,0.51,kgN,0.000011,kgCFC11,25.1,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3JP3JK,"National Ready Mix, Irwindale",Irwindale,National Ready Mix,361,kgCO2e,1.05,kgSO2,0.43,kgN,0.0000093,kgCFC11,22,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3RSYKM,"National Ready Mix, Irvine",Irvine,National Ready Mix,379,kgCO2,1.25,kgSO2,0.44,kgN,0.0000092,kgCFC11,27,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3HYMRB,"National Ready Mix, Irvine",Irvine,National Ready Mix,441,kgCO2e,1.39,kgSO2,0.52,kgN,0.000011,kgCFC11,29.1,kgO3,TRACI 2.1,Product EPDs,US
