providers_electricity_120V,providers_naturalgas,providers_trans_truck,"concrete, 55.2 Mpa - national avg, A1-A3 q_PC","concrete, 55.2 Mpa - national avg, A1-A3 msw",market for Portland cement t_km,market for sand t_km,"market for gravel, crushed t_km","A5, construction d_vol","C2, transportation  dist",gwp,ap,ep,odp,pocp
Electricity; at user; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Arkla,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",452.30869180720583,0.0,0.11623137592882839,0.06541817286496035,0.06796440799915149,0.0,141.5558661085089,441.1942,0.8980726387962122,0.4254879442439967,2.3863912132199268e-05,18.327776676572025
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Green River,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",410.62664283763564,0.0,0.10559862903289843,0.06797974353178843,0.057706748736599006,0.0,110.82989653827693,410.3734,0.8485559337149144,0.39897556505496296,2.3476087953501894e-05,17.143288117860823
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Arkla,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",461.475299433784,0.0,0.11853019277327509,0.06336071644605099,0.05902578484015876,0.0,109.64367830790592,455.9669,0.8966558492929945,0.4399344373460825,2.5419193545106098e-05,17.647144805978144
Electricity; at user; consumption mix - Balancing Authority of Northern California - BA,natural gas extraction and processing - Appalachian,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",437.72878459342974,0.0,0.10623024112837991,0.05570556812934403,0.07023925227926285,0.0,115.74121401120583,426.6533,0.8673630160397193,0.41159663600713076,2.293785613238127e-05,17.658044618511607
Electricity; at user; consumption mix - Duke Energy Carolinas - BA,natural gas extraction and processing - Appalachian,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",439.28429841590275,0.0,0.11293394428619588,0.05898486079227209,0.05354135940656374,0.0,98.2250467098108,433.0211,0.8859380379056037,0.4209259083777781,2.4090031527590022e-05,17.934673605613497
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Arkla,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",418.1576937092428,0.0,0.11705678856843561,0.06259103752532212,0.07287372931442004,0.0,122.2948517137727,420.3437,0.8351849912524023,0.4063828656824748,2.4454190244055467e-05,16.31941996130512
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Arkla,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",428.1110121382692,0.0,0.0958550163594028,0.058412934368686796,0.0663404080107268,0.0,101.991410347818,424.554,0.8385251140121889,0.41036296389902144,2.3867465632292747e-05,16.43090558332916
Electricity; at user; consumption mix - Tennessee Valley Authority - BA,natural gas extraction and processing - South Oklahoma,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",345.54873900153405,0.0,0.11906544572938121,0.07100551504259317,0.06874059041310658,0.0,111.57488542279262,353.8895,0.7494962854457237,0.3486858495910673,2.191126387222927e-05,15.175956537982321
"Electricity; at user; consumption mix - Southern Company Services, Inc. - Trans - BA",natural gas extraction and processing - Appalachian,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",295.67162139228196,0.0,0.12175493676222386,0.06538073056842728,0.0596938262542243,0.0,115.72296493028213,299.5724,0.6331656830078652,0.2944860826023314,1.804607865180317e-05,12.880302928083516
Electricity; at user; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Gulf,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",470.29137156849964,0.0,0.10673077478464969,0.06496756010645469,0.06349695475431649,0.0,101.61789443175229,456.1924,0.9250069654779648,0.43897761275179226,2.4155005096314743e-05,18.895154238311477
