Category,e.open_xpd_uuid,label,Plant,Manufacturer,gwp.a1a2a3_mean,gwp.a1a2a3_unit,ap.a1a2a3_mean,ap.a1a2a3_unit,ep_marine.a1a2a3_mean,ep_marine.a1a2a3_unit,odp.a1a2a3_mean,odp.a1a2a3_unit,pocp.a1a2a3_mean,pocp.a1a2a3_unit,rgwp.method,source,geography
Concrete>>ReadyMix,EC3UHXW4,"Prairie Material, LLC, Yard 32",Yard 32,"Prairie Material, LLC",332,kgCO2,1.12,kgSO2,0.42,kgN,0.0000086,kgCFC11,23,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3YXGMS,"CEMEX, Mission Valley",Mission Valley,CEMEX,409,kgCO2,2.29,kgSO2,0.51,kgN,0.000012,kgCFC11,50.7,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3NEDUR,"National Ready Mix, Vernon",Vernon,National Ready Mix,356,kgCO2,2.23,kgSO2,0.44,kgN,0.000014,kgCFC11,44.8,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC32BZ2D,"Martin Marietta, Quivas",Quivas,Martin Marietta,361,kgCO2,1.05,kgSO2,0.45,kgN,0.0000098,kgCFC11,21.3,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC374JPF,"CEMEX, Fairfield Portable",Fairfield Portable,CEMEX,485,kgCO2,1.83,kgSO2,0.57,kgN,0.000012,kgCFC11,41.7,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC31557R,"CEMEX, Tracy.",Tracy.,CEMEX,368,kgCO2,2.01,kgSO2,0.45,kgN,0.00001,kgCFC11,47.1,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3D9D8F,"National Ready Mix, Artesia",Artesia,National Ready Mix,391,kgCO2,1.24,kgSO2,0.46,kgN,0.0000096,kgCFC11,26,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3Q73JC,"Martin Marietta, Quivas",Quivas,Martin Marietta,465,kgCO2,1.29,kgSO2,0.57,kgN,0.000012,kgCFC11,25.9,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3EZJG4,"CEMEX, Santa Clara",Santa Clara,CEMEX,373,kgCO2,2.22,kgSO2,0.46,kgN,0.000013,kgCFC11,46.5,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3PNUDK,"CEMEX, Santa Clara",Santa Clara,CEMEX,358,kgCO2,2.17,kgSO2,0.46,kgN,0.000012,kgCFC11,46.1,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3ZTBEF,"CEMEX, Orange",Orange,CEMEX,440,kgCO2,2.4,kgSO2,0.52,kgN,0.000012,kgCFC11,52.5,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3G5RMU,"CEMEX, Lincoln",Lincoln,CEMEX,414,kgCO2,2.21,kgSO2,0.49,kgN,0.000011,kgCFC11,50.3,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3C5SZ8,"Central Concrete, Stockton (wet)",Stockton (wet),Central Concrete,503,kgCO2e,1.43,kgSO2e,0.59,kgNe,0.000013,kgCFC11e,28.8,kgO3e,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3QWEH3,"Central Concrete, Queens Lane (wet)",Queens Lane (wet),Central Concrete,470,kgCO2e,1.29,kgSO2e,0.57,kgNe,0.000012,kgCFC11e,25.3,kgO3e,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC39SBD7,"Central Concrete, Queens Lane (wet)",Queens Lane (wet),Central Concrete,470,kgCO2e,1.3,kgSO2e,0.58,kgNe,0.000012,kgCFC11e,25.1,kgO3e,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3NWC0F,"Central Concrete, Pleasanton (wet)",Pleasanton (wet),Central Concrete,462,kgCO2e,1.25,kgSO2e,0.57,kgNe,0.000012,kgCFC11e,25.1,kgO3e,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC32QUUF,"Central Concrete, Hayward",Hayward,Central Concrete,474,kgCO2e,1.33,kgSO2e,0.57,kgNe,0.000012,kgCFC11e,26.7,kgO3e,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC35C8US,"Central Concrete, Bode C",Bode C,Central Concrete,511,kgCO2e,1.98,kgSO2e,0.62,kgNe,0.000012,kgCFC11e,47.5,kgO3e,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3A27WZ,"Central Concrete, Bode C",Bode C,Central Concrete,529,kgCO2e,2.33,kgSO2e,0.66,kgNe,0.000013,kgCFC11e,58.4,kgO3e,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3742Z3,"CEMEX, Santa Clara",Santa Clara,CEMEX,351,kgCO2,2.02,kgSO2,0.45,kgN,0.000012,kgCFC11,42.7,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3AZDRC,"CEMEX, Los Angeles",Los Angeles,CEMEX,401,kgCO2,2.08,kgSO2,0.49,kgN,0.000011,kgCFC11,46.2,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC32U6T9,"CEMEX, Santa Clara",Santa Clara,CEMEX,334,kgCO2,1.99,kgSO2,0.42,kgN,0.000012,kgCFC11,41.7,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC30EWTT,"CEMEX, Pier 92 Amador",Pier 92 Amador,CEMEX,397,kgCO2,2.25,kgSO2,0.49,kgN,0.000014,kgCFC11,46.9,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC32TQ2Y,"CEMEX, Union City",Union City,CEMEX,375,kgCO2,2.29,kgSO2,0.46,kgN,0.000013,kgCFC11,49.2,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3JK4BF,"CEMEX, Union City",Union City,CEMEX,365,kgCO2,2.17,kgSO2,0.45,kgN,0.000012,kgCFC11,46.5,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC37H6G3,"CEMEX, Union City",Union City,CEMEX,351,kgCO2,1.55,kgSO2,0.43,kgN,0.000011,kgCFC11,32.1,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3U7FXD,"CEMEX, Inglewood",Inglewood,CEMEX,510,kgCO2,1.61,kgSO2,0.6,kgN,0.000013,kgCFC11,33.9,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3MZX0W,"National Ready Mix, Sun Valley",Sun Valley,National Ready Mix,351,kgCO2,1.31,kgSO2,0.43,kgN,0.00001,kgCFC11,25.5,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC33MC1J,"National Ready Mix, Irvine",Irvine,National Ready Mix,363,kgCO2,1.41,kgSO2,0.44,kgN,0.000011,kgCFC11,27.7,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC34F9N8,"National Ready Mix, Irvine",Irvine,National Ready Mix,363,kgCO2,1.41,kgSO2,0.44,kgN,0.000011,kgCFC11,27.7,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3KKQGE,"National Ready Mix, Irvine",Irvine,National Ready Mix,432,kgCO2,1.57,kgSO2,0.52,kgN,0.000012,kgCFC11,30.5,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC34FS73,"Concrete Supply Co., Arrowood",Arrowood,Concrete Supply Co.,380,kgCO2,1.28,kgSO2,0.46,kgN,0.0000095,kgCFC11,27,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3R4GGA,"Concrete Supply Co., Arrowood",Arrowood,Concrete Supply Co.,431,kgCO2,1.4,kgSO2,0.52,kgN,0.000011,kgCFC11,29.4,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3URQ5Y,"Central Concrete, Stockton (wet)",Stockton (wet),Central Concrete,370,kgCO2,1.51,kgSO2,0.45,kgN,0.00001,kgCFC11,32.8,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3QXEXH,"Central Concrete, Queens Lane (wet)",Queens Lane (wet),Central Concrete,350,kgCO2,1.62,kgSO2,0.43,kgN,0.00001,kgCFC11,35.4,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3HMG0S,"Central Concrete, Queens Lane (wet)",Queens Lane (wet),Central Concrete,365,kgCO2,1.65,kgSO2,0.44,kgN,0.00001,kgCFC11,36.1,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3NSHY9,"Central Concrete, Queens Lane (wet)",Queens Lane (wet),Central Concrete,351,kgCO2,1.63,kgSO2,0.43,kgN,0.00001,kgCFC11,35.5,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC35JQQK,"Central Concrete, Queens Lane (wet)",Queens Lane (wet),Central Concrete,327,kgCO2,1.56,kgSO2,0.4,kgN,0.0000095,kgCFC11,33.9,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3X7Z7R,"Central Concrete, Queens Lane (wet)",Queens Lane (wet),Central Concrete,365,kgCO2,1.33,kgSO2,0.47,kgN,0.0000089,kgCFC11,29.9,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC32X38K,"Central Concrete, Queens Lane (wet)",Queens Lane (wet),Central Concrete,332,kgCO2,1.57,kgSO2,0.4,kgN,0.0000096,kgCFC11,34.3,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC329UQJ,"Central Concrete, Queens Lane (wet)",Queens Lane (wet),Central Concrete,378,kgCO2,1.51,kgSO2,0.48,kgN,0.0000099,kgCFC11,33.5,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3U5226,"CEMEX, Fairfield Portable",Fairfield Portable,CEMEX,354,kgCO2,1.92,kgSO2,0.43,kgN,0.0000094,kgCFC11,44.6,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3E3X94,"Central Concrete, Queens Lane (wet)",Queens Lane (wet),Central Concrete,337,kgCO2,1.24,kgSO2,0.44,kgN,0.0000082,kgCFC11,28.1,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3YSM24,"Central Concrete, Queens Lane (wet)",Queens Lane (wet),Central Concrete,271,kgCO2,1.66,kgSO2,0.37,kgN,0.0000084,kgCFC11,37.2,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3W3WZE,"Central Concrete, Queens Lane (wet)",Queens Lane (wet),Central Concrete,275,kgCO2,1.83,kgSO2,0.36,kgN,0.0000092,kgCFC11,40.4,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC323X4T,"National Ready Mix, Vernon",Vernon,National Ready Mix,510,kgCO2,1.48,kgSO2,0.6,kgN,0.000013,kgCFC11,30.1,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3WB4RW,"National Ready Mix, Vernon",Vernon,National Ready Mix,460,kgCO2,1.35,kgSO2,0.54,kgN,0.000011,kgCFC11,27.7,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3C1GNB,"Central Concrete, Stockton (wet)",Stockton (wet),Central Concrete,376,kgCO2,1.95,kgSO2,0.49,kgN,0.000011,kgCFC11,42.4,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC318SS8,"Central Concrete, Redwood City",Redwood City,Central Concrete,373,kgCO2,1.73,kgSO2,0.46,kgN,0.000013,kgCFC11,34.4,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3BBNTH,"Central Concrete, Redwood City",Redwood City,Central Concrete,252,kgCO2,1.71,kgSO2,0.33,kgN,0.0000098,kgCFC11,36.2,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3Z2T18,"Central Concrete, Queens Lane (wet)",Queens Lane (wet),Central Concrete,318,kgCO2,1.89,kgSO2,0.4,kgN,0.00001,kgCFC11,41.3,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3091BZ,"Central Concrete, Queens Lane (wet)",Queens Lane (wet),Central Concrete,269,kgCO2,1.52,kgSO2,0.37,kgN,0.0000077,kgCFC11,34.6,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3T82BJ,"Central Concrete, Queens Lane (wet)",Queens Lane (wet),Central Concrete,379,kgCO2,2,kgSO2,0.49,kgN,0.000011,kgCFC11,44.1,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3T8Z1Y,"Central Concrete, Queens Lane (wet)",Queens Lane (wet),Central Concrete,327,kgCO2,1.98,kgSO2,0.41,kgN,0.000011,kgCFC11,42.9,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3N24CC,"CEMEX, Mission Valley",Mission Valley,CEMEX,431,kgCO2,2.76,kgSO2,0.54,kgN,0.000013,kgCFC11,60.9,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3EB8Z6,"National Ready Mix, Vernon",Vernon,National Ready Mix,479,kgCO2,1.4,kgSO2,0.56,kgN,0.000012,kgCFC11,28.6,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3DNGAJ,"National Ready Mix, Vernon",Vernon,National Ready Mix,510,kgCO2,1.48,kgSO2,0.6,kgN,0.000013,kgCFC11,30.2,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC359MHM,"Central Concrete, Queens Lane (wet)",Queens Lane (wet),Central Concrete,379,kgCO2,1.61,kgSO2,0.48,kgN,0.00001,kgCFC11,35.4,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC30ECYE,"CEMEX, Pier 92 Amador",Pier 92 Amador,CEMEX,441,kgCO2,2.5,kgSO2,0.53,kgN,0.000015,kgCFC11,50.4,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC38RDWM,"CEMEX, Pier 92 Amador",Pier 92 Amador,CEMEX,465,kgCO2,2.58,kgSO2,0.56,kgN,0.000015,kgCFC11,51.5,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3JPYB5,"CEMEX, Oakland",Oakland,CEMEX,448,kgCO2,1.37,kgSO2,0.57,kgN,0.000011,kgCFC11,28.6,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3KPS9Q,"Aggregate Industries USA, LANCASTER READY-MIX - GENESEE",LANCASTER READY-MIX - GENESEE,Aggregate Industries USA,461,kgCO2,1.5,kgSO2,0.53,kgN,0.000011,kgCFC11,31.3,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC33JB59,"Aggregate Industries USA, BUFFALO READY-MIX - HOPKINS",BUFFALO READY-MIX - HOPKINS,Aggregate Industries USA,364,kgCO2,1.45,kgSO2,0.43,kgN,0.000012,kgCFC11,28.4,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3QG5DU,"CEMEX, Union City",Union City,CEMEX,416,kgCO2,1.34,kgSO2,0.52,kgN,0.00001,kgCFC11,28.6,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3WWZCZ,"CEMEX, San Jose",San Jose,CEMEX,415,kgCO2,1.55,kgSO2,0.48,kgN,0.000011,kgCFC11,33,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3MQ8WD,"CEMEX, San Jose",San Jose,CEMEX,328,kgCO2e,1.81,kgSO2e,0.39,kgNe,0.0000093,kgCFC11e,40.1,kgO3e,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC37T1PG,"CEMEX, San Jose",San Jose,CEMEX,369,kgCO2,2.07,kgSO2,0.46,kgN,0.000012,kgCFC11,43.6,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3CY95C,"Central Concrete, Oakland",Oakland,Central Concrete,476,kgCO2e,1.35,kgSO2e,2001,kgNe,0.000012,kgCFC11e,27.2,kgO3e,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC377GJE,"Central Concrete, Stockton (wet)",Stockton (wet),Central Concrete,485,kgCO2e,1.43,kgSO2e,2001,kgNe,0.000012,kgCFC11e,28.5,kgO3e,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3BC6T8,"Central Concrete, Bode B",Bode B,Central Concrete,527,kgCO2e,2.31,kgSO2e,2001,kgNe,0.000012,kgCFC11e,57.7,kgO3e,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC36TYS9,"Central Concrete, Martinez",Martinez,Central Concrete,481,kgCO2e,1.38,kgSO2e,2001,kgNe,0.000012,kgCFC11e,28,kgO3e,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3KF49E,"Central Concrete, Bode B",Bode B,Central Concrete,529,kgCO2e,2.33,kgSO2e,2001,kgNe,0.000013,kgCFC11e,58.4,kgO3e,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC386HUY,"Central Concrete, South San Francisco",South San Francisco,Central Concrete,481,kgCO2e,1.37,kgSO2e,2001,kgNe,0.000012,kgCFC11e,28.2,kgO3e,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3U0T26,"Central Concrete, Redwood City",Redwood City,Central Concrete,484,kgCO2e,1.48,kgSO2e,2001,kgNe,0.000012,kgCFC11e,30.2,kgO3e,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3JZYJC,"Central Concrete, Redwood City",Redwood City,Central Concrete,487,kgCO2e,1.53,kgSO2e,2001,kgNe,0.000012,kgCFC11e,31.4,kgO3e,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3YT3AM,"Central Concrete, Pleasanton (wet)",Pleasanton (wet),Central Concrete,469,kgCO2e,1.27,kgSO2e,2001,kgNe,0.000012,kgCFC11e,25.4,kgO3e,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC34QBUS,"Central Concrete, Redwood City B",Redwood City B,Central Concrete,484,kgCO2e,1.48,kgSO2e,2001,kgNe,0.000012,kgCFC11e,30.2,kgO3e,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3473HC,"Central Concrete, Redwood City B",Redwood City B,Central Concrete,487,kgCO2e,1.53,kgSO2e,2001,kgNe,0.000012,kgCFC11e,31.4,kgO3e,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3YFFF5,"Central Concrete, San Jose Plant No. 2",San Jose Plant No. 2,Central Concrete,485,kgCO2e,1.43,kgSO2e,2001,kgNe,0.000012,kgCFC11e,28.5,kgO3e,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC33X72F,"Central Concrete, San Jose Plant No. 2",San Jose Plant No. 2,Central Concrete,490,kgCO2e,1.46,kgSO2e,2001,kgNe,0.000012,kgCFC11e,29,kgO3e,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC395GAR,"Central Concrete, South San Francisco (wet)",South San Francisco (wet),Central Concrete,512,kgCO2e,1.98,kgSO2e,2001,kgNe,0.000012,kgCFC11e,47.2,kgO3e,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC34UWST,"Central Concrete, South San Francisco (wet)",South San Francisco (wet),Central Concrete,533,kgCO2e,2.35,kgSO2e,2001,kgNe,0.000013,kgCFC11e,58.7,kgO3e,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3P4BX7,"Central Concrete, Stockton (wet)",Stockton (wet),Central Concrete,490,kgCO2e,1.46,kgSO2e,2001,kgNe,0.000012,kgCFC11e,29,kgO3e,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3XE6ZT,"CEMEX, Santa Clara",Santa Clara,CEMEX,283,kgCO2,1.82,kgSO2,0.33,kgN,0.0000081,kgCFC11,41.2,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3AFMCC,"CEMEX, Pleasanton",Pleasanton,CEMEX,423,kgCO2,1.15,kgSO2,0.51,kgN,0.000011,kgCFC11,23.2,kgO3,TRACI 2.1,Product EPDs,US
