Category,e.open_xpd_uuid,label,Plant,Manufacturer,gwp.a1a2a3_mean,gwp.a1a2a3_unit,ap.a1a2a3_mean,ap.a1a2a3_unit,ep_marine.a1a2a3_mean,ep_marine.a1a2a3_unit,odp.a1a2a3_mean,odp.a1a2a3_unit,pocp.a1a2a3_mean,pocp.a1a2a3_unit,rgwp.method,source,geography
Concrete>>ReadyMix,EC3PA2N8,"Martin Marietta, Quivas",Quivas,Martin Marietta,451,kgCO2,1.28,kgSO2,0.54,kgN,0.000011,kgCFC11,26.6,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3CD04M,"Martin Marietta, Chambers",Chambers,Martin Marietta,414,kgCO2,1.21,kgSO2,0.48,kgN,0.0000097,kgCFC11,25.6,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3N8YU5,"National Ready Mix, Sun Valley",Sun Valley,National Ready Mix,511,kgCO2e,1.52,kgSO2,0.6,kgN,0.000012,kgCFC11,31,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3A60UR,"National Ready Mix, South Gate",South Gate,National Ready Mix,519,kgCO2,1.61,kgSO2,0.6,kgN,0.000012,kgCFC11,33.3,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3UNP6U,"Central Concrete, Stockton (wet)",Stockton (wet),Central Concrete,405,kgCO2,2.76,kgSO2,0.49,kgN,0.000013,kgCFC11,61.3,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3C3KDU,"Eastern Concrete, Broadway",Broadway,Eastern Concrete,387,kgCO2e,2.01,kgSO2,0.48,kgN,0.000011,kgCFC11,42.4,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3AJ3B0,"Central Concrete, Stockton (wet)",Stockton (wet),Central Concrete,452,kgCO2e,2.6,kgSO2,0.55,kgN,0.000014,kgCFC11,57.6,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3GW1Z3,"Central Concrete, Stockton (wet)",Stockton (wet),Central Concrete,438,kgCO2,2.89,kgSO2,0.53,kgN,0.000014,kgCFC11,64.4,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3BFTQP,"Central Concrete, Queens Lane (wet)",Queens Lane (wet),Central Concrete,401,kgCO2,2.55,kgSO2,0.5,kgN,0.000014,kgCFC11,54.6,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC39Z0QH,"Central Concrete, Stockton (wet)",Stockton (wet),Central Concrete,426,kgCO2,3.24,kgSO2,0.53,kgN,0.000015,kgCFC11,72.1,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC361ZH0,"Central Concrete, Queens Lane (wet)",Queens Lane (wet),Central Concrete,390,kgCO2,2.9,kgSO2,0.5,kgN,0.000014,kgCFC11,62,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3W3CH1,"Central Concrete, Stockton (wet)",Stockton (wet),Central Concrete,421,kgCO2,3.22,kgSO2,0.52,kgN,0.000015,kgCFC11,72,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3RUWYS,"Central Concrete, Queens Lane (wet)",Queens Lane (wet),Central Concrete,382,kgCO2,2.87,kgSO2,0.49,kgN,0.000014,kgCFC11,61.9,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC37E0BH,"Central Concrete, Queens Lane (wet)",Queens Lane (wet),Central Concrete,458,kgCO2,2.58,kgSO2,0.57,kgN,0.000015,kgCFC11,53.6,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3A3BKJ,"Central Concrete, Queens Lane (wet)",Queens Lane (wet),Central Concrete,451,kgCO2,2.55,kgSO2,0.56,kgN,0.000015,kgCFC11,53.5,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3PE2PG,"Central Concrete, Stockton (wet)",Stockton (wet),Central Concrete,473,kgCO2e,2.58,kgSO2,0.58,kgN,0.000014,kgCFC11,57.3,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3BTSFU,"Central Concrete, Stockton (wet)",Stockton (wet),Central Concrete,517,kgCO2,2.23,kgSO2,0.61,kgN,0.000015,kgCFC11,47.8,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3GJ7J0,"Central Concrete, Redwood City B",Redwood City B,Central Concrete,360,kgCO2,2.38,kgSO2,0.45,kgN,0.000012,kgCFC11,51.8,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC39X9HX,"Central Concrete, Queens Lane (wet)",Queens Lane (wet),Central Concrete,374,kgCO2,2.15,kgSO2,0.47,kgN,0.000012,kgCFC11,46,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3X3F9Q,"Central Concrete, Queens Lane (wet)",Queens Lane (wet),Central Concrete,388,kgCO2,2.21,kgSO2,0.48,kgN,0.000013,kgCFC11,47.2,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3WJ6KP,"Central Concrete, Bode",Bode,Central Concrete,288,kgCO2,2.36,kgSO2,0.38,kgN,0.000011,kgCFC11,53.5,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3HH1HU,"CEMEX, San Jose",San Jose,CEMEX,481,kgCO2,2.4,kgSO2,0.57,kgN,0.000014,kgCFC11,52.1,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3NAD9Z,"CEMEX, Santa Clara",Santa Clara,CEMEX,588,kgCO2,2.09,kgSO2,0.69,kgN,0.000015,kgCFC11,43.1,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3J5C4T,"CEMEX, Santa Clara",Santa Clara,CEMEX,384,kgCO2,2.29,kgSO2,0.45,kgN,0.000011,kgCFC11,51.3,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC39XCTD,"CEMEX, San Carlos",San Carlos,CEMEX,334,kgCO2e,1.78,kgSO2,0.41,kgN,0.000012,kgCFC11,37.1,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC31D7EG,"CEMEX, Berkeley",Berkeley,CEMEX,333,kgCO2e,2.31,kgSO2,0.43,kgN,0.000012,kgCFC11,50.1,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3U78FS,"CEMEX, Oakland",Oakland,CEMEX,364,kgCO2e,2.02,kgSO2,0.44,kgN,0.000012,kgCFC11,43.2,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC307K8W,"CEMEX, Oakland",Oakland,CEMEX,348,kgCO2e,2.46,kgSO2,0.43,kgN,0.000012,kgCFC11,53.4,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3Z7UEC,"CEMEX, Pier 92 Amador",Pier 92 Amador,CEMEX,342,kgCO2e,1.88,kgSO2,0.42,kgN,0.000012,kgCFC11,39.5,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3W9HU6,"CEMEX, Los Angeles",Los Angeles,CEMEX,527,kgCO2e,1.63,kgSO2,0.63,kgN,0.000013,kgCFC11,34.1,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3WX7MJ,"CEMEX, Los Angeles",Los Angeles,CEMEX,578,kgCO2e,3.91,kgSO2,0.68,kgN,0.000016,kgCFC11,93.9,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3FBWWQ,"CEMEX, Roseville",Roseville,CEMEX,570,kgCO2e,1.86,kgSO2,0.67,kgN,0.000014,kgCFC11,39.9,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3SXNY8,"RiverBend Materials, Wildish",Wildish,RiverBend Materials,562,kgCO2,1.64,kgSO2,0.67,kgN,0.000014,kgCFC11,33.2,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC36K9X0,"RiverBend Materials, Wildish",Wildish,RiverBend Materials,561,kgCO2,1.64,kgSO2,0.67,kgN,0.000014,kgCFC11,33.3,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3Z9FD2,"Cadman Inc, Port of Portland",Port of Portland,Cadman Inc,498,kgCO2,1.56,kgSO2,0.6,kgN,0.000013,kgCFC11,33.5,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC324R7N,"Cadman Inc, Port of Portland",Port of Portland,Cadman Inc,498,kgCO2,1.56,kgSO2,0.6,kgN,0.000013,kgCFC11,33.5,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3UM5M7,"Cadman Inc, Port of Portland",Port of Portland,Cadman Inc,563,kgCO2,1.74,kgSO2,0.67,kgN,0.000014,kgCFC11,37.1,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3GJCFR,"National Ready Mix, Irwindale",Irwindale,National Ready Mix,508,kgCO2e,1.48,kgSO2,0.6,kgN,0.000013,kgCFC11,30.1,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3HJUJP,"National Ready Mix, Canoga Park",Canoga Park,National Ready Mix,515,kgCO2e,1.56,kgSO2,0.6,kgN,0.000012,kgCFC11,31.8,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3JSXQB,"National Ready Mix, Artesia",Artesia,National Ready Mix,512,kgCO2e,1.53,kgSO2,0.6,kgN,0.000012,kgCFC11,31.2,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3BHJDY,"Martin Marietta, Valmont",Valmont,Martin Marietta,408,kgCO2,1.18,kgSO2,0.48,kgN,0.0000098,kgCFC11,24.9,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3UDNEP,"Martin Marietta, Valmont",Valmont,Martin Marietta,449,kgCO2,1.27,kgSO2,0.53,kgN,0.000011,kgCFC11,26.2,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3QNU4H,"Martin Marietta, Rock Creek",Rock Creek,Martin Marietta,405,kgCO2,1.16,kgSO2,0.48,kgN,0.0000096,kgCFC11,24.5,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC353DWE,"Martin Marietta, Rock Creek",Rock Creek,Martin Marietta,446,kgCO2,1.25,kgSO2,0.53,kgN,0.000011,kgCFC11,25.8,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3UDSST,"Martin Marietta, Quivas",Quivas,Martin Marietta,407,kgCO2,1.18,kgSO2,0.48,kgN,0.0000096,kgCFC11,24.7,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3DTDMX,"Martin Marietta, Fenton",Fenton,Martin Marietta,411,kgCO2,1.22,kgSO2,0.49,kgN,0.0000096,kgCFC11,26,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3SE3D4,"Martin Marietta, Fenton",Fenton,Martin Marietta,451,kgCO2,1.3,kgSO2,0.53,kgN,0.000011,kgCFC11,27.5,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3U4KTX,"Martin Marietta, Del Camino",Del Camino,Martin Marietta,399,kgCO2,1.1,kgSO2,0.48,kgN,0.0000096,kgCFC11,22.5,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3C387B,"Martin Marietta, Del Camino",Del Camino,Martin Marietta,439,kgCO2,1.18,kgSO2,0.53,kgN,0.000011,kgCFC11,23.7,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3TM6G1,"Martin Marietta, Chambers",Chambers,Martin Marietta,456,kgCO2,1.3,kgSO2,0.53,kgN,0.000011,kgCFC11,26.9,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3PX6FF,"CEMEX, Pier 92 Amador",Pier 92 Amador,CEMEX,475,kgCO2,2.72,kgSO2,0.59,kgN,0.000016,kgCFC11,56.9,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC373075,"Central Concrete, Stockton (wet)",Stockton (wet),Central Concrete,405,kgCO2,2.76,kgSO2,0.49,kgN,0.000013,kgCFC11,61.3,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC392W05,"Central Concrete, Stockton (wet)",Stockton (wet),Central Concrete,571,kgCO2,2.35,kgSO2,0.67,kgN,0.000016,kgCFC11,50,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC34T3B8,"Central Concrete, Stockton (wet)",Stockton (wet),Central Concrete,495,kgCO2,2.92,kgSO2,0.6,kgN,0.000016,kgCFC11,63.6,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC38B2MY,"Central Concrete, Stockton (wet)",Stockton (wet),Central Concrete,490,kgCO2,2.9,kgSO2,0.6,kgN,0.000016,kgCFC11,63.5,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC35DU8N,"Central Concrete, Stockton (wet)",Stockton (wet),Central Concrete,416,kgCO2,2.5,kgSO2,0.51,kgN,0.000013,kgCFC11,55.7,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3ZZWGG,"Central Concrete, Stockton (wet)",Stockton (wet),Central Concrete,403,kgCO2,2.44,kgSO2,0.5,kgN,0.000012,kgCFC11,54.4,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC37NZRA,"Central Concrete, South San Francisco (wet)",South San Francisco (wet),Central Concrete,288,kgCO2,2.35,kgSO2,0.38,kgN,0.00001,kgCFC11,53.1,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3G474X,"Central Concrete, Bode C",Bode C,Central Concrete,339,kgCO2,1.79,kgSO2,0.44,kgN,0.000013,kgCFC11,35,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3T1K7E,"Central Concrete, Bode C",Bode C,Central Concrete,320,kgCO2,1.88,kgSO2,0.42,kgN,0.000013,kgCFC11,37,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3PTYQ8,"Central Concrete, Bode C",Bode C,Central Concrete,327,kgCO2,2.11,kgSO2,0.43,kgN,0.000011,kgCFC11,49.2,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3S9D07,"Central Concrete, Bode C",Bode C,Central Concrete,537,kgCO2,2.15,kgSO2,0.66,kgN,0.000014,kgCFC11,50.9,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3ES8M5,"Central Concrete, Redwood City B",Redwood City B,Central Concrete,346,kgCO2,2.41,kgSO2,0.44,kgN,0.000013,kgCFC11,52.5,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC39BBFJ,"Central Concrete, Redwood City B",Redwood City B,Central Concrete,324,kgCO2,2.34,kgSO2,0.41,kgN,0.000012,kgCFC11,51.2,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC38D3EM,"Central Concrete, Redwood City B",Redwood City B,Central Concrete,504,kgCO2,1.96,kgSO2,0.61,kgN,0.000015,kgCFC11,40.1,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3RDK0P,"CEMEX, Santa Clara",Santa Clara,CEMEX,453,kgCO2,2.58,kgSO2,0.56,kgN,0.000016,kgCFC11,53.4,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3539U7,"CEMEX, San Jose",San Jose,CEMEX,378,kgCO2,2.25,kgSO2,0.45,kgN,0.000011,kgCFC11,50.3,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3388ZP,"CEMEX, San Carlos",San Carlos,CEMEX,349,kgCO2,1.81,kgSO2,0.43,kgN,0.000012,kgCFC11,37.9,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3UUE39,"CEMEX, Oakland",Oakland,CEMEX,349,kgCO2,1.99,kgSO2,0.42,kgN,0.000012,kgCFC11,42.5,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3AJ4P5,"CEMEX, Oakland",Oakland,CEMEX,387,kgCO2,2.75,kgSO2,0.48,kgN,0.000014,kgCFC11,59.5,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3TYG65,"CEMEX, Berkeley",Berkeley,CEMEX,382,kgCO2e,2.97,kgSO2,0.5,kgN,0.000015,kgCFC11,65.2,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3U4CAW,"CEMEX, Berkeley",Berkeley,CEMEX,435,kgCO2,1.86,kgSO2,0.54,kgN,0.000014,kgCFC11,38.4,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3XJDNR,"CEMEX, Antioch",Antioch,CEMEX,528,kgCO2,3.22,kgSO2,0.69,kgN,0.000018,kgCFC11,70.4,kgO3,TRACI 2.1,Product EPDs,US
Concrete>>ReadyMix,EC3WSYSF,"Cadman Inc, Port of Portland",Port of Portland,Cadman Inc,718,kgCO2,2.12,kgSO2,0.86,kgN,0.000018,kgCFC11,44.2,kgO3,TRACI 2.1,Product EPDs,US
