providers_electricity_120V,providers_naturalgas,providers_trans_truck,"concrete, 27.6 Mpa - national avg, A1-A3 q_PC","concrete, 27.6 Mpa - national avg, A1-A3 msw",market for Portland cement t_km,market for sand t_km,"market for gravel, crushed t_km","A5, construction d_vol","C2, transportation  dist",gwp,ap,ep,odp,pocp
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Arkla,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",279.54283797358823,0.0,0.10291070441675826,0.06344016345330675,0.0717713307030646,0.0,96.45515622389325,293.7793,0.6382692474137787,0.29331110896139906,1.924796164041388e-05,12.899781668799557
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - South Oklahoma,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",211.7208455756263,0.0,0.11018114509988612,0.07296225852760838,0.0559985430156899,0.0,124.68007431553794,223.0163,0.4683277774124772,0.22399747639789774,1.4965621142584954e-05,9.107288686180398
Electricity; at user; consumption mix - PacifiCorp East - BA,natural gas extraction and processing - Arkla,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",205.6660885626597,0.0,0.09723671987145846,0.07268245795003071,0.07040610390843606,0.0,99.47524645838213,228.2179,0.5157256864652857,0.23282196847325323,1.6833348367487617e-05,10.435540849630723
Electricity; at user; consumption mix - Portland General Electric Company - BA,natural gas extraction and processing - Anadarko,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",322.70718752500267,0.0,0.09754100029388052,0.07061186882354864,0.06331164608875056,0.0,114.77957228769326,329.6155,0.6663434244292971,0.325913159203361,2.0534209532633994e-05,12.987727750288192
Electricity; at user; consumption mix - ISO-NE - BA,natural gas extraction and processing - Gulf,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",324.44690810439505,0.0,0.0958523917980923,0.05858606455817264,0.066274072042033,0.0,97.14912960880402,323.1797,0.6504997547750347,0.3162433202439958,1.8702338612708377e-05,12.834043927031106
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - South Oklahoma,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",236.4185008275702,0.0,0.10165159113054925,0.07023228852340943,0.059745780095741295,0.0,99.58635307933821,245.7061,0.5367789848237394,0.2462531999571137,1.5920382669055958e-05,10.895734530786344
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Green River,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",233.30922258061415,0.0,0.1271085174163202,0.060902362764104837,0.06947248843622696,0.0,109.51498800961467,244.9498,0.5383322158985655,0.24507680932732356,1.6152656162802224e-05,10.917763819093212
"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Green River,"market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",247.94288104550898,0.0,0.10587196633943792,0.06467963732873525,0.06796141475246963,0.0,123.59560747673534,263.6982,0.5795496723110685,0.26630185834435394,1.796275121224656e-05,11.70337345568894
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",325.0067487314089,0.0,0.09637838162372996,0.07974830343580391,0.07345551506478554,0.0,122.1944119809891,337.7342,0.6853855435822482,0.3319451160104838,2.1536899855231126e-05,13.267964985606687
Electricity; at user; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Appalachian,"market for transport, freight, lorry 16-32 metric ton, EURO5 | transport, freight, lorry 16-32 metric ton, EURO5 | Cutoff, U",308.95742783057926,0.0,0.09507745322456501,0.056411355635230864,0.07192817810733007,0.0,106.0566761298689,310.4385,0.6546760241092685,0.30595204424635164,1.8373527894974738e-05,13.331018024972275
