"sim_type","n","mean_gwp","sd_gwp","rsd_gwp","min_gwp","max_gwp","median_gwp","p10","p20","p30","p40","p50","p60","p70","p80","p90"
"BFBOF",5,0.9581,0,0,0.9581,0.9581,0.9581,0.9581,0.9581,0.9581,0.9581,0.9581,0.9581,0.9581,0.9581,0.9581
"DRI",150,0.970240666666667,0.0220198174826378,0.0226952118573719,0.9261,1.0271,0.9653,0.94756,0.9526,0.95608,0.962,0.9653,0.96988,0.97499,0.99036,1.00787
"EAF",150,1.11398,0.262554084936377,0.235690124541174,0.6216,1.7194,1.04665,0.82655,0.8687,0.93083,0.99086,1.04665,1.16436,1.28326,1.38032,1.48069
"fabrication",150,0.961674,0.0401523414948217,0.0417525497152067,0.8425,1.0971,0.95705,0.92324,0.9325,0.9423,0.95096,0.95705,0.9658,0.97965,0.99086,1.00674
"rolling",150,0.961054666666667,0.00956942549218914,0.00995721245013028,0.9386,0.9835,0.96075,0.94866,0.95376,0.9566,0.95876,0.96075,0.96294,0.96643,0.97014,0.9729
