elec_steel_fab,elec_steel_rolling,steel_bloom,elec_EAF,iron_forEAF,elec_DRI,natgas_DRI,elec_BOF,iron_forBOF,elec,coal,"fabrication, heavy sections.wf","fabrication, heavy sections.elec","fabrication, heavy sections.trans_co2","rolling, bloom.elec","rolling, bloom.heat","steelmaking, electric arc furnace.scrap_pct","steelmaking, electric arc furnace.wf","steelmaking, electric arc furnace.kWh_EAF","steelmaking, electric arc furnace.trans_co2","ironmaking, direct reduction, MIDREX.co2_kg","ironmaking, direct reduction, MIDREX.elec","ironmaking, direct reduction, MIDREX.ng_mj","ironmaking, direct reduction, MIDREX.ore_kg","ironmaking, direct reduction, MIDREX.trans_co2","steelmaking, basic oxygen converter.elec","steelmaking, basic oxygen converter.scrap_pct","steelmaking, basic oxygen converter.wf","steelmaking, basic oxygen converter.co2_kg","ironmaking, blast furnace.elec","ironmaking, blast furnace.co2_kg",coking.co2_kg,sintering.co2_kg,gwp,gwp_be,gep_bu,ap,ep,odp,pocp,gwp_AR5,gwp_EF2,gwp_CML,sim_type
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - Salt River Project Agricultural Improvement and Power District - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,natural gas extraction and processing - Permian,Electricity; at grid; consumption mix - Seminole Electric Cooperative - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - New York Independent System Operator - BA,"coal extraction and processing - Central Interior, BIT, Processing",0.07170243348890308,0.21603136706129616,0.0490060303296149,0.039085615390167916,0.9864153143956006,0.864420684690565,0.022490273712440403,0.4499479176248224,0.009809062781617391,0.5238794482315083,0.11983452920292331,9.769236007935287,1.3328541487175043,0.009881686329810202,0.02575042130789508,0.06981369670964863,0.06236863874351192,0.06819259842696038,0.04465486081893828,1.1822058668936144,0.13292734651247387,0.3516993864501539,0.952,0.0,0.0,0.0012383229979730022,0.00011695105948309759,1.8250313586128345e-08,0.028800458645087047,0.9629,0.9744,0.9571,mca
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - Salt River Project Agricultural Improvement and Power District - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,natural gas extraction and processing - Permian,Electricity; at grid; consumption mix - Seminole Electric Cooperative - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - New York Independent System Operator - BA,"coal extraction and processing - Central Interior, BIT, Processing",0.058948734964714936,0.20096619890940898,0.051781051044810386,0.0403495145899338,0.9829070520346116,0.8642627821702598,0.04623151201377724,0.5000617243025429,0.010195267878489156,0.4834192855606502,0.11677444566561106,9.702754038192781,1.3307238646226935,0.010154694006312826,0.025809557181917953,0.2654172692771906,0.0616566483632571,0.09272911184476346,0.04146978195360627,1.1573814163652676,0.1060415938796837,0.3184604288914954,0.958,0.0,0.0,0.0012563693986560377,0.00011799195465271088,1.831281437815109e-08,0.029447545601649375,0.969,0.9807,0.9631,mca
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - Salt River Project Agricultural Improvement and Power District - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,natural gas extraction and processing - Permian,Electricity; at grid; consumption mix - Seminole Electric Cooperative - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - New York Independent System Operator - BA,"coal extraction and processing - Central Interior, BIT, Processing",0.05065994617152278,0.18384074358220104,0.04976544670401275,0.042287090741758786,0.8703695196847429,0.877031429809453,0.023821848280797434,0.5020068985451783,0.010353902737540669,0.5240307234052379,0.11921813471287158,10.009649304843311,1.3318145235153396,0.010160108383429966,0.05105585667941995,0.14130873224003648,0.11700362532083515,0.04821789817111209,0.06037906569718342,1.1371865769815186,0.11589665233660318,0.4547162310527043,0.924,0.0,0.0,0.0012064639322306415,0.00011413137939147522,1.804048280277505e-08,0.02822290321328254,0.9344,0.9454,0.9288,mca
Electricity; at grid; consumption mix - Nevada Power Company - BA,Electricity; at grid; consumption mix - ISO-NE - BA,"steelmaking, electric arc furnace",Electricity; at grid; consumption mix - Arizona Public Service Company - BA,"ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - ISO-NE - BA,natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - PacifiCorp West - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","coal extraction and processing - Northern Appalachia, WC, Surface",0.05062737991352356,0.15898193708348,0.04367642663348605,0.03456111420099485,0.9111586215736573,0.8835276526201179,0.020731498145057748,0.47295411690608863,0.010093482765493982,0.4983820040831523,0.11903415972437531,9.62152225328045,1.3019271417500085,0.010131489622623774,0.030804891956875493,0.23671063411263754,0.07156176760737075,0.027663169530022205,0.05904184483061479,1.1761019112967235,0.11340397780028277,0.3957313688331789,0.9076,0.0,0.0,0.001682369923663823,0.00014223551837086633,1.9030697703544814e-08,0.048479070403940235,0.9177,0.9283,0.9122,mca
Electricity; at grid; consumption mix - Nevada Power Company - BA,Electricity; at grid; consumption mix - ISO-NE - BA,"steelmaking, electric arc furnace",Electricity; at grid; consumption mix - Arizona Public Service Company - BA,"ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - ISO-NE - BA,natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - PacifiCorp West - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","coal extraction and processing - Northern Appalachia, WC, Surface",0.07851283527866984,0.19024505060092478,0.04373647420944231,0.03646776953813588,1.0284198697139078,0.8279368212575207,0.019696120384804665,0.5961023642967804,0.010465352715611161,0.5247908512853907,0.11428396651584752,9.735842859358153,1.3284252712467337,0.01039961019909131,0.02828349772250924,0.09797929201736821,0.0952995638557603,0.060051910367548623,0.07211078992051514,1.300157782822598,0.12571806220479897,0.41226568651697737,1.1071,0.0,0.0,0.0020691195931584697,0.00016857773408080715,2.12019040518029e-08,0.06005895692858192,1.1194,1.1325,1.1127,mca
Electricity; at grid; consumption mix - Nevada Power Company - BA,Electricity; at grid; consumption mix - ISO-NE - BA,"steelmaking, electric arc furnace",Electricity; at grid; consumption mix - Arizona Public Service Company - BA,"ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - ISO-NE - BA,natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - PacifiCorp West - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","coal extraction and processing - Northern Appalachia, WC, Surface",0.049578209398338645,0.19768898150179218,0.05752875510057569,0.04245954256784536,0.8883136288942417,0.8738624046978882,0.027182009070801302,0.5332399783797722,0.010450751928117001,0.4986867755212634,0.12330985654392497,10.136928606337156,1.2550549069896724,0.010351948274055339,0.047542762125185975,0.08683228689267618,0.06143853923270255,0.0686073865524688,0.09728744789089078,1.1556401606819422,0.09583603456300277,0.4660287457911575,1.0012,0.0,0.0,0.0018465278703486076,0.0001524018704737865,1.9844340057410022e-08,0.053698220419376254,1.0123,1.024,1.0063,mca
Electricity; at grid; consumption mix - Nevada Power Company - BA,Electricity; at grid; consumption mix - ISO-NE - BA,"steelmaking, electric arc furnace",Electricity; at grid; consumption mix - Arizona Public Service Company - BA,"ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - ISO-NE - BA,natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - PacifiCorp West - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","coal extraction and processing - Northern Appalachia, WC, Surface",0.05315590194125472,0.21991743948779086,0.047097199305985216,0.0363269987626534,0.9310364868951688,0.8638634220560496,0.0330063880125355,0.5225854189048226,0.00990403600873716,0.5216042439873744,0.11547357638211167,9.608909693798369,1.34366047215812,0.009660259629660588,0.03952957538127827,0.18160265164341505,0.07250279619872406,0.06943634448847037,0.0787375638384224,1.1620399905477596,0.1353340244996129,0.24045163318416998,1.0065,0.0,0.0,0.0018624798806270583,0.00015410905305374796,1.9834990909767707e-08,0.05452820158653182,1.0177,1.0297,1.0116,mca
Electricity; at grid; consumption mix - Nevada Power Company - BA,Electricity; at grid; consumption mix - ISO-NE - BA,"steelmaking, electric arc furnace",Electricity; at grid; consumption mix - Arizona Public Service Company - BA,"ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - ISO-NE - BA,natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - PacifiCorp West - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","coal extraction and processing - Northern Appalachia, WC, Surface",0.07108943937535933,0.2068874100580255,0.0447129856091675,0.03583859582532162,0.9413048590383642,0.858240572372573,0.017415171339317942,0.5552911088890237,0.009580446426180486,0.5218927341800865,0.11752570976906546,9.912498887292974,1.3390741298932054,0.009726526837167553,0.026650418374310952,0.22123494546337946,0.06662771203656978,0.05156570852457311,0.0757770904795411,1.1947226416798018,0.1117123764925923,0.3934091180133765,1.0433,0.0,0.0,0.0019489927520718138,0.00015998791253631268,2.0526233266708668e-08,0.05676937625579997,1.055,1.0674,1.0487,mca
Electricity; at grid; consumption mix - Nevada Power Company - BA,Electricity; at grid; consumption mix - ISO-NE - BA,"steelmaking, electric arc furnace",Electricity; at grid; consumption mix - Arizona Public Service Company - BA,"ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - ISO-NE - BA,natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - PacifiCorp West - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","coal extraction and processing - Northern Appalachia, WC, Surface",0.03540429788776773,0.16641813598218752,0.045305438543860016,0.03367247304766509,0.9503344958449285,0.8771238533711992,0.02097951961342727,0.5106365875866731,0.010049012405554919,0.4835602646290059,0.125841529755265,9.574694082633377,1.3364532340846265,0.009673228108380534,0.03936264730438263,0.2020133200132433,0.12942697165219913,0.044240169416517844,0.07534595832745637,0.9017941044116322,0.14309502728619597,0.2583270908820004,0.938,0.0,0.0,0.0017472251145473161,0.00014573177653537785,1.921837548680709e-08,0.05045846944299912,0.9485,0.9595,0.9428,mca
Electricity; at grid; consumption mix - Nevada Power Company - BA,Electricity; at grid; consumption mix - ISO-NE - BA,"steelmaking, electric arc furnace",Electricity; at grid; consumption mix - Arizona Public Service Company - BA,"ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - ISO-NE - BA,natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - PacifiCorp West - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","coal extraction and processing - Northern Appalachia, WC, Surface",0.06944866859252984,0.16742351987852747,0.05616069069783253,0.04266964241660305,0.8679693051852886,0.880841218688895,0.01615777667975866,0.42667631067658685,0.009749182173583356,0.49412843578196713,0.11577489571137703,10.170129404059649,1.243037888879253,0.010459729432604826,0.034548350841128866,0.20421237580783524,0.12948880970675553,0.0687960553888335,0.04631198689427554,1.1179291259274045,0.11826037299423585,0.2528537381130339,0.9009,0.0,0.0,0.0016391557157569518,0.00014079615621641816,1.8898839866957483e-08,0.04741744762138464,0.9109,0.9214,0.9054,mca
Electricity; at grid; consumption mix - Nevada Power Company - BA,Electricity; at grid; consumption mix - ISO-NE - BA,"steelmaking, electric arc furnace",Electricity; at grid; consumption mix - Arizona Public Service Company - BA,"ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - ISO-NE - BA,natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - PacifiCorp West - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","coal extraction and processing - Northern Appalachia, WC, Surface",0.06331687706608374,0.17055671806359474,0.05972376363548848,0.04300166079005095,0.8922256347943944,0.7918757177233912,0.013665967950095914,0.41397474320622524,0.009951109723589577,0.502086535650092,0.1206234181361488,9.554217700942997,1.3270558820543843,0.009907731260524829,0.03846084647116604,0.15947193051197356,0.14228832441103054,0.03456755737830346,0.03824753143297466,1.3237174921905266,0.12887378053251522,0.48857666797373006,0.9607,0.0,0.0,0.0017158045292338573,0.00014903432376123197,1.895066155526169e-08,0.05001006304234485,0.9712,0.9823,0.9655,mca
Electricity; at grid; consumption mix - Nevada Power Company - BA,Electricity; at grid; consumption mix - ISO-NE - BA,"steelmaking, electric arc furnace",Electricity; at grid; consumption mix - Arizona Public Service Company - BA,"ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - ISO-NE - BA,natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - PacifiCorp West - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","coal extraction and processing - Northern Appalachia, WC, Surface",0.06484652945340966,0.1966389462551329,0.042034671195872154,0.037916330529243994,0.866822963586541,0.8888986339116203,0.03820781702943333,0.4421085613728425,0.009930491795422776,0.4967695357552697,0.12482917686553367,9.461561061922655,1.3494545663260034,0.01036409129110598,0.0236295910139182,0.04155316234964137,0.09847287282840039,0.04131492707411036,0.038061804266371554,1.078991058946613,0.1317288748422257,0.2728900569789116,0.9049,0.0,0.0,0.0016728571490108768,0.00014243949814303432,1.902786426164089e-08,0.0487192564863684,0.9151,0.9259,0.9096,mca
Electricity; at grid; consumption mix - Nevada Power Company - BA,Electricity; at grid; consumption mix - ISO-NE - BA,"steelmaking, electric arc furnace",Electricity; at grid; consumption mix - Arizona Public Service Company - BA,"ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - ISO-NE - BA,natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - PacifiCorp West - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","coal extraction and processing - Northern Appalachia, WC, Surface",0.05729349393004869,0.1990311122053811,0.04376522221140216,0.03741842254858757,0.8399185286800869,0.8478421069071691,0.04116949362531112,0.49939510101808815,0.010148528470321244,0.5079039953061645,0.11787165063680116,10.1119183076387,1.2568251905634749,0.010092461725851714,0.032327555129700467,0.06684836050819007,0.14436166615215312,0.08961672500641521,0.08859906579564057,1.2965462314883642,0.11867039260809653,0.36945855403340744,0.9829,0.0,0.0,0.0018229333266537985,0.00015248483524443632,1.9650485779891818e-08,0.053171209029384964,0.9939,1.0055,0.9879,mca
"Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Southern Company Services, Inc. - Trans - BA","ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Permian,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Rocky Mountain, SUB, Surface",0.04036844954048041,0.18429635610002762,0.0503490622210343,0.0360340159629538,0.9221994785787455,0.8774443347681926,0.04952988568569151,0.5144055165460127,0.009803057754961552,0.5126940621004552,0.11516956328642586,10.255479202232731,1.341526641401834,0.010265600959735782,0.029802756692703165,0.2465365329754451,0.07949525618530255,0.07519282616223853,0.07588841473250972,1.0787309744704845,0.1024609922960508,0.37245855198578526,0.8758,0.0,0.0,0.0015827009106443271,0.00013453401351267021,1.809769579780578e-08,0.03907960177323483,0.8852,0.8945,0.8798,mca
"Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Southern Company Services, Inc. - Trans - BA","ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Permian,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Rocky Mountain, SUB, Surface",0.04165453557270209,0.20932034467106075,0.056702012594929296,0.03494891964507857,0.9726326160215699,0.8868539418586807,0.019240822915430705,0.4280065063381683,0.009889992491277021,0.5072961199299302,0.12345659630927794,9.82810122661593,1.3125373070842081,0.009680965957261384,0.028605840979988747,0.19593775467639024,0.11571731920674101,0.06277833826157694,0.10311954351220422,1.1816790954322145,0.09622664375744733,0.30872710967501177,0.8366,0.0,0.0,0.0015132476797516648,0.00012951458135405453,1.7645760024551036e-08,0.03719463752346302,0.8456,0.8545,0.8405,mca
"Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Southern Company Services, Inc. - Trans - BA","ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Permian,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Rocky Mountain, SUB, Surface",0.06765323185657716,0.17967034235912976,0.0546358577120257,0.04050530142708169,0.8850169736031479,0.8621490853078474,0.04459860615479445,0.40224532074294594,0.009734993967161964,0.4999267462739186,0.12032871115924446,9.564058880391704,1.361827122202682,0.009959769797221107,0.02556128428203952,0.17103309527593608,0.11952188972560752,0.06527540841041259,0.09684686042544813,1.059845607535326,0.1536404739259465,0.4199252685941173,0.8333,0.0,0.0,0.0014928535151911377,0.00013034126655121281,1.7817147901779337e-08,0.03684405673559693,0.8422,0.8511,0.8372,mca
"Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Southern Company Services, Inc. - Trans - BA","ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Permian,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Rocky Mountain, SUB, Surface",0.06653606850470378,0.18361305285187454,0.055919696290612476,0.043625564549125,0.881976499120548,0.8241275703566394,0.04550213754722311,0.5872246759720516,0.010463827469714481,0.5231527334460565,0.12362449750513235,9.697845457614882,1.2756519350130895,0.010075737691181428,0.04174355168188246,0.16643772581224622,0.05710471516693847,0.07835976931506117,0.03648238319259989,0.8653450558204366,0.11397176950740444,0.24199508359434505,0.9921,0.0,0.0,0.0017688594818861321,0.00014819098160967243,1.9277154007374097e-08,0.0440323387204006,1.0025,1.013,0.9966,mca
"Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Southern Company Services, Inc. - Trans - BA","ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Permian,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Rocky Mountain, SUB, Surface",0.07238248792482804,0.21915856168312448,0.043545866860423374,0.0438567678687606,0.8858641185443004,0.8253458262247368,0.014368958210580717,0.5184818534549476,0.010099296770358502,0.5010375097301268,0.11742458053209802,9.858897401329768,1.3428926407391626,0.010008610791721972,0.04525204964798478,0.09420234278649019,0.06901108969745945,0.059928789447616766,0.0878538402012626,0.9055421287954795,0.11658383998042268,0.437134379552254,0.9528,0.0,0.0,0.0017553891624929499,0.00014692343646860394,1.9145627977517746e-08,0.043531080802538584,0.9631,0.9734,0.9573,mca
"Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Southern Company Services, Inc. - Trans - BA","ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Permian,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Rocky Mountain, SUB, Surface",0.03144411198620046,0.20169217060112546,0.04468166059265875,0.041094092041927946,0.8121325260414335,0.8741954074941956,0.029842179879924165,0.5157686364556923,0.009677945496846911,0.4947308555142007,0.12146963771178329,9.417905800005588,1.2539767038426288,0.010410490852821003,0.033523493643660064,0.06071699731147469,0.11167689126645852,0.0927990781425921,0.08643340525079954,1.3944077590137705,0.146888415688331,0.25013399634403727,0.8682,0.0,0.0,0.0015900300216179061,0.0001339624028403996,1.815486250365111e-08,0.03894911834921181,0.8774,0.8865,0.8721,mca
"Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Southern Company Services, Inc. - Trans - BA","ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Permian,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Rocky Mountain, SUB, Surface",0.03777293743363304,0.17727804150601184,0.05957478212828497,0.03627735847779182,0.850634517631995,0.8942162614270985,0.013180926024218605,0.4377411899519855,0.01038978327098591,0.48602900692120315,0.12236068605707875,9.694791874885178,1.3479837087842488,0.0102315322255908,0.02596373614069345,0.1581883843393118,0.0728087793769099,0.10741837885649555,0.10460493137583923,1.0306323948001084,0.14089562067764466,0.27317804824444086,0.8073,0.0,0.0,0.0014401747396172975,0.0001250590116837705,1.7425888496091372e-08,0.03524030747156884,0.8158,0.8242,0.8109,mca
"Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Southern Company Services, Inc. - Trans - BA","ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Permian,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Rocky Mountain, SUB, Surface",0.06863307689311614,0.22347185728545377,0.05017158371680125,0.04372640098320159,0.9386863430365364,0.8648985992687255,0.03939590134934251,0.5357574498292661,0.00997889965776979,0.527322628274458,0.12527684129237868,9.462407849227427,1.3525742166018881,0.010037351275478928,0.021669858730164623,0.07054359556255341,0.08345934878401681,0.03075874436345134,0.06225553611329461,0.7719793194634342,0.11916284852116885,0.23922511461466192,0.9502,0.0,0.0,0.001734000056091773,0.00014446325520238885,1.915001091025826e-08,0.04269077795373788,0.9604,0.9705,0.9547,mca
"Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Southern Company Services, Inc. - Trans - BA","ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Permian,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Rocky Mountain, SUB, Surface",0.0455501683383088,0.16401038748922106,0.05848446369340056,0.03414423103479311,0.8799732783698357,0.8183584591346214,0.01583514775604209,0.4834832917181914,0.010198902941380601,0.49775098502757037,0.12058487011308332,9.777611794072204,1.304804065719412,0.009680218816573707,0.03219791354861332,0.20496446608267774,0.10218311633144328,0.03379027311510858,0.056000520413884175,1.0914134047690864,0.11543024121873546,0.4918978222064479,0.8895,0.0,0.0,0.0015720742216955275,0.0001358502084915448,1.7914365074316697e-08,0.03930757109725558,0.8989,0.9084,0.8936,mca
"Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Southern Company Services, Inc. - Trans - BA","ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Permian,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Rocky Mountain, SUB, Surface",0.06313751808029164,0.2010609529627816,0.04672543264067,0.03313086823001861,0.9767856015553836,0.8066248781305361,0.018920568127169836,0.6057399873149895,0.009986884462653424,0.5125800569408432,0.12385275795829158,9.603318125489176,1.240220396084444,0.01019509273538753,0.0323230481058457,0.14815941850352668,0.05255955207262545,0.038774310341977904,0.07277467879607502,1.354512697056718,0.14312946513077873,0.26055823052223326,1.0091,0.0,0.0,0.001821540177602243,0.00015171306310289567,1.9332440343326546e-08,0.04562488953898211,1.02,1.0309,1.0139,mca
Electricity; at grid; consumption mix - Duke Energy Carolinas - BA,Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,"steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Puget Sound Energy, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Arkla,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","coal extraction and processing - Central Appalachia, BIT, Underground",0.044873657663920055,0.1798705085588065,0.05253470247577727,0.035630614845885575,0.7154393043580121,0.824241571167183,0.027732685641428917,0.5960793584456441,0.009965505518844195,0.5273111646211632,0.12168612509506005,10.262932396534149,1.3466580984698688,0.010368193817151846,0.02114783692628392,0.02040647448199166,0.09190323927596672,0.07828498056196148,0.0819915309741453,1.002859275533581,0.12700966924150564,0.2655486968837331,0.89,0.0,0.0,0.0011214894671917526,0.00012560755188967572,1.438712213939831e-08,0.02900730082680844,0.9043,0.9196,0.8969,mca
Electricity; at grid; consumption mix - Duke Energy Carolinas - BA,Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,"steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Puget Sound Energy, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Arkla,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","coal extraction and processing - Central Appalachia, BIT, Underground",0.06371077406075182,0.18242519284488024,0.054448301805443675,0.03406459806097128,1.0043858109781856,0.8517180011072688,0.018919837327516634,0.42334252071788187,0.010108930817139225,0.52392458260664,0.12597850589657297,10.094778018289155,1.3304257567063025,0.010414175294807277,0.023212909629876086,0.06989873661920445,0.07071832086259013,0.07383836633747405,0.03972453058842328,0.9854639426187914,0.12706302856902466,0.24304726063067392,0.8023,0.0,0.0,0.0010128028612750085,0.00011624799311788888,1.417132547822439e-08,0.026230422531695146,0.8153,0.8291,0.8085,mca
