elec_steel_fab,elec_steel_rolling,steel_bloom,elec_EAF,iron_forEAF,elec_DRI,natgas_DRI,elec_BOF,iron_forBOF,elec,coal,"fabrication, heavy sections.wf","fabrication, heavy sections.elec","fabrication, heavy sections.trans_co2","rolling, bloom.elec","rolling, bloom.heat","steelmaking, electric arc furnace.scrap_pct","steelmaking, electric arc furnace.wf","steelmaking, electric arc furnace.kWh_EAF","steelmaking, electric arc furnace.trans_co2","ironmaking, direct reduction, MIDREX.co2_kg","ironmaking, direct reduction, MIDREX.elec","ironmaking, direct reduction, MIDREX.ng_mj","ironmaking, direct reduction, MIDREX.ore_kg","ironmaking, direct reduction, MIDREX.trans_co2","steelmaking, basic oxygen converter.elec","steelmaking, basic oxygen converter.scrap_pct","steelmaking, basic oxygen converter.wf","steelmaking, basic oxygen converter.co2_kg","ironmaking, blast furnace.elec","ironmaking, blast furnace.co2_kg",sintering.co2_kg,coking.co2_kg,gwp,gwp_be,gep_bu,ap,ep,odp,pocp,gwp_AR5,gwp_EF2,gwp_CML,sim_type
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - New York Independent System Operator - BA,natural gas extraction and processing - East Texas,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Central Appalachia, BIT, Underground",0.0771,0.193,0.046,0.039,0.874,0.86,0.03,0.5,0.01,0.511148598908775,0.11839185661194881,10.09971998231666,1.2980576114178932,0.009931666935472946,0.027,0.15,0.1,0.071,0.074,1.093,0.26,0.124,1.0158,0.0,0.0,0.001463748654340528,0.00011966485318028216,1.9097676980865687e-08,0.02737500726523226,nan,nan,nan,DRI
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - New York Independent System Operator - BA,natural gas extraction and processing - East Texas,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Central Appalachia, BIT, Underground",0.0771,0.193,0.046,0.039,0.874,0.86,0.03,0.5,0.01,0.4932962719953693,0.11957018206086312,9.852150620673267,1.3475271034056542,0.009524266474263922,0.027,0.15,0.1,0.071,0.074,1.093,0.26,0.124,1.0158,0.0,0.0,0.001463748654340528,0.00011966485318028216,1.9097676980865687e-08,0.02737500726523226,nan,nan,nan,DRI
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - New York Independent System Operator - BA,natural gas extraction and processing - East Texas,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Central Appalachia, BIT, Underground",0.0771,0.193,0.046,0.039,0.874,0.86,0.03,0.5,0.01,0.5267666698494692,0.12595910205859207,10.042418400454094,1.3112311892569977,0.009503131502098045,0.027,0.15,0.1,0.071,0.074,1.093,0.26,0.124,1.0158,0.0,0.0,0.001463748654340528,0.00011966485318028216,1.9097676980865687e-08,0.02737500726523226,nan,nan,nan,DRI
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - New York Independent System Operator - BA,natural gas extraction and processing - East Texas,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Central Appalachia, BIT, Underground",0.0771,0.193,0.046,0.039,0.874,0.86,0.03,0.5,0.01,0.5277285674892149,0.11533302409702355,10.034037934062972,1.258848388626039,0.010338280867783729,0.027,0.15,0.1,0.071,0.074,1.093,0.26,0.124,1.0158,0.0,0.0,0.001463748654340528,0.00011966485318028216,1.9097676980865687e-08,0.02737500726523226,nan,nan,nan,DRI
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - New York Independent System Operator - BA,natural gas extraction and processing - East Texas,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Central Appalachia, BIT, Underground",0.0771,0.193,0.046,0.039,0.874,0.86,0.03,0.5,0.01,0.4977288876059467,0.12345731079544917,10.21593866827865,1.3411413713561693,0.00992869696027017,0.027,0.15,0.1,0.071,0.074,1.093,0.26,0.124,1.0158,0.0,0.0,0.001463748654340528,0.00011966485318028216,1.9097676980865687e-08,0.02737500726523226,nan,nan,nan,DRI
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - San Juan,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Central Appalachia, BIT, Underground",0.0771,0.193,0.046,0.039,0.874,0.86,0.03,0.5,0.01,0.48608799992900453,0.11795086560868934,9.415822496885985,1.338568833802237,0.010393068302072914,0.027,0.15,0.1,0.071,0.074,1.093,0.26,0.124,1.0158,0.0,0.0,0.001463748654340528,0.00011966485318028216,1.9097676980865687e-08,0.02737500726523226,nan,nan,nan,DRI
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - San Juan,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Central Appalachia, BIT, Underground",0.0771,0.193,0.046,0.039,0.874,0.86,0.03,0.5,0.01,0.5190613241244972,0.11791424167891795,10.381475617733264,1.3176800425059156,0.010284260800497684,0.027,0.15,0.1,0.071,0.074,1.093,0.26,0.124,1.0158,0.0,0.0,0.001463748654340528,0.00011966485318028216,1.9097676980865687e-08,0.02737500726523226,nan,nan,nan,DRI
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - San Juan,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Central Appalachia, BIT, Underground",0.0771,0.193,0.046,0.039,0.874,0.86,0.03,0.5,0.01,0.4897388202312158,0.11609091814081822,10.188868570538727,1.2484826810486938,0.009520684452636177,0.027,0.15,0.1,0.071,0.074,1.093,0.26,0.124,1.0158,0.0,0.0,0.001463748654340528,0.00011966485318028216,1.9097676980865687e-08,0.02737500726523226,nan,nan,nan,DRI
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - San Juan,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Central Appalachia, BIT, Underground",0.0771,0.193,0.046,0.039,0.874,0.86,0.03,0.5,0.01,0.4954653115902128,0.12400103972546136,9.691527334926898,1.3487263880481555,0.010185589174173287,0.027,0.15,0.1,0.071,0.074,1.093,0.26,0.124,1.0158,0.0,0.0,0.001463748654340528,0.00011966485318028216,1.9097676980865687e-08,0.02737500726523226,nan,nan,nan,DRI
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - San Juan,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Central Appalachia, BIT, Underground",0.0771,0.193,0.046,0.039,0.874,0.86,0.03,0.5,0.01,0.5144922180195975,0.12584956363624614,10.342951717062473,1.3453707897691056,0.010004263772417378,0.027,0.15,0.1,0.071,0.074,1.093,0.26,0.124,1.0158,0.0,0.0,0.001463748654340528,0.00011966485318028216,1.9097676980865687e-08,0.02737500726523226,nan,nan,nan,DRI
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Central Appalachia, BIT, Underground",0.0771,0.193,0.046,0.039,0.874,0.86,0.03,0.5,0.01,0.5253188076817683,0.12535104381863219,10.316563141382304,1.274122623594411,0.009931410650170891,0.027,0.15,0.1,0.071,0.074,1.093,0.26,0.124,1.0158,0.0,0.0,0.001463748654340528,0.00011966485318028216,1.9097676980865687e-08,0.02737500726523226,nan,nan,nan,DRI
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Central Appalachia, BIT, Underground",0.0771,0.193,0.046,0.039,0.874,0.86,0.03,0.5,0.01,0.4920965323602186,0.12464154661104597,10.169225397510733,1.2972004082891866,0.010121735777651346,0.027,0.15,0.1,0.071,0.074,1.093,0.26,0.124,1.0158,0.0,0.0,0.001463748654340528,0.00011966485318028216,1.9097676980865687e-08,0.02737500726523226,nan,nan,nan,DRI
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Central Appalachia, BIT, Underground",0.0771,0.193,0.046,0.039,0.874,0.86,0.03,0.5,0.01,0.5171518313715575,0.12016462255036041,10.290930650117724,1.2700663936795942,0.010375752986027427,0.027,0.15,0.1,0.071,0.074,1.093,0.26,0.124,1.0158,0.0,0.0,0.001463748654340528,0.00011966485318028216,1.9097676980865687e-08,0.02737500726523226,nan,nan,nan,DRI
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Central Appalachia, BIT, Underground",0.0771,0.193,0.046,0.039,0.874,0.86,0.03,0.5,0.01,0.5063576607413548,0.12376085113569667,10.125033748927509,1.2361807478030693,0.010271330840278297,0.027,0.15,0.1,0.071,0.074,1.093,0.26,0.124,1.0158,0.0,0.0,0.001463748654340528,0.00011966485318028216,1.9097676980865687e-08,0.02737500726523226,nan,nan,nan,DRI
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Central Appalachia, BIT, Underground",0.0771,0.193,0.046,0.039,0.874,0.86,0.03,0.5,0.01,0.4964333618401683,0.12540192280372855,10.156941058824522,1.2350560157108208,0.009951162947484474,0.027,0.15,0.1,0.071,0.074,1.093,0.26,0.124,1.0158,0.0,0.0,0.001463748654340528,0.00011966485318028216,1.9097676980865687e-08,0.02737500726523226,nan,nan,nan,DRI
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - ISO-NE - BA,natural gas extraction and processing - Green River,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Central Appalachia, BIT, Underground",0.0771,0.193,0.046,0.039,0.874,0.86,0.03,0.5,0.01,0.48883353323729467,0.12392939505509876,9.914805916888524,1.318192685632043,0.010276507674858297,0.027,0.15,0.1,0.071,0.074,1.093,0.26,0.124,1.0158,0.0,0.0,0.001463748654340528,0.00011966485318028216,1.9097676980865687e-08,0.02737500726523226,nan,nan,nan,DRI
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - ISO-NE - BA,natural gas extraction and processing - Green River,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Central Appalachia, BIT, Underground",0.0771,0.193,0.046,0.039,0.874,0.86,0.03,0.5,0.01,0.5298507032257932,0.11661133211872414,10.013914116337011,1.32620423466675,0.009952398870909238,0.027,0.15,0.1,0.071,0.074,1.093,0.26,0.124,1.0158,0.0,0.0,0.001463748654340528,0.00011966485318028216,1.9097676980865687e-08,0.02737500726523226,nan,nan,nan,DRI
