elec_steel_fab,elec_steel_rolling,steel_bloom,elec_EAF,iron_forEAF,elec_DRI,natgas_DRI,elec_BOF,iron_forBOF,elec,coal,"fabrication, heavy sections.wf","fabrication, heavy sections.elec","fabrication, heavy sections.trans_co2","rolling, bloom.elec","rolling, bloom.heat","steelmaking, electric arc furnace.scrap_pct","steelmaking, electric arc furnace.wf","steelmaking, electric arc furnace.kWh_EAF","steelmaking, electric arc furnace.trans_co2","ironmaking, direct reduction, MIDREX.co2_kg","ironmaking, direct reduction, MIDREX.elec","ironmaking, direct reduction, MIDREX.ng_mj","ironmaking, direct reduction, MIDREX.ore_kg","ironmaking, direct reduction, MIDREX.trans_co2","steelmaking, basic oxygen converter.elec","steelmaking, basic oxygen converter.scrap_pct","steelmaking, basic oxygen converter.wf","steelmaking, basic oxygen converter.co2_kg","ironmaking, blast furnace.elec","ironmaking, blast furnace.co2_kg",coking.co2_kg,sintering.co2_kg,gwp,gwp_be,gep_bu,ap,ep,odp,pocp,gwp_AR5,gwp_EF2,gwp_CML,sim_type
Electricity; at grid; consumption mix - California Independent System Operator - BA,Electricity; at grid; consumption mix - Bonneville Power Administration - BA,"steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA,natural gas extraction and processing - East Texas,"Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Southern Company Services, Inc. - Trans - BA","coal extraction and processing - Illinois Basin, BIT, Underground",0.07241320458205404,0.19256407074266094,0.05025289030990435,0.03360039122596804,0.8128122912449081,0.9101050494579169,0.025340925322035638,0.4037000545155168,0.009823959970031092,0.5155742798228565,0.12122655643758491,9.555513473036612,1.3152132549635633,0.009790840666467333,0.04427654719606348,0.16305422246036855,0.09034184107062339,0.061168304662511316,0.07992277315001708,1.1242335991275572,0.11648322816019954,0.3797938321387917,0.7826,0.0,0.0,0.0014833259083977454,0.00011728550327445424,1.2405893384369009e-08,0.0371488332752048,0.7879,0.8017,0.787,mca
Electricity; at grid; consumption mix - California Independent System Operator - BA,Electricity; at grid; consumption mix - Bonneville Power Administration - BA,"steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA,natural gas extraction and processing - East Texas,"Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Southern Company Services, Inc. - Trans - BA","coal extraction and processing - Illinois Basin, BIT, Underground",0.07255568466864835,0.20167001579389823,0.05635234881276312,0.03608578918571579,0.8978509851981815,0.8588748990735565,0.024486680185889557,0.5565330104308489,0.009800180109024342,0.49771436946140524,0.11528373937665384,9.873883854982376,1.3393298475339779,0.009575299759187379,0.0296236181116187,0.2600181071013478,0.06896547967460578,0.07315924495370288,0.04947519436404692,1.290804518451367,0.13948411059758417,0.4581051415863722,1.0473,0.0,0.0,0.001848192586767245,0.00013869196800180608,1.3974527530826415e-08,0.04571819490932811,1.0538,1.0711,1.0528,mca
Electricity; at grid; consumption mix - California Independent System Operator - BA,Electricity; at grid; consumption mix - Bonneville Power Administration - BA,"steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA,natural gas extraction and processing - East Texas,"Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Southern Company Services, Inc. - Trans - BA","coal extraction and processing - Illinois Basin, BIT, Underground",0.051946963065695836,0.21645571855874587,0.05198703069051184,0.04125151001279323,0.7814523516591408,0.8196870459184142,0.017584263071818942,0.4953180850168226,0.009581864018948063,0.48866153808375595,0.12158845096775624,10.265487930388405,1.2482849472219089,0.009507333015803292,0.039613859787665615,0.1736947769984482,0.06145831839013752,0.07380706829162217,0.06383696594574824,1.2499948434674655,0.12098392251790685,0.475421085892528,1.0677,0.0,0.0,0.0017512839931982864,0.00013434883493579962,1.3571666499549225e-08,0.043471604362263605,1.0741,1.0914,1.0732,mca
Electricity; at grid; consumption mix - California Independent System Operator - BA,Electricity; at grid; consumption mix - Bonneville Power Administration - BA,"steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA,natural gas extraction and processing - East Texas,"Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Southern Company Services, Inc. - Trans - BA","coal extraction and processing - Illinois Basin, BIT, Underground",0.05373158149484293,0.20825184543173522,0.04375893308647573,0.03360621858377454,0.8526627653925128,0.849618707986639,0.042072757563644224,0.4119608548689086,0.009939548699649504,0.4851317480484961,0.12133535718583709,9.80134537172421,1.244301999927027,0.009721849811250934,0.02253366564571055,0.07063649816605987,0.09772934967622873,0.11055151734150155,0.0717866665376881,1.1565371517621574,0.10113483806824992,0.40666893987229047,0.9188,0.0,0.0,0.001569984686888144,0.00012392329588237496,1.2739951604716997e-08,0.03932797298697363,0.9246,0.9403,0.9238,mca
Electricity; at grid; consumption mix - California Independent System Operator - BA,Electricity; at grid; consumption mix - Bonneville Power Administration - BA,"steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA,natural gas extraction and processing - East Texas,"Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Southern Company Services, Inc. - Trans - BA","coal extraction and processing - Illinois Basin, BIT, Underground",0.06348598259802933,0.1798390343211886,0.044150587322100296,0.04191157735526629,0.8839105015313359,0.8578514492020597,0.030421308999553157,0.48524652235508337,0.010252589661947935,0.5021239827404503,0.11732547736436592,10.159819282125024,1.2917698895724206,0.01002519667328405,0.03163087074952206,0.097245023118403,0.11321309556359252,0.07189878584453588,0.06803211476490785,1.2872364223872426,0.10533095578023297,0.2857492291182205,0.9463,0.0,0.0,0.0016910750767452694,0.0001298908460467385,1.3314391969120594e-08,0.04179683874730384,0.9524,0.9686,0.9514,mca
Electricity; at grid; consumption mix - California Independent System Operator - BA,Electricity; at grid; consumption mix - Bonneville Power Administration - BA,"steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA,natural gas extraction and processing - East Texas,"Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Southern Company Services, Inc. - Trans - BA","coal extraction and processing - Illinois Basin, BIT, Underground",0.05798584444428055,0.18585426792087945,0.05954745593544658,0.033276829010047415,0.8750109890360441,0.8382551047842329,0.04716284116973925,0.6919285629904133,0.009902984561276569,0.484165089147048,0.11447090448480851,9.901580112372665,1.2956615541024776,0.00962827054652842,0.023765569719648723,0.260398350063351,0.13662929238293556,0.10672499063475713,0.03901996819938543,1.0014280283426609,0.122233681316082,0.2497684815421062,1.0809,0.0,0.0,0.002087500737204735,0.00015124423742058518,1.4957369980488254e-08,0.05093358449799599,1.0882,1.1072,1.087,mca
Electricity; at grid; consumption mix - California Independent System Operator - BA,Electricity; at grid; consumption mix - Bonneville Power Administration - BA,"steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA,natural gas extraction and processing - East Texas,"Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Southern Company Services, Inc. - Trans - BA","coal extraction and processing - Illinois Basin, BIT, Underground",0.07056391364529602,0.19941686060574587,0.05653113714463452,0.0417568479138109,0.8493093687794093,0.854422029217347,0.0465936217816881,0.5467953642878853,0.009517766143265969,0.5026933947640055,0.1186067116444954,9.640759084278208,1.317041159491519,0.010235857756243198,0.020899450380954646,0.25785561200970053,0.09648114613554874,0.0480383802877051,0.09801480013770315,1.297625141944599,0.10109194304939235,0.2374286467572213,1.017,0.0,0.0,0.001843662859928463,0.00013857376178198652,1.3995762268195526e-08,0.04550650725547163,1.0236,1.0409,1.0225,mca
Electricity; at grid; consumption mix - California Independent System Operator - BA,Electricity; at grid; consumption mix - Bonneville Power Administration - BA,"steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA,natural gas extraction and processing - East Texas,"Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Southern Company Services, Inc. - Trans - BA","coal extraction and processing - Illinois Basin, BIT, Underground",0.07869033623467775,0.18191360466870352,0.059348560392793084,0.03464289309412546,0.7811747724225883,0.8504683866401429,0.0483327474324476,0.46209361726580855,0.009939276773202095,0.4908709738213851,0.11555250502401339,10.002761574359376,1.2825272112313573,0.010205064823062972,0.03582851642681767,0.1532743062487629,0.13571545510132166,0.07214356726059254,0.09959026892067445,0.917780395111999,0.13646261130979556,0.4005445780849421,0.9364,0.0,0.0,0.0016777955385943273,0.0001298716296343497,1.3415490422696493e-08,0.04136026399086548,0.9425,0.9587,0.9415,mca
Electricity; at grid; consumption mix - California Independent System Operator - BA,Electricity; at grid; consumption mix - Bonneville Power Administration - BA,"steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA,natural gas extraction and processing - East Texas,"Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Southern Company Services, Inc. - Trans - BA","coal extraction and processing - Illinois Basin, BIT, Underground",0.056380570707540156,0.20108844639594115,0.057503150669084915,0.03543916381863356,0.7654790534464159,0.9044898204374254,0.019926971747291026,0.567867932732723,0.010246847876649087,0.5213814638624995,0.1178457648326445,9.816492263319116,1.2920148123176252,0.009555141642019774,0.01880474946772335,0.142079297660202,0.07111797624065322,0.0548258392961969,0.08282155814313773,0.996043219907156,0.1136498146587717,0.3227127891866888,0.8786,0.0,0.0,0.0017764392646883662,0.0001322758171875138,1.3552226169236282e-08,0.04391019056756651,0.8846,0.9003,0.8836,mca
Electricity; at grid; consumption mix - California Independent System Operator - BA,Electricity; at grid; consumption mix - Bonneville Power Administration - BA,"steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA,natural gas extraction and processing - East Texas,"Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Southern Company Services, Inc. - Trans - BA","coal extraction and processing - Illinois Basin, BIT, Underground",0.05888888239765105,0.21611354129519797,0.04988943827655605,0.03939505873046938,0.8454114652237534,0.8266854859071902,0.03430837775816298,0.5334645795184423,0.010464952817549462,0.5136192738212091,0.12240510660579004,10.193548070536105,1.2420416344316474,0.010394508667452389,0.037385326198957666,0.12288252108610119,0.06818614324497173,0.06001747539574613,0.08649951076438198,0.8708562314799873,0.10917944737590186,0.276049888200661,0.9808,0.0,0.0,0.0018425463628107689,0.0001393420065594807,1.3950011138490005e-08,0.04566159174251045,0.9875,1.0054,0.9865,mca
Electricity; at grid; consumption mix - Southwest Power Pool - BA,Electricity; at grid; consumption mix - Western Area Power Administration - Rocky Mountain Region - BA,"steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Gulf,"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - Public Service Company of Colorado - BA,"coal extraction and processing - Northern Appalachia, WC, Underground",0.04459961745222443,0.21339880405556383,0.057151090978434495,0.042099942407880064,0.9299649560207224,0.9010815635138634,0.016408068129967777,0.5284183656031141,0.010025093528550105,0.4820568245202104,0.11551588702479815,10.319412543364,1.2807795057865343,0.009708951106534433,0.03626230364470585,0.048660898451821866,0.12235635656877962,0.08691782805567042,0.05867531578409875,1.0669219814316357,0.11703011893847105,0.28693576102572615,1.0601,0.0,0.0,0.0019733713146929234,0.00012891013983202553,2.1702346205414945e-08,0.03852522871288447,1.0676,1.0886,1.0667,mca
Electricity; at grid; consumption mix - Southwest Power Pool - BA,Electricity; at grid; consumption mix - Western Area Power Administration - Rocky Mountain Region - BA,"steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Gulf,"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - Public Service Company of Colorado - BA,"coal extraction and processing - Northern Appalachia, WC, Underground",0.03976621350453395,0.19489579210926383,0.057399308694987605,0.042441119817012235,0.9470397048040071,0.8599893058718512,0.02475701364579679,0.5862254227092131,0.010253969150477238,0.4872363695368171,0.12104840768564923,10.159187513479857,1.3272664536436314,0.009837810364649101,0.030355794761317195,0.2535831891679237,0.10256443284261316,0.07638344467592707,0.09471630278990058,1.274377980576721,0.13357161843962326,0.28417437621081176,1.2113,0.0,0.0,0.0021051533425755424,0.000136753664459927,2.2639229882719083e-08,0.041217970394781936,1.2202,1.2459,1.2194,mca
Electricity; at grid; consumption mix - Southwest Power Pool - BA,Electricity; at grid; consumption mix - Western Area Power Administration - Rocky Mountain Region - BA,"steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Gulf,"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - Public Service Company of Colorado - BA,"coal extraction and processing - Northern Appalachia, WC, Underground",0.04686690918787781,0.17456243220735596,0.05429194631637143,0.04337473620847935,0.8117950131925988,0.8804717894226423,0.04395482254180359,0.5494509744588603,0.009704605481457785,0.5001727550693614,0.12459355076717657,10.164938873262766,1.2411120799908,0.010319284736027307,0.02787519222722301,0.15374161168574124,0.1314953709274262,0.08945869446042273,0.05413386905211964,0.991369703575933,0.15890386972317064,0.25868891534306493,1.0791,0.0,0.0,0.0019686819719734222,0.00012951230565537439,2.1697595930555577e-08,0.038419325083683155,1.0871,1.1103,1.0863,mca
Electricity; at grid; consumption mix - Southwest Power Pool - BA,Electricity; at grid; consumption mix - Western Area Power Administration - Rocky Mountain Region - BA,"steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Gulf,"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - Public Service Company of Colorado - BA,"coal extraction and processing - Northern Appalachia, WC, Underground",0.06644019987042792,0.19843654501443564,0.059321635342643106,0.042143428654045,0.9378258283489782,0.7989873968678756,0.020028655986844838,0.49233086105883106,0.010205862033760001,0.5041570853908918,0.1243225013848604,9.898583434492148,1.2470738541944506,0.010386209224114505,0.042686567121295614,0.13179789725796187,0.053488863925159315,0.07010262494436742,0.11242638300049582,1.372272274611543,0.14395163672045044,0.24334015882074644,1.3291,0.0,0.0,0.002051816430209218,0.00013811514842530998,2.2223570361235262e-08,0.040445448002490475,1.3399,1.3718,1.3392,mca
Electricity; at grid; consumption mix - Southwest Power Pool - BA,Electricity; at grid; consumption mix - Western Area Power Administration - Rocky Mountain Region - BA,"steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Gulf,"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - Public Service Company of Colorado - BA,"coal extraction and processing - Northern Appalachia, WC, Underground",0.04464065365098722,0.1697679655281567,0.05157013316758952,0.03793841274890978,0.9395720196063186,0.8793135217640107,0.032350493285902275,0.446315196454259,0.009854231197987392,0.5169428298318988,0.11832238760501967,10.144924526357245,1.2935150536391797,0.010396336705701063,0.046840128843924515,0.15857542270909317,0.11863186939853218,0.1090639641267113,0.07174015394151023,1.129241123699622,0.11744923336706097,0.2617287420630307,1.0157,0.0,0.0,0.0017738186198143996,0.0001208595181229634,1.9915527900106446e-08,0.03501253324193987,1.0235,1.0459,1.0228,mca
Electricity; at grid; consumption mix - Southwest Power Pool - BA,Electricity; at grid; consumption mix - Western Area Power Administration - Rocky Mountain Region - BA,"steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Gulf,"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - Public Service Company of Colorado - BA,"coal extraction and processing - Northern Appalachia, WC, Underground",0.04071762636225103,0.19186101804526584,0.050801886625717545,0.04202688309096755,0.8360012857728909,0.8097608300828532,0.04572218477686168,0.47746948408525,0.01022485774165476,0.5263997354990796,0.11534256490977253,9.729276418492452,1.287837575369391,0.010196759958748443,0.02863224666184795,0.13717084072912725,0.09961320304152418,0.10097190539775412,0.08167300254554391,1.3681525563796844,0.11693145633577079,0.3151282394578714,1.2637,0.0,0.0,0.001939684504298861,0.00013132285728548223,2.1283924481615403e-08,0.0380821406692108,1.2738,1.3039,1.2733,mca
Electricity; at grid; consumption mix - Southwest Power Pool - BA,Electricity; at grid; consumption mix - Western Area Power Administration - Rocky Mountain Region - BA,"steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Gulf,"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - Public Service Company of Colorado - BA,"coal extraction and processing - Northern Appalachia, WC, Underground",0.07604278872953342,0.20259512263310728,0.05411127944585319,0.03776154192439674,0.8339216119887674,0.8852602710557689,0.04886892861944914,0.5195201841551838,0.0103055500880252,0.4992993112257019,0.12242214300770181,9.41821365907641,1.3370801209740522,0.009543685587959273,0.020927836839113496,0.18496308822873106,0.08153446850008547,0.04567879741977057,0.06278325221934256,1.1070556755422365,0.13727251915082278,0.32518756856239056,1.1115,0.0,0.0,0.001993216333084468,0.00013157917568860876,2.204340670815455e-08,0.038859711979051706,1.1196,1.1428,1.1188,mca
Electricity; at grid; consumption mix - Southwest Power Pool - BA,Electricity; at grid; consumption mix - Western Area Power Administration - Rocky Mountain Region - BA,"steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Gulf,"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - Public Service Company of Colorado - BA,"coal extraction and processing - Northern Appalachia, WC, Underground",0.06475982859439564,0.19277339979668479,0.0453899397985338,0.040214365403377694,0.9070917128431737,0.8099616142898959,0.03715305388545772,0.5861958262396325,0.009991421937077652,0.5284009069816178,0.11749515031378148,10.22907865394983,1.3337030901148177,0.010206142930525961,0.03156512849293941,0.17138096879245104,0.10699337835638788,0.06891408822594369,0.07565318162772892,1.2611688762180508,0.12630751102857016,0.43529132668602344,1.37,0.0,0.0,0.0021924589067563245,0.00014404372331630987,2.3402328869186345e-08,0.043006851174267335,1.3808,1.4125,1.3801,mca
Electricity; at grid; consumption mix - Southwest Power Pool - BA,Electricity; at grid; consumption mix - Western Area Power Administration - Rocky Mountain Region - BA,"steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Gulf,"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - Public Service Company of Colorado - BA,"coal extraction and processing - Northern Appalachia, WC, Underground",0.07252457983646317,0.19790127993765486,0.057402404001444,0.03500986227991561,0.9227014806516383,0.7983452420883584,0.047061592385811854,0.4900842104788253,0.00965323155122244,0.5143352496341893,0.12021634202552195,10.1520217212767,1.3422763322741937,0.010045110431674113,0.043757706515769726,0.08753863268943139,0.07288510005106612,0.09305948888167388,0.07658441208870459,1.1569047572625208,0.12896774749499473,0.34130591467755955,1.3052,0.0,0.0,0.00203753088458137,0.0001379309083207342,2.2099985644356543e-08,0.04016563603649377,1.3162,1.3487,1.3156,mca
Electricity; at grid; consumption mix - Southwest Power Pool - BA,Electricity; at grid; consumption mix - Western Area Power Administration - Rocky Mountain Region - BA,"steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Gulf,"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - Public Service Company of Colorado - BA,"coal extraction and processing - Northern Appalachia, WC, Underground",0.07014355611493081,0.20604148886596624,0.04768127005032276,0.04241035514298242,0.8445838122261986,0.8995867873004777,0.019234424866150908,0.5172785770451442,0.010336707216250445,0.527076686422139,0.11949472511243603,9.700456865774505,1.2972846743909456,0.010062091171606544,0.022302297619432334,0.13569686389396504,0.05793518346370118,0.04515963606738476,0.10189743815380105,0.8730997953284478,0.13402605208445867,0.2757878272207011,1.0381,0.0,0.0,0.0019804186680337328,0.00012998704149902357,2.196232810379943e-08,0.03857123881754222,1.0456,1.067,1.0447,mca
"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - Bonneville Power Administration - BA,"ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Arkla,Electricity; at grid; consumption mix - Idaho Power Company - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - ISO-NE - BA,"coal extraction and processing - Central Interior, BIT, Surface",0.05979112474866528,0.1939243774035892,0.057269106138045436,0.033738179751292965,0.7708888868276922,0.8558096342993963,0.018179807691537465,0.5954051799884932,0.010354996410224611,0.4921371849024008,0.11417677088085461,9.4968926248181,1.3172489500567217,0.010016617718483013,0.03101472137056026,0.16602930309737624,0.06887097676521121,0.0449381066596026,0.06066703458901901,1.1949465713561513,0.09016857746902956,0.5339444401027067,0.5408,0.0,0.0,0.001041877638147217,9.561399085019235e-05,1.2901631702743734e-08,0.024740635889329975,0.5441,0.5528,0.5435,mca
"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - Bonneville Power Administration - BA,"ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Arkla,Electricity; at grid; consumption mix - Idaho Power Company - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - ISO-NE - BA,"coal extraction and processing - Central Interior, BIT, Surface",0.06257331164116701,0.18927985768977515,0.049782348634663756,0.03631063361450823,0.8788633695447083,0.826929945393867,0.04491492293695206,0.4960084627088567,0.01010156748911401,0.5262784861165778,0.12064038666294792,9.772441700857897,1.3349698921446045,0.010429863373377368,0.03064453907439931,0.13348906140193628,0.11465852854350882,0.06839317860753738,0.07963235331974969,1.1079029698055407,0.13037582118568528,0.2745479268047154,0.5611,0.0,0.0,0.0010734894386635052,9.827908472010674e-05,1.2736543207237829e-08,0.026062722246065723,0.5646,0.5741,0.564,mca
"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - Bonneville Power Administration - BA,"ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Arkla,Electricity; at grid; consumption mix - Idaho Power Company - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - ISO-NE - BA,"coal extraction and processing - Central Interior, BIT, Surface",0.04254597583108811,0.18680793291240386,0.04707677307538854,0.04212132296214456,0.883961158791547,0.860576945984874,0.017363721034379994,0.5495369265485865,0.01031496654852916,0.5242920808847361,0.12545216849543478,10.27674631955381,1.3313732031053513,0.010288991709315244,0.03306491109973789,0.17428180828100684,0.06530144330640211,0.07995955899988498,0.09249070764140119,0.8515645655875024,0.11697943359999674,0.3361741511595254,0.5323,0.0,0.0,0.0010408833971153888,9.468671300178527e-05,1.2643476427536266e-08,0.024883198586066548,0.5356,0.5445,0.535,mca
"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - Bonneville Power Administration - BA,"ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - Arkla,Electricity; at grid; consumption mix - Idaho Power Company - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - ISO-NE - BA,"coal extraction and processing - Central Interior, BIT, Surface",0.03472884679564958,0.22916101289427454,0.05778250785342018,0.043559240981488195,0.7876430210736801,0.8524059170729582,0.03674382338364826,0.5907972846830455,0.009708093085330292,0.5031888857677072,0.12029280925956091,10.191103042087157,1.2538152077890523,0.009639566321811175,0.027995649485299163,0.041659763792792036,0.1065988441252193,0.03161255704217022,0.07501503271255307,1.1626971834854598,0.11718486828034427,0.4291357877106193,0.5733,0.0,0.0,0.0011255354453258578,9.863294249985682e-05,1.3337717463339217e-08,0.026468022559497352,0.5767,0.5859,0.5761,mca
