elec_steel_fab,elec_steel_rolling,steel_bloom,elec_EAF,iron_forEAF,elec_DRI,natgas_DRI,elec_BOF,iron_forBOF,elec,coal,"fabrication, heavy sections.wf","fabrication, heavy sections.elec","fabrication, heavy sections.trans_co2","rolling, bloom.elec","rolling, bloom.heat","steelmaking, electric arc furnace.scrap_pct","steelmaking, electric arc furnace.wf","steelmaking, electric arc furnace.kWh_EAF","steelmaking, electric arc furnace.trans_co2","ironmaking, direct reduction, MIDREX.co2_kg","ironmaking, direct reduction, MIDREX.elec","ironmaking, direct reduction, MIDREX.ng_mj","ironmaking, direct reduction, MIDREX.ore_kg","ironmaking, direct reduction, MIDREX.trans_co2","steelmaking, basic oxygen converter.elec","steelmaking, basic oxygen converter.scrap_pct","steelmaking, basic oxygen converter.wf","steelmaking, basic oxygen converter.co2_kg","ironmaking, blast furnace.elec","ironmaking, blast furnace.co2_kg",coking.co2_kg,sintering.co2_kg,gwp,gwp_be,gep_bu,ap,ep,odp,pocp,gwp_AR5,gwp_EF2,gwp_CML,sim_type
Electricity; at grid; consumption mix - Tampa Electric Company - BA,"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - Portland General Electric Company - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - South Carolina Electric & Gas Company - BA,natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Import, BIT, Underground",0.04272653333022118,0.2048761322598299,0.046818074308352206,0.03593105149688561,0.8570821031714742,0.8482071715721151,0.02450419294806094,0.5493884814869158,0.009765118251553356,0.4881296981785568,0.11747069456856746,10.253472124167125,1.2624349168982567,0.009755958810814393,0.02912736889380183,0.12609370314276103,0.1168004666839567,0.10662208295771793,0.09764855812976878,0.9942180282088758,0.138271026180393,0.3133280558689435,0.8273,0.0,0.0,0.001185342365666046,0.00010582261674848843,1.1004874491258656e-08,0.030554004366211123,0.8343,0.8552,0.8339,mca
Electricity; at grid; consumption mix - Tampa Electric Company - BA,"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - Portland General Electric Company - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - South Carolina Electric & Gas Company - BA,natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Import, BIT, Underground",0.07693589525616638,0.16586697697618497,0.04222566503563839,0.04083690579213039,0.9056328843868056,0.8762738832966637,0.020419751295182996,0.4333072553610401,0.009871137113698148,0.505609164594,0.11726056384736576,10.249445115040777,1.3382190178300672,0.009979704426280862,0.03507914317248728,0.04785179938110271,0.08431529995355921,0.062382044561177255,0.06353773202564626,1.1966048571830905,0.10314123712350336,0.440264094811432,0.7737,0.0,0.0,0.0010629453024198897,9.862953566682259e-05,1.074727193564278e-08,0.02738772361029263,0.7799,0.7982,0.7795,mca
Electricity; at grid; consumption mix - Tampa Electric Company - BA,"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - Portland General Electric Company - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - South Carolina Electric & Gas Company - BA,natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Import, BIT, Underground",0.07167432340920782,0.19204041670745092,0.053394739056448245,0.04324410070186553,0.8240034508002163,0.8404741968939498,0.04527771253367307,0.6378404209490425,0.009831717795173549,0.4857432363668012,0.12526659187542816,9.733051819518156,1.2925435396648461,0.010490101316332497,0.04046959898574112,0.127340693259879,0.11840378195186346,0.09072360207638411,0.061856841136158636,0.9969194231955395,0.11405674234848093,0.35030667558267214,0.8928,0.0,0.0,0.0012591269292571115,0.00011216964491487232,1.144106755014272e-08,0.03281626092708815,0.9004,0.923,0.9,mca
"Electricity; at grid; consumption mix - Duke Energy Florida, Inc. - BA",Electricity; at grid; consumption mix - Public Service Company of New Mexico - BA,"steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"coal extraction and processing - Southern Appalachia, BIT, Surface",0.07626608927198159,0.19455385297918606,0.045574125824478826,0.040871878917304885,0.8038015313785807,0.8709515289230517,0.02410272625125908,0.4736723934103334,0.00970219386217249,0.5170810385728327,0.12367358746749602,9.862054466434687,1.3398879896368565,0.010397734774968805,0.02372915719770536,0.2443604100926127,0.052356519837890726,0.04141949755655731,0.05482841572739172,0.9452683016876947,0.11545597623433917,0.4404018564013344,0.9886,0.0,0.0,0.0018153180653882736,0.00013495684038698574,1.490266963940803e-08,0.04283222104942896,0.9941,1.0079,0.9929,mca
"Electricity; at grid; consumption mix - Duke Energy Florida, Inc. - BA",Electricity; at grid; consumption mix - Public Service Company of New Mexico - BA,"steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"coal extraction and processing - Southern Appalachia, BIT, Surface",0.056210470241082444,0.20279518280145353,0.05439604469311739,0.033533148201264136,0.8349032918816252,0.8459235055326362,0.038233355252670714,0.3691994884129677,0.010146938069995809,0.4946813537219518,0.12230076229303066,10.197835445622033,1.3328932754772371,0.009935459717777161,0.031346775251527,0.06269055259207126,0.08766947215303404,0.08239232462852722,0.10349069257112413,0.9972414246442521,0.10474296941850071,0.3073498076405668,0.9535,0.0,0.0,0.0016356124138031283,0.00012607516822205623,1.3949903510636227e-08,0.038709050861612235,0.9585,0.9714,0.9575,mca
"Electricity; at grid; consumption mix - Duke Energy Florida, Inc. - BA",Electricity; at grid; consumption mix - Public Service Company of New Mexico - BA,"steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"coal extraction and processing - Southern Appalachia, BIT, Surface",0.05054425374424935,0.18769150189499934,0.04614721219591376,0.041999746868187145,0.9739025021273962,0.848790030232074,0.046661658734619554,0.41622277953941983,0.01009618733435362,0.5076146342645476,0.11596563449522213,9.55774714310018,1.298166307421229,0.010282058549156209,0.02650976970975326,0.2064712931719465,0.09670937966458347,0.07527647618186468,0.08116434505579362,1.0842911576953365,0.13779717431826402,0.45086121140824387,1.0177,0.0,0.0,0.0017184786737974957,0.00013034931554005124,1.4284002462538007e-08,0.040807708119127546,1.023,1.0366,1.0219,mca
"Electricity; at grid; consumption mix - Duke Energy Florida, Inc. - BA",Electricity; at grid; consumption mix - Public Service Company of New Mexico - BA,"steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"coal extraction and processing - Southern Appalachia, BIT, Surface",0.07721895882958967,0.1618921818345796,0.044401718114881604,0.040525931628408125,0.9639401427845387,0.852866889585579,0.034003458549076104,0.5359431926385886,0.010323550697323233,0.5028909048361004,0.11652335140703271,9.839440366541872,1.364512823756484,0.009668479577406396,0.03980401282462205,0.0516155039832435,0.1240882857003586,0.10659079373914199,0.0712567678366342,1.1414565775035515,0.1329745743794439,0.33318782047578155,1.0713,0.0,0.0,0.0019370385707734496,0.00014221644903424893,1.5323514002287174e-08,0.04576273503687035,1.0772,1.0921,1.0759,mca
"Electricity; at grid; consumption mix - Duke Energy Florida, Inc. - BA",Electricity; at grid; consumption mix - Public Service Company of New Mexico - BA,"steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"coal extraction and processing - Southern Appalachia, BIT, Surface",0.05232470444763603,0.2049706851927384,0.059392877425301575,0.042453725064592364,1.0100689622475993,0.8098453481659922,0.020559381564301316,0.5734414407823559,0.009650597454600323,0.5283455528195484,0.11761803734444864,9.612152432730092,1.3096050729250117,0.01021789337488425,0.03092571862350066,0.17924979075176223,0.12889614364080526,0.07001498715222777,0.06970113976879823,1.0037105964269835,0.138983713354872,0.30760839874513646,1.1714,0.0,0.0,0.002078148139454103,0.00015072315278370622,1.586022308723744e-08,0.0490893299519635,1.1777,1.1938,1.1764,mca
"Electricity; at grid; consumption mix - Duke Energy Florida, Inc. - BA",Electricity; at grid; consumption mix - Public Service Company of New Mexico - BA,"steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"coal extraction and processing - Southern Appalachia, BIT, Surface",0.0466814513526359,0.2175209931083146,0.040231044738564946,0.041517538689352665,0.9728065740822949,0.8338915652838534,0.04809366977918445,0.5207130494044098,0.010256998077745116,0.5093290257224609,0.12155355299882607,9.662709202637197,1.2509662371127235,0.009874677250873638,0.02598516370312394,0.024735006488616474,0.1300950367777114,0.10183861266148925,0.062083446600330494,0.9978817348078105,0.12317876625292437,0.3528581587303,1.0904,0.0,0.0,0.001958487365815332,0.0001435241585289972,1.5313742454976135e-08,0.04633410995675724,1.0964,1.1116,1.0952,mca
"Electricity; at grid; consumption mix - Duke Energy Florida, Inc. - BA",Electricity; at grid; consumption mix - Public Service Company of New Mexico - BA,"steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"coal extraction and processing - Southern Appalachia, BIT, Surface",0.06914583560254021,0.17807557161364262,0.0549753560609364,0.04022444361292944,0.8263759561594752,0.7973890457392433,0.015899684914574528,0.6090747337993018,0.009984424631583388,0.49908971227884474,0.12060521459833677,9.701148206762886,1.3630680639557258,0.010132664008148018,0.04539665412721755,0.07839188080815596,0.06328691441998316,0.03496617654251119,0.10133453843807792,1.2218025130325691,0.123899959104076,0.29460266960027076,1.238,0.0,0.0,0.002131967349135549,0.00015402589656677358,1.6242011249081732e-08,0.05001065154491477,1.2444,1.2605,1.243,mca
"Electricity; at grid; consumption mix - Duke Energy Florida, Inc. - BA",Electricity; at grid; consumption mix - Public Service Company of New Mexico - BA,"steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"coal extraction and processing - Southern Appalachia, BIT, Surface",0.055676108143279154,0.17603238322997847,0.051118878396198976,0.036646881960605865,0.93393535162892,0.8661285491396333,0.04723597486783128,0.4363472841407542,0.009622776810401237,0.5186626585010629,0.1241239458606543,10.038789242227079,1.2926310361836835,0.01012162582159239,0.029828678608547293,0.037817379415034984,0.08215021970972194,0.07285691361489126,0.038443377923310915,1.3985060145213533,0.12245022116471124,0.33478800655250335,1.0109,0.0,0.0,0.001709564873584677,0.0001290499648601533,1.4207798688735457e-08,0.04047869507052252,1.0162,1.0295,1.0151,mca
"Electricity; at grid; consumption mix - Duke Energy Florida, Inc. - BA",Electricity; at grid; consumption mix - Public Service Company of New Mexico - BA,"steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"coal extraction and processing - Southern Appalachia, BIT, Surface",0.054131125139514936,0.22332748168694655,0.04537303392569757,0.040629623536313,0.8164439827335955,0.885254776755706,0.014149616997453651,0.4913453907973929,0.009563742679214912,0.5226328779213386,0.11835134604605589,10.156156271994657,1.2712972834791545,0.01015130859656522,0.027138390919512215,0.13480812688702035,0.055307932914472516,0.057522800192714,0.10237422967595701,1.3135600917159194,0.11969942773255669,0.4067736459477669,1.0197,0.0,0.0,0.0018427688748725247,0.00013539292013409058,1.4843138085607322e-08,0.04359879581938223,1.0252,1.0392,1.0241,mca
"Electricity; at grid; consumption mix - Duke Energy Florida, Inc. - BA",Electricity; at grid; consumption mix - Public Service Company of New Mexico - BA,"steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"coal extraction and processing - Southern Appalachia, BIT, Surface",0.06248856414498233,0.1598607870830501,0.052709640985105735,0.043493291780604515,0.9831516519035266,0.9087049988454395,0.029101047033347087,0.5372615446312335,0.009612396328920693,0.4954187261456178,0.11408550322613098,9.832721290722498,1.3120612796769646,0.009838052884767867,0.023831735951033804,0.19810332558927957,0.0532449687135858,0.04265517262160908,0.07317013949055362,0.9160618156995186,0.13771890561307526,0.4326194112941082,0.9469,0.0,0.0,0.0018538742845707582,0.00013522701008310294,1.480334580757883e-08,0.04398733219716978,0.9526,0.9667,0.9514,mca
Electricity; at grid; consumption mix - Western Area Power Administration - Rocky Mountain Region - BA,Electricity; at grid; consumption mix - California Independent System Operator - BA,"steelmaking, electric arc furnace",Electricity; at grid; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - Southwest Power Pool - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Turlock Irrigation District - BA,"coal extraction and processing - Rocky Mountain, BIT, Underground",0.07897201301758627,0.19442783656398893,0.059569809101326206,0.04134560361345374,0.9365196699758973,0.8697062999853653,0.036096801907975345,0.5932583298090595,0.009750852307918943,0.5233622910380261,0.12026716036931777,9.699592259824348,1.267120973989048,0.010197209734102512,0.022035375267703678,0.16375270945137352,0.060919239666097184,0.1035914618484533,0.04635055219016539,0.9118100371632157,0.14906904856003333,0.24778164073119918,1.3228,0.0,0.0,0.0017009979059931356,0.00012388349549513627,1.9902339670946197e-08,0.03503586245541288,1.3278,1.344,1.3274,mca
Electricity; at grid; consumption mix - Western Area Power Administration - Rocky Mountain Region - BA,Electricity; at grid; consumption mix - California Independent System Operator - BA,"steelmaking, electric arc furnace",Electricity; at grid; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - Southwest Power Pool - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Turlock Irrigation District - BA,"coal extraction and processing - Rocky Mountain, BIT, Underground",0.0632354865416771,0.2032582431090197,0.05823240290782811,0.042181902124101875,0.7234427027041509,0.7789757610637106,0.016224598868828932,0.46945346554369655,0.010411052801064276,0.5295082325621724,0.12439863109729664,9.694164008986476,1.289733748931295,0.009727110548552468,0.03583051330353792,0.11136659366082445,0.0797844826858243,0.09306687035861516,0.06702267076069958,1.2389283454265554,0.10726891158981611,0.2796077927516856,1.4054,0.0,0.0,0.0015689463976043397,0.00012014887010866935,1.8820717089510418e-08,0.03277456023033583,1.4105,1.4268,1.4101,mca
Electricity; at grid; consumption mix - Western Area Power Administration - Rocky Mountain Region - BA,Electricity; at grid; consumption mix - California Independent System Operator - BA,"steelmaking, electric arc furnace",Electricity; at grid; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - Southwest Power Pool - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Turlock Irrigation District - BA,"coal extraction and processing - Rocky Mountain, BIT, Underground",0.053107601844410816,0.19973618029580664,0.04555156105684348,0.03300761474396274,0.8956340140566171,0.8920681146366888,0.04415365085717548,0.5933654243214893,0.010420702245562153,0.49130152021945234,0.12592499572643548,9.41450778729023,1.2574959553198628,0.009509593736156759,0.04532029790355097,0.20333114676537734,0.05195848879755993,0.02592149643011298,0.0934781436009733,1.25481046595373,0.13154792410969987,0.3612195508544259,1.3051,0.0,0.0,0.001650758456601791,0.00011915569184562741,1.9524903339421557e-08,0.03367109468145914,1.3098,1.325,1.3094,mca
Electricity; at grid; consumption mix - Western Area Power Administration - Rocky Mountain Region - BA,Electricity; at grid; consumption mix - California Independent System Operator - BA,"steelmaking, electric arc furnace",Electricity; at grid; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - Southwest Power Pool - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Turlock Irrigation District - BA,"coal extraction and processing - Rocky Mountain, BIT, Underground",0.04772916269396067,0.19588002152291867,0.057776332072226017,0.03343787891072985,0.8225038330734613,0.858779649589759,0.02918602700037866,0.5066799772800326,0.010348181839647202,0.5078251012330891,0.12445570280434488,9.724104937554927,1.2472907844003875,0.009671368037183187,0.032448963701252304,0.15008978130574832,0.10999574639608581,0.06847384112240874,0.06414315179067638,1.1765454185982043,0.09106606211680054,0.41436286851578863,1.2777,0.0,0.0,0.0015286885262294318,0.00011423801221886072,1.846308869066794e-08,0.03152113807060271,1.2823,1.2971,1.2819,mca
Electricity; at grid; consumption mix - Western Area Power Administration - Rocky Mountain Region - BA,Electricity; at grid; consumption mix - California Independent System Operator - BA,"steelmaking, electric arc furnace",Electricity; at grid; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - Southwest Power Pool - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Turlock Irrigation District - BA,"coal extraction and processing - Rocky Mountain, BIT, Underground",0.0686967124737222,0.17930742034873529,0.05356603520926613,0.040958023365026255,0.8320023327061193,0.907813154758561,0.03958757110670944,0.40110686162533177,0.010376989434347497,0.4877908023054344,0.11495074154104365,10.349406961522016,1.2750718342556784,0.010088170620376511,0.02672423323082158,0.17368264422761293,0.11372256277770035,0.09007473636303209,0.0831059372520899,1.4097832297352817,0.13096545065992607,0.45710697756791924,1.1072,0.0,0.0,0.001344723975193083,0.00010408306597303084,1.6975240246813835e-08,0.028072266926593505,1.1112,1.1239,1.1108,mca
Electricity; at grid; consumption mix - Western Area Power Administration - Rocky Mountain Region - BA,Electricity; at grid; consumption mix - California Independent System Operator - BA,"steelmaking, electric arc furnace",Electricity; at grid; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - Southwest Power Pool - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Turlock Irrigation District - BA,"coal extraction and processing - Rocky Mountain, BIT, Underground",0.050316715425483015,0.1925987430472597,0.05501873749422124,0.040014780354903384,0.8143239890537757,0.8240617795717221,0.04416796112690814,0.6327926141439468,0.010013296456660364,0.4890073282728814,0.12288083963793307,10.366022071381261,1.2805598564597391,0.009699207012600566,0.041222235155044064,0.19686947081546363,0.05561073459197361,0.07099076268413176,0.05199153867556139,1.382705692559535,0.15003489254038457,0.282179307016725,1.4931,0.0,0.0,0.001743720450776347,0.0001266228426589235,2.01760490388193e-08,0.035721391487473136,1.4984,1.5154,1.498,mca
Electricity; at grid; consumption mix - Western Area Power Administration - Rocky Mountain Region - BA,Electricity; at grid; consumption mix - California Independent System Operator - BA,"steelmaking, electric arc furnace",Electricity; at grid; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - Southwest Power Pool - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Turlock Irrigation District - BA,"coal extraction and processing - Rocky Mountain, BIT, Underground",0.04831609015231288,0.1847516731115229,0.0464033230613338,0.04186038241705983,0.7421182379742515,0.8501223941785934,0.0171765327906859,0.41043778469201464,0.010319477451282836,0.49959851777021713,0.11628262822826206,9.451277561398376,1.3521906447983607,0.009949419014051933,0.027106797208736325,0.18456708211100953,0.13076214126508467,0.05472563013740641,0.07867335644427519,1.1259381309299354,0.11171202741991919,0.23561865870990834,1.1386,0.0,0.0,0.0013835482316836576,0.0001074410772213732,1.722273405883841e-08,0.028908007395686018,1.143,1.1567,1.1426,mca
Electricity; at grid; consumption mix - Western Area Power Administration - Rocky Mountain Region - BA,Electricity; at grid; consumption mix - California Independent System Operator - BA,"steelmaking, electric arc furnace",Electricity; at grid; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - Southwest Power Pool - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Turlock Irrigation District - BA,"coal extraction and processing - Rocky Mountain, BIT, Underground",0.06725221915428914,0.2090423123672341,0.05671002967760162,0.03492818258602582,0.8864073866854909,0.8545933384792817,0.04168024645240795,0.4862850717005847,0.009611832586841841,0.5125368320242317,0.11646246388657766,10.080465586038361,1.2558737616453004,0.009719262985462412,0.03901087586030363,0.095740954017788,0.056363066195535695,0.07807637126519221,0.08536803910566522,1.4364484831393884,0.10675637229227374,0.39327281512475376,1.3474,0.0,0.0,0.0015595372564282464,0.00011692223162761581,1.8788376563188686e-08,0.0323775022608349,1.3522,1.3674,1.3518,mca
Electricity; at grid; consumption mix - Western Area Power Administration - Rocky Mountain Region - BA,Electricity; at grid; consumption mix - California Independent System Operator - BA,"steelmaking, electric arc furnace",Electricity; at grid; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - Southwest Power Pool - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Turlock Irrigation District - BA,"coal extraction and processing - Rocky Mountain, BIT, Underground",0.07874311132106522,0.22317693556510643,0.05642120426965137,0.03858456484749997,0.8825036602573179,0.90021761100234,0.026885455477982226,0.530546520010452,0.010091581102185023,0.4832017171805031,0.12322204182440787,10.23456539324884,1.3325475223048704,0.010024995549530734,0.04080889268452691,0.2511234924648348,0.13051657536742067,0.10197908134259571,0.11144687824984048,1.0752503268709486,0.11128559344835592,0.28495868904998883,1.2514,0.0,0.0,0.001617709289913114,0.000118055572141962,1.947791457597566e-08,0.033246014434174485,1.2561,1.2708,1.2556,mca
Electricity; at grid; consumption mix - Western Area Power Administration - Rocky Mountain Region - BA,Electricity; at grid; consumption mix - California Independent System Operator - BA,"steelmaking, electric arc furnace",Electricity; at grid; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - Southwest Power Pool - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Turlock Irrigation District - BA,"coal extraction and processing - Rocky Mountain, BIT, Underground",0.07503251943772217,0.20089282588375537,0.04765417973152049,0.03346606733645057,0.9400073624808974,0.7987264122430032,0.04056759000781669,0.5940839801439325,0.009523059984152718,0.4821598474870447,0.12137221179669763,9.534738482055177,1.3591966946926524,0.010071631088337007,0.04207026492444493,0.20455883117763174,0.07813578252868048,0.04431318004437519,0.10450008680220559,1.144551923386144,0.11809221078446336,0.35345454347006616,1.515,0.0,0.0,0.00178431527691981,0.00013087472772493238,2.0525890099317646e-08,0.036856430766368735,1.5206,1.5386,1.5202,mca
"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - PacifiCorp West - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Permian,Electricity; at grid; consumption mix - California Independent System Operator - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Ohio Valley Electric Corporation - BA,"coal extraction and processing - Powder River Basin, SUB, Surface",0.061340401127259095,0.209198385664711,0.05606817787448655,0.04216601305215531,0.7931732886775361,0.8789500600126972,0.03349073860261554,0.63808895606621,0.00987944785357169,0.5157754872534698,0.12362483007853071,10.327484931517034,1.2971485367995195,0.009897968681528079,0.02140792914163968,0.1674396254114901,0.052747187641383954,0.09464289543080545,0.05483599169810202,1.0567825157257627,0.1305913630487153,0.2732533909640587,0.7472,0.0,0.0,0.0010780523051481718,9.894102024919772e-05,1.3209015504425947e-08,0.025418855552904518,0.7512,0.7617,0.7504,mca
