elec_steel_fab,elec_rolling_hss,steel_sheet,elec_steel_rolling,steel_slab_toHSS,elec_EAF,iron_forEAF,elec_DRI,natgas_DRI,elec_BOF,iron_forBOF,elec,coal,"fabrication, hollow section.wf","fabrication, hollow section.elec","fabrication, hollow section.trans_co2","rolling, hollow sections.elec","rolling, hollow sections.heat","rolling, hollow sections.trans_co2","rolling, slab.elec","rolling, slab.heat","steelmaking, electric arc furnace.scrap_pct","steelmaking, electric arc furnace.wf","steelmaking, electric arc furnace.kWh_EAF","steelmaking, electric arc furnace.trans_co2","ironmaking, direct reduction, MIDREX.co2_kg","ironmaking, direct reduction, MIDREX.elec","ironmaking, direct reduction, MIDREX.ng_mj","ironmaking, direct reduction, MIDREX.ore_kg","ironmaking, direct reduction, MIDREX.trans_co2","steelmaking, basic oxygen converter.elec","steelmaking, basic oxygen converter.scrap_pct","steelmaking, basic oxygen converter.wf","steelmaking, basic oxygen converter.co2_kg","ironmaking, blast furnace.elec","ironmaking, blast furnace.co2_kg",coking.co2_kg,sintering.co2_kg,gwp,gwp_be,gep_bu,ap,ep,odp,pocp,gwp_AR5,gwp_EF2,gwp_CML,sim_type
Electricity; at grid; consumption mix - Seattle City Light - BA,Electricity; at grid; consumption mix - Southwest Power Pool - BA,"rolling, slab",Electricity; at grid; consumption mix - Salt River Project Agricultural Improvement and Power District - BA,"steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - Southern Company Services, Inc. - Trans - BA","coal extraction and processing - Rocky Mountain, BIT, Processing",0.06177750600108575,0.20295124343686916,0.05298721975001343,0.18795790723446285,0.7738993773506954,0.010485154430605116,0.0343050409518184,0.7608646394304428,0.9862029294820651,0.026392182527925953,0.6467977145657764,0.009705469330398545,0.5006566166075854,0.11473328744914235,9.778594503775917,1.2484638020901404,0.01036214792532395,0.037116887975035526,0.12956158291380385,0.07226064644232202,0.06500565087286925,0.06721835446867351,1.0205610564196772,0.11289830412153645,0.44577554292227817,0.9799,0.0,0.0,0.002129285078607268,0.0001169613369793439,1.894677925259929e-08,0.04274408829470193,0.9852,0.9987,0.984,mca
"Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","Electricity; at grid; consumption mix - Gila River Power, LLC - BA","rolling, slab",Electricity; at grid; consumption mix - New York Independent System Operator - BA,"steelmaking, electric arc furnace",Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,"ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Avista Corporation - BA,"coal extraction and processing - West/Northwest, BIT, Surface",0.057823508643074464,0.17220082121838456,0.04357036638017731,0.14522183067531685,0.7809401152869146,0.009833425840724221,0.03925385175918775,0.830453324779775,0.9456828840161539,0.019213565591864115,0.45357178882492694,0.010141023356221222,0.5131355247790684,0.11793288770557128,10.343853840905973,1.2729094998915624,0.010356655101642631,0.029711815983792043,0.08752450520153711,0.09747840239611119,0.09579441093880012,0.08043047462276545,1.2696120867712475,0.13163139618704747,0.37679864224366116,0.7651,0.0,0.0,0.0015805109673135416,0.00010010615550259963,9.689967340732874e-09,0.03749017838899921,0.7706,0.7863,0.7701,mca
"Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","Electricity; at grid; consumption mix - Gila River Power, LLC - BA","rolling, slab",Electricity; at grid; consumption mix - New York Independent System Operator - BA,"steelmaking, electric arc furnace",Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,"ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Avista Corporation - BA,"coal extraction and processing - West/Northwest, BIT, Surface",0.054970848721687886,0.18920671944441492,0.047374752621703514,0.1869656327524195,0.7844822653017849,0.010088262534431153,0.03711325954785415,0.8639457256681451,0.9660818550506001,0.042254488749833445,0.607401452382976,0.009947851281949294,0.49912925937313785,0.11699682705221824,9.631849843265703,1.3203917042289517,0.010171009580733163,0.035974625042430236,0.24922341736947018,0.057038415187430615,0.04409244998923653,0.08164340677285092,1.3858648293089741,0.13911973018061824,0.3776784374639781,0.8681,0.0,0.0,0.0018221188318991264,0.00011144014025731289,1.097638544143789e-08,0.04254304233834711,0.8743,0.8923,0.8738,mca
"Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","Electricity; at grid; consumption mix - Gila River Power, LLC - BA","rolling, slab",Electricity; at grid; consumption mix - New York Independent System Operator - BA,"steelmaking, electric arc furnace",Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,"ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Avista Corporation - BA,"coal extraction and processing - West/Northwest, BIT, Surface",0.07706072732878151,0.16437569153117604,0.058068731841130865,0.18418560626457953,0.8186710907816679,0.009783814627103132,0.03599241206971769,0.7965683918544139,0.9520580240210765,0.026267953721214148,0.4115578965943547,0.009772183356335045,0.5278255984854903,0.12268588624629419,9.878533299647975,1.3637075532639527,0.009938062876779397,0.037556713305228626,0.16622853380393302,0.1070935438514971,0.06935162428776176,0.08090330693260539,0.9952086500774442,0.11707580210171756,0.34504282541561093,0.781,0.0,0.0,0.001596987112591565,0.00010234379514654001,9.448622906695504e-09,0.03892068605007731,0.7868,0.8034,0.7863,mca
"Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","Electricity; at grid; consumption mix - Gila River Power, LLC - BA","rolling, slab",Electricity; at grid; consumption mix - New York Independent System Operator - BA,"steelmaking, electric arc furnace",Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,"ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Avista Corporation - BA,"coal extraction and processing - West/Northwest, BIT, Surface",0.023251528411690432,0.20627853038471897,0.046699805581177006,0.28260760899286835,1.0038805999645235,0.009539608953437152,0.03906815342157475,0.8849880598600608,0.9623057063998803,0.0367123396209804,0.5875321022889926,0.009859935396969244,0.514431968464803,0.12198166907814349,10.064450624364682,1.3649230513214825,0.010328166352414356,0.02634374999822095,0.14632367078229946,0.0800497686146242,0.08117671673840095,0.06491017235367645,1.3307735798449947,0.11292553039087183,0.2941179914951495,0.922,0.0,0.0,0.0019785816265939877,0.00012240378277256886,1.0739060560242688e-08,0.04851313308577303,0.9292,0.9502,0.9287,mca
"Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","Electricity; at grid; consumption mix - Gila River Power, LLC - BA","rolling, slab",Electricity; at grid; consumption mix - New York Independent System Operator - BA,"steelmaking, electric arc furnace",Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,"ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Avista Corporation - BA,"coal extraction and processing - West/Northwest, BIT, Surface",0.05406467418281166,0.22430765315055268,0.04846818822268199,0.2080726978779897,0.8694582079257941,0.009939636277779109,0.034606350247305524,0.8054076036716152,0.9511753874411925,0.037067508012396465,0.4512181965216243,0.010408810488048632,0.5018951111007076,0.12124795438847968,9.660943666641032,1.358202579601427,0.009554152075073727,0.033906784631332676,0.23524702439937717,0.05081233541445033,0.08236671484922448,0.053841364737355804,1.3351757917659361,0.10772152182572921,0.2997019237714536,0.8343,0.0,0.0,0.001766022363944213,0.00011116390888614455,1.0047540403392295e-08,0.04302133775571314,0.8407,0.8588,0.8401,mca
"Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","Electricity; at grid; consumption mix - Gila River Power, LLC - BA","rolling, slab",Electricity; at grid; consumption mix - New York Independent System Operator - BA,"steelmaking, electric arc furnace",Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,"ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Avista Corporation - BA,"coal extraction and processing - West/Northwest, BIT, Surface",0.04564948630759584,0.1626839061792369,0.04425170804814259,0.25836830832266705,0.7411354159690411,0.010414097322942479,0.03549639748533032,0.8161790417634174,0.9559470282704079,0.015221693779303963,0.4016511234820434,0.009988709373983386,0.4862766162146245,0.12314166091907927,9.549241946733837,1.3561878921875452,0.010208158383280872,0.032176653528167204,0.21678783952533864,0.08317832417713306,0.04953269145672665,0.08866509626243185,0.8350676745030009,0.11597351581814362,0.2735505251688259,0.7765,0.0,0.0,0.0016527507805620591,0.00010624221779231903,9.143623382431244e-09,0.04154241670796549,0.7827,0.8008,0.7823,mca
"Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","Electricity; at grid; consumption mix - Gila River Power, LLC - BA","rolling, slab",Electricity; at grid; consumption mix - New York Independent System Operator - BA,"steelmaking, electric arc furnace",Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,"ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Avista Corporation - BA,"coal extraction and processing - West/Northwest, BIT, Surface",0.03363160213009917,0.1922655147114376,0.0430697969172978,0.1263107272851327,0.7077176469537343,0.009732717476497317,0.04001327155485744,1.0133184241258681,0.9526807379446139,0.011251751519483091,0.4438153993545778,0.009892693501094391,0.49149121068340224,0.12086689846266273,9.968914289764456,1.2710056526893083,0.010432262367098924,0.04682522870381791,0.2363092766562541,0.1419887127697495,0.06748271633658254,0.05294068047673474,1.092053397113285,0.09292175939473263,0.319388906727762,0.7478,0.0,0.0,0.0015474298810369896,9.747830166593696e-05,9.528660304275442e-09,0.03646834934184507,0.7532,0.7684,0.7527,mca
"Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","Electricity; at grid; consumption mix - Gila River Power, LLC - BA","rolling, slab",Electricity; at grid; consumption mix - New York Independent System Operator - BA,"steelmaking, electric arc furnace",Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,"ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Avista Corporation - BA,"coal extraction and processing - West/Northwest, BIT, Surface",0.0738647510105135,0.20883691790233402,0.04479844623447848,0.22230938206443956,0.4890300098025531,0.010171316604610646,0.0337634667529366,0.8232997683420119,0.9563775819459616,0.04718438185932535,0.4667932851145933,0.010332848598149815,0.49267457462093767,0.11566633351608929,9.551117446812702,1.2364333390755662,0.010316291774902264,0.034094889796790415,0.09722399827315868,0.13191351686390976,0.06408518077775105,0.07666748761123657,1.322469265673358,0.12444433533004041,0.4074120527307965,0.8177,0.0,0.0,0.0017506337767480406,0.00010973752529232961,1.0193186046621698e-08,0.04229613066374242,0.8239,0.8416,0.8234,mca
"Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","Electricity; at grid; consumption mix - Gila River Power, LLC - BA","rolling, slab",Electricity; at grid; consumption mix - New York Independent System Operator - BA,"steelmaking, electric arc furnace",Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,"ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Avista Corporation - BA,"coal extraction and processing - West/Northwest, BIT, Surface",0.036668535571404426,0.20428482354147356,0.04734176124730235,0.14085191001776484,0.9334606557320746,0.010024454815832955,0.042113341801632856,0.7355419680095722,0.9566499248144773,0.030355625700889587,0.5152949218858247,0.009957533062014405,0.526553314138686,0.11941673595692756,9.914801446191715,1.3003890512123726,0.009744543788889873,0.02620253040329558,0.0637384280186479,0.06727286177097154,0.08316159702149434,0.10460810315953446,1.1210043941193817,0.11645841293937614,0.24359640406540808,0.8028,0.0,0.0,0.0016651862180484148,0.00010319578227630042,1.0205032589083499e-08,0.03883468848914377,0.8085,0.8245,0.8079,mca
"Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","Electricity; at grid; consumption mix - Gila River Power, LLC - BA","rolling, slab",Electricity; at grid; consumption mix - New York Independent System Operator - BA,"steelmaking, electric arc furnace",Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,"ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Avista Corporation - BA,"coal extraction and processing - West/Northwest, BIT, Surface",0.051597777519623925,0.19809522136342872,0.05293064487807679,0.22668026576995293,0.8062863905074533,0.009506307876535667,0.03510449294442255,0.7601420937516005,0.9298655830368512,0.03576352653495135,0.6233247382165678,0.010337609603362408,0.5063299729431898,0.12171238602848079,9.99298923393313,1.2397318021769854,0.010365811634659687,0.03610983757935214,0.0801574430950553,0.10948176219320727,0.07143428557693389,0.05837395346086649,1.0935510541940365,0.11532619480477037,0.2353760146667194,0.9316,0.0,0.0,0.001956766778392884,0.00012071203388760634,1.1308248958126009e-08,0.046550375875580745,0.9383,0.9579,0.9378,mca
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","rolling, slab","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Permian,Electricity; at grid; consumption mix - Arizona Public Service Company - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - PacifiCorp East - BA,"coal extraction and processing - Central Appalachia, BIT, Surface",0.07374945720139968,0.2053065935570917,0.046672459519509796,0.21036421597841481,0.6333867169050422,0.009645132880605105,0.0412409242606494,0.9593501737194435,0.9495823169467089,0.037784263809729844,0.5235698150553216,0.009772185221537106,0.49674653298677635,0.11632040782090186,10.019580710630443,1.25405801239478,0.009921198574856111,0.04186389927300583,0.18644368603753983,0.05656519951694035,0.04670649422311661,0.05391658088663348,0.8589089996416167,0.14917186665953502,0.29739759779799235,1.0864,0.0,0.0,0.0022922941803695663,0.00013017443256198145,1.9395408054038102e-08,0.045847258156767164,1.0926,1.1088,1.0914,mca
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","rolling, slab","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Permian,Electricity; at grid; consumption mix - Arizona Public Service Company - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - PacifiCorp East - BA,"coal extraction and processing - Central Appalachia, BIT, Surface",0.037637420516714815,0.198665060737384,0.05917827421946966,0.2693865868403449,0.6811096044803766,0.009873684622627046,0.03282097053980921,0.7384165924668343,0.9381903717179197,0.016165456630927652,0.5838659215180712,0.009652568500179705,0.5095175623899612,0.12002534730707957,9.94182304538894,1.2506396979587993,0.010232667196383318,0.022769491030934015,0.05383340488939962,0.08327256243414041,0.057164502094751296,0.07403974152698269,1.0230369110484523,0.14107323132791677,0.3098734944351203,1.1637,0.0,0.0,0.0024243317227103213,0.00013609868787480318,2.0634665799038523e-08,0.0479707611707054,1.1699,1.1862,1.1687,mca
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","rolling, slab","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Permian,Electricity; at grid; consumption mix - Arizona Public Service Company - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - PacifiCorp East - BA,"coal extraction and processing - Central Appalachia, BIT, Surface",0.04329169568033604,0.18630376614007127,0.043902974622255106,0.2068004482932701,0.8743046385084807,0.010365820447117513,0.04152966167604559,0.9746763242642736,0.9463992811753642,0.014465175366220068,0.3780877724598637,0.009605164646735482,0.48460348993112934,0.12416991356927481,9.570624752418325,1.3469189814023572,0.010462186114216907,0.046309638434219695,0.22863072896500986,0.10970515455014324,0.08730408529868107,0.046581589442001525,1.0570319642725856,0.10252056458762214,0.3871039275177248,0.9747,0.0,0.0,0.0019629286364598202,0.00011532852573257804,1.6429255773393616e-08,0.04011830684364213,0.9803,0.9952,0.9793,mca
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","rolling, slab","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Permian,Electricity; at grid; consumption mix - Arizona Public Service Company - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - PacifiCorp East - BA,"coal extraction and processing - Central Appalachia, BIT, Surface",0.04351793547926705,0.21724884648065385,0.05994236886089245,0.17903751753158179,0.5076474416749736,0.009962447952838236,0.039263512466302185,1.016614301449529,0.9622241950705143,0.04289883945130652,0.5857090928315893,0.010065446935009402,0.5062463933230934,0.12003255493971533,10.002074751008815,1.261372986598861,0.010138554945105656,0.039992451024589086,0.21357991990892067,0.14691762092738803,0.08416712268592905,0.07017636335070475,1.2018128787184728,0.13856761466754375,0.23029737572850226,1.088,0.0,0.0,0.002281660036816743,0.0001273086049268305,1.935389576402109e-08,0.045359227641775926,1.0941,1.11,1.0929,mca
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","rolling, slab","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Permian,Electricity; at grid; consumption mix - Arizona Public Service Company - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - PacifiCorp East - BA,"coal extraction and processing - Central Appalachia, BIT, Surface",0.05616033818771941,0.1816647244637484,0.05132694504154613,0.19524059840016178,0.7105184406096501,0.010358692285355473,0.03257727265874648,0.9557319464979104,0.9580414561395835,0.03318831085445754,0.3985435035303892,0.009552916829591078,0.5301311696605199,0.1194861559305403,9.744990289723814,1.2421363498352034,0.010118089900407025,0.027179609572703278,0.10277948036425327,0.0524150207576469,0.05869520960674571,0.07683195677119087,1.032816581292443,0.14046235670951862,0.370822975090072,0.957,0.0,0.0,0.0019529435641842258,0.00011327299470454881,1.658873026946143e-08,0.03961909118802448,0.9625,0.9769,0.9615,mca
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","rolling, slab","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Permian,Electricity; at grid; consumption mix - Arizona Public Service Company - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - PacifiCorp East - BA,"coal extraction and processing - Central Appalachia, BIT, Surface",0.024718623190989164,0.20839250897504427,0.058064150820175,0.19586898029587463,0.5000645868753626,0.009679960267617749,0.0415142953682811,0.8075271555555795,0.9124564824762683,0.03642634908695652,0.6219626936954442,0.01016191529160246,0.5103880552832427,0.12439555396954327,9.792322860406513,1.3394657099682008,0.010339450155723188,0.023630368687577105,0.157763065032424,0.09079121250044632,0.057093694130368765,0.05112922360266439,0.8061258611111397,0.12187642322220182,0.3648098389412188,1.1584,0.0,0.0,0.0023659614616437724,0.0001360405927925167,2.0169788639316857e-08,0.04667463931812795,1.1645,1.1805,1.1633,mca
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","rolling, slab","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Permian,Electricity; at grid; consumption mix - Arizona Public Service Company - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - PacifiCorp East - BA,"coal extraction and processing - Central Appalachia, BIT, Surface",0.0697772972749992,0.1913441131067601,0.04730554804652936,0.21386928073276265,0.44372907666280315,0.010220056113868404,0.03491676135503926,0.8886616435694272,0.9562251454621945,0.01017544297438047,0.4769693762364168,0.01048009907098762,0.48437480065034955,0.11569321866215332,10.202841026464478,1.3186329492412956,0.010001364270608137,0.029096914170679136,0.22528980542408011,0.08230922226781653,0.1084378107812131,0.0938680530550129,1.0513239828963727,0.1217653050119406,0.30764492265150434,1.0187,0.0,0.0,0.002138132460534744,0.00012117692973632518,1.8446817984775117e-08,0.042456852117157835,1.0244,1.0391,1.0232,mca
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","rolling, slab","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Permian,Electricity; at grid; consumption mix - Arizona Public Service Company - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - PacifiCorp East - BA,"coal extraction and processing - Central Appalachia, BIT, Surface",0.06343953190796074,0.20114243681449906,0.04922037321633946,0.12946638493043494,0.7948076757047717,0.00978005776906158,0.03995084458868945,0.7892618959504328,0.9463359218887407,0.043791081857846595,0.6729992640131788,0.009873590761069063,0.4887336500793713,0.11626605912954345,9.584860434613443,1.307349283248668,0.010357145156134876,0.034651481812788126,0.05263601613426791,0.09563405974838854,0.05667483137763459,0.08945382113072797,1.214986679325619,0.12400535729726522,0.2845359008435267,1.1557,0.0,0.0,0.0024061559926272453,0.00013561033866793656,2.0329720167265883e-08,0.047993992968543654,1.1621,1.1787,1.1608,mca
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","rolling, slab","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Permian,Electricity; at grid; consumption mix - Arizona Public Service Company - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - PacifiCorp East - BA,"coal extraction and processing - Central Appalachia, BIT, Surface",0.03630335941859281,0.1850442238729616,0.04619933274450341,0.15593656206317588,1.009674540049329,0.010493714325806784,0.042651428379994416,0.887160210642449,0.9513603091139441,0.02395764613483555,0.6195773803783661,0.00983020694522045,0.5141056438887137,0.11452132861909663,10.37414672759641,1.3503505034208914,0.010290628964946287,0.02918255467773085,0.16763376662292248,0.13789482561604782,0.043680804007867995,0.0687916571542802,0.9414734912612042,0.13130506132912417,0.24024291733564154,1.0945,0.0,0.0,0.0023143210870682817,0.00013093219035314438,1.927443341295794e-08,0.046778765236486004,1.1008,1.1174,1.0996,mca
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","rolling, slab","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Permian,Electricity; at grid; consumption mix - Arizona Public Service Company - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - PacifiCorp East - BA,"coal extraction and processing - Central Appalachia, BIT, Surface",0.02666864947960304,0.21245291027321148,0.054009146574211034,0.280342690870358,0.9553367805988631,0.009598532025780915,0.03789392510776919,0.9050082825094015,0.9623492618805756,0.02091271225660767,0.4669784975908807,0.009518710690278471,0.5242047670904639,0.12216933484374956,9.731150122283497,1.247247216597531,0.009950233479961176,0.03217685440701345,0.15864685388792546,0.13520303320206012,0.07163254327645532,0.0447682480695871,1.4176535568768678,0.14118823567243474,0.4127162162160892,1.0886,0.0,0.0,0.0022476655196523912,0.0001262636112324624,1.873656399143257e-08,0.045314593880862994,1.0948,1.1111,1.0937,mca
Electricity; at grid; consumption mix - Bonneville Power Administration - BA,Electricity; at grid; consumption mix - California Independent System Operator - BA,"steel, crude","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,"ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Permian,Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","coal extraction and processing - Northern Appalachia, BIT, Underground",0.07290276801142827,0.1932746906495674,0.05081148631247117,0.12026917606690092,0.8661203839963647,0.00965940863436724,0.03356499652941576,0.9178978152791831,0.9693057068867991,0.04601935875371069,0.5071069487309715,0.010127144301762082,0.5098893464481036,0.11645704211861795,9.825981290175873,1.3179120177806019,0.009712761525502564,0.02748997624475499,0.14496501203536646,0.07466251468275481,0.0659079326776417,0.09116055672814596,1.4047072947217125,0.09954478446744697,0.3846587974734611,2.0163,0.0,0.0,0.00026130105025284564,1.9316365770282826e-05,7.068404920906928e-10,0.009090804063156542,2.0177,2.0216,2.0175,mca
