"sim_type","n","mean_gwp","sd_gwp","rsd_gwp","min_gwp","max_gwp","median_gwp","p10","p20","p30","p40","p50","p60","p70","p80","p90"
"fabrication",150,1.14314866666667,0.0143762655663114,0.0125760244362891,1.1045,1.1767,1.1429,1.12591,1.13022,1.13497,1.1386,1.1429,1.14712,1.1512,1.1557,1.16274
"galvanizing",150,1.16370466666667,0.054850524566226,0.0471344028578493,1.0622,1.3179,1.1679,1.08627,1.10414,1.13587,1.15102,1.1679,1.18258,1.19582,1.20914,1.23053
"mill",150,1.74209333333333,0.599412044212663,0.344075735061648,0.8141,2.9028,1.54585,1.06087,1.15604,1.23741,1.40072,1.54585,1.945,2.24407,2.40276,2.57736
"product",150,1.15264733333333,0.0237141356102324,0.0205736264028423,1.1185,1.2182,1.1479,1.1292,1.1292,1.1355,1.1449,1.1479,1.1599,1.1615,1.1716,1.1765
"supply chain",150,1.15412733333333,0.0243568407398772,0.0211041191352172,1.0934,1.2285,1.15555,1.12268,1.13406,1.14161,1.14882,1.15555,1.16224,1.16773,1.17308,1.1813
