"sim_type","n","mean_gwp","sd_gwp","rsd_gwp","min_gwp","max_gwp","median_gwp","p10","p20","p30","p40","p50","p60","p70","p80","p90"
"BFBOF",75,2.416688,0.224589136557091,0.0929326154460528,2.0459,3.1259,2.3801,2.16162,2.21768,2.2948,2.3337,2.3801,2.44602,2.51056,2.6103,2.71858
"DRI",75,2.3214,0,0,2.3214,2.3214,2.3214,2.3214,2.3214,2.3214,2.3214,2.3214,2.3214,2.3214,2.3214,2.3214
"EAF",75,2.3214,0,0,2.3214,2.3214,2.3214,2.3214,2.3214,2.3214,2.3214,2.3214,2.3214,2.3214,2.3214,2.3214
"fabrication",75,2.322052,0.0264141309437489,0.0113753399767744,2.2603,2.3784,2.3212,2.29258,2.2979,2.30788,2.31298,2.3212,2.325,2.33118,2.3503,2.36118
"galvanizing",75,2.34217733333333,0.0483809058084576,0.0206563803346192,2.2494,2.444,2.3437,2.27436,2.30004,2.31402,2.32886,2.3437,2.3576,2.37426,2.3856,2.40454
"product",75,2.31744266666667,0.0111532224568136,0.00481272853789995,2.292,2.3319,2.3202,2.2993,2.3087,2.3147,2.3154,2.3202,2.3214,2.3251,2.3276,2.32916
"rolling",75,2.319472,0.0411061893149925,0.0177222183820251,2.2255,2.4353,2.3182,2.28368,2.29386,2.30378,2.31524,2.3182,2.32104,2.33014,2.33696,2.36292
"supply chain",75,2.16519866666667,0.0797452319905411,0.0368304457314807,2.06,2.3411,2.1357,2.08588,2.1048,2.11634,2.12558,2.1357,2.15732,2.1751,2.22584,2.31104
