"sim_type","n","mean_gwp","sd_gwp","rsd_gwp","min_gwp","max_gwp","median_gwp","p10","p20","p30","p40","p50","p60","p70","p80","p90"
"fabrication",150,0.775997333333333,0.0349182591928053,0.044997911323757,0.6593,0.8782,0.78245,0.73001,0.75116,0.7637,0.77462,0.78245,0.78884,0.79423,0.79962,0.81146
"mill",150,0.931850666666667,0.148812109247242,0.159695232906319,0.6467,1.2798,0.92775,0.73793,0.81158,0.8464,0.88278,0.92775,0.97074,1.01606,1.06432,1.12951
"supply chain",150,0.774634666666667,0.00557021063627207,0.00719075827091661,0.7648,0.7916,0.77355,0.76888,0.77028,0.7714,0.77252,0.77355,0.77508,0.7761,0.77794,0.78355
