elec_steel_fab,elec_rolling_hss,steel_sheet,elec_steel_rolling,steel_slab_toHSS,elec_EAF,iron_forEAF,elec_DRI,natgas_DRI,elec_BOF,iron_forBOF,elec,coal,"fabrication, hollow section.wf","fabrication, hollow section.elec","fabrication, hollow section.trans_co2","rolling, hollow sections.elec","rolling, hollow sections.heat","rolling, hollow sections.trans_co2","rolling, slab.elec","rolling, slab.heat","steelmaking, electric arc furnace.scrap_pct","steelmaking, electric arc furnace.wf","steelmaking, electric arc furnace.kWh_EAF","steelmaking, electric arc furnace.trans_co2","ironmaking, direct reduction, MIDREX.co2_kg","ironmaking, direct reduction, MIDREX.elec","ironmaking, direct reduction, MIDREX.ng_mj","ironmaking, direct reduction, MIDREX.ore_kg","ironmaking, direct reduction, MIDREX.trans_co2","steelmaking, basic oxygen converter.elec","steelmaking, basic oxygen converter.scrap_pct","steelmaking, basic oxygen converter.wf","steelmaking, basic oxygen converter.co2_kg","ironmaking, blast furnace.elec","ironmaking, blast furnace.co2_kg",sintering.co2_kg,coking.co2_kg,gwp,gwp_be,gep_bu,ap,ep,odp,pocp,gwp_AR5,gwp_EF2,gwp_CML,sim_type
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","rolling, slab","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Central Appalachia, BIT, Underground",0.0771,0.193,0.046,0.208,0.75,0.01,0.04,0.874,0.95,0.03,0.5,0.01,0.507,0.12,9.9,1.3,0.01,0.027,0.15,0.1,0.071,0.074,1.093,0.26,0.124,0.7659,0.0,0.0,0.001368687063913427,7.280456713998805e-05,7.139792794915768e-09,0.02766128874809052,nan,nan,nan,base
"Electricity; at grid; consumption mix - Southern Company Services, Inc. - Trans - BA","Electricity; at grid; consumption mix - Southern Company Services, Inc. - Trans - BA","rolling, slab","Electricity; at grid; consumption mix - Southern Company Services, Inc. - Trans - BA","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,"ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - Public Utility District No. 1 of Chelan County - BA,natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","coal extraction and processing - Central Interior, BIT, Underground",0.05973603497280833,0.18537542782957933,0.0506513110826156,0.24592599653061104,0.8048743364156488,0.010093741664167776,0.03751306215515601,0.8743529416584317,0.9365006232350654,0.014985687847515599,0.5017507259173573,0.010483497274259672,0.4925855807174432,0.12225052784676416,10.31046158685168,1.3195627549456375,0.009851212106172642,0.03623094397548525,0.08884047220568797,0.06389137898202518,0.06657792909382301,0.06581101423178204,1.214758348967706,0.2531309865753139,0.13871713767107,0.7719,0.0,0.0,0.0012806002238069452,8.602134662642535e-05,3.876524488720535e-09,0.036771752556441176,nan,nan,nan,mca
"Electricity; at grid; consumption mix - Southern Company Services, Inc. - Trans - BA","Electricity; at grid; consumption mix - Southern Company Services, Inc. - Trans - BA","rolling, slab","Electricity; at grid; consumption mix - Southern Company Services, Inc. - Trans - BA","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,"ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - Public Utility District No. 1 of Chelan County - BA,natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","coal extraction and processing - Central Interior, BIT, Underground",0.0783200851456971,0.21591731814274448,0.05006797157366505,0.2376116789319211,0.7303836151360088,0.010329477872558782,0.043339687904973265,0.9383148240043249,0.9729764183110735,0.034654816640426765,0.4584536683211439,0.010186420569159768,0.5160146475593457,0.11810013280411578,10.380182318366007,1.2562037130604178,0.009997356621122675,0.05022239567416135,0.18685877645609705,0.058260611846045966,0.0579331180143006,0.0923053210208029,1.042325605934353,0.41932247975747816,0.12148577653286381,0.7514,0.0,0.0,0.0012510020151310195,8.328212607752051e-05,4.050644211112428e-09,0.0355864007604035,nan,nan,nan,mca
"Electricity; at grid; consumption mix - Southern Company Services, Inc. - Trans - BA","Electricity; at grid; consumption mix - Southern Company Services, Inc. - Trans - BA","rolling, slab","Electricity; at grid; consumption mix - Southern Company Services, Inc. - Trans - BA","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,"ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - Public Utility District No. 1 of Chelan County - BA,natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","coal extraction and processing - Central Interior, BIT, Underground",0.07270116111978901,0.19214976435368755,0.04873466843061114,0.1362371458681238,1.1545829958597484,0.010078373197642144,0.03731365879436266,1.0080053455390685,0.9522982970303056,0.019113184560626873,0.4589318712655056,0.009587612715010987,0.507298198309513,0.11886547974524078,9.890936301651216,1.2598202339416582,0.010333691048185581,0.0269828741181357,0.14403682019964084,0.11660127418321119,0.08528555008273268,0.10522995264140683,1.1339325638429116,0.4013160607635946,0.09388556181781109,0.7152,0.0,0.0,0.001176371858065527,7.951307208124598e-05,3.1112786803988077e-09,0.03447687339636557,nan,nan,nan,mca
"Electricity; at grid; consumption mix - Southern Company Services, Inc. - Trans - BA","Electricity; at grid; consumption mix - Southern Company Services, Inc. - Trans - BA","rolling, slab","Electricity; at grid; consumption mix - Southern Company Services, Inc. - Trans - BA","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,"ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - Public Utility District No. 1 of Chelan County - BA,natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","coal extraction and processing - Central Interior, BIT, Underground",0.028828919405238275,0.18780391086647769,0.050760526108713726,0.2813181057703571,0.9110684477653513,0.009576469642133196,0.03457107094841633,0.8249858993718544,0.9714606099329796,0.03675199748093919,0.603002559437587,0.010498841602028927,0.5300317878305979,0.12425820503375572,9.746181332962788,1.3206888007125246,0.01009214014110868,0.04191678722069565,0.22383233592786156,0.11252245749891408,0.09153993262551119,0.0738437608750651,1.2413872121030136,0.5293633479168637,0.14644016566429058,0.8026,0.0,0.0,0.0013543629574657152,9.046812619979305e-05,4.154117271981577e-09,0.03867682681800628,nan,nan,nan,mca
"Electricity; at grid; consumption mix - Southern Company Services, Inc. - Trans - BA","Electricity; at grid; consumption mix - Southern Company Services, Inc. - Trans - BA","rolling, slab","Electricity; at grid; consumption mix - Southern Company Services, Inc. - Trans - BA","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,"ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - Public Utility District No. 1 of Chelan County - BA,natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","coal extraction and processing - Central Interior, BIT, Underground",0.04861862027290414,0.1984883136221042,0.05466141196995225,0.19598417742002422,1.0108575078061215,0.010132940783235813,0.04368795935905245,0.8755159780753853,0.940005158867743,0.03481023622568124,0.6388932446928499,0.010184686774822038,0.5261782892805398,0.12032951484313627,10.153640594022447,1.2899048858769777,0.010303298408535697,0.034402563680698224,0.12099817456536958,0.08162885840710116,0.06381260634647562,0.07273946755691241,0.8669924603052431,0.3300110909025469,0.1510254448937908,0.8294,0.0,0.0,0.0013853266389704186,9.352414840273095e-05,3.794072309249201e-09,0.040170589296478675,nan,nan,nan,mca
Electricity; at grid; consumption mix - Western Area Power Administration - Rocky Mountain Region - BA,Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,"rolling, slab","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - ISO-NE - BA,natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - California Independent System Operator - BA,"coal extraction and processing - West/Northwest, SUB, Underground",0.06527240409280091,0.19946687251043843,0.047084661589173335,0.29154267856013205,0.8789385990420571,0.009731762556725346,0.03595755449339698,0.9345847809154862,0.9486770663676841,0.040884129600076584,0.5046606278077391,0.009929579079282722,0.510559210549126,0.11923739657819821,9.93218159420233,1.3615647354826954,0.010025239999364322,0.030780511431066998,0.23508294304129546,0.12289029370141993,0.04842051407578704,0.07824846218394038,1.11935092159329,0.4945596623591675,0.15155887369995713,0.9558,0.0,0.0,0.0014900494878128685,7.326154495620591e-05,1.0220254142320504e-08,0.029945933768722597,nan,nan,nan,mca
Electricity; at grid; consumption mix - Western Area Power Administration - Rocky Mountain Region - BA,Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,"rolling, slab","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - ISO-NE - BA,natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - California Independent System Operator - BA,"coal extraction and processing - West/Northwest, SUB, Underground",0.05514204944896912,0.1935913978105504,0.05682083931381912,0.26162571458731065,0.6626144575791404,0.009852917208571378,0.043080152924579146,0.8933895178578053,0.9338679248591684,0.02875163795235955,0.5081238667207786,0.010156144942662948,0.4823673043089049,0.12357669984581006,10.139814497940524,1.3259185302620675,0.010336424287192544,0.03658643985554404,0.17506528530167087,0.10935724318292742,0.06392841215529249,0.08759636215223637,1.2549472638257135,0.40383227539142635,0.12231797587424609,0.9581,0.0,0.0,0.0014338361294132145,6.996891796436463e-05,9.9943470505243e-09,0.028470536932795394,nan,nan,nan,mca
Electricity; at grid; consumption mix - Western Area Power Administration - Rocky Mountain Region - BA,Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,"rolling, slab","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - ISO-NE - BA,natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - California Independent System Operator - BA,"coal extraction and processing - West/Northwest, SUB, Underground",0.0304248925324234,0.16164678406382463,0.05363230040634633,0.1983344372831863,0.5636557744868282,0.009624070747583403,0.04239349457087677,0.8716194768333003,0.9593750894402127,0.029790773724169654,0.5324608923117825,0.009856678877975063,0.48372088831941945,0.11568296348966457,10.1525161730313,1.2991883356765113,0.010170973604239556,0.02150614725471598,0.20681874914017812,0.07587083621251288,0.08149150762710544,0.09860528058021771,1.3427745021790187,0.25629972344245633,0.13029324546708632,0.8213,0.0,0.0,0.0012894141713584997,6.275226919169709e-05,8.97414100415999e-09,0.025466086578789137,nan,nan,nan,mca
Electricity; at grid; consumption mix - Western Area Power Administration - Rocky Mountain Region - BA,Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,"rolling, slab","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - ISO-NE - BA,natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - California Independent System Operator - BA,"coal extraction and processing - West/Northwest, SUB, Underground",0.06101958054526868,0.17389651125739936,0.058474866452757734,0.27714140273933635,0.7532495120875482,0.009554612673736182,0.03686127493474566,0.9670259084721744,0.9141688888909186,0.011372194617225113,0.640820032564058,0.009703735765242777,0.5067503176938898,0.114150430485947,10.152653268882034,1.326414803890956,0.009590509213174555,0.028857088731045956,0.17107279586559207,0.07772877666507633,0.07094495702924263,0.08364539069160454,0.9531970706605789,0.4395036499390831,0.13939770287607273,1.0463,0.0,0.0,0.001604067257714563,7.812525866228754e-05,1.0867915806424531e-08,0.031584592450702574,nan,nan,nan,mca
Electricity; at grid; consumption mix - Western Area Power Administration - Rocky Mountain Region - BA,Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,"rolling, slab","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - ISO-NE - BA,natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - California Independent System Operator - BA,"coal extraction and processing - West/Northwest, SUB, Underground",0.062331042336848226,0.1632461385301588,0.04476772579809898,0.2411526992533659,0.6476436303363384,0.010496509449525269,0.044713465824877036,0.8456711399459216,0.9225513099784012,0.016993816952874555,0.5258739402554995,0.00993509380211187,0.5160023509341538,0.11670411886140328,9.478808663195784,1.2761627180070425,0.010030658137919035,0.024291587148433262,0.2080287792059123,0.12038123608417346,0.028590382466796162,0.06459231803094302,1.1595014093828682,0.3924682765911508,0.11619500948012347,0.9299,0.0,0.0,0.001400116200252115,6.825258210303332e-05,9.587898238084393e-09,0.027672929282100307,nan,nan,nan,mca
