"sim_type","n","mean_gwp","sd_gwp","rsd_gwp","min_gwp","max_gwp","median_gwp","p10","p20","p30","p40","p50","p60","p70","p80","p90"
"BFBOF",150,0.7715,0,0,0.7715,0.7715,0.7715,0.7715,0.7715,0.7715,0.7715,0.7715,0.7715,0.7715,0.7715,0.7715
"DRI",150,0.774778,0.00629549609966836,0.00812554835019627,0.761,0.7899,0.7738,0.76758,0.7701,0.7711,0.77236,0.7738,0.7752,0.77703,0.7812,0.78512
"EAF",150,0.863534666666667,0.165397566583573,0.191535525981863,0.4866,1.3346,0.86125,0.65834,0.72556,0.80131,0.826,0.86125,0.90062,0.92073,0.97832,1.07133
"fabrication",150,0.762323333333333,0.0313485030987516,0.0411223187432519,0.6914,0.8329,0.7664,0.72126,0.73148,0.74275,0.75646,0.7664,0.77324,0.77964,0.7902,0.80051
"rolling",150,0.769836666666667,0.0117419537874752,0.0152525260173914,0.7418,0.7959,0.77155,0.75379,0.7583,0.7634,0.7676,0.77155,0.77352,0.7782,0.78004,0.78397
"supply chain",150,0.7715,0,0,0.7715,0.7715,0.7715,0.7715,0.7715,0.7715,0.7715,0.7715,0.7715,0.7715,0.7715,0.7715
