"sim_type","n","mean_gwp","sd_gwp","rsd_gwp","min_gwp","max_gwp","median_gwp","p10","p20","p30","p40","p50","p60","p70","p80","p90"
"BFBOF",75,2.61614533333333,0.243252943813377,0.0929814336818355,2.0392,3.1347,2.6124,2.32734,2.4224,2.47926,2.55226,2.6124,2.6542,2.75566,2.83584,2.93438
"DRI",75,2.482,0,0,2.482,2.482,2.482,2.482,2.482,2.482,2.482,2.482,2.482,2.482,2.482,2.482
"EAF",75,2.482,0,0,2.482,2.482,2.482,2.482,2.482,2.482,2.482,2.482,2.482,2.482,2.482,2.482
"fabrication",75,2.453428,0.0486994909790813,0.0198495700624112,2.328,2.5513,2.467,2.39392,2.40936,2.43402,2.44348,2.467,2.4753,2.48292,2.49146,2.50704
"rolling",75,2.48494266666667,0.052113665203101,0.0209717777002103,2.3975,2.5979,2.4812,2.41798,2.43326,2.45818,2.46706,2.4812,2.49692,2.50652,2.52594,2.5602
"supply chain",75,2.37031733333333,0.188499367246291,0.0795249499277838,2.2124,2.789,2.2698,2.2346,2.24686,2.25248,2.2597,2.2698,2.30584,2.31788,2.54168,2.77486
