elec_rolling_sheet,elec_galv_co,elec_rolling_slab,steel_toCoil,steel_slab,elec_EAF,iron_forEAF,elec_DRI,natgas_DRI,elec_BOF,iron_forBOF,elec,coal,"fabrication, sheet.wf","fabrication, sheet.elec","fabrication, sheet.trans_co2","galvanizing, continuous.elec","galvanizing, continuous.w_zinc","galvanizing, continuous.w_steel","galvanizing, continuous.trans_co2","rolling, coil.elec","rolling, slab.elec","rolling, slab.heat","steelmaking, electric arc furnace.scrap_pct","steelmaking, electric arc furnace.wf","steelmaking, electric arc furnace.kWh_EAF","steelmaking, electric arc furnace.trans_co2","ironmaking, direct reduction, MIDREX.co2_kg","ironmaking, direct reduction, MIDREX.elec","ironmaking, direct reduction, MIDREX.ng_mj","ironmaking, direct reduction, MIDREX.ore_kg","ironmaking, direct reduction, MIDREX.trans_co2","steelmaking, basic oxygen converter.elec","steelmaking, basic oxygen converter.scrap_pct","steelmaking, basic oxygen converter.wf","steelmaking, basic oxygen converter.co2_kg","ironmaking, blast furnace.elec","ironmaking, blast furnace.co2_kg",coking.co2_kg,sintering.co2_kg,gwp,gwp_be,gep_bu,ap,ep,odp,pocp,gwp_AR5,gwp_EF2,gwp_CML,sim_type
Electricity; at grid; consumption mix - Southwest Power Pool - BA,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","rolling, slab","steelmaking, basic oxygen converter","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,natural gas extraction and processing - Arkla,"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Northern Appalachia, WC, Surface",0.022808304477252607,0.040507831175710135,0.15990581335970827,0.35084516398790555,0.472,4.76,0.010415713873292392,0.1288425562218668,0.03714220170451357,0.9346988664220706,0.5505734625948675,0.012599036044601136,0.6179783475387344,0.01007611020170728,0.5202133533101212,0.12109696817715172,9.438096288081674,1.2789910149135664,0.009721167180903753,0.03304479768355568,0.23406805753112367,0.07193761494323972,0.07666491958241053,0.1019295532857594,0.85855865315431,0.14033906520602707,0.3053971992323402,2.0661,0.0,0.0,0.0018891222161249227,0.00012781302824589537,1.3458679726263455e-08,0.03762287686399036,2.0926,2.1772,2.0937,mca
Electricity; at grid; consumption mix - Southwest Power Pool - BA,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","rolling, slab","steelmaking, basic oxygen converter","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,natural gas extraction and processing - Arkla,"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Northern Appalachia, WC, Surface",0.018220036966293998,0.04038357123934966,0.08508764748892131,0.2994689617327648,0.275,4.76,0.010045546279160305,0.1278274333873348,0.037885561322574486,0.9712187543969947,0.7225222311062213,0.037238973911940636,0.4246629099108457,0.00967465575826397,0.4871027322571299,0.11461403107280722,9.452309982824397,1.2889118807525457,0.009845262614833854,0.05030916027015314,0.2019142009814232,0.08027077296285781,0.06802330371964496,0.059386407047759104,1.3504065312764175,0.11586849638493567,0.5574285620191114,2.7057,0.0,0.0,0.0018626929909055323,0.00012950357142985092,1.316980816747178e-08,0.03748679504855387,2.7339,2.8242,2.7352,mca
Electricity; at grid; consumption mix - Southwest Power Pool - BA,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","rolling, slab","steelmaking, basic oxygen converter","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,natural gas extraction and processing - Arkla,"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Northern Appalachia, WC, Surface",0.04443865048130045,0.044891554967831544,0.09952929285785912,0.37716825603836035,0.275,4.76,0.010391896089969935,0.14175732339614866,0.04079726245084467,0.7962780274336302,0.7515953609220444,0.012120929621161522,0.5709214247656231,0.00969102169985208,0.510680826940476,0.12070564719686126,9.42908071906307,1.2657276879755812,0.009685921872462604,0.025984567246894893,0.12916169427075672,0.1470007669431872,0.08139518439315854,0.048789546375021,0.96142641243621,0.13697367473377967,0.4589852996669603,2.6744,0.0,0.0,0.0021386269233916576,0.0001484461666434646,1.5072525201145956e-08,0.04249973651150276,2.7077,2.8141,2.7093,mca
Electricity; at grid; consumption mix - Southwest Power Pool - BA,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","rolling, slab","steelmaking, basic oxygen converter","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,natural gas extraction and processing - Arkla,"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Northern Appalachia, WC, Surface",0.03448824961727862,0.048647482439104016,0.18986886496603408,0.32650023500900605,0.183,4.76,0.010466289291044845,0.12800751819732437,0.041896784598301706,0.8746810273915535,0.5570710720289905,0.04823452022292757,0.5977294672368729,0.009945543749885002,0.4924130121699976,0.12177167131658964,10.018380805866387,1.3272476168900604,0.009910020038011008,0.040789789795863465,0.11624951820700026,0.14465427125338798,0.052889977489981664,0.08294720277436185,1.1854333507477,0.127488348585531,0.3591035898582457,2.7934,0.0,0.0,0.002159224922667271,0.00015039683245879812,1.5237425211925002e-08,0.043188817395719066,2.8272,2.9355,2.8289,mca
Electricity; at grid; consumption mix - Southwest Power Pool - BA,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","rolling, slab","steelmaking, basic oxygen converter","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,natural gas extraction and processing - Arkla,"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Northern Appalachia, WC, Surface",0.043997491922883145,0.045290228908681375,0.02329015707779463,0.3448590092380024,0.275,4.76,0.010005619723814254,0.14410404484782607,0.03461691779959431,0.8362301978309223,0.6430549603229396,0.01516253394573679,0.6163584896067467,0.010069798850146434,0.5212992879592788,0.1216627824431919,9.500277625565554,1.3500060894218808,0.00976621581051541,0.03309686113223298,0.17173443899908272,0.10980553268779081,0.07635894887570087,0.06211847610543894,1.1313937488013555,0.1439507505220099,0.3494210491129952,2.5545,0.0,0.0,0.0020396389063483474,0.0001407461441031163,1.4477743435018145e-08,0.04062466616538386,2.5854,2.6838,2.5868,mca
Electricity; at grid; consumption mix - Southwest Power Pool - BA,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","rolling, slab","steelmaking, basic oxygen converter","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,natural gas extraction and processing - Arkla,"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Northern Appalachia, WC, Surface",0.02695157508788011,0.0423640366575098,0.19628354300534387,0.3682622608547518,0.183,4.76,0.009746505650478441,0.13873013770099815,0.03244091649637903,0.935050834519124,0.6154571767361207,0.038384567779393815,0.42503246810483986,0.010020200004302308,0.5137449237017285,0.120899959998053,10.185040755503264,1.3338266056693395,0.010407324268142507,0.04940370975072553,0.18421291898949482,0.09269315755267143,0.08582107957364571,0.05563397641851643,1.290361585180721,0.12093531350344419,0.354421029654269,2.6085,0.0,0.0,0.0020167866384748273,0.00013903098274267207,1.4215513310111972e-08,0.04030401298169471,2.6387,2.735,2.64,mca
Electricity; at grid; consumption mix - Southwest Power Pool - BA,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","rolling, slab","steelmaking, basic oxygen converter","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,natural gas extraction and processing - Arkla,"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Northern Appalachia, WC, Surface",0.030076010074054478,0.050398796156835665,0.16726927007265704,0.41058616081506744,0.183,3.57,0.010351829810087976,0.12730711975699435,0.033191118438846895,0.7776220372623233,0.6072981663788627,0.02255071337859233,0.5777091063154276,0.010481255270074728,0.5115099724497167,0.11479038643170823,10.253350729379626,1.2613688375043473,0.009659830174398407,0.026989372099055935,0.18116952246307783,0.14556950604014995,0.056583734348834736,0.07735399183439343,0.8462088516879762,0.11921479023582107,0.36252078737930193,2.3346,0.0,0.0,0.002111390983881629,0.00014446607683361824,1.4973882861390498e-08,0.04173233320667948,2.3659,2.4662,2.3674,mca
Electricity; at grid; consumption mix - Southwest Power Pool - BA,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","rolling, slab","steelmaking, basic oxygen converter","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,natural gas extraction and processing - Arkla,"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Northern Appalachia, WC, Surface",0.023039721315567446,0.04269083575032202,0.18058634529451947,0.3358760143904517,0.183,5.96,0.010007861477136329,0.14319398574354603,0.036705719191617796,0.8913367082824927,0.5720470405277347,0.044100778161571826,0.4672333601044103,0.0097502266413254,0.5078867064052351,0.12552142316507203,9.970793406897407,1.3431257444168365,0.010246730945116769,0.03234853110065666,0.09295399660843022,0.07312236350470422,0.04526761739236629,0.053383676291682725,1.1198266365227716,0.12117443977485809,0.2761858797272514,2.5223,0.0,0.0,0.0020765533777872924,0.0001449669332617943,1.4617985768958725e-08,0.04158813068838766,2.5548,2.6589,2.5564,mca
Electricity; at grid; consumption mix - Southwest Power Pool - BA,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","rolling, slab","steelmaking, basic oxygen converter","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - Tennessee Valley Authority - BA,natural gas extraction and processing - Arkla,"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - Northern Appalachia, WC, Surface",0.010257976429092083,0.0446026084523235,0.15312310989768524,0.3503977863626564,0.472,4.76,0.0096396105910656,0.1359573461357416,0.03659728744523539,0.7727970652255965,0.7511199315844819,0.021884403797958654,0.47806325822610046,0.010491018408713549,0.50732257254143,0.12427058903034408,9.726745605404043,1.2608445323212905,0.009871052671974308,0.04319778568883211,0.20380995237679825,0.11920933471880818,0.0628206641222209,0.06478885969028403,1.0290198794868501,0.12154751403225567,0.33660947026238547,2.2906,0.0,0.0,0.0018831755783091523,0.00012917312926927443,1.3434354400225174e-08,0.037319714755244225,2.3185,2.4078,2.3198,mca
Electricity; at grid; consumption mix - Los Angeles Department of Water and Power - BA,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","rolling, slab","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - Tampa Electric Company - BA,"ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - PacifiCorp West - BA,"coal extraction and processing - Import, BIT, Underground",0.03343866846983933,0.04998875308579586,0.1637398357074151,0.32086868373297744,0.183,2.97,0.010497402895693054,0.1418546487494207,0.03354031316400366,0.8598194087375673,0.8408203972990356,0.014733837443108744,0.3709714082561353,0.009605415078916196,0.5056996625824494,0.11410472852044179,10.306715470887879,1.3205972648620323,0.010090093132461826,0.02771853511188442,0.1688254649886826,0.11428672732098547,0.07480954334095348,0.08926353407610543,1.0135254538751444,0.13280279182951454,0.30533362877018333,0.977,0.0,0.0,0.0017906370317143558,0.00011257496801264787,1.0821658523460984e-08,0.04063157750124824,0.9829,0.9992,0.9821,mca
Electricity; at grid; consumption mix - Los Angeles Department of Water and Power - BA,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","rolling, slab","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - Tampa Electric Company - BA,"ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - PacifiCorp West - BA,"coal extraction and processing - Import, BIT, Underground",0.02573889215565598,0.0405178138028378,0.1549662665452066,0.32450918548538354,0.183,5.96,0.009824891359529873,0.1442760718296728,0.039503770555678525,0.9255693195761127,0.6450908840500659,0.04065585059364713,0.6378135044649165,0.009521321281066836,0.5014308867040436,0.12556306329457406,10.131627577593216,1.3519938800141034,0.0096003357754227,0.037366067249444294,0.013734591043339916,0.0529688961435958,0.04396497138520086,0.09747461241795244,1.1689813635529827,0.1172484299568169,0.44806528083973973,1.2935,0.0,0.0,0.002485376306857474,0.00015910474057304272,1.3327229552184634e-08,0.05835325670114582,1.3016,1.3238,1.3005,mca
Electricity; at grid; consumption mix - Los Angeles Department of Water and Power - BA,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","rolling, slab","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - Tampa Electric Company - BA,"ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - PacifiCorp West - BA,"coal extraction and processing - Import, BIT, Underground",0.04970640128323184,0.045408541970503875,0.1214762320563238,0.3599835528186772,0.275,5.96,0.00980035302294534,0.14186449185004202,0.03666478717095966,0.9317222889949162,0.7158420801900897,0.028659512767940605,0.5237950796100306,0.010146332714320116,0.501084043160178,0.11409848666732389,10.019114576655427,1.3392849484074145,0.010373886714010397,0.02810939802706318,0.14804299509236046,0.12687014734238392,0.06537962880309242,0.09171121079234947,0.9056995888602951,0.1374930332406148,0.392272440750952,1.2107,0.0,0.0,0.0022766322898587505,0.00014455725163763886,1.2752377097576377e-08,0.05265646300689258,1.2183,1.2389,1.2172,mca
Electricity; at grid; consumption mix - Los Angeles Department of Water and Power - BA,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","rolling, slab","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - Tampa Electric Company - BA,"ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - PacifiCorp West - BA,"coal extraction and processing - Import, BIT, Underground",0.015075632188819884,0.04992498335967863,0.09557032325239172,0.3822970348155774,0.472,7.15,0.010483623848585083,0.14630093305866032,0.0410684900730125,0.8543530395748113,0.6633623255164378,0.037558551938290934,0.5801046601263864,0.010265674692012342,0.48607953923404185,0.12570319027343635,10.157978044804114,1.2925948559365916,0.010285799750540735,0.021212056111135948,0.16064823953625545,0.08340382914855222,0.05534233647795984,0.10600867493345598,1.34947860607194,0.10726716394528352,0.3603202897752137,1.2771,0.0,0.0,0.002354930564248034,0.00014956860411853242,1.2899113836902464e-08,0.05470488235406378,1.2849,1.3061,1.2838,mca
Electricity; at grid; consumption mix - Los Angeles Department of Water and Power - BA,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","rolling, slab","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - Tampa Electric Company - BA,"ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - PacifiCorp West - BA,"coal extraction and processing - Import, BIT, Underground",0.04297730405299525,0.04769706402327948,0.10311676813130932,0.3414190695747757,0.183,4.76,0.009782283703207405,0.14645318963697485,0.04489158650974743,0.8279270638172535,0.7618643244628472,0.038160800839904106,0.629671473877679,0.009865977165624217,0.5059799278314921,0.12023644059623537,10.242958984075608,1.2712160647757265,0.009555330501481366,0.0452356576071626,0.17698217417071943,0.14181853761881852,0.11413812056140099,0.07720044054042124,0.8360667291504349,0.11238797919586696,0.2652221800617407,1.2376,0.0,0.0,0.0023756924079836915,0.00014723498938186354,1.3331844759335518e-08,0.05429566143202262,1.2453,1.2662,1.2442,mca
Electricity; at grid; consumption mix - Los Angeles Department of Water and Power - BA,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","rolling, slab","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - Tampa Electric Company - BA,"ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - PacifiCorp West - BA,"coal extraction and processing - Import, BIT, Underground",0.0165323657250086,0.04736716296008396,0.18471138596712677,0.3556689615537647,0.275,4.76,0.009671518986562372,0.12961677429872673,0.04242583525066172,0.8611234039681788,0.7183491719144635,0.030916159943781864,0.5253448103848863,0.009711518818333773,0.49291327663497314,0.12168702570379207,10.301583925812091,1.3132773554162827,0.010320114773786485,0.04947027721181025,0.1878623874121796,0.13546257483995094,0.09688004326217253,0.050984888037502146,0.9141873177009198,0.1400193682186868,0.36445816390462027,1.1711,0.0,0.0,0.0021719454567275796,0.00013787527534907086,1.2192224064879913e-08,0.0502273353560611,1.1783,1.198,1.1773,mca
Electricity; at grid; consumption mix - Los Angeles Department of Water and Power - BA,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","rolling, slab","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - Tampa Electric Company - BA,"ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - PacifiCorp West - BA,"coal extraction and processing - Import, BIT, Underground",0.044008454286824136,0.04640174473778381,0.07042666271057736,0.3827064976998782,0.275,2.97,0.010479360817203359,0.1475335576267621,0.036587698097339506,0.899937020116613,0.8494218013525521,0.016114388480607516,0.5716081487182223,0.009718014538610027,0.5051674927601858,0.11641567110693983,10.384114120031407,1.274224151829778,0.010485507827311459,0.031068639972813353,0.08244130219935179,0.11063056638802254,0.0999686341936639,0.07609244905369851,1.0617352529167534,0.1327479124925444,0.42715437043375626,1.1934,0.0,0.0,0.0021343128456826218,0.00012926778555822084,1.2492798387457323e-08,0.04760254239508232,1.2004,1.2194,1.1993,mca
Electricity; at grid; consumption mix - Los Angeles Department of Water and Power - BA,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","rolling, slab","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - Tampa Electric Company - BA,"ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - PacifiCorp West - BA,"coal extraction and processing - Import, BIT, Underground",0.021831166696601685,0.04724743919572682,0.07821337909568007,0.3283662439372206,0.472,4.76,0.010186901257309705,0.13421564796295668,0.04096758340349309,0.9241778837180117,0.5237306522510563,0.04441904462845894,0.6407000126564792,0.009922398292278662,0.5217031633721582,0.12540794858853638,9.564503197550394,1.3583878359512274,0.010120468948942753,0.04414577537804239,0.16642966780320248,0.0730070737903392,0.04314279701610366,0.08998727768475634,1.2166035202354228,0.108262291019059,0.35974336943181134,1.4253,0.0,0.0,0.0024688561907601683,0.00016160068208481278,1.2930734798064755e-08,0.05881293120740508,1.4334,1.4557,1.4323,mca
Electricity; at grid; consumption mix - Los Angeles Department of Water and Power - BA,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","rolling, slab","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - Tampa Electric Company - BA,"ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - PacifiCorp West - BA,"coal extraction and processing - Import, BIT, Underground",0.023095551367538172,0.042107456402016664,0.06111285959595236,0.35893800696651035,0.275,4.76,0.010388233434742596,0.1305551263324045,0.03259298025414502,0.8490490309614137,0.4923481543576556,0.037465349868471914,0.6324549879820752,0.010007011113396264,0.4985961362405745,0.1169998340000979,10.282262926982698,1.2457635298482237,0.010351862430649747,0.025724244359433948,0.04527633270325247,0.12105334749755572,0.054410501373792594,0.09574485011891423,0.8593497064399158,0.1085702414511206,0.35375637674473537,1.4134,0.0,0.0,0.0025928560409831016,0.0001702214746268499,1.3362284708451075e-08,0.062108485752265116,1.4221,1.4457,1.4209,mca
Electricity; at grid; consumption mix - Los Angeles Department of Water and Power - BA,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","rolling, slab","steelmaking, electric arc furnace",Electricity; at grid; consumption mix - Tampa Electric Company - BA,"ironmaking, direct reduction, MIDREX",Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - PacifiCorp West - BA,"coal extraction and processing - Import, BIT, Underground",0.01762219341724634,0.041681187542133284,0.08398810644853646,0.32198594754308063,0.275,4.76,0.01025890304356293,0.13453657913334172,0.03900543150740463,0.8238558991082239,0.7542395261509754,0.04491925285233578,0.4231826554269128,0.010002337250541438,0.5239197961481045,0.1163930615368981,9.91421643412261,1.3202698477763253,0.009626058171978029,0.041498681360308196,0.2252465156950174,0.11519740847238909,0.10315529092090032,0.07614001272910662,0.8828835472157253,0.13033087932898232,0.23533888183832213,1.0588,0.0,0.0,0.001933812885119781,0.0001238534949638394,1.1176019441889367e-08,0.044657436841511335,1.0652,1.0827,1.0643,mca
Electricity; at grid; consumption mix - New York Independent System Operator - BA,Electricity; at grid; consumption mix - ISO-NE - BA,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","rolling, slab","steelmaking, basic oxygen converter",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - New York Independent System Operator - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","coal extraction and processing - Powder River Basin, BIT, Surface",0.03737489167475506,0.04234943037233042,0.10792423321903633,0.3338819019892507,0.183,3.57,0.009797664915708831,0.14403265291971515,0.04329428122321487,0.7695683318484154,0.8149785834184605,0.02571798767790219,0.5638940626607426,0.010457189861104261,0.5112683377240089,0.11849641145312888,9.566549044418398,1.2838677391058835,0.010027263836131796,0.03786390436098866,0.14115176211275876,0.13273239524282315,0.06854168002222388,0.0745087263117877,1.1405999908558806,0.13611380089249925,0.32240790130044134,2.2288,0.0,0.0,0.0016785647566128687,0.0001397098117958343,1.083305863744868e-08,0.040300383296800565,2.2344,2.2495,2.2335,mca
Electricity; at grid; consumption mix - New York Independent System Operator - BA,Electricity; at grid; consumption mix - ISO-NE - BA,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","rolling, slab","steelmaking, basic oxygen converter",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - New York Independent System Operator - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","coal extraction and processing - Powder River Basin, BIT, Surface",0.010348294421243845,0.043325800522270794,0.07855297161102227,0.3056387889441115,0.275,2.97,0.00999284048565476,0.1333606774519898,0.03534969949169027,1.0080454742158216,0.7979519291557302,0.04734636094402668,0.5883354106171398,0.01024101480970229,0.5135073819612116,0.11490845176202284,9.477584528504208,1.3469190834569051,0.010081671308284306,0.02478384337017549,0.17869687217034042,0.06823033910081423,0.08215570926814081,0.08332913136794871,0.8442345643057396,0.12519956248388855,0.3683615546397312,1.7979,0.0,0.0,0.0014940575260604153,0.00012387422144714613,9.506188024540789e-09,0.036278030708432,1.803,1.8168,1.8022,mca
