elec_rolling_sheet,elec_galv_co,elec_rolling_slab,steel_toCoil,steel_slab,elec_EAF,iron_forEAF,elec_DRI,natgas_DRI,elec_BOF,iron_forBOF,elec,coal,"fabrication, sheet.wf","fabrication, sheet.elec","fabrication, sheet.trans_co2","galvanizing, continuous.elec","galvanizing, continuous.w_zinc","galvanizing, continuous.w_steel","galvanizing, continuous.trans_co2","rolling, coil.elec","rolling, slab.elec","rolling, slab.heat","steelmaking, electric arc furnace.scrap_pct","steelmaking, electric arc furnace.wf","steelmaking, electric arc furnace.kWh_EAF","steelmaking, electric arc furnace.trans_co2","ironmaking, direct reduction, MIDREX.co2_kg","ironmaking, direct reduction, MIDREX.elec","ironmaking, direct reduction, MIDREX.ng_mj","ironmaking, direct reduction, MIDREX.ore_kg","ironmaking, direct reduction, MIDREX.trans_co2","steelmaking, basic oxygen converter.elec","steelmaking, basic oxygen converter.scrap_pct","steelmaking, basic oxygen converter.wf","steelmaking, basic oxygen converter.co2_kg","ironmaking, blast furnace.elec","ironmaking, blast furnace.co2_kg",coking.co2_kg,sintering.co2_kg,gwp,gwp_be,gep_bu,ap,ep,odp,pocp,gwp_AR5,gwp_EF2,gwp_CML,sim_type
Electricity; at grid; consumption mix - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company - BA,"Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","steel, crude","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - California Independent System Operator - BA,natural gas extraction and processing - East Texas,Electricity; at grid; consumption mix - PacifiCorp East - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - Public Utility District No. 2 of Grant County, Washington - BA","coal extraction and processing - Northern Appalachia, WC, Surface",0.0447572745916651,0.04531943306766177,0.08136656513932619,0.3469086637413457,0.183,4.76,0.009648167370012312,0.14415963637698523,0.03721213191934064,0.958171194253022,0.6944859912289221,0.03027258318272997,0.4511479877922212,0.009892677972017752,0.5075592423144445,0.11530209762143113,9.752316788253724,1.3132820385257284,0.009857985971130715,0.023989860844384307,0.10969268946945526,0.06728280726425503,0.07405550922692467,0.0933814789898351,1.2965010738178264,0.13213999492302825,0.2668097863076307,1.4121,0.0,0.0,0.0008598917663120621,4.4103584969011816e-05,4.1991799771837055e-09,0.018463558714439266,1.4146,1.4208,1.4141,mca
"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",Electricity; at grid; consumption mix - PacifiCorp West - BA,Electricity; at grid; consumption mix - Duke Energy Carolinas - BA,"rolling, slab","steelmaking, basic oxygen converter",Electricity; at grid; consumption mix - New York Independent System Operator - BA,"ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - Southwest Power Pool - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Bonneville Power Administration - BA,"coal extraction and processing - Central Interior, BIT, Surface",0.03498120553945883,0.0457751580945142,0.12892171687507933,0.3842031235366696,0.183,7.15,0.009814058295904485,0.14248123710133911,0.04060098708432768,0.8033363692168263,0.6103114559580542,0.018761794485124043,0.6447052703297798,0.01036381817486284,0.498622632253515,0.11570124506307447,9.92086917824662,1.3452321134202672,0.010312181827554587,0.019999254637278575,0.240851213579065,0.128055303291167,0.08738318663045111,0.06326205637177494,1.3213296972536868,0.1336340364993363,0.29079851374671295,2.022,0.0,0.0,0.0013041279012328305,0.00011397549463482349,9.143621948255058e-09,0.0303571226534482,2.0286,2.0474,2.0281,mca
"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",Electricity; at grid; consumption mix - PacifiCorp West - BA,Electricity; at grid; consumption mix - Duke Energy Carolinas - BA,"rolling, slab","steelmaking, basic oxygen converter",Electricity; at grid; consumption mix - New York Independent System Operator - BA,"ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - Southwest Power Pool - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Bonneville Power Administration - BA,"coal extraction and processing - Central Interior, BIT, Surface",0.03305531687943028,0.0473768519265028,0.03504692241630518,0.3482513195332472,0.275,3.57,0.009624708580616455,0.1314459603858309,0.038777936968136736,0.8263391402003822,0.5308878993847168,0.015154668094867372,0.3866090559005054,0.010291466967580602,0.4892681954108164,0.1231269738463372,10.074701962784907,1.3574298414530914,0.010392834045262467,0.02892784611101611,0.03822604846208085,0.06710932431757373,0.07377690102004501,0.0773893090524931,1.0701518076040377,0.15121799602825156,0.32524647928485717,2.1175,0.0,0.0,0.0014051468914992617,0.00012238645467398357,9.680225187729004e-09,0.03228667891880836,2.1246,2.1451,2.1241,mca
"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",Electricity; at grid; consumption mix - PacifiCorp West - BA,Electricity; at grid; consumption mix - Duke Energy Carolinas - BA,"rolling, slab","steelmaking, basic oxygen converter",Electricity; at grid; consumption mix - New York Independent System Operator - BA,"ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - Southwest Power Pool - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Bonneville Power Administration - BA,"coal extraction and processing - Central Interior, BIT, Surface",0.033163592360810686,0.043973687203202064,0.029919169744251878,0.31890388770216715,0.275,7.15,0.009811064806902105,0.1376089366670758,0.03648203218542549,0.8755982012611869,0.6760892967973481,0.036360928638821476,0.5501742489358591,0.010240318809393155,0.5190269525348228,0.1141207723259281,10.245211471737365,1.2592184400772541,0.010011739485111968,0.031543436753383,0.2025788338868072,0.07154791491537864,0.08628332939387162,0.06598176404528004,1.287332442378368,0.11074859472909461,0.3277692454041028,1.9967,0.0,0.0,0.0012675817784184244,0.00011074481798030328,8.860042260413824e-09,0.029439649289872614,2.003,2.0215,2.0026,mca
"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",Electricity; at grid; consumption mix - PacifiCorp West - BA,Electricity; at grid; consumption mix - Duke Energy Carolinas - BA,"rolling, slab","steelmaking, basic oxygen converter",Electricity; at grid; consumption mix - New York Independent System Operator - BA,"ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - Southwest Power Pool - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Bonneville Power Administration - BA,"coal extraction and processing - Central Interior, BIT, Surface",0.03669566142762975,0.04002522155905626,0.021906290753489672,0.4048882686884147,0.275,5.96,0.009567447430588924,0.12806620215571557,0.043903450602433516,0.8885302864907232,0.5240820134457183,0.019029320836990965,0.6322131967602269,0.009615423635938113,0.5070434815746844,0.1248889164146968,10.316768029645068,1.288224812782831,0.010233938194109045,0.02899032714903013,0.13931102174694784,0.12270716341390349,0.03997312195900234,0.07734349419740907,1.299917882442851,0.11602708756392797,0.310563717764419,2.2306,0.0,0.0,0.0014049744794688386,0.0001226395516899367,9.652836593168093e-09,0.032642344331533506,2.2377,2.2582,2.2372,mca
"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",Electricity; at grid; consumption mix - PacifiCorp West - BA,Electricity; at grid; consumption mix - Duke Energy Carolinas - BA,"rolling, slab","steelmaking, basic oxygen converter",Electricity; at grid; consumption mix - New York Independent System Operator - BA,"ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - Southwest Power Pool - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Bonneville Power Administration - BA,"coal extraction and processing - Central Interior, BIT, Surface",0.0253788772986468,0.045928061005504776,0.06698713557413284,0.30704412751883325,0.183,2.97,0.009599475329444397,0.140383289879844,0.03818440381882302,0.7951119774242332,0.8077443520243183,0.011580016518056846,0.4786496350953522,0.010484511895223864,0.49895547622911923,0.11504387859341345,9.681983841115569,1.2952373752237507,0.010081058748600838,0.02630745385771558,0.05364526283009813,0.05820167088952058,0.061015731610788354,0.038529019024236895,0.9119512150644287,0.11971062765130958,0.3167410436690242,1.8527,0.0,0.0,0.0013158340246728732,0.0001171133798630511,9.00370176492693e-09,0.030480034345097332,1.8594,1.8792,1.859,mca
"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",Electricity; at grid; consumption mix - PacifiCorp West - BA,Electricity; at grid; consumption mix - Duke Energy Carolinas - BA,"rolling, slab","steelmaking, basic oxygen converter",Electricity; at grid; consumption mix - New York Independent System Operator - BA,"ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - Southwest Power Pool - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Bonneville Power Administration - BA,"coal extraction and processing - Central Interior, BIT, Surface",0.03932270798762337,0.04970476209261784,0.17031878744159265,0.3776522579834897,0.183,2.97,0.010021769503055653,0.13135539404099303,0.03642874667107701,0.8481816812150911,0.5909632008087409,0.02003953720738275,0.5120122243837248,0.009841982178859994,0.48634146901305314,0.12303616604464712,9.742678907956423,1.3413965267264283,0.009585078600309797,0.02872991574134003,0.10729342249257978,0.11653687862163105,0.08288115447905031,0.06961313655046453,1.0685987654556368,0.1285496024320667,0.32063120602066664,2.0704,0.0,0.0,0.0014077795385981956,0.000122853485541171,9.675877748034473e-09,0.03254900784368511,2.0775,2.0981,2.077,mca
"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",Electricity; at grid; consumption mix - PacifiCorp West - BA,Electricity; at grid; consumption mix - Duke Energy Carolinas - BA,"rolling, slab","steelmaking, basic oxygen converter",Electricity; at grid; consumption mix - New York Independent System Operator - BA,"ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - Southwest Power Pool - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Bonneville Power Administration - BA,"coal extraction and processing - Central Interior, BIT, Surface",0.02967000593381832,0.04175835060518797,0.2061716258251888,0.29495724906677506,0.275,7.15,0.009612566074002644,0.1313949678133272,0.041161195802651956,0.9018415402102966,0.6714069963354528,0.04136183954032239,0.44130185471116573,0.010034162300089234,0.5130384249440607,0.12494448589677831,9.783462582098126,1.312725400998326,0.009647818522621428,0.03150066302459996,0.16906586943649593,0.12344361608389622,0.07090545886167353,0.11203512304865093,1.2130997443160125,0.129876191671957,0.4304791103916106,2.2042,0.0,0.0,0.0013909913493089644,0.00011922742122477556,9.756560181659204e-09,0.03174289547146096,2.211,2.2308,2.2105,mca
"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",Electricity; at grid; consumption mix - PacifiCorp West - BA,Electricity; at grid; consumption mix - Duke Energy Carolinas - BA,"rolling, slab","steelmaking, basic oxygen converter",Electricity; at grid; consumption mix - New York Independent System Operator - BA,"ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - Southwest Power Pool - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Bonneville Power Administration - BA,"coal extraction and processing - Central Interior, BIT, Surface",0.031148436370193586,0.048916198825018735,0.10750100199495484,0.3221938632650808,0.472,4.76,0.00972655163545963,0.1295737613742906,0.03872335676591755,0.9411490197033109,0.5236374670352304,0.012659563291700579,0.5250709266613987,0.010134120540578159,0.5152026631944643,0.11602735616485571,9.587956972174082,1.3222882573096562,0.010456995831088537,0.03281796906232447,0.14141759605020027,0.11910192292334822,0.0859443385509292,0.07787421215801146,1.1609210683600633,0.12114488867996764,0.367797875768747,2.1176,0.0,0.0,0.0013278658172328384,0.0001150515911205073,9.144129876139867e-09,0.03066643406773854,2.1242,2.1435,2.1238,mca
"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",Electricity; at grid; consumption mix - PacifiCorp West - BA,Electricity; at grid; consumption mix - Duke Energy Carolinas - BA,"rolling, slab","steelmaking, basic oxygen converter",Electricity; at grid; consumption mix - New York Independent System Operator - BA,"ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - Southwest Power Pool - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Bonneville Power Administration - BA,"coal extraction and processing - Central Interior, BIT, Surface",0.014078200309409795,0.049393122929611954,0.06781831873596854,0.36584100127432173,0.183,4.76,0.009623610710909797,0.13380244930798676,0.038068195002940716,0.9514263949654849,0.7281558990224875,0.03268437841296439,0.5164435108382115,0.009990969706011469,0.48843300645315585,0.12465886002097361,9.701122370567788,1.3620942060126031,0.009997852147803766,0.040813545351238184,0.11242604231645913,0.09100493899827966,0.10049706955005074,0.08237033607819033,1.2791642234245908,0.14640708016027582,0.2781163498375106,2.1566,0.0,0.0,0.001404678201826606,0.00012149603186645052,9.659512642650235e-09,0.03247542311669965,2.1636,2.1839,2.1631,mca
"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",Electricity; at grid; consumption mix - PacifiCorp West - BA,Electricity; at grid; consumption mix - Duke Energy Carolinas - BA,"rolling, slab","steelmaking, basic oxygen converter",Electricity; at grid; consumption mix - New York Independent System Operator - BA,"ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at grid; consumption mix - Southwest Power Pool - BA,"ironmaking, blast furnace",Electricity; at grid; consumption mix - Bonneville Power Administration - BA,"coal extraction and processing - Central Interior, BIT, Surface",0.01796757205384098,0.047081097933414175,0.07575292749818752,0.3460484042133242,0.275,2.97,0.0096253699268439,0.1457890537044354,0.044546366087547196,0.7730385934451491,0.7002004598335893,0.03005267799061627,0.6081343872518155,0.009780460508853096,0.4884746069738135,0.11961480585202681,10.028984210051803,1.3140530335548435,0.009742165740956085,0.042939802935147375,0.11694788998393875,0.08523631583509991,0.08257731853957781,0.03889579964635636,0.7881181169146464,0.11987157877220467,0.3100864178440638,1.6753,0.0,0.0,0.0012605001196542506,0.00011160334064311069,8.686718069505738e-09,0.02930612837086184,1.6817,1.7004,1.6812,mca
