elec_rolling_sheet,elec_galv_co,elec_rolling_slab,steel_toCoil,steel_slab,elec_EAF,iron_forEAF,elec_DRI,natgas_DRI,elec_BOF,iron_forBOF,elec,coal,"fabrication, sheet.wf","fabrication, sheet.elec","fabrication, sheet.trans_co2","galvanizing, continuous.elec","galvanizing, continuous.w_zinc","galvanizing, continuous.w_steel","galvanizing, continuous.trans_co2","rolling, coil.elec","rolling, slab.elec","rolling, slab.heat","steelmaking, electric arc furnace.scrap_pct","steelmaking, electric arc furnace.wf","steelmaking, electric arc furnace.kWh_EAF","steelmaking, electric arc furnace.trans_co2","ironmaking, direct reduction, MIDREX.co2_kg","ironmaking, direct reduction, MIDREX.elec","ironmaking, direct reduction, MIDREX.ng_mj","ironmaking, direct reduction, MIDREX.ore_kg","ironmaking, direct reduction, MIDREX.trans_co2","steelmaking, basic oxygen converter.elec","steelmaking, basic oxygen converter.scrap_pct","steelmaking, basic oxygen converter.wf","steelmaking, basic oxygen converter.co2_kg","ironmaking, blast furnace.elec","ironmaking, blast furnace.co2_kg",coking.co2_kg,sintering.co2_kg,gwp,gwp_be,gep_bu,ap,ep,odp,pocp,gwp_AR5,gwp_EF2,gwp_CML,sim_type
"Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","rolling, slab","steelmaking, basic oxygen converter",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - West/Northwest, WC, Surface",0.024004572622611665,0.043028335674068066,0.17680198990372256,0.38884204094999103,0.472,5.96,0.010129396343156195,0.14182632026225758,0.036326416250008896,0.8292665100745917,0.8819742074622348,0.024729729034021042,0.38846860026382224,0.010112604329648712,0.5063378814339243,0.11768190724667503,10.23136107952278,1.3468399302055167,0.00978641416394693,0.03401770886789194,0.14953275186254175,0.1444115500883534,0.06171094999135665,0.11046251617905453,1.0948321263679728,0.13807954295968644,0.33497335952452045,2.4096,0.0,0.0,0.002316758268919125,0.00016426995523769047,1.756918753651513e-08,0.05056732686270521,2.4216,2.4333,2.4148,mca
"Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","rolling, slab","steelmaking, basic oxygen converter",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - West/Northwest, WC, Surface",0.013972496124071303,0.047146804712403526,0.09418374228638819,0.33861233215232334,0.183,5.96,0.010297024728296886,0.1473782242815736,0.03821895338340699,0.9495498795165735,0.5214226625813343,0.038135745271500744,0.4209218506712535,0.009598160094210719,0.5264052942425955,0.1217789985094683,9.890556125385777,1.3494017274692813,0.0103954565420099,0.044029864773509134,0.14825932293718602,0.10758429475185115,0.07602410104980958,0.06981921442947817,0.969544708453903,0.13223488585816795,0.39357773261986717,2.2495,0.0,0.0,0.0022137919815334544,0.00016008009960818498,1.7080516304705763e-08,0.04854021352927389,2.2613,2.2728,2.2547,mca
"Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","rolling, slab","steelmaking, basic oxygen converter",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - West/Northwest, WC, Surface",0.02677783931063408,0.05198074080219772,0.11339315654498897,0.3858509205561674,0.183,5.96,0.009544099183107212,0.14781495161405603,0.03445464277658347,0.8413599904403464,0.5467677309998549,0.035941523512382306,0.513928647080719,0.009651342034165669,0.48692024859683036,0.12333820534341551,9.980455344704378,1.2667000179193992,0.010153461655701109,0.044259609890471896,0.20958033845338864,0.14196492940472777,0.07747270885111779,0.06911517670427297,1.110522926065538,0.1029633767823745,0.30365760580928336,2.2571,0.0,0.0,0.0022771935660382617,0.00016233465023224563,1.738464784416735e-08,0.04988795018765273,2.269,2.2806,2.2622,mca
"Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","rolling, slab","steelmaking, basic oxygen converter",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - West/Northwest, WC, Surface",0.03515888577002414,0.04371028711304245,0.025679611587848,0.3504143167409955,0.275,4.76,0.009640683752135521,0.1450084737499801,0.03331105494375622,0.8883749791657276,0.7635135756413254,0.01625438327700081,0.39148307285046624,0.010052423398296206,0.4838894679521604,0.11873046271607805,10.391963418659198,1.3434663496144392,0.009928254416062186,0.040357824022654615,0.1604135334036813,0.11992752654552681,0.07397573923839595,0.08655052517703636,1.1076142042435173,0.11562659818117103,0.34760381067177065,2.3641,0.0,0.0,0.0022390147822754993,0.00016083058825197273,1.722901309545944e-08,0.048988350430409354,2.3758,2.3873,2.3692,mca
"Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","rolling, slab","steelmaking, basic oxygen converter",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - West/Northwest, WC, Surface",0.041044673482984226,0.04862269217236302,0.09783489093581774,0.4233510611024394,0.275,2.97,0.01019557882938524,0.14066636845039948,0.036225141592024813,0.8604951379236616,0.737340932786688,0.022871114121332713,0.6315444046126257,0.010166526298935576,0.5238509385350805,0.12406279562885802,9.987243587169823,1.238339041010047,0.009556051528514402,0.03744742417037013,0.15241995317887427,0.05663921937643558,0.10449294102879546,0.10965115465567718,0.9906408930212935,0.13057813506158952,0.285048878409169,2.2012,0.0,0.0,0.002334607144964207,0.00016290526329198535,1.7474668773044268e-08,0.05111608626612329,2.2133,2.225,2.2065,mca
"Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","rolling, slab","steelmaking, basic oxygen converter",Electricity; at grid; consumption mix - Southwest Power Pool - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA",natural gas extraction and processing - Appalachian,"Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, blast furnace","Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","coal extraction and processing - West/Northwest, WC, Surface",0.040494547909915746,0.05187698446586793,0.08990805303846051,0.3719753528262664,0.275,7.15,0.01023583340017582,0.14815769546980379,0.03869612256718307,0.9583982170381958,0.7167724958777358,0.04045139263451898,0.4803621189897653,0.009872236679913268,0.5183166984173699,0.12401014431781021,10.081481922101979,1.350543554974348,0.009577026829694435,0.02367782840295757,0.1961523465138046,0.0744422029328152,0.0768013310739054,0.07055983877599162,1.269031349310783,0.13572434903405112,0.31617470251098334,2.3858,0.0,0.0,0.0022585226149839867,0.00016043319197464693,1.7259484719110777e-08,0.049599533178923204,2.3977,2.4094,2.391,mca
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",Electricity; at grid; consumption mix - Bonneville Power Administration - BA,"steel, crude","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Arkla,Electricity; at grid; consumption mix - PacifiCorp West - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","coal extraction and processing - Northern Appalachia, BIT, Underground",0.038604179163591795,0.04016356820899287,0.11491016114416612,0.3395221445040479,0.183,7.15,0.009659716627478932,0.14168973788773423,0.03867310930968447,0.7726011729907595,0.5807514115347813,0.033874858643865705,0.5278827103011599,0.010338068495877883,0.4912717814836569,0.12243311617351786,9.448053402788787,1.2425383625995747,0.01035315491523933,0.03361706941840374,0.1745741111402016,0.1402581010483865,0.1028073620695852,0.074555641868409,1.2883686674552999,0.1429513371264991,0.32186830602564226,2.3262,0.0,0.0,0.000726030599852374,3.482188584734907e-05,5.927218159094264e-09,0.01377323567610345,2.3288,2.3314,2.3273,mca
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",Electricity; at grid; consumption mix - Bonneville Power Administration - BA,"steel, crude","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Arkla,Electricity; at grid; consumption mix - PacifiCorp West - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","coal extraction and processing - Northern Appalachia, BIT, Underground",0.04655811573284964,0.04766185329211906,0.19572845535672853,0.3680505054773826,0.183,4.76,0.010006112957886597,0.13273956258618072,0.040010893550022186,0.863047030259629,0.5379841483782055,0.02992860749575052,0.6427442429742789,0.009650154117138545,0.48813431579852684,0.1158355241777016,10.295458906065477,1.2897187040343732,0.010325786836053424,0.03312750394703045,0.0629843268548883,0.07697320965329867,0.057135111673489836,0.07278594741311974,1.0477927412364656,0.11456246520055362,0.360414235692171,2.3646,0.0,0.0,0.0007911342153357368,3.774181409781129e-05,6.4462576790156195e-09,0.01496354412796166,2.3675,2.3704,2.3659,mca
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",Electricity; at grid; consumption mix - Bonneville Power Administration - BA,"steel, crude","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Arkla,Electricity; at grid; consumption mix - PacifiCorp West - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","coal extraction and processing - Northern Appalachia, BIT, Underground",0.022665895053398867,0.04573434160742246,0.15431930226136417,0.3053726194715718,0.472,3.57,0.0100103299622656,0.14421180132999273,0.03426468137139874,0.9316319948723013,0.615911378743826,0.042827352160674126,0.413609255668498,0.010279602426961564,0.49491021306781346,0.11754117727427,10.035369604238467,1.3309349380281748,0.009790565179485532,0.020709675514073555,0.17223460494951395,0.1285311878622503,0.06749737700231442,0.07956382240413043,1.0808476235000095,0.14295923334360763,0.31239526319355115,2.2444,0.0,0.0,0.0006550689078200259,3.1454708527133585e-05,5.328950980056078e-09,0.012409188739757673,2.2469,2.2492,2.2455,mca
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",Electricity; at grid; consumption mix - Bonneville Power Administration - BA,"steel, crude","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Arkla,Electricity; at grid; consumption mix - PacifiCorp West - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","coal extraction and processing - Northern Appalachia, BIT, Underground",0.03269666049071197,0.04009066661918684,0.13874456774121935,0.3986342956442639,0.275,2.97,0.010071373880411509,0.14845728060645302,0.040109724627831696,0.8347466030778485,0.5563793721015419,0.012966823951718599,0.4844189921694228,0.010147571756817146,0.48263356860514967,0.1212575727211082,10.310867793839,1.3425782591433988,0.010390109808558347,0.03382376250561295,0.2758757115174664,0.08712892188089283,0.04303343488144032,0.07743393229789358,1.2202516466626625,0.10924232728902197,0.292888320867762,2.3408,0.0,0.0,0.000832827328995706,3.969549596665997e-05,6.8061628516744465e-09,0.01577164475152965,2.3438,2.3467,2.3421,mca
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",Electricity; at grid; consumption mix - Bonneville Power Administration - BA,"steel, crude","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Arkla,Electricity; at grid; consumption mix - PacifiCorp West - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","coal extraction and processing - Northern Appalachia, BIT, Underground",0.01825914074045871,0.040171257493612715,0.0918508198247188,0.3833280803419292,0.472,2.97,0.009817678625947871,0.1387192181523933,0.043377750734331255,0.8412849359053419,0.6123806335539854,0.04473054590088389,0.5245134817044824,0.010369338860031337,0.49152607394055065,0.12376120611371404,10.286622920269721,1.2478256960358267,0.00957271395734193,0.02714580388414745,0.047506093383858285,0.05820636522268278,0.08327093652517631,0.0742197254433748,1.2219335789002037,0.13433849969454298,0.51141220983284,2.2822,0.0,0.0,0.0007890651532917768,3.7511210974590276e-05,6.441859305963798e-09,0.01492041273756358,2.285,2.2878,2.2834,mca
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",Electricity; at grid; consumption mix - Bonneville Power Administration - BA,"steel, crude","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Arkla,Electricity; at grid; consumption mix - PacifiCorp West - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","coal extraction and processing - Northern Appalachia, BIT, Underground",0.041419255418839195,0.047903237965451054,0.07600735945263531,0.3241574955034092,0.472,4.76,0.009894331272947157,0.13605143902124248,0.0399648495991058,0.798088066089312,0.6641890502338857,0.02986934720744701,0.4505445979935467,0.009554616972233762,0.5077289275307638,0.11728619556353542,10.066137658440796,1.334615894590589,0.009800271498398213,0.029155274657903053,0.17907778028096516,0.14519518033061052,0.05651622799766825,0.04703292016592604,0.8582934369704127,0.11217751252254204,0.3481808575134543,2.3066,0.0,0.0,0.0007032484636178637,3.366073112684909e-05,5.721057206899196e-09,0.013306417616401292,2.3092,2.3118,2.3077,mca
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",Electricity; at grid; consumption mix - Bonneville Power Administration - BA,"steel, crude","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Arkla,Electricity; at grid; consumption mix - PacifiCorp West - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","coal extraction and processing - Northern Appalachia, BIT, Underground",0.03617726193309543,0.050229957865670034,0.06048319411377673,0.38389320074670535,0.183,2.97,0.010041853655533749,0.1482629697198003,0.041313182011958646,0.8947422084766706,0.6659324522694445,0.04661165563380935,0.435000617436844,0.009674417089728346,0.48503394017115975,0.12335580157604782,9.858364938330931,1.3134851790970437,0.009637527270305845,0.028652394704049584,0.24152068016511571,0.14861793497376313,0.0805857475762581,0.088128543287281,1.0335623652942363,0.1392765857278029,0.46779406897831716,2.3505,0.0,0.0,0.0008198673303904631,3.917276786924423e-05,6.6799365763813496e-09,0.015515238965135665,2.3535,2.3565,2.3518,mca
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",Electricity; at grid; consumption mix - Bonneville Power Administration - BA,"steel, crude","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Arkla,Electricity; at grid; consumption mix - PacifiCorp West - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","coal extraction and processing - Northern Appalachia, BIT, Underground",0.04615071407664106,0.04277662637986637,0.14983901426738835,0.3228141405706187,0.275,2.97,0.010328937297502585,0.14778973400039092,0.04034221174009663,0.8394404230782679,0.4802518182315922,0.03560625610813974,0.4488530971999253,0.010086134896820545,0.5194983484928388,0.12246178466483115,9.56135590948293,1.3159673357198336,0.010376009433103964,0.022090379543010814,0.16315700310999193,0.11077801091142139,0.06880835304554503,0.03860346674039151,0.99855345412204,0.14554928276859566,0.2528571337389976,2.316,0.0,0.0,0.0007011745118106385,3.3669652313312184e-05,5.716871512159163e-09,0.013298445424653211,2.3186,2.3212,2.3171,mca
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",Electricity; at grid; consumption mix - Bonneville Power Administration - BA,"steel, crude","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Arkla,Electricity; at grid; consumption mix - PacifiCorp West - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","coal extraction and processing - Northern Appalachia, BIT, Underground",0.02677058612496229,0.04167281293849767,0.1495795306567654,0.3505721166435686,0.183,3.57,0.010271985531258241,0.14679280780871773,0.03734153616562076,0.9057954725622724,0.5595721161080882,0.029408443491747815,0.4989959879975431,0.009697065373399174,0.4888272161363225,0.12060117187471825,9.80946252182176,1.2723743485513783,0.009769289649530995,0.02055650144609959,0.0578516525569796,0.08402005661758077,0.06549577253794472,0.10388784035667928,0.906027349853443,0.12625702925152396,0.47356311578468496,2.3029,0.0,0.0,0.0007410390314522973,3.551453035063473e-05,6.047748933691332e-09,0.014051552771150869,2.3056,2.3083,2.304,mca
"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",Electricity; at grid; consumption mix - Bonneville Power Administration - BA,"steel, crude","steelmaking, electric arc furnace","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA","ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Arkla,Electricity; at grid; consumption mix - PacifiCorp West - BA,"ironmaking, blast furnace","Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA","coal extraction and processing - Northern Appalachia, BIT, Underground",0.04142175535979884,0.046027737976122245,0.15180605096247823,0.32196272957138994,0.472,4.76,0.00963440481009485,0.13343862202014953,0.03526931384247835,1.0008649063874249,0.5647604236535794,0.03137640826739761,0.4613661314709939,0.010174462449074384,0.5296641855450758,0.12217204246402065,9.451214692956796,1.3390158801939427,0.01014426455480162,0.02061266042859027,0.06833069901185695,0.13681438071522561,0.10571396730190195,0.07526378197539613,1.0707932823302768,0.12570793734613211,0.3427881456414676,2.3037,0.0,0.0,0.0006963468476768784,3.33146452934202e-05,5.667491632800699e-09,0.01317668830618088,2.3063,2.3088,2.3048,mca
Electricity; at grid; consumption mix - Southwest Power Pool - BA,Electricity; at grid; consumption mix - PacifiCorp West - BA,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","rolling, slab","steelmaking, basic oxygen converter",Electricity; at grid; consumption mix - ISO-NE - BA,"ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Gulf,"Electricity; at grid; consumption mix - Southern Company Services, Inc. - Trans - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - JEA - BA,"coal extraction and processing - Rocky Mountain, SUB, Surface",0.017878896832465904,0.0519783195195649,0.12026917551468702,0.3714231154743902,0.183,3.57,0.010280689743134735,0.13394755457006344,0.042731364674391745,0.9871714091271513,0.5985938222802931,0.013359301314010788,0.5577473393080571,0.010076000347864888,0.4882302731588445,0.11712382127992674,9.695910963201705,1.3178059842304466,0.010368809030519208,0.03460498077415693,0.17666277682454207,0.07911361750672205,0.06514618146732679,0.05053621143432046,1.181476965097846,0.10110552488704407,0.27231673298578896,2.1058,0.0,0.0,0.0015750043604107421,0.00013099469808303742,1.3319151602730045e-08,0.03682070592932874,2.116,2.1263,2.1104,mca
Electricity; at grid; consumption mix - Southwest Power Pool - BA,Electricity; at grid; consumption mix - PacifiCorp West - BA,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","rolling, slab","steelmaking, basic oxygen converter",Electricity; at grid; consumption mix - ISO-NE - BA,"ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Gulf,"Electricity; at grid; consumption mix - Southern Company Services, Inc. - Trans - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - JEA - BA,"coal extraction and processing - Rocky Mountain, SUB, Surface",0.04661501236394947,0.04744246238239129,0.0939335155605644,0.3623930830870903,0.183,3.57,0.010322109484466676,0.13080508035199853,0.042267354905332274,0.8180964821919599,0.5971455203174381,0.049643662837375986,0.5675510179716964,0.010018105894032452,0.4898292003168746,0.12512376643570783,9.984503646546994,1.2860990819778875,0.010182068982614038,0.03935870223815312,0.21236848622491428,0.05289496492333217,0.05557496237997141,0.05576222880219685,1.0641936138742107,0.12928241731273776,0.24914275687371037,1.9382,0.0,0.0,0.0015327260473433212,0.00012766408522142265,1.32725925568122e-08,0.035672501034194795,1.948,1.9578,1.9425,mca
Electricity; at grid; consumption mix - Southwest Power Pool - BA,Electricity; at grid; consumption mix - PacifiCorp West - BA,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","rolling, slab","steelmaking, basic oxygen converter",Electricity; at grid; consumption mix - ISO-NE - BA,"ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Gulf,"Electricity; at grid; consumption mix - Southern Company Services, Inc. - Trans - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - JEA - BA,"coal extraction and processing - Rocky Mountain, SUB, Surface",0.04004703894274551,0.0425526314912198,0.08052432406912978,0.3951951013154056,0.183,4.76,0.009513373658416967,0.14736907869273763,0.039485332801941025,0.8005322864080241,0.609094594223217,0.02708480876949234,0.5713431842301936,0.009916170009063748,0.5295730749576586,0.11905160047481643,9.763297672515561,1.239651877347872,0.010138975417114907,0.02838491382211257,0.23965690166208597,0.0918544880190236,0.09797543659314838,0.04741135698898431,1.0030304916184538,0.12715713430935122,0.39027826587794123,2.0097,0.0,0.0,0.001550319665984754,0.00012909715162514614,1.3389761156359484e-08,0.03607850125671918,2.0197,2.0298,2.0142,mca
Electricity; at grid; consumption mix - Southwest Power Pool - BA,Electricity; at grid; consumption mix - PacifiCorp West - BA,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","rolling, slab","steelmaking, basic oxygen converter",Electricity; at grid; consumption mix - ISO-NE - BA,"ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Gulf,"Electricity; at grid; consumption mix - Southern Company Services, Inc. - Trans - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - JEA - BA,"coal extraction and processing - Rocky Mountain, SUB, Surface",0.04694534955575308,0.05069835607155862,0.028285124802386638,0.38201228417800553,0.183,5.96,0.010004568570170111,0.12852733607650654,0.036305686810595414,0.8792422869101404,0.6609783549084772,0.04517887965268082,0.5157503250118645,0.009634370856138373,0.5004220452404209,0.12207111288471673,9.407482725050087,1.2837179455682806,0.009877362241392787,0.03629917283152134,0.030087608813069554,0.14142086293208955,0.09911538160314429,0.07518235472457124,1.2175659949118327,0.09185612390639619,0.323142675354429,2.6645,0.0,0.0,0.001857585328580537,0.0001564305309549283,1.5235554264844546e-08,0.04349401835319139,2.6762,2.6882,2.6698,mca
Electricity; at grid; consumption mix - Southwest Power Pool - BA,Electricity; at grid; consumption mix - PacifiCorp West - BA,"Electricity; at grid; consumption mix - PJM Interconnection, LLC - BA","rolling, slab","steelmaking, basic oxygen converter",Electricity; at grid; consumption mix - ISO-NE - BA,"ironmaking, direct reduction, MIDREX","Electricity; at grid; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Gulf,"Electricity; at grid; consumption mix - Southern Company Services, Inc. - Trans - BA","ironmaking, blast furnace",Electricity; at grid; consumption mix - JEA - BA,"coal extraction and processing - Rocky Mountain, SUB, Surface",0.012043668059748134,0.05177446662670224,0.15399080069544835,0.36577347304897617,0.275,3.57,0.010199752581186033,0.13779306610038947,0.04151492354363078,0.9580180250315108,0.559648184016817,0.029725941797659576,0.5328987309486934,0.010367371515311117,0.4872195620086935,0.11525916380397713,9.682426328821695,1.2605892353835197,0.009694045074499546,0.027651809035076524,0.06772402308022084,0.12845973285719015,0.05993713850267425,0.10918254647049234,1.1961321588516522,0.15190636361207918,0.3591967077410977,2.5274,0.0,0.0,0.001737108493188078,0.00014421544477322837,1.4195575579907324e-08,0.040668431615639995,2.5384,2.5496,2.5324,mca
