"sim_type","n","mean_gwp","sd_gwp","rsd_gwp","min_gwp","max_gwp","median_gwp","p10","p20","p30","p40","p50","p60","p70","p80","p90"
"BFBOF",75,2.35673866666667,0.226252048456209,0.0960021794763592,1.947,3.013,2.3515,2.05744,2.18258,2.20894,2.25082,2.3515,2.39624,2.4679,2.57202,2.64014
"DRI",75,2.3001,0,0,2.3001,2.3001,2.3001,2.3001,2.3001,2.3001,2.3001,2.3001,2.3001,2.3001,2.3001,2.3001
"EAF",75,2.3001,0,0,2.3001,2.3001,2.3001,2.3001,2.3001,2.3001,2.3001,2.3001,2.3001,2.3001,2.3001,2.3001
"fabrication",75,2.240236,0.0516711133686585,0.0230650312595006,2.118,2.3639,2.2462,2.1827,2.20046,2.2159,2.23036,2.2462,2.255,2.26622,2.27554,2.29048
"rolling",75,2.299896,0.0116413108763111,0.0050616683868797,2.2703,2.3227,2.3016,2.2828,2.2919,2.2952,2.29746,2.3016,2.3039,2.30686,2.30928,2.31322
"supply chain",75,2.189136,0.122370890196842,0.0558991721833829,2.0256,2.3873,2.1853,2.0588,2.06696,2.07148,2.0829,2.1853,2.27534,2.28854,2.29848,2.35818
